date,USDCHF,GBPUSD,GBPCHF,EURCHF,AUDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,AUDCAD,NZDCAD,empty,sum
2016.10.17,-6.0000000000060005,-60.99999999999994,-140.0000000000068,-9.999999999998899,-26.999999999999247,-24.999999999997247,-121.99999999999989,-326.0000000000041,-234.00000000000088,-8.999999999992347,-4.999999999999449,,-965.0000000000048
2016.10.17,0.999999999995449,-212.00000000001216,-292.00000000000335,15.00000000000945,-36.999999999998145,-29.999999999996696,-292.99999999999216,-519.0000000000028,-485.0000000000021,51.000000000001044,82.99999999999974,,-1718.0000000000016
2016.10.17,21.999999999999797,-249.99999999999466,-331.999999999999,38.0000000000047,-8.000000000008,-24.999999999997247,-217.9999999999893,-570.0000000000039,-458.00000000000284,99.00000000000463,66.99999999999484,,-1634.9999999999911
2016.10.17,47.9999999999925,-222.00000000001108,-310.0000000000103,45.000000000006146,-102.00000000000209,8.000000000008,-229.99999999998977,-521.0000000000159,-509.99999999998823,4.999999999999449,-4.999999999999449,,-1794.0000000000107
2016.10.17,39.999999999995595,-95.00000000000064,-170.00000000000347,70.99999999999883,-145.00000000000622,123.00000000000644,-54.99999999999261,-431.0000000000036,-591.0000000000082,-73.00000000000084,-7.9999999999968985,,-1334.0000000000116
2016.10.17,36.0000000000027,-253.99999999999866,-329.00000000000153,36.999999999998145,-214.00000000000307,-36.0000000000027,-42.999999999992156,-599.0000000000161,-958.9999999999987,-158.0000000000026,76.99999999999375,,-2442.0000000000214
2016.10.17,10.999999999994348,-246.00000000001288,-316.0000000000052,32.0000000000098,-243.99999999999977,-27.999999999994696,-37.9999999999967,-608.0000000000085,-991.9999999999928,-192.99999999999872,95.99999999999609,,-2526.000000000009
2016.10.17,31.999999999998696,-188.9999999999947,-276.9999999999939,33.00000000001635,-217.0000000000005,14.000000000002899,-122.99999999999045,-667.0000000000176,-852.9999999999926,-73.00000000000084,188.9999999999947,,-2130.999999999978
2016.10.17,7.9999999999968985,-114.0000000000141,-192.99999999999872,36.0000000000138,-361.0000000000002,85.00000000000173,-55.999999999997385,-682.0000000000048,-1011.9999999999907,-134.99999999999625,209.9999999999991,,-2213.999999999991
2016.10.17,-6.0000000000060005,-70.0000000000145,-116.00000000000499,40.0000000000178,-353.0000000000033,143.9999999999997,210.00000000000796,-710.0000000000106,-968.9999999999976,-120.99999999999334,317.0000000000006,,-1634.000000000004
2016.10.17,21.999999999999797,-53.999999999998494,-126.0000000000039,56.000000000011596,-339.0000000000004,163.99999999999747,46.00000000000648,-659.0000000000095,-922.0000000000006,-100.99999999999554,380.999999999998,,-1531.999999999995
