date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,GBPCHF,EURCHF,CADCHF,AUDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURCAD,AUDJPY,NZDJPY,AUDCAD,AUDNZD,empty,sum
2019.10.07,-202.0000000000022,-13.000000000018552,-28.999999999990145,0.0,-16.000000000016,-98.99999999999353,-2.0000000000131024,-28.999999999990145,-7.9999999999968985,-92.00000000000318,0.0,0.0,-22.999999999995246,-139.00000000000023,-29.999999999996696,0.0,-15.000000000000568,-72.99999999998974,-97.9999999999981,,-868.0000000000043
2019.10.07,-174.00000000000747,116.99999999998934,-19.999999999997797,-19.000000000005457,-19.999999999997797,-179.99999999999127,235.99999999999176,35.00000000000725,29.000000000001247,-134.99999999999625,-31.999999999998696,153.99999999999636,55.99999999998939,-109.00000000000354,-9.999999999998899,54.000000000002046,70.00000000000739,-110.99999999999443,-26.999999999999247,,-86.00000000000607
2019.10.07,-173.00000000000094,180.99999999998673,-44.99999999998394,-7.000000000005002,-140.0000000000068,-173.9999999999964,302.9999999999866,60.99999999999994,55.000000000005045,-163.00000000000205,-53.999999999998494,189.99999999999773,140.0000000000068,22.0000000000109,18.999999999991246,66.99999999999307,140.00000000000057,-100.99999999999554,-55.99999999998939,,265.00000000000006
2019.10.07,-161.00000000000003,281.99999999998226,-31.999999999987594,126.99999999999534,-109.00000000000354,-146.99999999999713,437.99999999998283,104.00000000001519,119.99999999999788,-136.00000000000279,-44.99999999999504,472.99999999998477,231.0000000000034,259.9999999999936,76.99999999999375,126.99999999999534,191.0000000000025,-29.999999999996696,-0.9999999999843467,,1768.9999999999798
2019.10.07,-163.99999999999747,279.99999999999136,-44.99999999998394,117.999999999995,-150.00000000000568,-174.99999999999181,398.9999999999938,91.00000000001884,126.0000000000039,-156.99999999999602,-37.99999999999359,439.9999999999977,180.0000000000024,170.00000000000347,104.99999999999955,167.99999999999216,224.00000000000375,-43.999999999999595,0.0,,1528.0000000000337
2019.10.07,-148.0000000000037,295.0000000000008,-48.99999999998794,82.99999999999841,-155.00000000001623,-183.99999999999528,408.9999999999927,69.00000000000794,119.99999999999788,-156.99999999999602,-29.000000000001247,444.9999999999932,194.0000000000053,190.00000000000128,114.99999999999844,144.99999999999602,195.0000000000074,-41.9999999999976,-14.999999999987246,,1481.0000000000139
2019.10.07,-172.00000000000549,281.99999999998226,-68.99999999998573,73.99999999999807,-168.0000000000126,-183.99999999999528,411.99999999999017,71.00000000002105,126.99999999999933,-159.9999999999935,-29.999999999996696,453.00000000000296,198.99999999999363,236.00000000001398,27.999999999983594,115.99999999999966,151.00000000001046,-54.999999999993946,-34.99999999998504,,1276.000000000027
2019.10.07,-173.00000000000094,305.9999999999841,-87.99999999999919,42.00000000000159,-97.00000000001374,-213.99999999999199,455.99999999998977,160.00000000000458,117.99999999999588,-165.9999999999995,-17.999999999995797,388.9999999999816,287.9999999999994,256.00000000001177,-8.000000000008,103.9999999999992,207.00000000000784,-61.999999999995396,63.000000000013046,,1562.9999999999839
2019.10.07,-187.9999999999993,279.99999999999136,-107.99999999999699,19.99999999999602,-76.0000000000094,-222.99999999999542,444.9999999999843,173.00000000000094,107.99999999999699,-141.99999999999767,13.00000000000745,358.99999999998045,275.000000000003,275.000000000003,-51.000000000001044,42.00000000000159,160.0000000000108,-57.99999999999139,94.00000000001629,,1398.000000000001
2019.10.07,-189.00000000000583,252.99999999999213,-92.99999999998754,78.99999999999352,-72.0000000000054,-212.99999999999653,408.9999999999927,166.00000000002169,94.00000000000519,-105.99999999999498,28.000000000005798,400.99999999998204,255.99999999998957,348.9999999999993,-63.000000000013046,43.99999999999693,167.0000000000016,-13.999999999991797,108.00000000001918,,1604.0000000000043
2019.10.07,-219.99999999999798,217.99999999998488,-79.99999999999119,129.0000000000049,-33.00000000001635,-209.9999999999991,426.9999999999996,183.00000000002203,95.00000000000064,-109.00000000000354,41.000000000002146,412.9999999999825,262.999999999991,326.0000000000041,-94.00000000001629,70.99999999999795,217.00000000001296,-24.999999999997247,159.00000000002024,,1771.0000000000011
2019.10.07,-221.99999999999997,222.99999999999542,-64.99999999998174,120.00000000000455,-24.000000000001798,-164.99999999999292,452.99999999999227,199.00000000001583,114.00000000000298,-112.99999999999643,25.00000000000835,415.9999999999968,280.9999999999979,357.00000000000733,-62.000000000006494,39.99999999999204,187.00000000001182,-15.999999999993797,136.00000000000279,,1884.0000000000546
2019.10.07,-228.00000000000597,241.99999999998667,-56.99999999999594,120.99999999999511,-41.000000000002146,-169.99999999999238,465.99999999998863,195.00000000001182,126.0000000000039,-97.9999999999981,14.000000000002899,419.9999999999875,255.99999999998957,418.0000000000073,-24.000000000001798,45.000000000001705,186.00000000000705,32.0000000000098,139.00000000000023,,2041.9999999999957
