date,GBPUSD,USDCAD,AUDUSD,NZDUSD,CHFJPY,NZDCHF,GBPJPY,EURJPY,EURNZD,CADJPY,AUDJPY,NZDJPY,empty,sum
2021.05.03,-121.99999999999989,0.0,-41.000000000002146,-21.999999999999797,-265.99999999999113,-81.00000000000884,-258.0000000000098,-128.99999999999068,-96.00000000000719,-115.99999999999966,-69.00000000000261,-15.000000000000568,,-1215.0000000000123
2021.05.03,-98.99999999998244,9.000000000014552,-15.999999999993797,-4.999999999999449,-260.9999999999957,-102.00000000000209,-353.999999999985,-91.99999999998454,167.00000000000603,-132.000000000005,-57.00000000000216,-24.999999999991473,,-966.999999999921
2021.05.03,-123.99999999999079,-15.999999999993797,11.00000000000545,29.999999999996696,-304.00000000000205,-73.00000000000084,-403.99999999999636,-126.99999999998113,333.9999999999899,-228.9999999999992,-69.99999999999318,-16.999999999995907,,-988.9999999999612
2021.05.03,-149.9999999999835,-26.999999999999247,7.0000000000014495,29.000000000001247,-295.0000000000017,-70.0000000000034,-375.0,-112.99999999999955,513.9999999999923,-216.99999999999875,-48.00000000000182,7.000000000005002,,-737.999999999988
2021.05.03,-148.99999999999915,-32.999999999994145,8.000000000008,29.000000000001247,-265.00000000000057,-89.00000000000574,-387.00000000000045,-132.99999999998136,514.9999999999987,-227.00000000000387,-46.999999999997044,4.0000000000048885,,-773.9999999999694
2021.05.03,-158.99999999999804,-42.999999999993044,-12.999999999996348,22.999999999995246,-244.99999999999034,-89.00000000000574,-365.0000000000091,-115.99999999998545,523.9999999999911,-219.0000000000083,-48.99999999999238,14.000000000010004,,-736.9999999999823
2021.05.03,-207.99999999998596,-115.99999999998278,-95.99999999999609,-65.99999999999939,-287.9999999999967,-182.00000000000438,-519.0000000000055,-218.9999999999941,358.9999999999982,-328.00000000000296,-206.99999999999363,-140.00000000000057,,-2009.9999999999636
2021.05.03,-266.999999999995,-129.00000000000134,-134.99999999999625,-107.00000000000153,-310.99999999999284,-221.00000000000452,-592.9999999999893,-258.99999999998613,286.00000000000847,-359.00000000000887,-233.99999999999466,-182.99999999999272,,-2511.9999999999545
2021.05.03,-288.99999999998374,-139.9999999999846,-139.00000000000023,-100.99999999999554,-314.9999999999977,-208.00000000000819,-644.0000000000055,-263.00000000000523,316.99999999998954,-344.99999999999886,-234.99999999999943,-164.00000000000148,,-2525.999999999991
2021.05.03,-285.99999999998624,-97.9999999999981,-100.99999999999554,-63.00000000000195,-350.9999999999991,-189.00000000000583,-643.0000000000007,-283.9999999999918,394.00000000000546,-337.0000000000033,-222.99999999999898,-155.9999999999917,,-2336.999999999968
2021.05.03,-184.99999999999073,-31.000000000003247,-39.999999999995595,-51.99999999999649,-333.999999999989,-223.00000000000654,-592.9999999999893,-252.9999999999859,268.0000000000016,-320.0000000000074,-195.99999999999795,-182.00000000000216,,-2140.9999999999627
2021.05.03,-172.99999999997874,45.000000000006146,-17.999999999995797,-73.00000000000084,-326.9999999999982,-252.0000000000078,-638.0000000000052,-269.00000000000546,228.00000000000597,-295.0000000000017,-195.99999999999795,-224.99999999999432,,-2192.999999999974
2021.05.03,-173.99999999998528,82.00000000000429,-15.999999999993797,-36.999999999998145,-387.00000000000045,-212.00000000000108,-729.9999999999898,-335.00000000000796,293.99999999999426,-332.9999999999984,-242.999999999995,-212.99999999999386,,-2303.9999999999654
2021.05.03,-203.99999999998198,56.000000000011596,-54.999999999993946,-39.00000000000014,-402.000000000001,-209.00000000000364,-758.9999999999861,-341.99999999998454,296.9999999999917,-347.0000000000084,-293.99999999999693,-233.99999999999466,,-2531.999999999948
2021.05.03,-186.99999999998164,69.00000000000794,-56.99999999999594,-48.000000000003595,-414.0000000000015,-236.00000000000287,-771.9999999999914,-360.99999999999,215.00000000000963,-353.00000000000864,-307.9999999999927,-269.999999999996,,-2721.999999999947
2021.05.03,-165.9999999999995,93.00000000000975,-9.999999999998899,-39.00000000000014,-417.99999999999216,-236.00000000000287,-764.9999999999864,-362.99999999999955,242.99999999999324,-353.9999999999992,-272.99999999999613,-263.9999999999958,,-2551.9999999999677
2021.05.03,-156.00000000000057,97.9999999999981,-0.999999999995449,17.999999999995797,-446.9999999999885,-172.00000000000549,-758.9999999999861,-387.00000000000045,408.00000000000836,-358.0000000000041,-260.9999999999957,-201.99999999999818,,-2218.9999999999723
2021.05.03,-73.99999999999629,117.00000000001154,33.000000000005244,85.99999999999719,-493.9999999999998,-102.00000000000209,-751.0000000000048,-423.0000000000018,565.9999999999999,-379.0000000000049,-265.00000000000057,-164.00000000000148,,-1849.9999999999977
2021.05.03,-55.99999999998939,154.0000000000097,53.00000000000304,102.00000000000209,-496.9999999999999,-80.00000000000229,-716.0000000000082,-424.0000000000066,601.000000000007,-350.9999999999991,-230.99999999999454,-147.99999999999613,,-1592.9999999999743
2021.05.03,-240.9999999999801,185.00000000001293,-44.99999999999504,-9.00000000000345,-525.9999999999962,-148.0000000000037,-820.999999999998,-504.99999999999545,417.0000000000007,-265.00000000000057,-278.99999999999636,-204.9999999999983,,-2441.9999999999536
2021.05.03,-388.9999999999949,94.00000000001629,-124.00000000000189,-39.999999999995595,-628.9999999999907,-146.00000000000168,-1061.9999999999834,-603.0000000000086,503.000000000009,-382.000000000005,-421.99999999999704,-286.00000000000136,,-3485.999999999955
2021.05.03,-376.9999999999829,126.0000000000039,-97.9999999999981,-33.000000000005244,-655.0000000000011,-158.99999999999804,-1094.9999999999989,-668.0000000000064,517.9999999999962,-389.00000000001,-415.9999999999968,-290.9999999999968,,-3536.9999999999936
2021.05.03,-408.9999999999927,174.00000000000747,-44.99999999999504,51.000000000001044,-650.9999999999962,-75.00000000000284,-1173.0000000000018,-635.9999999999957,700.999999999996,-380.00000000000966,-368.9999999999998,-212.99999999999386,,-3024.9999999999827
2021.05.03,-509.99999999998823,114.0000000000141,-93.99999999999409,56.99999999999594,-661.0000000000014,-50.0000000000056,-1210.9999999999843,-718.9999999999941,841.0000000000028,-368.9999999999998,-391.9999999999959,-170.0000000000017,,-3163.9999999999523
2021.05.03,-533.99999999999,138.0000000000159,-85.99999999999719,70.99999999999883,-679.000000000002,-17.000000000000348,-1216.9999999999845,-787.0000000000061,994.000000000006,-370.00000000000455,-384.00000000000034,-168.99999999999693,,-3039.9999999999613
2021.05.03,-468.9999999999861,253.00000000001432,-48.99999999999905,73.00000000000084,-594.9999999999989,3.999999999992898,-1078.000000000003,-671.999999999997,960.9999999999897,-209.00000000000318,-295.0000000000017,-87.99999999999386,,-2163.9999999999854
2021.05.03,-581.9999999999936,179.00000000001802,-103.99999999999298,24.000000000001798,-583.999999999989,-38.0000000000047,-1145.9999999999866,-670.9999999999923,886.9999999999934,-243.99999999999977,-325.00000000000284,-144.99999999999602,,-2748.9999999999445
2021.05.03,-666.9999999999953,93.00000000000975,-182.99999999999983,-80.99999999999774,-536.9999999999919,-135.00000000000733,-1126.0000000000048,-627.9999999999859,653.999999999999,-253.0000000000001,-346.9999999999942,-196.99999999998852,,-3406.999999999957
2021.05.03,-712.9999999999859,48.000000000003595,-178.00000000000037,-73.00000000000084,-479.99999999998977,-235.00000000000742,-1195.999999999998,-588.9999999999986,693.9999999999947,-305.0000000000068,-346.00000000000364,-191.0000000000025,,-3563.9999999999955
2021.05.03,-691.9999999999815,43.00000000001525,-178.99999999999582,-58.000000000002494,-359.99999999999943,-251.00000000000122,-1199.9999999999886,-575.9999999999934,644.0000000000001,-301.00000000000193,-375.0,-198.99999999999807,,-3503.9999999999472
2021.05.03,-805.9999999999956,23.00000000001745,-256.0000000000007,-144.99999999999514,-277.000000000001,-322.00000000000006,-1225.999999999999,-549.0000000000066,456.9999999999963,-304.00000000000205,-393.0000000000007,-236.99999999999477,,-4034.999999999982
2021.05.03,-875.999999999988,-27.999999999983594,-256.0000000000007,-153.00000000000313,-215.99999999999397,-317.0000000000006,-1174.999999999983,-419.9999999999875,415.99999999999415,-219.0000000000083,-352.00000000000387,-200.9999999999934,,-3796.9999999999527
2021.05.03,-866.9999999999956,22.0000000000109,-205.99999999999508,-141.00000000000225,-201.99999999999818,-281.00000000000904,-1098.9999999999895,-355.99999999999454,468.00000000000176,-144.00000000000546,-233.0000000000041,-137.99999999999102,,-3176.9999999999723
2021.05.03,-994.9999999999903,-1.999999999990898,-252.99999999999213,-202.0000000000022,-281.9999999999965,-240.00000000000688,-1076.9999999999982,-271.99999999999136,388.9999999999949,-118.99999999999977,-204.9999999999983,-122.99999999999045,,-3380.9999999999623
2021.05.03,-1169.9999999999823,-80.99999999999774,-358.9999999999982,-297.00000000000284,-289.0000000000015,-211.00000000000563,-1131.0000000000002,-229.99999999998977,398.00000000000944,-25.000000000005684,-197.00000000000273,-99.99999999999432,,-3691.999999999972
2021.05.03,-1247.9999999999825,-167.9999999999904,-429.99999999999704,-319.99999999999807,-284.9999999999966,-214.00000000000307,-1031.000000000006,-188.99999999999295,371.99999999999454,-11.00000000000989,-225.9999999999991,-104.99999999998977,,-3854.999999999971
2021.05.03,-1223.9999999999807,-146.00000000000168,-457.99999999999176,-336.9999999999984,-271.0000000000008,-219.00000000000253,-1084.0000000000032,-213.99999999999864,344.99999999999534,-75.00000000000284,-277.9999999999916,-140.00000000000057,,-4100.999999999978
2021.05.03,-1134.999999999997,-142.99999999998204,-449.9999999999948,-292.00000000000335,-253.99999999999068,-253.0000000000032,-1112.9999999999995,-217.9999999999893,283.99999999999534,-112.99999999999955,-355.000000000004,-164.99999999999204,,-4206.99999999996
2021.05.03,-1044.0000000000005,-83.9999999999952,-383.0,-243.00000000000432,-167.99999999999216,-258.0000000000027,-1054.000000000002,-186.00000000000705,323.99999999999096,-91.99999999999875,-298.0000000000018,-129.99999999999545,,-3616.0000000000095
2021.05.03,-1059.9999999999943,-136.99999999998712,-393.9999999999944,-268.0000000000016,-204.9999999999983,-281.00000000000904,-1087.9999999999939,-198.0000000000075,235.00000000000742,-117.00000000000443,-338.99999999999864,-177.99999999999727,,-4029.9999999999786
2021.05.03,-1054.9999999999836,-112.99999999998533,-446.9999999999974,-312.00000000000114,-203.99999999999352,-292.9999999999988,-1076.9999999999982,-185.00000000000227,168.99999999999693,-121.00000000000932,-355.99999999999454,-194.99999999999318,,-4188.99999999996
2021.05.03,-1061.9999999999852,-158.99999999999804,-463.9999999999977,-341.0000000000024,-207.9999999999984,-316.0000000000052,-1052.9999999999973,-222.0000000000084,170.00000000000347,-131.00000000000023,-378.0000000000001,-228.9999999999992,,-4392.999999999988
2021.05.03,-1077.999999999979,-156.99999999998494,-471.99999999999466,-377.0000000000051,-226.99999999998965,-325.00000000000864,-1056.999999999988,-242.999999999995,133.99999999998968,-118.00000000000921,-371.9999999999999,-248.99999999999523,,-4540.99999999996
2021.05.03,-1071.999999999984,-148.99999999999915,-475.99999999999864,-405.9999999999952,-263.9999999999958,-355.0000000000053,-1103.999999999985,-282.99999999998704,56.99999999999594,-133.00000000000978,-408.9999999999918,-316.99999999999307,,-4910.999999999949
2021.05.03,-1061.9999999999852,-100.99999999999554,-473.0000000000012,-394.00000000000546,-266.9999999999959,-338.00000000000495,-1092.9999999999893,-277.9999999999916,82.99999999998863,-106.99999999999932,-405.00000000000114,-304.00000000000205,,-4738.999999999983
2021.05.03,-1031.9999999999884,-86.99999999999264,-444.9999999999954,-343.9999999999999,-247.99999999999045,-309.99999999999915,-1052.9999999999973,-274.0000000000009,151.9999999999966,-82.99999999999841,-373.9999999999952,-246.9999999999999,,-4344.999999999961
2021.05.03,-1009.9999999999998,-70.99999999999883,-435.9999999999919,-326.0000000000041,-247.99999999999045,-286.00000000000847,-1049.999999999983,-265.99999999999113,211.99999999998997,-91.00000000000819,-370.9999999999951,-226.99999999998965,,-4169.99999999997
2021.05.03,-1040.999999999981,-99.99999999998899,-454.9999999999943,-319.99999999999807,-229.99999999998977,-284.0000000000065,-1024.000000000001,-235.99999999999,217.0000000000005,-73.99999999999807,-355.99999999999454,-203.99999999999352,,-4106.9999999999345
