date,GBPUSD,USDCAD,AUDUSD,NZDUSD,CHFJPY,NZDCHF,GBPJPY,EURJPY,EURNZD,CADJPY,AUDJPY,NZDJPY,empty,sum
2021.05.03,-39.999999999995595,63.000000000013046,9.999999999998899,34.000000000000696,-218.9999999999941,-48.99999999999905,-174.99999999998295,-91.00000000000819,212.99999999999653,-73.0000000000075,-40.99999999999682,31.00000000000591,,-336.9999999999691
2021.05.03,-63.99999999999739,9.000000000014552,41.9999999999976,17.999999999995797,-177.99999999999727,-81.00000000000884,-194.99999999999318,-73.0000000000075,367.0000000000062,-97.00000000000841,22.999999999996135,61.99999999999761,,-167.00000000000472
2021.05.03,-116.99999999998934,0.0,25.00000000000835,48.99999999999905,-289.0000000000015,-50.0000000000056,-372.99999999999045,-108.00000000000409,554.9999999999944,-212.0000000000033,-40.99999999999682,20.000000000010232,,-540.999999999979
2021.05.03,-123.99999999999079,11.00000000000545,31.999999999998696,51.000000000001044,-238.9999999999901,-70.0000000000034,-359.00000000000887,-105.99999999999454,575.9999999999987,-195.0000000000074,-21.000000000000796,29.000000000010573,,-414.99999999998136
2021.05.03,-96.99999999999153,-18.999999999991246,41.9999999999976,53.00000000000304,-213.99999999999864,-69.00000000000794,-296.99999999999704,-80.99999999998886,585.9999999999976,-195.99999999999795,11.00000000000989,48.00000000000182,,-232.99999999996328
2021.05.03,-117.99999999999588,-31.000000000003247,-8.999999999992347,31.999999999998696,-210.99999999999852,-86.0000000000083,-312.9999999999882,-73.99999999998386,533.99999999999,-203.00000000000296,-42.999999999992156,27.000000000001023,,-494.99999999997567
2021.05.03,-197.99999999998707,-106.99999999999044,-93.99999999999409,-65.99999999999939,-286.00000000000136,-181.00000000000892,-519.0000000000055,-218.9999999999941,358.9999999999982,-328.00000000000296,-206.99999999999363,-140.00000000000057,,-1985.9999999999795
2021.05.03,-264.9999999999819,-115.99999999998278,-122.99999999999534,-95.99999999999609,-268.0000000000007,-207.00000000000162,-552.9999999999973,-211.9999999999891,323.99999999999096,-311.00000000000705,-215.99999999999397,-152.9999999999916,,-2195.9999999999463
2021.05.03,-283.99999999999534,-93.99999999999409,-88.99999999999464,-55.000000000005045,-296.99999999999704,-182.00000000000438,-635.9999999999957,-253.99999999999068,404.0000000000044,-329.9999999999983,-209.00000000000318,-140.99999999999113,,-2166.9999999999654
2021.05.03,-183.99999999998417,-24.000000000001798,-31.999999999998696,-4.000000000004,-315.9999999999883,-148.99999999999915,-592.9999999999893,-247.99999999999045,456.9999999999963,-317.99999999999784,-180.99999999999739,-114.99999999999488,,-1706.9999999999495
2021.05.03,-141.99999999999767,50.0000000000167,-2.999999999997449,-48.000000000003595,-286.00000000000136,-223.00000000000654,-574.9999999999886,-216.99999999998454,273.9999999999965,-278.0000000000058,-165.99999999999682,-173.99999999999238,,-1787.9999999999618
2021.05.03,-105.99999999998388,134.00000000001188,36.999999999998145,-12.999999999996348,-319.9999999999932,-194.0000000000053,-592.9999999999893,-239.00000000000432,319.0000000000026,-252.00000000000955,-153.99999999999636,-170.0000000000017,,-1550.9999999999673
2021.05.03,-170.99999999998784,93.00000000000975,0.0,4.000000000004,-375.0,-178.00000000000037,-729.9999999999898,-323.99999999998386,387.99999999998835,-323.0000000000075,-233.99999999999466,-189.99999999999773,,-2039.9999999999595
2021.05.03,-186.99999999998164,70.99999999999883,-54.999999999993946,-34.000000000000696,-384.00000000000034,-209.00000000000364,-741.9999999999902,-328.00000000000296,309.99999999998806,-338.99999999999864,-292.99999999999216,-229.99999999998977,,-2419.9999999999673
2021.05.03,-127.99999999999478,116.00000000000499,8.000000000008,-38.0000000000047,-384.9999999999909,-234.00000000000088,-739.0000000000043,-332.9999999999984,246.99999999999721,-338.99999999999864,-248.99999999999523,-262.00000000000045,,-2335.999999999978
2021.05.03,-135.9999999999806,104.00000000001519,3.0000000000085514,21.00000000000435,-411.00000000000136,-165.9999999999995,-741.9999999999902,-358.0000000000041,418.0000000000073,-346.00000000000364,-257.99999999999557,-197.9999999999933,,-2068.9999999999327
2021.05.03,-18.999999999991246,146.00000000000168,72.0000000000054,114.99999999999844,-441.99999999999307,-91.00000000000774,-686.000000000007,-379.99999999999545,598.0000000000097,-356.9999999999993,-222.99999999999898,-128.99999999999068,,-1395.9999999999684
2021.05.03,-46.999999999997044,161.00000000001114,55.000000000005045,95.00000000000064,-488.9999999999901,-82.00000000000429,-709.0000000000032,-417.0000000000016,602.999999999998,-340.0000000000034,-227.00000000000387,-147.99999999999613,,-1544.999999999985
2021.05.03,-43.999999999999595,219.00000000001364,53.00000000000304,102.99999999999754,-456.99999999999363,-48.99999999999905,-609.0000000000089,-338.99999999999864,629.9999999999973,-243.99999999999977,-180.99999999999739,-86.99999999998909,,-1004.9999999999744
2021.05.03,-172.99999999997874,242.00000000000887,-26.999999999999247,9.00000000000345,-489.9999999999949,-103.00000000000864,-723.9999999999895,-484.00000000000887,629.9999999999973,-209.00000000000318,-256.9999999999908,-176.9999999999925,,-1762.9999999999566
2021.05.03,-317.9999999999961,141.99999999999767,-78.99999999999574,-2.999999999997449,-568.9999999999884,-146.00000000000168,-1052.9999999999973,-591.0000000000082,550.9999999999903,-382.000000000005,-406.9999999999965,-277.000000000001,,-3131.999999999999
2021.05.03,-342.9999999999822,182.99999999999983,-39.00000000000014,56.0000000000005,-597.999999999999,-73.00000000000084,-1063.999999999993,-597.9999999999848,707.9999999999975,-344.0000000000083,-361.0000000000042,-204.9999999999983,,-2677.9999999999727
2021.05.03,-393.99999999998323,188.00000000001037,-15.999999999993797,124.99999999999733,-595.9999999999894,-26.999999999999247,-1161.0000000000014,-623.9999999999952,858.9999999999875,-364.0000000000043,-350.9999999999991,-149.99999999999147,,-2510.999999999962
2021.05.03,-492.9999999999879,152.0000000000188,-68.00000000000139,114.99999999999844,-644.999999999996,19.999999999997797,-1204.999999999984,-704.9999999999841,1012.9999999999973,-353.00000000000864,-372.99999999999045,-126.99999999999534,,-2668.999999999936
2021.05.03,-461.99999999998465,304.00000000001535,-42.999999999993044,109.99999999999899,-577.9999999999887,21.999999999999797,-1078.000000000003,-671.999999999997,1062.9999999999918,-185.00000000000227,-292.99999999999216,-81.99999999999363,,-1893.999999999949
2021.05.03,-462.9999999999912,260.0000000000158,-46.00000000000159,73.00000000000084,-551.9999999999925,3.999999999992898,-1002.0000000000095,-600.9999999999991,960.9999999999897,-171.99999999999704,-256.0000000000002,-87.99999999999386,,-1881.9999999999861
2021.05.03,-488.9999999999839,185.99999999999727,-85.00000000000173,32.999999999994145,-536.0000000000014,-33.000000000005244,-1016.9999999999959,-626.0000000000048,923.9999999999915,-216.00000000000819,-286.9999999999919,-118.99999999999977,,-2265.00000000001
2021.05.03,-656.9999999999965,113.00000000000753,-170.99999999999892,-73.99999999999629,-468.9999999999941,-118.00000000000699,-1076.9999999999982,-545.9999999999923,705.0000000000001,-198.99999999999807,-316.0000000000025,-174.99999999999716,,-2983.9999999999736
2021.05.03,-645.999999999991,74.0000000000185,-124.00000000000189,-4.999999999999449,-321.9999999999885,-178.00000000000037,-1173.0000000000018,-574.9999999999886,787.0000000000043,-287.9999999999967,-323.99999999999807,-152.9999999999916,,-2926.9999999999354
2021.05.03,-636.9999999999986,79.00000000000685,-146.99999999999713,-24.999999999997247,-216.99999999999875,-248.00000000000378,-1144.0000000000055,-501.9999999999811,662.9999999999914,-275.0000000000057,-337.0000000000033,-167.0000000000016,,-2956.9999999999945
2021.05.03,-792.9999999999993,57.00000000001815,-244.99999999999523,-134.0000000000008,-185.00000000000227,-294.00000000000534,-1145.0000000000102,-413.99999999998727,486.999999999993,-192.00000000000728,-350.9999999999991,-199.99999999998863,,-3408.9999999999845
