date,USDCHF,EURGBP,GBPJPY,empty,sum
2020.08.31,51.000000000001044,7.9999999999968985,116.99999999999022,,175.99999999998818
2020.08.31,29.999999999996696,24.999999999997247,135.99999999999568,,190.99999999998963
2020.08.31,-44.99999999999504,-34.000000000000696,513.0000000000052,,434.0000000000095
2020.08.31,21.999999999999797,-39.00000000000014,402.00000000001523,,385.0000000000149
2020.08.31,24.999999999997247,-21.999999999999797,378.9999999999907,,381.9999999999881
2020.08.31,48.000000000003595,-39.00000000000014,348.0000000000132,,357.00000000001666
2020.08.31,46.00000000000159,-19.00000000000235,115.0000000000091,,142.00000000000833
2020.08.31,40.00000000000669,-34.000000000000696,73.0000000000075,,79.0000000000135
2020.08.31,-73.99999999999629,-43.00000000000415,177.99999999999727,,60.99999999999683
2020.08.31,-41.9999999999976,-29.000000000001247,228.00000000000864,,157.00000000000978
2020.08.31,-19.999999999997797,-43.00000000000415,135.99999999999568,,72.99999999999373
2020.08.31,31.999999999998696,-34.99999999999615,295.99999999999227,,292.9999999999948
2020.08.31,24.999999999997247,-26.000000000003798,270.00000000001023,,269.0000000000037
2020.08.31,29.999999999996696,7.9999999999968985,320.99999999999795,,358.99999999999153
2020.08.31,1.0000000000065512,-26.000000000003798,370.00000000000455,,345.0000000000073
2020.08.31,-17.999999999995797,-40.00000000000669,348.0000000000132,,290.0000000000107
2020.08.31,23.00000000000635,-48.000000000003595,228.00000000000864,,203.0000000000114
2020.08.31,56.0000000000005,-26.000000000003798,275.0000000000057,,305.0000000000024
2020.08.31,34.000000000000696,-99.00000000000463,225.9999999999991,,160.99999999999517
2020.08.31,92.00000000000318,-92.99999999999864,293.00000000000637,,292.0000000000109
2020.08.31,85.99999999999719,-153.00000000000313,293.00000000000637,,226.00000000000043
2020.08.31,-36.0000000000027,-141.99999999999767,287.00000000000614,,109.00000000000577
2020.08.31,-9.00000000000345,-161.00000000000003,243.99999999999977,,73.9999999999963
2020.08.31,106.00000000000608,-243.99999999999977,383.0000000000098,,245.0000000000161
2020.08.31,41.000000000002146,-307.99999999999716,300.9999999999877,,33.999999999992724
2020.08.31,-46.00000000000159,-324.9999999999975,403.99999999999636,,32.99999999999727
2020.08.31,-56.99999999999594,-273.9999999999965,508.0000000000098,,177.00000000001734
2020.08.31,-60.99999999999994,-329.00000000000153,438.99999999999295,,48.99999999999147
2020.08.31,119.00000000000244,-314.0000000000032,704.0000000000077,,509.000000000007
2020.08.31,201.00000000000674,-365.99999999999966,637.0000000000005,,472.0000000000075
2020.08.31,129.9999999999968,-455.0000000000054,449.0000000000123,,124.00000000000364
2020.08.31,128.00000000000588,-385.99999999999744,610.0000000000136,,352.00000000002206
2020.08.31,200.00000000000017,-402.00000000000233,694.9999999999932,,492.999999999991
2020.08.31,80.99999999999774,-345.0000000000064,681.0000000000116,,417.0000000000029
2020.08.31,265.0000000000041,-256.99999999999613,957.9999999999984,,966.0000000000064
2020.08.31,384.00000000000654,-138.00000000000477,1394.0000000000055,,1640.0000000000073
2020.08.31,219.99999999999798,-185.00000000000182,868.9999999999998,,903.9999999999959
2020.08.31,292.9999999999988,-155.00000000000514,979.9999999999898,,1117.9999999999834
2020.08.31,178.00000000000037,-101.00000000000664,985.0000000000136,,1062.0000000000073
2020.08.31,131.00000000000333,-95.00000000000064,961.9999999999891,,997.9999999999918
2020.08.31,150.00000000000568,-119.00000000000244,955.0000000000125,,986.0000000000157
2020.08.31,140.0000000000068,-102.99999999999754,996.0000000000093,,1033.0000000000186
2020.08.31,92.00000000000318,-90.0000000000012,963.9999999999986,,966.0000000000007
2020.08.31,65.99999999999939,-33.000000000005244,1034.9999999999966,,1067.9999999999907
2020.08.31,21.999999999999797,-78.00000000000028,919.9999999999875,,863.999999999987
2020.08.31,16.0000000000049,-97.00000000000264,945.999999999998,,865.0000000000002
2020.08.31,26.000000000003798,-97.9999999999981,943.000000000012,,871.0000000000177
2020.08.31,46.999999999997044,-92.00000000000318,985.99999999999,,940.9999999999839
2020.09.01,68.00000000000139,-73.00000000000084,967.000000000013,,962.0000000000135
2020.09.01,82.00000000000429,-107.00000000000153,912.0000000000061,,887.0000000000089
2020.09.01,34.000000000000696,-124.99999999999733,903.9999999999964,,812.9999999999998
2020.09.01,29.000000000001247,-126.99999999999933,908.9999999999918,,810.9999999999937
2020.09.01,19.999999999997797,-129.00000000000134,967.000000000013,,858.0000000000094
2020.09.01,6.0000000000060005,-129.9999999999968,1056.0000000000116,,932.0000000000208
2020.09.01,34.99999999999615,-158.0000000000026,977.0000000000039,,853.9999999999974
2020.09.01,19.999999999997797,-190.00000000000128,778.9999999999964,,608.999999999993
