date,USDCHF,USDCAD,NZDUSD,EURCHF,CHFJPY,AUDCHF,NZDCHF,EURGBP,GBPCAD,EURJPY,EURNZD,AUDJPY,NZDJPY,NZDCAD,empty,sum
2020.01.06,102.00000000000209,9.999999999998899,8.999999999992347,35.00000000000725,16.999999999995907,-14.000000000002899,-2.000000000002,74.99999999999174,100.0000000000112,10.000000000005116,23.00000000001745,3.0000000000001137,24.00000000000091,43.999999999999595,,436.00000000001774
2020.01.06,87.00000000000374,8.000000000008,31.999999999998696,18.0000000000069,108.99999999999466,19.999999999997797,19.00000000000235,96.99999999999153,80.00000000001339,-96.00000000000364,41.000000000002146,109.99999999999943,96.00000000000364,72.0000000000054,,693.0000000000241
2020.01.06,92.99999999999864,19.999999999997797,12.000000000000899,126.0000000000039,15.999999999991132,-21.999999999999797,-26.999999999999247,119.99999999999788,-11.00000000000545,0.0,138.0000000000159,97.99999999999898,67.99999999999784,25.00000000000835,,656.0000000000068
2020.01.06,158.0000000000026,34.000000000000696,30.999999999992145,131.99999999999878,-73.99999999999807,-124.00000000000189,-53.999999999998494,78.99999999999574,-17.999999999984695,105.99999999999454,74.0000000000185,-78.00000000000296,-18.000000000000682,37.00000000000925,,285.0000000000255
2020.01.06,100.99999999999554,-70.99999999999883,-60.99999999999994,130.99999999999224,-185.00000000000227,-182.00000000000438,-104.00000000000409,65.99999999999939,-4.000000000004,221.9999999999942,-48.99999999998794,-212.99999999999386,-143.99999999999125,-10.999999999994348,,-503.99999999999955
2020.01.06,153.00000000000313,-62.000000000006494,-70.99999999999883,154.0000000000097,-183.9999999999975,-209.00000000000364,-148.0000000000037,83.9999999999952,79.00000000000685,248.99999999999523,-125.99999999998168,-243.99999999999977,-188.99999999999295,-29.999999999996696,,-543.9999999999712
2020.01.06,139.99999999999568,-66.99999999999484,-68.00000000000139,144.0000000000108,-191.0000000000025,-178.00000000000037,-139.00000000000023,100.00000000000009,113.00000000000753,245.00000000000455,-122.99999999998423,-215.99999999999397,-185.99999999999284,-22.999999999995246,,-448.9999999999469
2020.01.06,117.99999999999588,-45.99999999999049,5.999999999994898,109.00000000000354,-97.00000000000841,-63.99999999999739,-51.000000000001044,83.9999999999952,66.00000000001049,105.00000000000398,63.000000000013046,-25.000000000005684,-27.999999999991587,62.000000000006494,,302.0000000000289
2020.01.06,111.00000000000554,-55.99999999998939,-17.000000000000348,137.00000000000932,-188.0000000000024,-121.99999999999989,-68.00000000000139,60.99999999999994,-22.999999999995246,237.99999999999955,50.0000000000167,-153.0000000000058,-108.99999999999466,37.00000000000925,,-101.9999999999488
2020.01.06,102.00000000000209,-75.00000000000284,32.999999999994145,120.00000000000898,-204.00000000000773,-110.99999999999443,-12.000000000000899,52.99999999999194,0.0,225.9999999999991,168.0000000000126,-147.99999999999613,-54.99999999999261,115.00000000000954,,212.00000000002376
2020.01.06,61.999999999995396,-85.00000000000173,20.999999999993246,123.99999999999079,-240.0000000000091,-75.00000000000284,2.000000000002,85.99999999999719,2.0000000000131024,268.0000000000007,215.00000000000963,-129.99999999999545,-58.9999999999975,106.00000000000608,,297.00000000000153
2020.01.06,117.00000000000044,-79.99999999999119,43.999999999999595,140.0000000000068,-209.00000000000318,-82.99999999999974,-12.999999999996348,88.99999999999464,62.000000000006494,260.0000000000051,196.0000000000184,-120.00000000000455,-60.000000000002274,131.99999999999878,,475.00000000003297
2020.01.06,131.99999999999878,-95.00000000000064,27.999999999994696,130.99999999999224,-228.9999999999992,-114.00000000000298,-38.0000000000047,44.99999999999504,43.999999999999595,269.999999999996,120.00000000000898,-168.99999999999693,-102.00000000000387,121.99999999999989,,144.99999999997692
2020.01.06,127.99999999999478,-100.99999999999554,40.99999999999105,134.00000000001188,-201.99999999999818,-115.99999999999389,-24.000000000001798,64.99999999999284,76.0000000000094,248.99999999999523,167.00000000000603,-156.0000000000059,-66.0000000000025,141.00000000000225,,336.00000000000557
2020.01.06,107.99999999999699,-85.00000000000173,63.99999999999739,117.00000000001154,-219.99999999999886,-46.999999999997044,10.999999999994348,74.99999999999174,66.00000000001049,242.999999999995,222.00000000001108,-87.99999999999386,-36.99999999999193,161.00000000000003,,590.0000000000251
2020.01.06,126.0000000000039,-93.00000000000975,70.99999999999883,114.99999999999844,-198.99999999999807,-41.000000000002146,4.999999999999449,69.9999999999923,100.0000000000112,222.99999999999898,209.9999999999991,-69.99999999999318,-31.999999999996476,174.00000000000747,,659.0000000000101
2020.01.06,92.00000000000318,-78.00000000000028,90.99999999999665,56.000000000011596,-176.00000000000193,4.000000000004,56.99999999999594,69.9999999999923,113.00000000000753,126.99999999999534,240.00000000001796,-6.000000000000227,34.99999999999659,195.00000000000074,,820.0000000000193
