names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,10,"['EURUSD', 'EURAUD']",80.0,1.0,S
GBPUSD,15,['EURCAD'],100.0,-0.4010461760461761,B
USDJPY,20,['EURCAD'],80.0,-0.2919441669441669,B
USDCAD,10,['EURUSD'],100.0,0.6262380952380956,S
AUDUSD,15,"['AUDJPY', 'EURJPY']",100.0,-0.4419355644355645,B
NZDUSD,10,"['AUDJPY', 'EURJPY']",80.0,-0.3872063492063493,B
GBPCHF,10,"['NZDJPY', 'EURUSD']",100.0,-0.4958412698412699,B
EURCHF,15,"['AUDCAD', 'NZDJPY']",100.0,-0.6061904761904764,B
CHFJPY,10,"['NZDJPY', 'EURUSD']",100.0,-0.5940714285714287,B
AUDCHF,30,"['EURGBP', 'GBPCAD', 'AUDJPY']",80.0,0.5277718784483489,S
EURGBP,10,"['EURCAD', 'EURAUD', 'CADCHF']",100.0,0.66,S
GBPJPY,10,"['NZDJPY', 'EURUSD']",80.0,-0.5278095238095237,B
GBPCAD,10,"['EURCAD', 'EURAUD', 'CADCHF']",100.0,-0.6,B
GBPAUD,10,"['EURCAD', 'GBPAUD']",80.0,-0.9416666666666668,B
EURJPY,50,"['EURGBP', 'CADCHF', 'EURCAD']",80.0,0.3592121212121213,S
EURAUD,10,"['EURGBP', 'EURCAD']",80.0,-0.9732142857142857,B
EURNZD,10,"['GBPAUD', 'EURGBP', 'EURCAD']",80.0,-1.0,B
CADJPY,20,"['EURUSD', 'AUDJPY']",80.0,-0.348422077922078,B
NZDJPY,15,"['NZDJPY', 'AUDCAD', 'EURGBP']",80.0,-0.8,B
AUDCAD,10,['EURAUD'],80.0,1.0,S
NZDCAD,10,"['AUDUSD', 'NZDUSD', 'NZDJPY', 'EURNZD', 'USDCAD', 'NZDCHF']",100.0,-0.74,B
AUDNZD,30,"['USDCAD', 'AUDUSD', 'NZDUSD', 'CADJPY', 'EURUSD', 'USDCHF', 'USDJPY']",100.0,0.0005714285714285611,S
