date,USDCHF,GBPUSD,EURUSD,USDCAD,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,NZDJPY,NZDCAD,AUDNZD,empty,sum
2020.01.13,-170.99999999999892,-593.9999999999834,-134.99999999999625,-31.000000000003247,-72.99999999998974,575.0000000000028,24.000000000001798,6.0000000000060005,179.99999999999127,644.0000000000001,707.0000000000078,-209.00000000001472,-30.999999999981043,476.0000000000098,70.00000000000739,114.00000000000298,276.9999999999939,,1829.0000000000564
2020.01.13,-215.99999999999397,-618.9999999999918,-218.99999999999142,-180.0000000000024,-78.99999999998464,637.999999999991,19.00000000000235,9.999999999998899,187.9999999999993,910.0000000000108,796.0000000000065,-249.99999999999466,-13.999999999980695,556.0000000000009,100.00000000000853,126.0000000000039,296.0000000000074,,2062.0000000000905
2020.01.13,-263.0000000000021,-613.9999999999812,-278.9999999999848,-39.999999999995595,-58.99999999998684,643.9999999999912,65.99999999999939,-0.999999999995449,184.99999999999073,961.9999999999961,829.0000000000077,-326.0000000000041,-41.99999999998649,504.9999999999999,141.00000000000534,25.00000000000835,269.00000000000813,,2002.0000000000703
2020.01.13,-256.0000000000007,-543.999999999989,-306.9999999999906,-45.000000000006146,-18.999999999991246,680.9999999999974,65.99999999999939,-22.999999999995246,144.99999999999514,1039.9999999999966,896.0000000000008,-361.9999999999957,0.0,506.9999999999908,174.0000000000066,49.00000000001015,287.9999999999994,,2290.0000000000277
2020.01.13,-151.9999999999966,-575.9999999999987,-241.99999999998667,-45.000000000006146,29.999999999996696,652.9999999999916,33.000000000005244,-46.999999999997044,119.99999999999788,1005.0000000000115,911.0000000000014,-286.00000000000847,-14.999999999987246,478.0000000000006,185.00000000000227,38.0000000000047,285.00000000000193,,2375.0000000000327
2020.01.13,-205.99999999999508,-466.9999999999952,-255.00000000000523,-31.000000000003247,-0.9999999999843467,671.999999999997,60.00000000000449,-22.999999999995246,156.99999999999602,923.0000000000072,896.0000000000008,-304.00000000001535,14.000000000002899,517.9999999999962,181.0000000000116,39.00000000000014,283.000000000011,,2456.0000000000337
2020.01.13,-236.99999999999832,-463.9999999999977,-285.00000000000193,-41.000000000002146,-8.999999999992347,707.9999999999984,92.00000000000318,-26.999999999999247,115.99999999999389,971.0000000000107,916.000000000011,-337.0000000000095,2.999999999997449,411.0000000000058,221.00000000000364,-24.999999999997247,239.99999999999577,,2253.000000000022
2020.01.13,-200.00000000000017,-444.9999999999843,-268.9999999999859,-29.999999999996696,24.000000000001798,679.000000000002,68.99999999999685,-22.999999999995246,117.99999999999588,897.0000000000144,921.0000000000065,-323.0000000000066,8.000000000008,424.00000000000216,206.00000000000307,-9.999999999998899,234.00000000000088,,2280.0000000000637
2020.01.13,-169.99999999999238,-425.99999999999307,-251.00000000000122,-42.0000000000087,36.0000000000138,680.9999999999974,58.000000000002494,0.0,143.9999999999997,846.0000000000134,926.0000000000019,-314.00000000001427,70.99999999999883,503.000000000009,209.00000000000318,39.00000000000014,229.00000000001253,,2539.0000000000427
2020.01.13,-170.99999999999892,-424.99999999998647,-243.99999999999977,-36.999999999998145,34.000000000000696,652.000000000001,41.000000000002146,2.000000000002,139.99999999999568,722.0000000000005,905.0000000000011,-290.9999999999968,82.00000000000429,483.99999999999557,175.00000000001137,48.000000000003595,211.00000000000563,,2328.000000000043
2020.01.13,-158.0000000000026,-386.9999999999818,-224.000000000002,-35.999999999991594,33.00000000001635,632.9999999999956,43.999999999999595,14.999999999998348,142.99999999999312,689.0000000000063,877.0000000000095,-339.0000000000004,116.00000000000499,492.0000000000035,163.0000000000109,18.0000000000069,195.9999999999962,,2275.000000000063
2020.01.13,-154.99999999999403,-417.0000000000007,-219.99999999999798,58.000000000002494,32.0000000000098,650.9999999999962,107.99999999999699,19.00000000000235,140.99999999999113,696.0000000000077,884.0000000000003,-395.000000000012,124.00000000001299,496.99999999999187,177.0000000000067,-4.999999999999449,200.00000000000017,,2395.000000000014
2020.01.13,-130.99999999999224,-489.99999999999045,-217.0000000000005,53.999999999998494,52.000000000007596,634.9999999999909,82.00000000000429,14.000000000002899,130.99999999999224,761.0000000000117,879.0000000000049,-377.0000000000051,131.00000000001444,507.9999999999973,164.00000000000148,-8.999999999992347,195.9999999999962,,2383.0000000000423
2020.01.13,-146.00000000000168,-510.99999999999477,-200.99999999998454,53.999999999998494,7.0000000000014495,634.0000000000003,80.99999999999774,19.999999999997797,156.99999999999602,788.0000000000109,882.000000000005,-346.0000000000019,121.99999999999989,503.99999999999335,159.00000000000603,48.000000000003595,205.99999999999508,,2458.000000000023
2020.01.14,-271.9999999999945,-520.9999999999936,-227.99999999998377,18.999999999991246,-110.99999999999443,578.000000000003,82.99999999999974,41.9999999999976,165.9999999999995,777.0000000000055,799.0000000000066,-331.999999999999,68.00000000000139,465.0000000000043,159.00000000000603,67.00000000000594,180.0000000000024,,1939.0000000000578
2020.01.14,-186.99999999999272,-503.99999999999335,-222.99999999999542,24.000000000001798,-5.999999999994898,611.0000000000042,107.99999999999699,39.00000000000014,185.99999999999727,774.000000000008,893.0000000000007,-334.9999999999964,93.00000000000975,507.9999999999973,149.0000000000009,41.000000000002146,197.00000000000273,,2368.0000000000496
2020.01.14,-168.00000000000148,-490.999999999997,-202.9999999999976,53.999999999998494,5.000000000010552,609.9999999999994,92.00000000000318,55.000000000005045,180.99999999999784,702.0000000000026,879.0000000000049,-324.0000000000132,192.00000000001438,595.9999999999966,126.00000000000477,78.00000000000028,215.00000000000963,,2599.000000000038
2020.01.14,-146.00000000000168,-504.9999999999999,-204.00000000000418,31.000000000003247,33.00000000001635,661.0000000000014,80.99999999999774,70.0000000000034,184.99999999999073,672.0000000000059,903.0000000000058,-322.00000000000006,241.00000000000233,621.0000000000049,135.00000000000512,88.00000000001029,215.00000000000963,,2759.000000000051
2020.01.14,-151.00000000000114,-503.99999999999335,-232.99999999999432,9.999999999998899,48.000000000003595,712.0000000000033,63.99999999999739,4.000000000004,158.99999999999804,693.0000000000102,957.9999999999984,-326.0000000000041,106.00000000000608,609.9999999999994,161.00000000000136,85.00000000000173,225.00000000000853,,2621.000000000038
2020.01.14,-185.00000000000182,-448.9999999999883,-258.99999999998704,7.0000000000014495,28.000000000005798,819.9999999999932,80.99999999999774,29.000000000001247,207.99999999999707,741.9999999999982,1082.0000000000077,-347.0000000000084,157.00000000000713,706.999999999991,221.00000000000364,129.00000000000134,289.0000000000059,,3260.000000000026
2020.01.14,-148.99999999999915,-440.9999999999803,-246.99999999999721,1.0000000000065512,32.0000000000098,799.9999999999972,72.0000000000054,33.000000000005244,212.99999999999653,445.0000000000065,1076.0000000000077,-360.0000000000048,155.00000000001623,707.9999999999975,149.0000000000009,137.00000000000932,272.00000000000557,,2896.0000000000828
2020.01.14,-131.99999999999878,-481.99999999998244,-209.9999999999991,63.99999999999739,33.00000000001635,685.9999999999928,73.99999999999629,94.00000000000519,232.99999999999432,337.0000000000095,948.0000000000075,-381.0000000000091,346.0000000000019,824.0000000000025,74.00000000001228,154.0000000000097,167.00000000000603,,2829.0000000000623
2020.01.14,-119.00000000000244,-483.99999999999557,-221.99999999998886,96.00000000000719,68.00000000000139,718.0000000000035,92.00000000000318,124.99999999999733,193.99999999999417,390.0000000000015,995.0000000000045,-395.000000000012,422.00000000001125,665.9999999999889,147.00000000000557,97.00000000000264,126.0000000000039,,2916.000000000026
2020.01.14,-122.99999999999534,-414.9999999999876,-224.99999999998633,45.99999999999049,70.99999999999883,753.0000000000001,63.99999999999739,80.00000000000229,159.9999999999935,348.00000000001495,1034.000000000006,-384.00000000000654,327.00000000001063,631.9999999999882,185.00000000000227,80.00000000000229,140.0000000000068,,2773.0000000000377
2020.01.14,-114.00000000000298,-400.9999999999847,-224.99999999998633,45.000000000006146,79.00000000000685,756.9999999999908,53.00000000000304,80.00000000000229,173.9999999999964,408.00000000000836,1057.0000000000023,-334.00000000001205,328.00000000001717,659.999999999994,204.00000000000773,107.00000000000153,170.00000000000347,,3048.000000000054
2020.01.14,-112.99999999999643,-462.9999999999912,-214.99999999998744,45.000000000006146,70.0000000000145,754.9999999999955,73.99999999999629,46.00000000000159,167.9999999999904,527.9999999999951,1035.000000000011,-360.0000000000048,250.00000000001688,638.9999999999895,199.00000000001228,79.00000000000685,195.00000000001182,,2932.000000000068
2020.01.14,-107.99999999999699,-470.9999999999992,-218.99999999999142,65.00000000000395,83.00000000001084,736.9999999999948,65.00000000000395,-0.999999999995449,145.9999999999906,656.9999999999965,1055.0000000000068,-353.0000000000033,163.00000000000205,600.0000000000006,219.0000000000083,70.0000000000034,232.99999999999432,,2941.00000000003
2020.01.14,-112.99999999999643,-439.99999999999596,-211.00000000000563,66.00000000001049,73.00000000001194,733.9999999999947,65.99999999999939,2.999999999997449,155.99999999998948,661.0000000000005,1039.0000000000014,-346.0000000000019,170.00000000000347,648.9999999999885,204.00000000000773,81.00000000000884,256.00000000001177,,3048.0000000000255
2020.01.14,-114.00000000000298,-445.99999999999085,-212.99999999999653,69.9999999999923,63.99999999999739,768.9999999999912,75.00000000000284,43.999999999999595,189.99999999999017,598.0000000000097,1049.0000000000066,-351.99999999999676,225.00000000000853,723.9999999999914,189.00000000000716,120.00000000000898,248.00000000000378,,3240.0000000000223
2020.01.14,-100.99999999999554,-481.99999999998244,-221.99999999998886,76.99999999999375,93.00000000000975,743.9999999999998,73.00000000000084,48.99999999999905,178.00000000000037,595.0000000000122,1051.0000000000018,-385.99999999999744,280.9999999999979,706.999999999991,177.0000000000067,100.00000000000009,229.99999999999687,,3164.000000000046
2020.01.14,-114.99999999999844,-496.99999999999187,-252.99999999999213,58.000000000002494,78.00000000000028,753.9999999999907,82.00000000000429,29.999999999996696,158.99999999999804,605.9999999999955,1051.0000000000018,-395.000000000012,243.99999999999977,653.999999999999,186.00000000000705,60.00000000000449,209.9999999999991,,2912.0000000000045
2020.01.14,-117.99999999999588,-490.999999999997,-282.0000000000045,24.000000000001798,109.00000000000354,778.9999999999964,60.99999999999994,6.0000000000060005,149.99999999999457,731.9999999999993,1102.0000000000039,-401.00000000000693,212.00000000001216,665.9999999999889,241.00000000001387,62.000000000006494,239.99999999999577,,3092.0000000000186
2020.01.14,-156.99999999999602,-672.9999999999902,-282.0000000000045,29.999999999996696,58.000000000002494,760.9999999999957,67.00000000000594,12.999999999996348,161.99999999999548,883.9999999999959,1029.0000000000105,-506.0000000000064,187.00000000000384,652.9999999999925,177.0000000000067,38.0000000000047,249.00000000001032,,2690.00000000002
2020.01.14,-197.00000000000273,-715.9999999999833,-272.99999999998994,134.00000000001188,29.00000000001235,739.9999999999949,155.00000000000514,61.999999999995396,194.99999999998963,812.0000000000127,1002.0000000000095,-540.0000000000072,202.00000000001327,652.9999999999925,147.00000000000557,-8.999999999992347,246.00000000001288,,2642.0000000000805
2020.01.14,-241.99999999999778,-822.9999999999959,-276.9999999999939,154.99999999999403,-49.99999999999449,722.999999999999,185.99999999999727,31.000000000003247,181.9999999999933,842.0000000000094,868.9999999999998,-546.000000000002,131.99999999999878,588.9999999999951,66.0000000000025,-45.99999999999049,232.99999999999432,,2024.0000000000123
2020.01.14,-356.00000000000074,-764.9999999999934,-251.99999999998556,215.99999999999397,-210.99999999998343,730.000000000004,245.0000000000063,148.0000000000037,278.9999999999959,754.9999999999945,871.9999999999999,-587.0000000000042,299.00000000000483,740.0000000000073,70.00000000000739,-4.999999999999449,187.00000000000384,,2365.000000000055
2020.01.14,-297.00000000000284,-739.0000000000008,-192.99999999999872,246.99999999999721,-176.99999999998272,875.0,306.00000000000625,197.99999999999818,310.9999999999946,784.0000000000069,886.0000000000099,-534.0000000000123,284.00000000001756,699.0000000000052,80.0000000000125,4.000000000004,202.9999999999976,,2937.0000000000528
2020.01.14,-281.99999999999335,-712.9999999999859,-187.00000000000384,215.00000000000963,-139.9999999999846,832.9999999999984,245.0000000000063,133.00000000000534,300.99999999999574,841.0000000000028,936.000000000007,-524.0000000000133,178.00000000001148,726.9999999999887,110.00000000001364,31.000000000003247,256.99999999999613,,2961.0000000000573
2020.01.14,-337.99999999999386,-693.9999999999947,-165.9999999999995,195.9999999999962,-231.0000000000034,868.9999999999998,253.0000000000032,131.00000000000333,311.99999999999005,829.0000000000131,920.0000000000017,-456.9999999999963,144.0000000000108,720.9999999999939,84.00000000000318,65.00000000000395,320.00000000000915,,2958.000000000041
2020.01.14,-375.9999999999986,-634.0000000000013,-190.99999999998562,184.99999999999073,-234.99999999998522,947.0000000000027,284.0000000000065,195.9999999999962,387.99999999999943,724.0000000000135,984.0000000000089,-480.99999999999807,236.99999999999832,849.9999999999952,89.00000000001285,127.00000000001043,324.0000000000132,,3418.000000000079
2020.01.14,-451.0000000000014,-577.9999999999897,-182.99999999999983,204.00000000000418,-369.99999999998147,978.9999999999992,321.0000000000046,222.99999999999542,428.9999999999905,626.9999999999998,881.0000000000002,-478.0000000000006,130.0000000000079,757.999999999992,7.000000000005002,87.00000000000374,358.9999999999982,,2945.0000000000277
2020.01.14,-520.9999999999936,-539.999999999985,-163.00000000000205,170.00000000000347,-421.99999999998903,1063.999999999993,400.00000000000034,251.00000000000122,443.99999999999994,436.00000000001415,853.0000000000086,-456.00000000001194,47.00000000001925,651.0000000000016,68.00000000001205,49.00000000001015,347.9999999999928,,2679.0000000000746
2020.01.14,-495.000000000001,-530.9999999999926,-140.99999999999113,168.99999999999693,-441.99999999998687,1031.9999999999964,358.9999999999982,253.99999999999866,466.9999999999952,619.9999999999983,808.0000000000069,-371.00000000001023,24.000000000001798,669.9999999999928,45.000000000001705,87.00000000000374,361.9999999999957,,2917.0000000000045
2020.01.14,-476.9999999999941,-632.9999999999947,-82.99999999998863,177.00000000000495,-453.99999999999886,1031.9999999999964,356.9999999999962,261.0000000000001,490.999999999997,665.0000000000044,835.9999999999985,-327.99999999999494,63.000000000013046,733.9999999999902,37.00000000000614,165.00000000000404,388.0000000000106,,3231.00000000005
2020.01.14,-402.9999999999978,-630.9999999999816,-44.99999999998394,177.00000000000495,-441.99999999998687,953.9999999999935,307.0000000000017,207.00000000000162,434.9999999999965,747.0000000000088,743.0000000000092,-256.99999999999613,-78.00000000000028,629.9999999999973,46.00000000000648,162.0000000000066,388.0000000000106,,2940.0000000000905
2020.01.14,-363.99999999999767,-624.9999999999867,5.000000000010552,198.99999999999363,-438.9999999999894,832.9999999999984,246.99999999999721,112.000000000001,380.999999999998,687.9999999999998,670.0000000000017,-224.000000000002,-156.99999999998494,598.0000000000097,-22.999999999996135,151.00000000000114,391.9999999999924,,2444.000000000047
2020.01.14,-225.99999999999287,-491.99999999998136,31.000000000003247,188.9999999999947,-302.0000000000023,783.9999999999918,182.00000000000438,39.999999999995595,327.99999999999494,646.0000000000132,682.0000000000022,-198.00000000000927,-265.99999999998846,553.0000000000035,28.000000000005798,159.00000000000912,469.99999999999267,,2608.0000000000373
2020.01.14,-378.999999999996,-490.999999999997,-70.99999999999883,131.99999999999878,-376.9999999999829,810.0000000000023,197.99999999999818,60.00000000000449,355.99999999998965,712.0000000000015,725.9999999999991,-265.0000000000041,-219.99999999999798,587.9999999999885,41.00000000001103,133.00000000000534,466.00000000001086,,2419.000000000033
2020.01.14,-376.99999999999403,-393.99999999998323,-59.99999999999339,137.9999999999937,-368.9999999999971,929.000000000002,287.0000000000039,146.99999999999713,405.9999999999952,478.0000000000006,750.0,-248.00000000000378,-127.99999999999478,618.0000000000074,2.0000000000095497,132.0000000000099,434.000000000001,,2745.000000000054
2020.01.14,-395.99999999999636,-431.99999999998795,-69.9999999999923,126.0000000000039,-414.9999999999876,977.0000000000039,292.00000000000335,185.00000000000182,486.999999999993,347.0000000000084,772.0000000000056,-287.000000000015,-42.999999999993044,818.0000000000076,-55.999999999997385,244.00000000001089,513.9999999999923,,3063.000000000061
2020.01.14,-408.9999999999927,-362.99999999998,-121.99999999999989,112.000000000001,-385.99999999999744,1048.9999999999923,311.00000000000574,205.99999999999508,503.99999999999335,408.00000000000836,847.0000000000084,-317.0000000000117,2.0000000000131024,882.9999999999893,-23.9999999999867,240.00000000000688,502.00000000000244,,3443.000000000047
2020.01.14,-439.0000000000005,-359.99999999998255,-141.99999999999767,62.000000000006494,-366.999999999984,1081.0000000000032,314.99999999999864,199.00000000000472,500.00000000000045,411.0000000000058,939.9999999999977,-314.99999999999864,23.00000000001745,892.9999999999883,45.000000000001705,239.0000000000003,513.0000000000078,,3598.0000000000696
