date,USDCHF,EURUSD,USDJPY,USDCAD,GBPCHF,EURCHF,CHFJPY,GBPCAD,GBPAUD,empty,sum
2019.04.22,-8.999999999992347,-17.000000000000348,-49.000000000006594,1.999999999990898,-52.000000000007596,-73.99999999999629,21.000000000000796,-68.00000000000139,-32.0000000000098,,-278.0000000000227
2019.04.22,-45.99999999999049,-27.999999999983594,1.9999999999953388,4.999999999988347,-6.000000000017103,-52.000000000007596,78.00000000000296,-52.000000000007596,-170.00000000000347,,-269.0000000000232
2019.04.22,57.00000000001815,-14.999999999987246,22.999999999996135,-72.0000000000054,-185.99999999999727,-109.00000000000354,52.99999999999727,-32.0000000000098,-232.99999999999432,,-513.999999999986
2019.04.22,40.0000000000178,-24.000000000001798,4.9999999999954525,-69.00000000000794,-170.00000000000347,-106.99999999999044,48.00000000000182,-31.000000000003247,-256.99999999999613,,-564.999999999988
2019.04.22,43.999999999999595,-42.999999999993044,-4.0000000000048885,-80.99999999999774,-185.00000000001293,-131.99999999999878,34.000000000006025,-32.0000000000098,-275.000000000003,,-674.0000000000146
2019.04.22,31.000000000003247,-41.000000000002146,6.000000000000227,-66.99999999999484,-143.00000000000423,-109.99999999998789,63.00000000000239,-19.999999999997797,-297.9999999999983,,-578.9999999999793
2019.04.22,40.0000000000178,-37.99999999998249,48.00000000000182,-109.00000000000354,-157.00000000000713,-120.99999999999334,91.99999999999875,38.99999999998904,-368.9999999999971,,-574.9999999999761
2019.04.22,38.0000000000047,-24.999999999986144,66.99999999999307,-167.00000000000603,-107.99999999999699,-103.99999999999298,111.0000000000042,174.99999999999181,-229.99999999999687,,-242.99999999998522
2019.04.22,52.000000000007596,-8.999999999992347,6.000000000000227,-184.00000000000637,-133.00000000000534,-106.00000000000608,37.9999999999967,188.9999999999947,-438.9999999999894,,-586.0000000000003
2019.04.22,56.000000000011596,-5.999999999994898,40.99999999999682,-222.00000000001108,-184.00000000000637,-106.00000000000608,69.99999999999318,181.9999999999933,-470.9999999999992,,-640.0000000000227
2019.04.22,58.000000000002494,24.000000000001798,34.99999999999659,-238.0000000000049,-173.00000000000094,-76.99999999999375,64.99999999999773,212.99999999999653,-476.9999999999941,,-569.9999999999985
2019.04.22,59.000000000009045,2.0000000000131024,42.999999999992156,-276.00000000000955,-215.00000000000963,-99.99999999998899,69.00000000000261,207.99999999998596,-506.9999999999908,,-716.9999999999961
2019.04.22,60.99999999999994,2.999999999997449,25.99999999999625,-296.0000000000074,-221.00000000000452,-104.99999999999955,48.00000000000182,236.99999999999832,-543.999999999989,,-791.0000000000067
2019.04.22,74.0000000000185,33.00000000001635,4.0000000000048885,-229.00000000001253,-195.9999999999962,-86.99999999999264,13.00000000000523,204.99999999998852,-611.9999999999903,,-794.9999999999582
2019.04.22,67.00000000001705,22.0000000000109,15.000000000000568,-258.0000000000027,-211.00000000000563,-89.99999999999008,31.999999999996476,204.00000000000418,-574.0000000000078,,-792.999999999977
2019.04.22,68.00000000000139,18.0000000000069,18.000000000000682,-266.0000000000107,-212.99999999999653,-96.00000000000719,31.00000000000591,214.00000000000307,-594.0000000000057,,-820.0000000000022
2019.04.22,68.00000000000139,-7.0000000000014495,28.000000000005798,-259.0000000000092,-228.00000000000597,-119.00000000000244,48.00000000000182,184.99999999999073,-591.0000000000082,,-875.0000000000275
2019.04.22,60.99999999999994,-24.999999999986144,18.000000000000682,-214.00000000000307,-195.00000000001182,-129.00000000000134,49.000000000006594,156.00000000000057,-527.0000000000108,,-806.0000000000053
2019.04.22,47.00000000001925,-14.000000000002899,9.000000000000341,-217.0000000000005,-206.00000000001728,-106.00000000000608,49.99999999999716,127.99999999999478,-514.9999999999987,,-824.0000000000141
2019.04.22,47.00000000001925,-32.999999999994145,-10.000000000005116,-242.00000000000887,-212.00000000001216,-123.00000000000644,28.000000000005798,151.9999999999966,-554.00000000001,,-947.0000000000151
2019.04.22,42.0000000000087,-46.999999999997044,-9.000000000000341,-310.9999999999946,-163.00000000000205,-133.00000000000534,39.00000000000148,296.9999999999917,-524.9999999999977,,-809.9999999999952
2019.04.22,55.000000000005045,-66.99999999999484,-10.000000000005116,-276.9999999999939,-216.00000000001617,-167.00000000000603,22.00000000000557,201.99999999999108,-575.9999999999987,,-1034.0000000000132
2019.04.22,80.00000000001339,-43.999999999999595,4.9999999999954525,-256.00000000001177,-234.00000000000088,-170.00000000000347,10.99999999999568,200.00000000000017,-607.0000000000019,,-1015.000000000013
2019.04.22,70.0000000000145,-58.99999999998684,13.00000000000523,-287.9999999999994,-177.00000000000495,-174.00000000000747,28.999999999996362,290.9999999999968,-558.9999999999984,,-853.9999999999841
2019.04.22,68.00000000000139,-83.9999999999952,7.000000000005002,-263.99999999999756,-191.00000000000784,-194.99999999998963,22.999999999996135,248.99999999998812,-595.9999999999966,,-982.9999999999961
2019.04.22,59.000000000009045,-88.99999999998354,12.000000000000455,-286.00000000000847,-164.00000000000858,-194.0000000000053,40.00000000000625,287.9999999999994,-567.9999999999907,,-901.9999999999814
2019.04.22,58.000000000002494,-102.99999999998644,16.999999999995907,-319.0000000000026,-154.0000000000097,-207.99999999998596,46.999999999997044,347.9999999999928,-504.9999999999999,,-818.9999999999964
2019.04.22,62.000000000006494,-96.99999999999153,10.99999999999568,-320.9999999999935,-146.00000000000168,-202.9999999999976,39.00000000000148,365.99999999999966,-564.000000000009,,-852.99999999999
2019.04.22,60.000000000015596,-81.9999999999821,12.000000000000455,-229.99999999999687,-146.00000000000168,-190.00000000000128,40.00000000000625,248.00000000000378,-564.9999999999933,,-852.9999999999492
2019.04.22,60.000000000015596,-79.99999999999119,21.000000000000796,-276.9999999999939,-124.00000000001299,-185.99999999999727,49.000000000006594,333.9999999999899,-519.0000000000028,,-721.9999999999853
2019.04.22,63.000000000013046,-129.99999999998568,15.000000000000568,-185.99999999999727,-110.00000000001009,-241.99999999998667,37.00000000000614,241.00000000000233,-584.9999999999911,,-896.9999999999488
2019.04.22,95.00000000000064,-92.00000000000318,1.9999999999953388,-207.00000000000162,-94.00000000001629,-236.99999999999832,-10.99999999999568,341.99999999999784,-597.0000000000031,,-799.0000000000243
2019.04.22,121.99999999999989,-105.99999999998388,18.000000000000682,-137.9999999999937,-148.00000000001478,-279.00000000000705,-24.00000000000091,228.99999999999034,-526.0000000000042,,-852.0000000000136
2019.04.22,138.0000000000159,-114.99999999999844,18.000000000000682,-269.00000000000813,-226.00000000001506,-306.00000000000625,-40.00000000000625,319.0000000000026,-567.9999999999907,,-1049.0000000000057
2019.04.22,138.0000000000159,-131.99999999999878,7.999999999995566,-337.99999999999386,-202.9999999999976,-324.9999999999975,-49.000000000006594,442.9999999999934,-510.99999999999477,,-968.9999999999843
2019.04.22,170.00000000000347,-146.00000000000168,12.000000000000455,-263.00000000001324,-177.00000000000495,-374.999999999992,-81.99999999999363,429.99999999999704,-458.00000000000284,,-889.0000000000074
2019.04.22,127.00000000001043,-190.99999999998562,25.99999999999625,-351.99999999999676,-172.0000000000166,-373.00000000000114,-22.00000000000557,482.00000000000466,-556.0000000000009,,-1030.9999999999952
2019.04.22,144.0000000000108,-177.99999999998929,37.9999999999967,-351.99999999999676,-188.00000000001037,-383.0,-28.999999999996362,493.99999999999443,-507.9999999999973,,-961.9999999999882
2019.04.22,137.00000000000932,-197.99999999998707,27.000000000001023,-415.99999999999415,-199.00000000001583,-392.9999999999989,-31.999999999996476,551.9999999999969,-510.99999999999477,,-1032.99999999998
