date,USDCHF,GBPUSD,USDJPY,AUDUSD,NZDUSD,EURCHF,NZDCHF,EURCAD,EURAUD,AUDJPY,NZDJPY,AUDNZD,empty,sum
2017.02.27,-7.0000000000014495,-49.99999999999449,-7.000000000005002,-44.99999999999504,-26.000000000003798,-4.999999999988347,-56.99999999999594,-72.99999999998974,-36.999999999998145,-95.00000000001307,-27.000000000001023,-76.0000000000094,,-504.9999999999954
2017.02.27,8.000000000008,-204.00000000000418,42.999999999992156,-23.999999999990695,-39.999999999995595,0.0,-61.999999999995396,-8.999999999992347,16.000000000016,-115.99999999999966,42.00000000000159,-50.0000000000167,,-395.9999999999768
2017.02.27,68.00000000000139,-723.0000000000069,97.99999999999898,11.00000000000545,-9.00000000000345,22.999999999995246,-65.99999999999939,-14.000000000002899,53.999999999998494,-129.0000000000049,39.00000000000148,-52.000000000007596,,-700.0000000000241
2017.02.27,131.99999999999878,-764.0000000000091,31.999999999996476,67.00000000000594,39.00000000000014,76.99999999999375,-59.99999999999339,87.99999999999919,75.00000000000284,-48.00000000000182,-75.00000000000284,-66.00000000001049,,-503.0000000000206
2017.02.27,63.000000000013046,-703.0000000000092,-177.0000000000067,57.00000000000705,33.000000000005244,63.99999999999739,-36.0000000000027,59.99999999999339,87.99999999999919,0.999999999990564,-203.00000000000296,-92.00000000000318,,-845.0000000000189
2017.02.27,51.000000000001044,-588.0000000000107,-84.00000000000318,-1.999999999990898,-9.00000000000345,62.000000000006494,-39.999999999995595,86.0000000000083,72.0000000000054,-16.000000000005343,-132.000000000005,-121.99999999999989,,-721.9999999999928
2017.02.27,-8.999999999992347,-527.9999999999951,-148.00000000001035,-10.999999999994348,-16.0000000000049,70.99999999999883,-21.999999999999797,92.00000000000318,114.0000000000141,-22.00000000000557,-183.00000000000693,-139.00000000000023,,-800.9999999999934
2017.02.27,-12.999999999996348,-448.000000000004,-207.00000000000784,-87.99999999999919,-26.000000000003798,75.00000000000284,-17.000000000000348,178.00000000001148,38.0000000000047,-30.000000000001137,-192.00000000000728,-173.00000000000094,,-903.0000000000018
2017.02.27,-5.999999999994898,-540.0000000000072,-144.00000000000546,-112.000000000001,-14.999999999998348,73.00000000001194,-4.999999999999449,185.00000000001293,-20.999999999982144,-97.00000000000841,-133.00000000000978,-236.00000000001398,,-1050.9999999999957
2017.02.27,46.0000000000127,-531.9999999999991,-35.0000000000108,-95.99999999999609,24.999999999997247,79.00000000000685,1.0000000000065512,114.0000000000141,-34.000000000000696,-142.00000000001012,-103.00000000000864,-283.000000000011,,-959.9999999999992
2017.02.27,49.00000000001015,-560.0000000000049,27.000000000001023,-153.99999999999858,17.000000000000348,69.9999999999923,-9.00000000000345,70.99999999999883,-153.9999999999875,-203.00000000000296,-40.99999999999682,-302.0000000000023,,-1188.9999999999936
2017.02.27,66.99999999999484,-493.99999999999443,33.00000000000125,-110.99999999999443,16.0000000000049,72.0000000000054,-39.999999999995595,43.999999999999595,-121.99999999999989,-188.0000000000024,-34.000000000006025,-292.00000000000335,,-1048.9999999999902
