date,USDCHF,EURUSD,USDCAD,NZDUSD,GBPCHF,EURCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURAUD,EURNZD,CADJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2015.07.06,-75.9999999999983,-51.99999999998539,-39.00000000001125,-17.000000000000348,-124.99999999999733,-79.99999999999119,-13.00000000000745,-12.000000000000455,-48.99999999998794,-18.999999999991246,-22.999999999995246,-80.99999999999774,0.0,-50.00000000001137,-76.99999999999818,0.0,-11.00000000000545,,-723.9999999999789
2015.07.06,-148.0000000000037,-105.99999999998388,-83.00000000001084,-15.00000000000945,-83.9999999999952,-127.99999999999478,-74.00000000000739,50.99999999998772,2.0000000000131024,-83.00000000001084,-86.99999999999264,-157.99999999999147,-129.99999999998568,-76.00000000000762,-94.0000000000083,-36.0000000000027,-38.0000000000047,,-1287.0000000000084
2015.07.06,-158.99999999999804,-5.999999999994898,-114.0000000000141,-184.00000000000637,-279.99999999999136,-114.99999999999844,-270.0000000000036,-193.00000000001205,60.000000000015596,-200.99999999998454,52.99999999999194,107.99999999999699,60.99999999999994,-251.00000000000477,-454.9999999999983,-194.0000000000053,-181.00000000000892,,-2321.0000000000164
2015.07.06,-55.000000000005045,326.0000000000041,-26.0000000000149,-301.0000000000068,-4.999999999988347,242.99999999999324,-267.00000000000614,695.999999999998,197.00000000000273,-187.99999999998818,438.00000000000506,209.9999999999991,58.000000000002494,268.99999999999125,-563.0000000000024,-326.9999999999995,-224.000000000002,,480.99999999998255
2015.07.06,22.999999999995246,400.00000000000034,7.999999999985796,-330.0000000000081,-36.999999999998145,242.99999999999324,-263.0000000000021,696.9999999999743,148.99999999999915,-595.9999999999966,492.0000000000035,7.0000000000014495,-9.999999999998899,260.9999999999957,-578.000000000003,-362.00000000000676,-157.00000000000713,,-53.00000000007188
2015.07.06,-129.9999999999968,114.0000000000141,-168.99999999999693,-320.00000000000915,-14.999999999987246,131.99999999999878,-279.00000000000705,688.999999999993,253.00000000001432,-453.99999999999886,344.00000000001097,42.999999999993044,-186.99999999998164,217.9999999999893,-594.9999999999989,-395.0000000000009,-246.00000000001288,,-996.9999999999768
2015.07.06,-143.9999999999997,137.00000000000932,-150.00000000000568,-275.000000000003,-20.999999999982144,178.99999999999582,-317.0000000000006,742.999999999995,182.99999999999983,-767.0000000000066,337.0000000000095,-154.99999999999403,-241.99999999998667,228.9999999999992,-704.9999999999983,-363.99999999999767,-134.99999999999625,,-1466.9999999999623
2015.07.06,-46.999999999997044,350.00000000000585,-70.99999999999883,-297.00000000000284,-29.999999999996696,270.99999999999903,-295.0000000000008,893.0000000000007,192.99999999999872,-844.0000000000225,499.000000000005,-157.99999999999147,-1.999999999990898,370.9999999999951,-715.0000000000034,-368.00000000000165,65.99999999998829,,-184.00000000001347
2015.07.06,-19.999999999997797,400.00000000000034,-109.00000000000354,-352.00000000000784,-87.99999999999919,283.99999999999534,-302.0000000000023,857.9999999999757,207.00000000000162,-850.0000000000174,560.0000000000049,-116.99999999998934,99.00000000000463,325.9999999999934,-814.9999999999977,-419.9999999999982,-15.00000000000945,,-354.00000000004684
2015.07.06,-39.00000000000014,608.0000000000085,-121.00000000001555,-305.0000000000108,-89.99999999999008,394.00000000000546,-241.00000000000233,1171.999999999997,283.99999999999534,-681.0000000000205,822.0000000000116,185.99999999999727,270.99999999999903,435.99999999999284,-808.9999999999975,-380.999999999998,32.999999999994145,,1538.999999999966
2015.07.06,-56.0000000000005,563.0000000000024,-148.99999999999915,-197.00000000000273,75.00000000000284,476.0000000000098,-214.00000000000307,1108.9999999999804,405.9999999999952,-516.0000000000053,866.0000000000113,302.0000000000023,511.000000000017,349.9999999999943,-634.0000000000003,-306.00000000000625,-63.99999999999739,,2522.0000000000005
2015.07.06,-92.00000000000318,604.0000000000045,-173.00000000000094,-176.0000000000095,74.0000000000185,514.9999999999987,-216.0000000000051,994.9999999999761,375.9999999999986,-368.00000000001273,943.000000000005,465.0000000000043,636.0000000000143,340.999999999994,-600.0000000000085,-292.00000000000335,-35.00000000000725,,2996.999999999964
2015.07.06,-153.99999999999858,513.0000000000078,-165.00000000001512,-170.00000000000347,121.00000000001555,503.000000000009,-265.0000000000041,992.999999999995,389.0000000000171,-364.9999999999931,822.9999999999959,442.00000000000904,482.00000000000466,321.9999999999885,-576.0000000000076,-287.0000000000039,-144.0000000000108,,2462.0000000000055
