date,EURCHF,CHFJPY,NZDCHF,EURJPY,EURCAD,empty,sum
2017.06.26,-26.0000000000149,-212.0000000000033,-0.999999999995449,-137.00000000000045,-6.999999999979245,,-382.99999999999335
2017.06.26,7.0000000000014495,-259.9999999999909,-42.999999999993044,-141.9999999999959,-72.99999999998974,,-510.99999999996817
2017.06.26,68.00000000000139,-248.00000000000466,-54.999999999993946,-140.00000000000057,-137.9999999999937,,-512.9999999999915
2017.06.26,121.99999999999989,-209.00000000000318,-65.99999999999939,-138.9999999999958,-60.99999999999994,,-352.9999999999984
2017.06.26,116.00000000000499,-204.9999999999983,-68.99999999999685,-134.9999999999909,-78.00000000000028,,-370.99999999998136
2017.06.26,124.99999999999733,-212.0000000000033,-73.00000000000084,-152.9999999999916,-66.99999999999484,,-379.99999999999324
2017.06.26,116.99999999998934,-304.9999999999926,-63.00000000000195,-250.0,-66.99999999999484,,-568.0000000000001
2017.06.26,130.99999999999224,-292.99999999999216,-53.00000000000304,-240.99999999999966,-43.999999999999595,,-500.0000000000022
2017.06.26,129.00000000000134,-245.00000000000455,-34.000000000000696,-182.00000000000216,6.000000000017103,,-325.999999999989
2017.06.26,136.99999999998712,-233.99999999999466,-68.99999999999685,-183.9999999999975,19.00000000001345,,-330.9999999999884
2017.06.26,132.99999999998312,-251.99999999999534,-104.99999999999955,-200.9999999999934,30.0000000000189,,-394.99999999998624
2017.06.26,129.00000000000134,-239.00000000000432,-122.99999999999534,-173.99999999999238,-35.999999999991594,,-442.99999999998226
2017.06.26,127.99999999999478,-237.99999999999955,-151.9999999999966,-182.00000000000216,-27.999999999983594,,-471.9999999999871
2017.06.26,144.99999999999514,-230.00000000000398,-114.00000000000298,-206.00000000000307,6.000000000017103,,-398.9999999999978
2017.06.26,157.99999999999147,-230.00000000000398,-115.99999999999389,-194.99999999999318,33.00000000001635,,-349.9999999999832
2017.06.26,151.9999999999966,-225.9999999999991,-122.99999999999534,-191.0000000000025,16.000000000016,,-371.9999999999843
2017.06.26,147.99999999999258,-200.9999999999934,-134.99999999999625,-149.99999999999147,67.00000000001705,,-270.99999999997146
2017.06.26,136.00000000000279,-218.9999999999941,-110.99999999999443,-162.9999999999967,66.00000000001049,,-290.9999999999719
2017.06.26,126.99999999998823,-256.0000000000002,-163.99999999999747,-195.99999999999795,86.0000000000083,,-402.9999999999991
2017.06.26,116.99999999998934,-266.9999999999959,-192.99999999999872,-242.00000000000443,121.00000000001555,,-463.9999999999942
2017.06.26,160.99999999998892,-459.99999999999375,-134.99999999999625,-474.00000000000375,28.000000000005798,,-879.999999999999
2017.06.26,148.99999999999915,-506.9999999999908,-112.000000000001,-490.99999999999966,4.000000000004,,-956.9999999999883
2017.06.26,158.99999999999804,-536.9999999999919,-64.99999999999284,-542.0000000000016,62.000000000006494,,-922.9999999999818
2017.06.26,188.9999999999947,-496.9999999999999,-102.00000000000209,-531.9999999999965,148.00000000001478,,-793.999999999989
2017.06.26,197.00000000000273,-466.99999999999875,-51.000000000001044,-512.999999999991,180.0000000000024,,-653.9999999999857
2017.06.26,268.9999999999859,-362.99999999999955,-204.99999999999963,-474.9999999999943,181.00000000000892,,-592.9999999999986
2017.06.26,368.9999999999971,-236.99999999999477,-258.9999999999981,-478.9999999999992,319.0000000000026,,-286.9999999999924
2017.06.26,377.9999999999894,-179.00000000000205,-256.99999999999613,-402.9999999999916,381.0000000000091,,-79.99999999999125
2017.06.26,371.99999999999454,-191.99999999999307,-278.9999999999959,-420.0000000000017,363.0000000000022,,-155.99999999999392
2017.06.26,367.99999999999056,-227.99999999999443,-292.9999999999988,-453.00000000000296,376.00000000002075,,-229.99999999998494
2017.06.26,383.0,-298.0000000000018,-283.99999999999534,-530.0000000000011,336.00000000000296,,-392.99999999999534
2017.06.26,377.9999999999894,-287.9999999999967,-373.00000000000114,-572.9999999999933,87.99999999999919,,-768.0000000000025
2017.06.26,337.99999999999386,-326.9999999999982,-375.9999999999986,-534.9999999999966,170.00000000000347,,-729.9999999999961
2017.06.26,327.99999999999494,-365.99999999999966,-403.99999999999324,-554.9999999999926,205.00000000001074,,-791.9999999999798
2017.06.26,315.99999999998295,-412.9999999999967,-392.9999999999989,-587.0000000000033,13.000000000018552,,-1063.9999999999973
2017.06.26,299.99999999998914,-408.9999999999918,-383.99999999999545,-581.9999999999936,-40.99999999997994,,-1115.9999999999718
2017.06.26,283.99999999999534,-310.0000000000023,-381.99999999999346,-451.9999999999982,115.00000000002063,,-744.999999999978
2017.06.26,271.99999999998334,-305.9999999999974,-373.00000000000114,-447.00000000000273,205.00000000001074,,-649.0000000000073
2017.06.26,253.99999999999866,-320.99999999999795,-395.0000000000009,-429.00000000000205,287.000000000015,,-603.9999999999873
2017.06.26,255.99999999998957,-417.99999999999216,-392.00000000000347,-554.9999999999926,243.00000000001543,,-865.9999999999832
2017.06.26,278.9999999999848,-417.0000000000016,-402.9999999999978,-536.0000000000014,203.00000000001984,,-873.9999999999961
2017.06.26,273.9999999999965,-441.0000000000025,-381.99999999999346,-563.0000000000024,184.00000000000637,,-927.9999999999955
2017.06.26,278.9999999999848,-530.9999999999917,-385.99999999999744,-674.9999999999972,214.00000000000307,,-1098.9999999999982
2017.06.26,276.9999999999939,-521.9999999999914,-383.0,-673.0000000000018,313.00000000000773,,-987.9999999999916
2017.06.26,314.99999999999864,-524.9999999999915,-383.0,-706.9999999999936,308.0000000000194,,-991.999999999967
2017.06.26,305.9999999999841,-513.9999999999958,-358.0000000000028,-691.9999999999931,299.00000000000483,,-959.000000000003
2017.06.26,297.9999999999983,-512.999999999991,-342.9999999999933,-682.0000000000022,302.0000000000023,,-937.9999999999859
2017.06.26,296.9999999999917,-533.9999999999918,-341.0000000000024,-718.9999999999941,303.0000000000088,,-993.9999999999877
2017.06.27,238.99999999998923,-516.9999999999959,-319.99999999999807,-680.9999999999974,326.0000000000041,,-952.9999999999982
2017.06.27,239.99999999999577,-483.99999999999466,-307.99999999999716,-659.9999999999966,278.00000000000045,,-933.9999999999923
2017.06.27,268.9999999999859,-504.99999999999545,-303.9999999999932,-676.9999999999925,282.0000000000045,,-934.9999999999907
2017.06.27,319.0000000000026,-481.9999999999993,-303.9999999999932,-676.9999999999925,269.00000000000813,,-874.9999999999741
2017.06.27,316.99999999998954,-501.0000000000048,-282.99999999999994,-676.0000000000019,259.0000000000092,,-884.0000000000078
2017.06.27,322.00000000000006,-506.9999999999908,-309.99999999999915,-686.9999999999976,199.00000000001583,,-982.9999999999717
2017.06.27,316.99999999998954,-587.9999999999939,-297.9999999999983,-768.0000000000007,189.00000000001694,,-1147.9999999999864
2017.06.27,309.99999999998806,-631.9999999999908,-312.9999999999966,-807.9999999999927,222.00000000001108,,-1220.999999999981
2017.06.27,312.00000000000114,-647.9999999999961,-307.99999999999716,-834.0000000000032,198.00000000000927,,-1279.9999999999861
2017.06.27,322.9999999999844,-722.999999999999,-351.99999999999676,-923.9999999999924,209.00000000001472,,-1466.9999999999889
2017.06.27,334.9999999999964,-566.9999999999931,-363.0000000000022,-771.0000000000008,196.0000000000184,,-1169.9999999999811
2017.06.27,330.9999999999924,-606.9999999999993,-373.00000000000114,-810.9999999999928,165.9999999999995,,-1294.0000000000014
2017.06.27,339.0000000000004,-585.9999999999985,-373.99999999999653,-799.9999999999972,154.0000000000097,,-1266.999999999982
2017.06.27,344.99999999999534,-584.9999999999937,-383.0,-801.0000000000019,181.00000000000892,,-1242.9999999999916
2017.06.27,331.999999999999,-579.9999999999983,-383.99999999999545,-789.0000000000015,193.00000000002092,,-1227.9999999999754
