date,USDCHF,USDCAD,AUDUSD,CADCHF,EURJPY,AUDJPY,empty,sum
2020.11.30,-62.99999999999084,-29.999999999996696,0.0,-173.00000000000094,-118.00000000000921,-3.0000000000001137,,-386.9999999999978
2020.11.30,-61.999999999995396,100.99999999999554,29.000000000001247,-158.0000000000026,-154.00000000001057,46.999999999997044,,-197.00000000001472
2020.11.30,-102.99999999999754,93.00000000000975,43.999999999999595,-218.00000000000708,-240.0000000000091,87.0000000000033,,-337.0000000000011
2020.11.30,-87.99999999999919,106.99999999999044,151.00000000000114,-218.00000000000708,-307.00000000000216,250.0,,-105.00000000001683
2020.11.30,-90.99999999999665,21.999999999988695,124.00000000000189,-182.00000000000438,-263.00000000000523,166.00000000001103,,-224.00000000000466
2020.11.30,-90.99999999999665,2.999999999997449,110.99999999999443,-163.00000000000205,-112.00000000000898,97.99999999999898,,-154.00000000001683
2020.11.30,-21.999999999999797,21.999999999988695,146.00000000000168,-129.00000000000134,-6.000000000000227,49.99999999999716,,60.99999999998616
2020.11.30,-22.999999999995246,60.99999999999994,139.99999999999568,-139.00000000000023,-31.00000000000591,52.00000000000671,,60.00000000000094
2020.11.30,-5.999999999994898,45.000000000006146,88.99999999999464,-140.0000000000068,-11.00000000000989,23.000000000010346,,-4.547473508864641e-13
2020.11.30,-5.999999999994898,52.000000000007596,60.00000000000449,-125.00000000000844,-28.000000000005798,-10.99999999999568,,-57.999999999992724
2020.11.30,-24.999999999997247,45.99999999999049,26.000000000003798,-131.99999999999878,-50.00000000001137,-39.99999999999204,,-175.00000000000514
2020.11.30,-34.99999999999615,38.0000000000047,29.000000000001247,-133.00000000000534,-29.000000000010573,-24.999999999991473,,-154.9999999999976
2020.11.30,-25.999999999992696,7.0000000000014495,7.0000000000014495,-117.00000000000044,-21.000000000000796,-48.99999999999238,,-198.9999999999834
2020.11.30,-10.999999999994348,31.000000000003247,51.000000000001044,-112.000000000001,1.9999999999953388,-19.99999999999602,,-58.99999999999173
2020.11.30,-1.999999999990898,-2.999999999997449,26.999999999999247,-99.00000000000463,12.999999999991019,-57.999999999992724,,-121.99999999999544
2020.11.30,47.00000000000814,39.999999999995595,29.000000000001247,-79.00000000000685,-11.00000000000989,-52.99999999999727,,-27.000000000009024
2020.11.30,64.0000000000085,42.0000000000087,19.999999999997797,-79.00000000000685,-63.00000000000239,-63.99999999999295,,-79.9999999999872
2020.11.30,41.000000000002146,17.000000000000348,-31.999999999998696,-75.00000000000284,-67.00000000000728,-85.99999999999852,,-202.00000000000483
2020.11.30,18.0000000000069,-7.0000000000014495,-70.99999999999883,-64.0000000000085,-85.99999999999852,-82.99999999999841,,-292.9999999999988
2020.11.30,30.000000000007798,-7.0000000000014495,-50.0000000000056,-58.99999999999794,-221.00000000000364,-49.99999999999716,,-356.99999999999795
2020.11.30,72.0000000000054,18.999999999991246,-22.999999999995246,-53.00000000000304,-412.00000000000614,21.000000000000796,,-376.000000000007
2020.11.30,123.00000000000644,121.99999999999989,-83.9999999999952,-73.00000000000084,-508.0000000000098,82.00000000000784,,-337.99999999999164
2020.11.30,29.000000000001247,95.00000000000064,-131.99999999999878,-109.99999999999899,-606.0000000000088,76.00000000000762,,-647.999999999997
2020.11.30,34.000000000000696,123.00000000000644,-100.00000000000009,-155.00000000000514,-496.0000000000093,67.00000000000728,,-527.0000000000001
2020.11.30,-3.999999999992898,177.99999999998929,-12.000000000000899,-209.00000000000364,-329.00000000000773,-9.999999999990905,,-386.0000000000068
2020.11.30,-0.999999999995449,246.99999999999721,-26.999999999999247,-247.00000000000833,-303.0000000000115,1.0000000000047748,,-330.0000000000125
2020.11.30,-13.999999999991797,329.00000000000153,0.999999999995449,-297.00000000000284,-310.0000000000023,-27.999999999991587,,-318.99999999999153
2020.11.30,-9.999999999998899,391.9999999999924,-34.000000000000696,-300.0000000000003,-344.0000000000083,-55.999999999997385,,-352.0000000000132
2020.11.30,-66.99999999999484,367.99999999999056,-48.000000000003595,-353.0000000000033,-469.99999999999886,-12.999999999991019,,-583.000000000001
2020.11.30,-114.99999999999844,347.0000000000084,-97.9999999999981,-368.00000000000165,-443.00000000001205,11.00000000000989,,-665.9999999999919
2020.11.30,-148.99999999999915,343.99999999998875,-102.99999999999754,-406.00000000000637,-475.9999999999991,-18.000000000000682,,-808.0000000000141
2020.11.30,-162.99999999999093,384.00000000000654,-92.00000000000318,-443.0000000000045,-511.0000000000099,24.00000000000091,,-801.000000000001
2020.11.30,-129.9999999999968,469.0000000000083,-56.99999999999594,-440.00000000000705,-618.0000000000092,85.99999999999852,,-690.0000000000022
2020.11.30,-100.00000000000009,492.0000000000035,-145.00000000000622,-439.0000000000005,-766.0000000000053,49.99999999999716,,-908.0000000000115
2020.11.30,-112.99999999999643,550.9999999999903,-104.99999999999955,-478.0000000000006,-746.0000000000093,19.000000000005457,,-872.0000000000101
2020.11.30,-290.9999999999968,329.00000000000153,-251.00000000000122,-509.9999999999993,-594.9999999999989,-87.99999999999386,,-1405.9999999999884
2020.11.30,-262.999999999991,9.999999999998899,-343.00000000000443,-377.0000000000051,-414.0000000000015,-98.99999999998954,,-1485.9999999999927
2020.11.30,-289.9999999999903,5.999999999994898,-353.99999999999875,-363.99999999999767,-368.9999999999998,-103.9999999999992,,-1474.999999999991
2020.11.30,-235.99999999999176,36.999999999998145,-317.9999999999961,-336.00000000000296,-353.9999999999992,-83.99999999998897,,-1290.999999999981
2020.11.30,-256.99999999999613,55.000000000005045,-317.0000000000006,-340.00000000000693,-319.0000000000026,-82.99999999999841,,-1260.9999999999998
2020.11.30,-222.99999999999542,121.99999999999989,-302.0000000000023,-331.999999999999,-324.0000000000123,-95.99999999998943,,-1154.9999999999986
2020.11.30,-219.99999999999798,137.9999999999937,-297.9999999999983,-326.9999999999995,-332.9999999999984,-89.9999999999892,,-1129.9999999999895
2020.11.30,-278.9999999999959,106.99999999999044,-322.00000000000006,-387.000000000004,-290.00000000000625,-93.99999999999409,,-1265.00000000001
2020.11.30,-304.9999999999997,168.99999999999693,-343.9999999999999,-470.9999999999992,-301.00000000000193,-100.99999999999909,,-1353.0000000000027
2020.11.30,-439.99999999999596,200.00000000000017,-395.0000000000009,-536.0000000000032,-292.0000000000016,-134.9999999999909,,-1597.9999999999925
