date,USDCAD,NZDUSD,EURGBP,NZDJPY,NZDCAD,empty,sum
2016.03.14,-129.99999999998568,-73.99999999999629,-110.99999999999443,-156.99999999999648,-71.99999999999429,,-543.9999999999671
2016.03.14,-186.99999999998164,-78.00000000000028,-161.00000000000003,-240.99999999999966,-12.000000000000899,,-678.9999999999825
2016.03.14,-180.99999999998673,-48.99999999999905,-168.99999999999693,-183.9999999999975,46.00000000000159,,-536.9999999999786
2016.03.14,-139.00000000000023,26.000000000003798,-168.99999999999693,-129.0000000000049,117.99999999999588,,-293.0000000000024
2016.03.14,-129.99999999998568,82.99999999999974,-126.99999999999933,7.999999999995566,183.99999999999528,,18.00000000000557
2016.03.14,-47.99999999998139,60.99999999999994,-85.99999999999719,-10.000000000005116,102.00000000000209,,19.000000000018346
2016.03.14,30.0000000000189,97.00000000000264,-45.99999999999049,128.0000000000001,112.99999999999643,,322.00000000002757
2016.03.14,8.000000000008,69.00000000000794,-45.99999999999049,96.9999999999942,77.00000000000485,,205.0000000000245
2016.03.14,64.0000000000196,85.00000000000173,-40.99999999999105,93.00000000000352,77.00000000000485,,278.00000000003865
2016.03.14,78.00000000000028,146.00000000000168,-47.9999999999925,183.9999999999975,139.00000000000023,,499.00000000000716
2016.03.14,89.00000000000574,146.00000000000168,-44.99999999999504,147.00000000000557,136.99999999999824,,474.0000000000162
2016.03.14,50.0000000000167,165.00000000000404,-68.00000000000139,123.99999999999523,170.99999999999892,,442.0000000000135
2016.03.14,43.00000000001525,145.00000000000622,-84.99999999999064,153.99999999999636,165.9999999999995,,423.0000000000267
2016.03.14,89.00000000000574,163.00000000000205,-69.9999999999923,72.00000000000273,146.00000000000168,,400.0000000000199
2016.03.14,128.000000000017,131.99999999999878,-103.99999999999298,57.00000000000216,92.00000000000318,,305.0000000000282
2016.03.14,-26.999999999999247,43.00000000000415,-117.00000000000044,-22.999999999996135,80.99999999999774,,-42.99999999999393
2016.03.14,-156.00000000000057,-54.999999999993946,-142.99999999999312,-165.99999999999682,39.00000000000014,,-480.9999999999843
2016.03.14,-286.99999999999284,-130.99999999999224,-166.99999999999494,-245.00000000000455,9.00000000000345,,-820.9999999999811
2016.03.14,-281.99999999998226,-153.99999999999858,-156.00000000000057,-231.99999999999932,-4.999999999999449,,-828.9999999999801
2016.03.14,-400.00000000000034,-108.99999999999244,-56.99999999999594,-180.00000000000682,43.999999999999595,,-701.999999999996
2016.03.14,-478.999999999985,-164.99999999999292,-5.999999999994898,-329.00000000000773,80.99999999999774,,-897.9999999999828
2016.03.14,-508.9999999999817,-203.99999999999307,-24.999999999997247,-367.00000000000443,45.000000000006146,,-1059.9999999999702
2016.03.14,-388.9999999999949,-173.9999999999964,29.000000000001247,-430.0000000000068,26.000000000003798,,-937.9999999999931
2016.03.14,-348.9999999999993,-151.9999999999966,89.00000000000574,-439.00000000000716,-15.999999999993797,,-866.999999999991
2016.03.14,-234.99999999998522,-178.00000000000037,42.0000000000087,-340.0000000000034,-73.00000000000084,,-783.999999999981
2016.03.14,-273.9999999999965,-186.99999999999272,24.000000000001798,-391.9999999999959,-88.99999999999464,,-917.999999999978
2016.03.14,-225.99999999999287,-252.99999999999213,77.00000000000485,-418.99999999999693,-239.0000000000003,,-1059.9999999999773
2016.03.14,-285.99999999998624,-362.99999999999113,84.0000000000063,-572.0000000000027,-341.99999999999784,,-1478.9999999999718
2016.03.14,-301.99999999998005,-334.00000000000097,80.00000000000229,-519.0000000000055,-231.0000000000034,,-1305.9999999999875
2016.03.14,-232.99999999999432,-279.99999999999136,53.00000000000304,-531.9999999999965,-231.99999999999886,,-1223.999999999978
2016.03.14,-314.99999999999864,-292.9999999999988,69.00000000000794,-522.0000000000056,-217.0000000000005,,-1277.9999999999955
2016.03.14,-802.9999999999982,-434.000000000001,-48.99999999999905,-680.0000000000068,-139.99999999999568,,-2106.000000000001
2016.03.14,-792.9999999999993,-405.9999999999952,-48.99999999999905,-644.999999999996,-56.0000000000005,,-1948.99999999999
2016.03.14,-617.9999999999852,-492.999999999999,-56.99999999999594,-671.0000000000065,-244.99999999999523,,-2083.999999999982
