date,USDCAD,NZDUSD,EURGBP,NZDJPY,NZDCAD,empty,sum
2016.03.14,-98.99999999998244,-35.999999999991594,-109.99999999999899,-118.99999999999977,29.000000000001247,,-334.9999999999715
2016.03.14,-156.00000000000057,-14.999999999998348,-118.99999999999133,-159.9999999999966,97.9999999999981,,-351.99999999998875
2016.03.14,-80.99999999999774,77.00000000000485,-168.99999999999693,-87.0000000000033,173.00000000000094,,-86.99999999999218
2016.03.14,-89.99999999999008,85.00000000000173,-121.99999999999989,9.000000000000341,195.00000000000074,,77.00000000001285
2016.03.14,-19.999999999997797,165.9999999999995,-68.00000000000139,67.99999999999784,253.0000000000032,,399.00000000000136
2016.03.14,69.00000000000794,159.00000000000912,-27.999999999994696,197.00000000000273,114.99999999999844,,512.0000000000235
2016.03.14,73.00000000001194,124.00000000000189,6.0000000000060005,180.99999999999739,133.00000000000534,,517.0000000000225
2016.03.14,74.0000000000185,107.00000000000153,-17.999999999995797,141.00000000000534,112.000000000001,,416.0000000000306
2016.03.14,108.00000000001918,146.00000000000168,-34.99999999999615,186.9999999999976,139.99999999999568,,546.000000000018
2016.03.14,134.00000000001188,208.00000000000819,-21.999999999999797,231.99999999999932,209.00000000000364,,761.0000000000232
2016.03.14,141.00000000001333,198.00000000000927,-42.999999999993044,189.99999999999773,187.9999999999993,,674.0000000000266
2016.03.14,53.00000000001415,187.9999999999993,-59.99999999999339,170.99999999999227,234.00000000000088,,586.0000000000132
2016.03.14,87.99999999999919,207.00000000000162,-51.99999999999649,218.00000000000352,231.99999999999886,,693.0000000000067
2016.03.14,136.00000000000279,165.9999999999995,-68.99999999999685,85.99999999999852,148.0000000000037,,467.0000000000077
2016.03.14,148.99999999999915,131.99999999999878,-95.99999999999609,61.99999999999761,100.00000000000009,,346.99999999999955
2016.03.14,-17.000000000000348,45.000000000006146,-86.99999999999264,-18.000000000000682,92.00000000000318,,15.00000000001566
2016.03.14,-140.99999999999113,-53.999999999998494,-140.99999999999113,-149.0000000000009,50.0000000000056,,-434.9999999999761
2016.03.14,-266.999999999995,-53.999999999998494,-120.99999999999334,-97.99999999999898,129.9999999999968,,-409.9999999999891
2016.03.14,-213.99999999998087,-51.000000000001044,-54.999999999993946,-99.99999999999432,95.00000000000064,,-324.9999999999696
2016.03.14,-388.9999999999949,-2.999999999997449,-5.999999999994898,-96.00000000000364,282.99999999999994,,-210.9999999999909
2016.03.14,-387.99999999998835,-121.99999999999989,86.0000000000083,-250.0,124.00000000000189,,-549.9999999999781
2016.03.14,-388.9999999999949,-95.99999999999609,35.00000000000725,-332.9999999999984,156.00000000000057,,-626.9999999999816
2016.03.14,-319.999999999987,-135.99999999999167,118.00000000000699,-415.9999999999968,56.0000000000005,,-697.9999999999679
2016.03.14,-93.99999999999409,-29.999999999996696,124.00000000000189,-253.0000000000001,39.00000000000014,,-213.9999999999889
2016.03.14,-231.99999999998778,-159.9999999999935,47.00000000000814,-320.0000000000074,-39.00000000000014,,-703.9999999999806
2016.03.14,-190.99999999998562,-164.99999999999292,113.00000000000753,-358.99999999999466,-68.99999999999685,,-670.9999999999625
2016.03.14,-103.99999999999298,-222.99999999999542,147.00000000000824,-402.000000000001,-204.99999999999963,,-786.9999999999808
2016.03.14,-276.9999999999939,-332.99999999999443,97.00000000000264,-515.0000000000006,-227.99999999999488,,-1255.9999999999814
2016.03.14,67.00000000001705,-145.9999999999906,128.00000000000588,-314.00000000000716,-219.99999999999798,,-484.99999999997283
2016.03.14,-218.99999999999142,-256.0000000000007,85.00000000000173,-492.999999999995,-168.00000000000148,,-1050.9999999999868
2016.03.14,-244.9999999999841,-286.99999999999284,79.00000000000685,-483.0000000000041,-146.00000000000168,,-1081.999999999976
2016.03.14,-665.9999999999889,-393.9999999999944,-46.999999999997044,-640.0000000000006,-39.00000000000014,,-1785.9999999999811
