date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,AUDJPY,AUDCAD,empty,sum
2016.07.04,-114.99999999999844,-306.00000000000625,-14.999999999987246,-48.99999999999238,0.0,-0.999999999995449,-388.9999999999949,-174.00000000000747,-179.9999999999926,-148.0000000000037,-34.99999999999615,-1.0000000000065512,-129.9999999999968,-462.0000000000068,-165.00000000001512,-137.00000000000045,0.0,-245.0000000000063,-194.00000000000261,-54.999999999993946,,-2801.000000000003
2016.07.04,133.00000000000534,-384.00000000000654,21.00000000000435,-39.00000000000148,83.00000000001084,88.00000000001029,-576.9999999999831,17.000000000000348,-104.99999999998977,-227.99999999999488,163.99999999999747,108.99999999999244,-108.99999999999244,-541.9999999999981,-324.9999999999975,-66.0000000000025,105.99999999998388,-39.999999999995595,-201.99999999999818,126.0000000000039,,-1769.9999999999511
2016.07.04,134.0000000000008,-405.9999999999952,46.0000000000127,-52.99999999999727,59.000000000009045,137.00000000000932,-644.0000000000001,66.00000000001049,57.00000000000216,-197.99999999999818,201.00000000000674,183.99999999999528,-131.99999999999878,-585.9999999999976,-320.00000000000915,-147.99999999999613,104.99999999999955,-22.999999999995246,-302.99999999999727,174.00000000000747,,-1649.9999999999313
2016.07.04,187.9999999999993,-480.99999999999807,2.0000000000131024,-39.00000000000148,18.0000000000069,191.00000000000784,-723.9999999999914,137.9999999999937,52.00000000000671,-251.00000000000122,336.9999999999984,347.9999999999928,-157.99999999999147,-638.9999999999895,-256.99999999999613,-115.99999999999966,26.999999999999247,106.99999999999044,-314.9999999999977,196.00000000000728,,-1375.9999999999511
2016.07.04,246.00000000000176,-497.99999999999847,29.999999999996696,1.0000000000047748,-2.999999999997449,106.00000000000608,-770.9999999999884,178.00000000001148,19.000000000005457,-277.000000000005,316.0000000000052,256.0000000000007,-156.99999999999602,-594.99999999999,-307.00000000001285,-84.00000000000318,58.99999999998684,-124.99999999999733,-268.0000000000007,181.00000000000892,,-1692.9999999999613
2016.07.04,233.00000000000543,-516.9999999999897,12.000000000012001,49.000000000006594,-3.999999999981796,102.00000000000209,-743.9999999999891,156.00000000000057,-102.99999999999443,-258.9999999999981,334.00000000000097,247.99999999999267,-152.99999999999204,-604.0000000000045,-297.0000000000139,-60.000000000002274,25.999999999992696,-121.99999999999989,-243.99999999999977,190.00000000000128,,-1756.9999999999511
2016.07.04,236.00000000000287,-445.99999999999085,16.000000000016,43.00000000000637,-2.999999999997449,113.00000000000753,-686.9999999999932,148.99999999999915,-114.99999999999488,-256.99999999999613,333.0000000000055,250.9999999999901,-156.99999999999602,-567.9999999999907,-295.0000000000008,-19.99999999999602,22.999999999995246,-49.99999999999449,-250.0,184.00000000000637,,-1499.999999999921
2016.07.04,195.9999999999962,-414.00000000000324,2.0000000000131024,-4.9999999999954525,31.000000000003247,132.0000000000099,-630.9999999999816,96.00000000000719,27.000000000001023,-222.99999999999542,368.00000000000165,230.99999999999233,-134.99999999999625,-526.0000000000042,-121.99999999999989,-34.99999999999659,29.999999999996696,-12.000000000012001,-361.99999999999477,251.00000000000122,,-1100.999999999957
2016.07.04,172.00000000000549,-394.00000000000546,26.999999999999247,-54.000000000002046,-52.99999999999194,162.0000000000066,-545.9999999999799,83.9999999999952,120.00000000000455,-229.99999999999687,392.9999999999989,241.99999999999778,-108.99999999999244,-472.9999999999901,65.00000000000395,-87.99999999999386,-18.0000000000069,26.999999999999247,-426.00000000000193,323.0000000000066,,-775.9999999999438
2016.07.04,178.99999999999582,-441.0000000000025,63.99999999999739,-31.999999999996476,-187.99999999998818,131.00000000000333,-604.9999999999889,104.99999999999955,121.99999999999989,-312.00000000000114,409.99999999999926,220.99999999999343,-112.000000000001,-330.9999999999924,202.9999999999976,-150.99999999999625,-106.00000000000608,-90.99999999999665,-626.0000000000048,301.0000000000068,,-1258.9999999999814
