date,AUDUSD,GBPCHF,EURCHF,GBPCAD,EURCAD,EURAUD,AUDCAD,NZDCAD,empty,sum
2020.03.16,703.9999999999935,267.99999999997937,104.00000000001519,51.000000000001044,-496.99999999999187,1868.9999999999873,414.9999999999987,523.0000000000068,,3436.99999999999
2020.03.16,754.9999999999945,-26.0000000000149,133.00000000000534,-1071.999999999984,-636.9999999999986,2047.9999999999832,434.9999999999965,458.9999999999983,,2094.99999999998
2020.03.16,570.9999999999993,58.99999999998684,147.00000000000824,-1201.999999999992,-807.0000000000022,1854.9999999999845,211.00000000000563,175.99999999999838,,1009.9999999999886
2020.03.16,634.0000000000013,4.999999999988347,161.00000000001114,-365.99999999999966,46.999999999997044,1713.9999999999934,614.0000000000034,524.9999999999977,,3333.9999999999923
2020.03.16,705.0000000000001,174.99999999999181,-102.00000000000209,-268.9999999999859,-483.99999999999557,2039.9999999999973,451.9999999999969,321.0000000000046,,2838.000000000007
2020.03.16,812.999999999997,168.99999999999693,121.00000000001555,84.0000000000174,165.9999999999995,1634.000000000002,648.0000000000041,400.00000000000034,,4035.0000000000327
2020.03.16,1207.0000000000025,289.9999999999903,164.00000000000858,443.99999999999994,357.00000000000733,2462.999999999993,1165.000000000005,458.00000000000284,,6548.00000000001
2020.03.16,1134.0000000000016,208.99999999999253,121.99999999999989,302.0000000000023,252.99999999999213,2288.0000000000014,1001.0000000000074,477.0000000000052,,5786.000000000003
2020.03.16,978.0000000000011,134.99999999999625,148.99999999999915,-63.99999999999739,110.99999999999443,1952.9999999999825,765.0000000000045,346.0000000000019,,4372.999999999982
2020.03.16,1017.9999999999967,218.99999999999142,205.99999999999508,-210.99999999998343,-106.00000000000608,2039.9999999999973,656.000000000001,346.0000000000019,,4167.999999999994
2020.03.16,868.9999999999975,83.9999999999952,109.00000000000354,-273.9999999999965,-114.99999999999844,1827.000000000001,544.0,239.0000000000003,,3283.0000000000027
2020.03.16,748.9999999999997,102.99999999998644,80.00000000001339,-351.99999999999676,-245.99999999999068,1586.999999999983,365.99999999999966,124.99999999999733,,2411.999999999992
2020.03.16,680.9999999999983,57.99999999998029,161.00000000001114,-276.9999999999939,-42.999999999993044,1200.9999999999854,289.0000000000059,155.00000000000514,,2224.999999999999
2020.03.16,664.9999999999934,195.9999999999962,66.00000000001049,-426.9999999999996,-506.9999999999908,1511.99999999998,180.0000000000024,30.000000000007798,,1714.9999999999995
