date,AUDUSD,GBPCHF,EURCHF,GBPCAD,EURCAD,EURAUD,AUDCAD,NZDCAD,empty,sum
2020.03.16,-380.00000000000256,-124.00000000001299,-93.99999999999409,-692.9999999999881,-773.0000000000015,-658.0000000000031,-502.9999999999979,-83.9999999999952,,-3308.999999999995
2020.03.16,224.9999999999974,-365.99999999999966,-143.00000000000423,-1341.9999999999986,-1076.9999999999945,568.9999999999973,-358.9999999999982,-204.99999999999963,,-2698.0
2020.03.16,507.0000000000019,-170.00000000000347,-8.999999999992347,-1506.9999999999916,-977.0000000000057,1478.999999999986,109.00000000000354,158.99999999999804,,-409.0000000000034
2020.03.16,231.0000000000034,-137.00000000000932,-43.999999999999595,-1282.9999999999898,-1041.000000000003,897.9999999999987,-273.9999999999965,-317.9999999999961,,-1967.999999999992
2020.03.16,526.0000000000042,-168.0000000000126,-109.00000000000354,-985.999999999998,-761.999999999996,1417.999999999986,140.0000000000068,65.99999999999939,,124.99999999998617
2020.03.16,695.0000000000011,-1.0000000000065512,-93.99999999999409,-490.999999999997,-509.99999999998823,1518.9999999999816,426.9999999999996,256.0000000000007,,1800.999999999997
2020.03.16,753.0000000000036,90.99999999999665,-1.0000000000065512,-34.99999999998504,-7.0000000000014495,1427.0000000000005,558.9999999999984,289.0000000000059,,3076.0000000000123
2020.03.16,1134.0000000000016,135.9999999999806,41.000000000002146,195.00000000001182,127.99999999999478,2239.9999999999977,992.000000000004,397.0000000000029,,5262.999999999995
2020.03.16,907.9999999999977,-31.000000000003247,39.999999999995595,-98.99999999998244,85.00000000000173,1688.0000000000007,724.9999999999978,255.00000000000523,,3571.0000000000127
2020.03.16,919.0000000000032,44.99999999998394,139.00000000000023,-305.9999999999841,-185.99999999999727,1659.9999999999948,573.9999999999967,261.0000000000001,,3105.9999999999977
2020.03.16,853.0000000000038,1.999999999990898,79.00000000000685,-434.9999999999854,-204.99999999998852,1695.9999999999864,492.0000000000035,180.0000000000024,,2662.0000000000196
2020.03.16,590.0000000000016,-123.00000000000644,-19.999999999997797,-509.99999999998823,-293.99999999999426,1025.9999999999936,180.0000000000024,-21.999999999999797,,827.0000000000111
