date,EURUSD,USDCAD,EURAUD,EURNZD,NZDCAD,empty,sum
2017.11.20,-112.000000000001,-13.999999999980695,-303.9999999999932,-262.999999999991,-2.000000000002,,-694.9999999999679
2017.11.20,-113.99999999999189,11.00000000000545,-371.99999999999454,-253.99999999999866,43.00000000000415,,-685.9999999999754
2017.11.20,165.9999999999995,76.0000000000094,-34.99999999998504,9.999999999998899,31.000000000003247,,248.00000000002595
2017.11.20,446.9999999999974,188.00000000001037,290.00000000001245,259.0000000000092,65.99999999999939,,1250.0000000000289
2017.11.20,347.9999999999928,155.00000000001623,195.9999999999962,260.0000000000158,92.00000000000318,,1051.000000000024
2017.11.20,357.99999999999164,143.00000000000423,216.00000000001617,291.00000000001904,95.00000000000064,,1103.0000000000318
2017.11.20,350.9999999999902,135.00000000001845,270.00000000001467,220.00000000002018,80.00000000000229,,1056.0000000000457
2017.11.20,374.999999999992,206.00000000001728,266.999999999995,434.000000000001,190.99999999999673,,1473.0000000000023
2017.11.20,392.9999999999989,208.00000000000819,300.00000000001137,487.0000000000152,202.0000000000022,,1590.000000000036
2017.11.20,486.00000000000864,289.0000000000059,344.00000000001097,547.0000000000086,202.9999999999976,,1869.0000000000318
2017.11.20,476.0000000000098,265.0000000000041,341.99999999999784,521.0000000000159,204.99999999999963,,1809.0000000000273
2017.11.20,473.0000000000123,236.99999999999832,324.0000000000132,592.0000000000148,121.00000000000443,,1747.0000000000427
2017.11.20,479.99999999999153,218.00000000000708,322.00000000000006,760.0000000000051,300.0000000000003,,2080.000000000004
2017.11.20,503.000000000009,214.00000000000307,367.0000000000062,827.0,307.99999999999716,,2219.0000000000155
2017.11.20,523.0000000000068,194.0000000000053,434.000000000001,952.0000000000196,351.0000000000013,,2454.000000000034
2017.11.20,486.00000000000864,174.00000000000747,428.00000000000614,1000.0000000000009,380.999999999998,,2469.0000000000214
2017.11.20,472.00000000000574,165.00000000001512,516.0000000000053,1119.0000000000034,434.000000000001,,2706.000000000031
2017.11.20,442.00000000000904,31.000000000003247,489.0000000000061,910.0000000000108,363.99999999999767,,2236.000000000027
2017.11.20,339.0000000000004,123.00000000000644,293.0000000000099,698.0000000000208,302.9999999999977,,1756.0000000000352
2017.11.20,300.00000000001137,52.000000000007596,263.99999999999756,699.0000000000052,317.9999999999961,,1633.000000000018
2017.11.20,19.999999999997797,-24.999999999986144,-12.999999999996348,592.0000000000148,375.0000000000031,,949.0000000000332
2017.11.20,-232.99999999999432,-37.99999999998249,-270.99999999999903,143.00000000000423,317.0000000000006,,-81.99999999997107
2017.11.20,-175.99999999999838,-44.99999999998394,-248.99999999998812,226.99999999999943,297.9999999999983,,55.000000000027285
2017.11.20,-195.9999999999962,-92.99999999998754,-259.9999999999936,200.00000000000017,288.9999999999948,,-59.999999999982265
2017.11.20,-112.000000000001,-26.999999999999247,-238.99999999998923,374.0000000000077,375.0000000000031,,371.0000000000214
2017.11.20,-79.99999999999119,70.99999999999883,-286.99999999999284,287.000000000015,348.00000000000387,,339.00000000003365
2017.11.20,-42.0000000000087,113.00000000000753,-275.000000000003,400.00000000000034,417.0000000000007,,612.9999999999968
