date,USDCHF,GBPUSD,EURCHF,CADCHF,EURGBP,GBPJPY,AUDJPY,empty,sum
2020.08.10,-96.99999999999153,8.999999999992347,-85.99999999998609,-75.9999999999983,-34.000000000000696,37.00000000000614,32.00000000001069,,-214.99999999996743
2020.08.10,-90.99999999999665,-32.0000000000098,-87.99999999999919,-144.99999999999514,-29.999999999996696,33.999999999991815,9.000000000000341,,-343.00000000000534
2020.08.10,-135.99999999999167,-160.00000000000458,-25.999999999992696,-90.99999999999665,-49.99999999999449,-88.99999999999864,-76.99999999999818,,-628.9999999999769
2020.08.10,-135.99999999999167,-158.0000000000137,-36.999999999998145,-104.99999999999955,-61.999999999995396,-76.99999999999818,-60.000000000002274,,-634.9999999999989
2020.08.10,-117.99999999999588,-129.00000000000134,-44.99999999998394,-71.99999999999429,-66.99999999999484,-103.00000000000864,-57.00000000000216,,-590.999999999981
2020.08.10,-103.99999999999298,-90.00000000001229,-47.99999999998139,-83.9999999999952,-54.999999999993946,-82.99999999999841,-28.999999999996362,,-492.99999999997056
2020.08.10,-65.99999999999939,58.000000000002494,-88.99999999998354,-111.99999999998988,-24.999999999997247,-18.000000000000682,22.00000000000557,,-229.99999999996268
2020.08.10,-73.00000000000084,58.99999999998684,-126.99999999998823,-120.99999999999334,-51.000000000001044,-62.00000000001182,-1.9999999999953388,,-377.00000000000375
2020.08.10,-90.0000000000012,62.99999999999084,-120.99999999999334,-120.99999999999334,-27.999999999994696,-54.000000000002046,-39.00000000000148,,-389.9999999999953
2020.08.10,-112.000000000001,86.99999999999264,-166.99999999998383,-141.99999999999767,-25.999999999992696,13.00000000000523,19.000000000005457,,-327.9999999999719
2020.08.10,-112.99999999999643,136.99999999998712,-200.00000000000017,-161.99999999999548,-13.999999999991797,61.9999999999834,37.00000000000614,,-253.00000000000728
2020.08.10,-145.9999999999906,129.00000000000134,-205.99999999999508,-179.99999999999127,2.000000000002,58.9999999999975,11.00000000000989,,-330.99999999996624
2020.08.10,-137.9999999999937,146.00000000000168,-212.99999999999653,-182.99999999999983,6.0000000000060005,85.00000000000796,29.000000000010573,,-267.99999999996385
2020.08.10,-137.9999999999937,140.99999999999113,-218.99999999999142,-179.99999999999127,-7.0000000000014495,82.99999999999841,18.000000000000682,,-301.9999999999876
2020.08.10,-137.9999999999937,148.99999999999915,-209.9999999999991,-173.9999999999964,9.00000000000345,67.00000000000728,4.0000000000048885,,-292.99999999997436
2020.08.10,-156.00000000000057,79.99999999999119,-200.99999999998454,-174.99999999999181,-15.999999999993797,-7.000000000005002,-24.00000000000091,,-498.99999999998545
2020.08.10,-152.99999999999204,100.99999999999554,-203.99999999998198,-175.99999999999838,-2.000000000002,19.000000000005457,8.000000000009777,,-406.9999999999636
2020.08.10,-161.99999999999548,112.000000000001,-237.99999999998266,-189.99999999999017,-20.999999999993246,26.999999999986812,9.000000000000341,,-462.9999999999734
2020.08.10,-156.00000000000057,18.999999999991246,-192.99999999999872,-178.99999999999582,-51.000000000001044,-70.99999999999795,-15.999999999991132,,-646.999999999994
2020.08.10,-262.999999999991,-83.00000000001084,-98.99999999998244,-223.99999999999088,62.000000000006494,6.000000000000227,-15.999999999991132,,-616.9999999999596
2020.08.10,-253.99999999999866,27.999999999983594,-112.99999999998533,-200.00000000000017,119.99999999999788,270.9999999999866,63.00000000000239,,-85.0000000000137
