date,USDCHF,GBPUSD,EURCHF,CADCHF,EURGBP,GBPJPY,AUDJPY,empty,sum
2020.08.10,-112.99999999999643,-107.99999999999699,-85.99999999998609,-120.99999999999334,-60.99999999999994,-161.00000000000136,-93.99999999999409,,-743.9999999999682
2020.08.10,-112.000000000001,-121.99999999999989,-92.99999999998754,-150.99999999999002,-78.00000000000028,-54.000000000002046,-30.9999999999917,,-640.9999999999724
2020.08.10,-154.99999999999403,-175.99999999999838,-93.99999999999409,-131.99999999999878,-61.999999999995396,-102.00000000000387,-76.99999999999818,,-797.9999999999827
2020.08.10,-139.00000000000023,-165.9999999999995,-62.99999999999084,-114.99999999999844,-78.00000000000028,-98.99999999998954,-76.99999999999818,,-736.999999999977
2020.08.10,-134.99999999999625,-155.00000000001623,-61.99999999998429,-105.99999999999498,-74.99999999999174,-118.99999999999977,-64.99999999999773,,-716.999999999981
2020.08.10,-120.99999999999334,-134.00000000001188,-62.99999999999084,-92.99999999999864,-68.99999999999685,-111.99999999999477,-57.999999999992724,,-649.9999999999791
2020.08.10,-106.99999999999044,-89.00000000000574,-89.99999999999008,-119.99999999999788,-63.99999999999739,-75.00000000001705,-27.000000000001023,,-571.9999999999997
2020.08.10,-80.99999999999774,21.00000000000435,-131.99999999999878,-137.9999999999937,-54.999999999993946,-64.99999999999773,-12.000000000000455,,-461.99999999997794
2020.08.10,-97.9999999999981,18.999999999991246,-131.99999999999878,-124.99999999999733,-54.999999999993946,-118.99999999999977,-67.99999999999784,,-577.9999999999945
2020.08.10,-122.99999999999534,52.99999999999194,-171.99999999999437,-149.99999999999457,-49.99999999999449,-56.000000000011596,-42.999999999992156,,-540.9999999999907
2020.08.10,-121.99999999999989,65.99999999998829,-200.00000000000017,-174.99999999999181,-27.999999999994696,0.0,-1.9999999999953388,,-460.99999999999363
2020.08.10,-156.00000000000057,106.99999999999044,-224.99999999998633,-187.9999999999993,-31.999999999998696,40.99999999999682,4.0000000000048885,,-448.9999999999928
2020.08.10,-165.9999999999995,66.99999999999484,-215.99999999999397,-188.9999999999947,-14.999999999998348,2.0000000000095497,-12.999999999991019,,-529.9999999999732
2020.08.10,-157.99999999999147,109.00000000000354,-218.99999999999142,-196.99999999999162,-8.999999999992347,56.99999999998795,9.000000000000341,,-407.99999999997505
2020.08.10,-146.99999999999713,120.99999999999334,-221.99999999998886,-186.99999999999272,-12.999999999996348,54.000000000002046,-1.9999999999953388,,-395.99999999997505
2020.08.10,-165.9999999999995,75.99999999998718,-212.99999999999653,-178.99999999999582,-18.999999999991246,-8.000000000009777,-33.999999999991815,,-542.9999999999975
2020.08.10,-169.99999999999238,60.99999999999994,-224.99999999998633,-188.9999999999947,-24.999999999997247,-30.000000000001137,-42.00000000000159,,-619.9999999999734
