date,EURUSD,EURCHF,EURNZD,CADJPY,AUDCAD,empty,sum
2018.04.02,-23.00000000001745,-12.999999999996348,-114.99999999999844,43.00000000000637,13.00000000000745,,-94.99999999999841
2018.04.02,14.999999999987246,34.99999999998504,-76.0000000000094,82.00000000000784,-119.99999999999788,,-64.00000000002714
2018.04.02,55.99999999998939,-163.00000000000205,-204.99999999998852,275.0000000000057,-19.999999999997797,,-56.99999999999325
2018.04.02,19.999999999997797,-147.00000000000824,-275.000000000003,210.00000000000796,-7.0000000000014495,,-199.00000000000696
2018.04.02,51.99999999998539,-146.00000000000168,-293.0000000000099,185.00000000000227,-4.999999999999449,,-207.00000000002333
2018.04.02,65.99999999998829,-134.99999999999625,-251.00000000000122,191.0000000000025,-9.999999999998899,,-139.0000000000056
2018.04.02,10.999999999983245,-160.00000000000458,-296.0000000000074,136.0000000000099,43.999999999999595,,-265.0000000000192
2018.04.02,-25.00000000000835,-175.99999999999838,-354.9999999999942,198.0000000000075,76.0000000000094,,-281.999999999984
2018.04.02,-74.0000000000185,-184.00000000000637,-520.0000000000093,267.0000000000101,-64.99999999999284,,-576.0000000000169
2018.04.02,-72.0000000000054,-180.0000000000024,-536.0000000000032,270.00000000001023,-73.00000000000084,,-591.0000000000015
2018.04.02,-32.0000000000098,-168.0000000000126,-506.9999999999908,243.99999999999977,-95.00000000000064,,-558.0000000000141
2018.04.02,-41.000000000002146,-165.00000000001512,-492.9999999999879,231.99999999999932,-120.99999999999334,,-587.9999999999992
2018.04.02,-13.000000000018552,-158.0000000000137,-432.9999999999945,228.9999999999992,-103.99999999999298,,-479.00000000002046
2018.04.02,8.999999999992347,-158.0000000000137,-407.0000000000018,237.99999999999955,-83.9999999999952,,-402.0000000000189
2018.04.02,17.000000000000348,-138.0000000000159,-455.99999999998977,195.0000000000074,-87.99999999999919,,-469.99999999999716
2018.04.02,23.999999999979593,-155.00000000001623,-425.99999999999307,203.00000000000296,-108.99999999999244,,-463.00000000001916
2018.04.02,37.99999999998249,-162.00000000001768,-398.9999999999938,239.00000000000432,-109.99999999999899,,-394.00000000002365
2018.04.02,20.999999999982144,-158.99999999999804,-384.9999999999909,189.99999999999773,-125.99999999999278,,-459.0000000000019
2018.04.02,39.999999999995595,-161.00000000001114,-404.0000000000044,204.00000000000773,-115.99999999999389,,-437.000000000006
2018.04.02,-33.00000000001635,-205.00000000001074,-411.0000000000058,234.00000000000887,-95.00000000000064,,-510.0000000000246
2018.04.02,-48.000000000003595,-178.99999999999582,-425.0000000000087,240.0000000000091,-88.99999999999464,,-500.99999999999375
2018.04.02,-115.00000000002063,-162.00000000001768,-429.99999999999704,268.0000000000007,-108.99999999999244,,-548.0000000000271
2018.04.02,-113.00000000000753,-153.00000000000313,-476.0000000000098,284.000000000006,-97.9999999999981,,-556.0000000000125
2018.04.02,-97.00000000001374,-131.00000000001444,-540.9999999999915,246.9999999999999,-129.9999999999968,,-652.0000000000166
2018.04.02,-115.00000000002063,-133.00000000000534,-530.9999999999926,261.0000000000099,-147.99999999999258,,-666.0000000000014
2018.04.02,-120.00000000000898,-141.00000000001333,-587.9999999999885,280.00000000000114,-195.00000000000074,,-764.0000000000105
2018.04.02,-94.00000000001629,-143.00000000000423,-479.0000000000072,263.00000000000523,-159.9999999999935,,-613.000000000016
2018.04.02,-84.0000000000174,-146.00000000000168,-462.9999999999912,234.00000000000887,-123.99999999999079,,-582.9999999999922
2018.04.02,-112.000000000001,-145.00000000001734,-425.0000000000087,264.00000000001,-129.00000000000134,,-547.0000000000184
2018.04.02,-219.00000000001364,-185.00000000001293,-526.0000000000042,275.0000000000057,-142.99999999999312,,-798.0000000000182
2018.04.02,-206.00000000001728,-209.00000000001472,-619.9999999999983,373.00000000000466,-282.99999999999994,,-945.0000000000255
2018.04.02,-165.00000000001512,-219.00000000001364,-659.0000000000095,385.0000000000051,-291.99999999999227,,-950.0000000000254
2018.04.02,-116.00000000000499,-168.99999999999693,-529.0000000000017,356.00000000000875,-290.00000000000136,,-747.9999999999962
2018.04.02,-21.00000000000435,-89.00000000000574,-585.9999999999976,301.00000000000193,-292.9999999999988,,-688.0000000000045
2018.04.02,-90.00000000001229,-148.99999999999915,-514.9999999999987,259.00000000000034,-215.99999999999397,,-711.0000000000039
2018.04.02,72.99999999998974,-160.00000000000458,-418.9999999999916,54.000000000002046,-161.99999999999548,,-613.9999999999999
2018.04.02,161.99999999999548,-90.99999999999665,-339.0000000000004,-115.99999999999966,-106.99999999999044,,-490.9999999999917
2018.04.02,313.99999999999204,-62.000000000006494,-310.9999999999946,-218.9999999999941,-158.99999999999804,,-437.00000000000114
2018.04.02,282.9999999999888,-123.00000000000644,-371.99999999999454,-188.0000000000024,-129.9999999999968,,-530.0000000000114
2018.04.02,251.00000000000122,-139.00000000000023,-426.9999999999996,-176.9999999999925,-140.99999999999113,,-632.9999999999823
2018.04.02,280.9999999999979,-106.00000000000608,-411.0000000000058,-373.9999999999952,-153.99999999999858,,-764.0000000000077
2018.04.02,146.99999999998602,-75.00000000000284,-557.0000000000075,-575.9999999999934,-64.99999999999284,,-1126.0000000000105
2018.04.02,165.9999999999995,-7.0000000000014495,-598.0000000000097,-536.0000000000014,-25.999999999992696,,-1001.0000000000057
2018.04.02,186.99999999998164,-35.00000000000725,-557.9999999999918,-448.99999999999807,-65.99999999999939,,-921.0000000000149
2018.04.02,183.99999999998417,7.0000000000014495,-556.0000000000009,-442.99999999999784,-35.999999999991594,,-844.0000000000048
2018.04.02,135.9999999999806,-69.00000000000794,-459.99999999999375,-231.99999999999932,-142.99999999999312,,-768.0000000000136
2018.04.02,167.9999999999904,-102.00000000000209,-634.0000000000013,-265.99999999999113,-178.99999999999582,,-1012.9999999999999
2018.04.02,175.99999999999838,-35.00000000000725,-540.0000000000072,-271.0000000000008,-147.99999999999258,,-818.0000000000094
2018.04.03,178.99999999999582,-101.00000000001774,-550.9999999999903,-293.99999999999693,-153.99999999999858,,-921.0000000000077
2018.04.03,179.99999999998016,-68.00000000000139,-526.9999999999886,-298.9999999999924,-168.00000000000148,,-882.0000000000038
2018.04.03,198.99999999999363,-76.0000000000094,-609.9999999999994,-304.9999999999926,-190.00000000000128,,-982.000000000009
2018.04.03,181.9999999999933,-69.00000000000794,-638.9999999999895,-331.99999999999363,-158.99999999999804,,-1016.9999999999959
2018.04.03,208.99999999999253,-21.00000000000435,-594.99999999999,-355.99999999999454,-156.99999999999602,,-919.9999999999924
2018.04.03,261.0000000000001,-12.999999999996348,-710.999999999995,-396.0000000000008,-190.00000000000128,,-1048.9999999999934
2018.04.03,187.99999999998818,-58.000000000002494,-634.0000000000013,-319.9999999999932,-113.99999999999189,,-938.0000000000007
2018.04.03,158.99999999999804,-103.00000000000864,-740.9999999999917,-284.9999999999966,-125.99999999999278,,-1095.9999999999916
2018.04.03,169.99999999998127,-119.00000000000244,-835.9999999999923,-214.9999999999892,-134.0000000000008,,-1134.0000000000034
2018.04.03,157.99999999999147,-137.00000000000932,-845.0000000000068,-229.99999999998977,-98.99999999999353,,-1153.0000000000082
2018.04.03,122.99999999998423,-158.0000000000137,-865.0000000000047,-213.99999999999864,-104.99999999999955,,-1219.0000000000323
2018.04.03,117.99999999999588,-174.00000000000747,-750.0000000000063,-123.99999999999523,-82.99999999999974,,-1013.0000000000128
2018.04.03,102.99999999998644,-181.00000000000892,-653.999999999999,-118.99999999999977,-31.999999999998696,,-883.00000000002
2018.04.03,135.9999999999806,-161.00000000001114,-632.9999999999947,-96.9999999999942,-20.999999999993246,,-776.0000000000127
2018.04.03,121.99999999999989,-178.00000000001148,-468.00000000000176,-31.999999999996476,7.0000000000014495,,-549.0000000000084
2018.04.03,96.99999999999153,-168.99999999999693,-401.99999999999125,-63.99999999999295,6.0000000000060005,,-531.9999999999835
