date,GBPUSD,EURCHF,GBPJPY,GBPCAD,NZDCAD,empty,sum
2017.11.13,-137.9999999999937,-210.99999999998343,221.99999999998,191.99999999999218,200.00000000000017,,264.9999999999952
2017.11.13,-31.999999999987594,-251.99999999998556,179.00000000000205,156.00000000000057,190.00000000000128,,241.00000000003072
2017.11.13,94.00000000001629,-322.9999999999844,145.99999999998658,-19.00000000001345,194.0000000000053,,92.00000000001029
2017.11.13,452.00000000000796,-331.999999999999,-241.00000000001387,-422.00000000001125,248.00000000000378,,-295.0000000000124
2017.11.13,448.000000000004,-259.9999999999936,-331.0000000000173,-409.99999999999926,173.00000000000094,,-380.00000000000523
2017.11.13,436.9999999999985,-234.00000000000088,-293.00000000000637,-418.9999999999916,252.0000000000078,,-256.99999999999255
2017.11.13,459.0000000000094,-256.99999999999613,-308.9999999999975,-463.9999999999977,204.00000000000418,,-366.99999999997783
2017.11.13,451.0000000000014,-243.99999999999977,-308.9999999999975,-443.99999999999994,203.00000000000873,,-342.99999999998704
2017.11.13,443.99999999999994,-273.9999999999965,-260.0000000000193,-456.9999999999963,221.99999999999997,,-325.00000000001216
2017.11.13,449.0000000000105,-261.9999999999845,-280.00000000000114,-442.9999999999934,212.00000000000108,,-323.99999999996743
2017.11.13,446.9999999999974,-265.99999999998846,-281.0000000000059,-462.0000000000068,187.00000000000384,,-375.0
2017.11.13,436.9999999999985,-268.0000000000016,-266.00000000001955,-486.999999999993,162.0000000000066,,-422.0000000000091
2017.11.13,439.0000000000116,-258.0000000000027,-284.00000000002024,-469.0000000000083,189.00000000000583,,-383.00000000001376
2017.11.13,429.00000000001273,-288.99999999998374,-231.99999999999932,-459.99999999999375,237.00000000000944,,-314.99999999995464
2017.11.13,371.00000000001023,-292.9999999999877,-194.00000000001683,-442.9999999999934,276.00000000000955,,-282.9999999999782
2017.11.13,322.00000000000006,-272.99999999998994,-349.00000000001796,-425.99999999999307,258.0000000000027,,-467.99999999999824
2017.11.13,450.00000000001705,-241.00000000000233,-569.0000000000168,-561.0000000000115,278.00000000000045,,-643.0000000000132
2017.11.13,489.0000000000061,-201.99999999999108,-621.0000000000093,-543.0000000000045,315.0000000000097,,-561.9999999999891
2017.11.13,656.0000000000122,-191.99999999999218,-831.0000000000173,-805.9999999999956,294.00000000000534,,-878.9999999999874
2017.11.13,724.9999999999978,-167.9999999999904,-864.0000000000043,-757.0000000000076,270.0000000000036,,-794.0000000000009
2017.11.13,828.0000000000065,-175.99999999999838,-944.0000000000168,-809.9999999999997,236.00000000000287,,-866.0000000000056
2017.11.13,934.9999999999969,-173.00000000000094,-1146.000000000015,-883.9999999999959,280.00000000000244,,-988.0000000000125
2017.11.13,975.0000000000148,-218.99999999999142,-1219.9999999999989,-978.0000000000122,178.00000000000037,,-1263.9999999999873
2017.11.13,877.0000000000166,-249.99999999999466,-1159.9999999999966,-783.0000000000003,134.0000000000008,,-1181.999999999974
2017.11.13,880.9999999999984,-316.99999999998954,-1162.0000000000061,-804.0000000000047,189.00000000000583,,-1212.999999999996
2017.11.13,804.0000000000047,-70.99999999999883,-1142.0000000000243,-750.0000000000063,159.00000000000912,,-1000.0000000000157
2017.11.13,731.9999999999993,-41.000000000002146,-1064.0000000000214,-662.000000000007,170.00000000000347,,-865.000000000028
2017.11.13,728.0000000000175,-69.9999999999923,-1010.0000000000193,-703.9999999999935,93.00000000000975,,-962.999999999978
2017.11.13,756.0000000000011,16.000000000016,-1112.9999999999995,-737.9999999999942,97.00000000000264,,-981.999999999974
2017.11.13,668.0000000000019,28.000000000005798,-993.9999999999998,-551.9999999999969,109.00000000000354,,-740.9999999999854
2017.11.13,663.0000000000135,-126.99999999998823,-1044.0000000000111,-578.0000000000118,113.00000000000753,,-972.9999999999902
2017.11.13,794.0000000000058,-146.99999999998602,-1118.9999999999998,-583.0000000000002,192.00000000000327,,-862.9999999999769
2017.11.13,700.999999999996,-125.99999999998168,-1004.0000000000191,-424.00000000000216,225.00000000000853,,-627.9999999999984
2017.11.13,756.0000000000011,-251.00000000000122,-881.0000000000002,-392.9999999999989,200.00000000000017,,-568.9999999999991
2017.11.13,486.00000000000864,-226.99999999999943,-496.0000000000093,-168.99999999999693,164.00000000000858,,-241.99999999998846
2017.11.13,534.0000000000123,-232.99999999999432,-587.0000000000175,-167.00000000000603,152.00000000000767,,-300.9999999999979
2017.11.13,528.0000000000174,-313.99999999999204,-518.0000000000007,-19.00000000001345,209.9999999999991,,-112.99999999998971
2017.11.13,652.0000000000082,-384.9999999999909,-558.0000000000211,-126.0000000000039,187.00000000000384,,-230.0000000000039
2017.11.13,684.000000000018,-377.9999999999894,-627.0000000000095,-198.99999999999363,173.00000000000094,,-346.99999999997374
