names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
EURUSD,30,['USDCHF'],100.0,0.2403840819483233,S
USDJPY,10,"['USDCHF', 'USDJPY', 'AUDJPY']",100.0,0.6102777777777777,S
USDCAD,15,['GBPJPY'],100.0,1.0,S
AUDUSD,30,"['GBPCAD', 'EURCAD']",80.0,-0.24649547184841292,B
AUDCHF,15,"['AUDJPY', 'GBPCAD', 'GBPUSD']",100.0,1.0,S
GBPJPY,10,['GBPUSD'],100.0,0.828,S
GBPAUD,10,['GBPCAD'],100.0,-1.0,B
EURJPY,30,['GBPUSD'],80.0,0.2538689088689087,S
EURAUD,15,['GBPCAD'],100.0,-1.0,B
CADJPY,15,"['AUDCAD', 'AUDCHF', 'AUDJPY', 'NZDCHF', 'NZDCAD', 'AUDUSD', 'NZDUSD', 'EURNZD', 'GBPAUD', 'EURAUD', 'NZDJPY', 'EURCHF']",100.0,-0.4,B
AUDJPY,10,['AUDJPY'],80.0,0.972,S
AUDCAD,10,['AUDJPY'],100.0,0.9740000000000001,S
NZDCAD,15,['EURCAD'],100.0,-0.5331949716949721,B
