date,AUDUSD,NZDUSD,CHFJPY,EURGBP,GBPAUD,EURJPY,EURCAD,EURAUD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2020.07.06,-10.999999999994348,0.0,-97.99999999999898,-44.99999999999504,-103.00000000000864,0.0,-150.00000000000568,-49.99999999999449,-61.99999999999761,-69.99999999999318,-43.00000000000415,-50.0000000000056,,-681.9999999999976
2020.07.06,-15.999999999993797,-6.0000000000060005,-84.99999999999375,-39.00000000000014,-83.9999999999952,52.00000000000671,-74.0000000000185,-47.99999999998139,-8.000000000009777,-84.00000000000318,-31.000000000003247,-80.99999999999774,,-503.999999999996
2020.07.06,9.00000000000345,53.999999999998494,25.000000000005684,-14.999999999998348,-14.000000000002899,97.99999999999898,-90.00000000001229,5.000000000010552,34.99999999999659,93.00000000000352,-2.999999999997449,-14.000000000002899,,183.00000000000338
2020.07.06,108.00000000000809,170.99999999999892,108.00000000000409,26.000000000003798,192.99999999999872,172.00000000001125,-114.0000000000141,156.00000000000057,150.99999999999625,155.00000000000114,78.00000000000028,129.9999999999968,,1334.0000000000057
2020.07.06,131.00000000000333,155.99999999998948,123.99999999999523,33.000000000005244,234.00000000000088,193.00000000001205,-95.00000000000064,182.99999999999983,188.0000000000024,152.00000000000102,116.00000000000499,127.99999999999478,,1543.0000000000084
2020.07.06,143.00000000000423,156.99999999999602,158.00000000000125,38.0000000000047,269.00000000000813,218.00000000000352,-78.00000000000028,211.00000000000563,203.00000000000296,159.00000000000603,148.0000000000037,129.9999999999968,,1756.0000000000327
2020.07.06,182.00000000000438,186.99999999999272,197.9999999999933,27.00000000001035,303.0000000000088,262.00000000000045,-74.0000000000185,202.00000000001327,265.99999999999113,212.0000000000033,165.00000000000404,132.99999999999423,,2062.9999999999973
2020.07.06,191.00000000000784,242.99999999999324,310.0000000000023,88.00000000001029,241.00000000000233,421.0000000000065,101.99999999997988,82.00000000000429,289.0000000000015,277.000000000001,195.00000000000074,229.99999999999687,,2669.000000000007
2020.07.06,226.00000000000398,255.99999999998957,356.9999999999993,113.00000000000753,387.000000000004,519.0000000000055,108.99999999998133,164.00000000000858,372.99999999999045,347.999999999999,229.00000000000142,243.99999999999977,,3324.99999999999
2020.07.06,256.0000000000007,264.999999999993,405.00000000000114,117.00000000000044,435.0000000000076,579.0000000000077,109.99999999998789,189.00000000001694,438.99999999999295,385.0000000000051,258.0000000000027,241.99999999999778,,3680.0000000000136
