date,USDCHF,EURCHF,CADCHF,EURJPY,empty,sum
2020.07.06,-7.0000000000014495,-8.999999999992347,-6.999999999990347,0.0,,-22.999999999984144
2020.07.06,-2.000000000002,-7.999999999985796,-23.999999999990695,52.00000000000671,,18.000000000028216
2020.07.06,32.999999999994145,-2.999999999997449,13.00000000000745,97.99999999999898,,141.00000000000313
2020.07.06,71.99999999999429,43.00000000001525,98.0000000000092,172.00000000001125,,385.00000000003
2020.07.06,63.00000000000195,53.00000000001415,92.00000000000318,193.00000000001205,,401.0000000000313
2020.07.06,53.999999999998494,46.0000000000127,91.00000000000774,218.00000000000352,,409.00000000002245
2020.07.06,-58.99999999999794,42.0000000000087,51.000000000001044,262.00000000000045,,296.0000000000123
2020.07.06,-45.000000000006146,83.9999999999952,39.00000000000014,421.0000000000065,,498.9999999999957
2020.07.06,-24.000000000001798,114.0000000000141,45.000000000006146,519.0000000000055,,654.0000000000239
2020.07.06,-36.999999999998145,131.00000000001444,70.0000000000034,579.0000000000077,,743.0000000000274
2020.07.06,-25.00000000000835,185.00000000001293,45.000000000006146,649.0000000000009,,854.0000000000116
2020.07.06,-80.00000000000229,175.00000000001404,29.000000000001247,667.0000000000016,,791.0000000000146
2020.07.06,-100.00000000000009,175.00000000001404,8.000000000008,677.0000000000067,,760.0000000000286
2020.07.06,-119.99999999999788,178.00000000001148,9.00000000000345,710.000000000008,,777.000000000025
2020.07.06,-116.00000000000499,201.00000000000674,42.0000000000087,768.0000000000007,,895.0000000000111
2020.07.06,-158.0000000000026,200.00000000000017,17.000000000000348,749.0000000000094,,808.0000000000074
2020.07.06,-157.00000000000713,204.00000000000418,16.0000000000049,780.0000000000011,,843.0000000000031
2020.07.06,-146.00000000000168,236.00000000001398,68.00000000000139,783.0000000000013,,941.000000000015
2020.07.06,-175.00000000000293,205.99999999999508,54.00000000000959,802.0000000000067,,887.0000000000084
2020.07.06,-191.00000000000784,225.00000000000853,66.00000000001049,784.000000000006,,884.0000000000172
