date,USDCHF,EURUSD,USDCAD,AUDUSD,NZDUSD,NZDCHF,GBPJPY,GBPCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDCAD,empty,sum
2015.05.18,25.00000000000835,-60.99999999999994,-23.00000000001745,12.999999999996348,23.00000000000635,32.999999999994145,-4.9999999999954525,71.00000000002105,-70.99999999999883,-58.000000000002494,134.9999999999909,55.999999999997385,-6.0000000000060005,,131.99999999999434
2015.05.18,51.000000000001044,-60.99999999999994,-39.00000000001125,23.999999999990695,21.999999999999797,21.999999999999797,-64.99999999999773,85.00000000000173,-25.00000000000835,9.999999999998899,99.99999999999432,66.0000000000025,-35.00000000000725,,154.99999999996427
2015.05.18,22.0000000000109,-97.9999999999981,-121.00000000001555,-42.0000000000087,91.00000000000774,80.99999999999774,127.9999999999859,-119.99999999998678,25.999999999992696,102.00000000000209,120.00000000000455,24.00000000000091,-3.0000000000085514,,209.99999999998485
2015.05.18,0.0,-87.99999999999919,-95.00000000000064,-4.000000000004,31.000000000003247,-21.999999999999797,153.99999999999636,-145.99999999997948,2.999999999997449,25.999999999992696,143.99999999999125,72.99999999999329,-69.00000000000794,,6.999999999983217
2015.05.18,2.000000000002,-76.99999999999375,-103.00000000000864,-43.999999999999595,41.000000000002146,-2.000000000002,192.99999999998363,-214.99999999998744,87.99999999999919,65.99999999998829,131.00000000000023,9.000000000000341,-52.000000000007596,,36.999999999976815
2015.05.18,25.00000000000835,-47.99999999998139,-43.00000000001525,63.99999999999739,-26.999999999999247,-36.999999999998145,85.99999999998431,-88.99999999998354,-66.99999999999484,-26.999999999999247,138.9999999999958,97.99999999999898,-87.00000000000374,,-12.999999999990607
2015.05.18,-44.99999999999504,-121.99999999999989,-161.00000000001114,-269.00000000000813,101.00000000000664,9.999999999998899,54.000000000002046,-152.99999999998093,429.99999999999704,119.99999999998678,84.99999999999375,-256.0000000000002,-21.00000000000435,,-227.0000000000145
2015.05.18,-156.99999999999602,-158.99999999999804,-215.00000000000963,-274.00000000000756,141.00000000000225,-29.999999999996696,340.99999999997976,-162.99999999997982,395.99999999999636,164.00000000000858,233.0000000000041,-76.99999999999818,-17.000000000000348,,183.0000000000046
2015.05.18,-278.9999999999959,-234.00000000000088,-268.0000000000016,-279.00000000000705,141.00000000000225,-118.00000000000699,336.9999999999891,-206.99999999997942,309.0000000000037,102.99999999998644,206.00000000000307,-61.00000000000705,-50.0000000000056,,-400.0000000000199
2015.05.18,-319.99999999999807,-263.99999999999756,-358.00000000001387,-298.0000000000094,278.00000000000045,-26.999999999999247,282.99999999998704,-200.99999999998454,303.9999999999932,303.9999999999932,185.00000000000227,-37.00000000000614,39.00000000000014,,-112.00000000003249
2015.05.18,-280.9999999999979,-200.00000000000017,-357.00000000000733,-247.00000000000833,257.0000000000072,-19.999999999997797,272.99999999999613,-298.9999999999826,300.99999999999574,346.0000000000019,126.00000000000477,-34.99999999999659,10.999999999994348,,-124.99999999999082
2015.05.18,-227.99999999999488,-156.99999999998494,-324.0000000000132,-197.00000000000273,157.00000000000713,-74.00000000000739,269.9999999999818,-262.999999999991,265.0000000000041,201.00000000000674,143.00000000000068,7.999999999995566,-82.00000000000429,,-281.0000000000024
2015.05.18,-187.9999999999993,-148.99999999999915,-272.00000000000557,-148.99999999999915,158.0000000000026,-45.000000000006146,299.99999999998295,-211.99999999998997,185.99999999999727,205.99999999999508,185.99999999999284,72.00000000000273,-43.999999999999595,,48.99999999997457
2015.05.18,-191.99999999999218,-180.0000000000024,-285.00000000000193,-190.00000000000128,202.0000000000022,-2.000000000002,290.9999999999968,-223.99999999997976,219.99999999999798,261.0000000000001,174.99999999999716,24.00000000000091,3.999999999992898,,104.00000000000847
2015.05.18,-133.99999999998968,-151.9999999999966,-236.00000000001398,-184.00000000000637,161.00000000000003,5.999999999994898,352.00000000000387,-258.99999999998704,243.99999999999977,208.00000000000819,191.0000000000025,9.000000000000341,-14.000000000002899,,192.00000000001302
2015.05.18,-129.9999999999968,-147.99999999999258,-212.00000000001216,-159.00000000000912,152.00000000000767,-4.000000000004,381.0000000000002,-211.99999999998997,204.00000000000418,194.0000000000053,227.99999999999443,52.99999999999727,-4.000000000004,,343.00000000000045
2015.05.18,-199.9999999999891,-204.99999999998852,-209.9999999999991,-225.00000000000853,191.00000000000784,-21.999999999999797,432.9999999999927,-187.99999999998818,252.99999999999213,190.00000000000128,271.0000000000008,15.000000000000568,43.999999999999595,,347.00000000002177
2015.05.18,-167.9999999999904,-105.99999999998388,-126.0000000000039,-209.00000000000364,146.00000000000168,-35.00000000000725,430.9999999999832,-54.99999999998284,346.0000000000019,238.0000000000049,340.0000000000034,34.000000000006025,53.999999999998494,,890.0000000000277
2015.05.18,-141.99999999999767,-114.99999999999844,-141.00000000001333,-136.00000000000279,116.00000000000499,-41.9999999999976,280.00000000000114,15.00000000000945,202.9999999999976,156.00000000000057,296.99999999999704,93.00000000000352,4.999999999999449,,589.0000000000039
2015.05.18,-267.99999999999045,-320.9999999999935,-200.00000000000017,-240.00000000000688,187.9999999999993,-70.99999999999883,137.9999999999768,24.000000000001798,139.00000000000023,62.99999999999084,227.00000000000387,-52.00000000000671,51.000000000001044,,-322.0000000000226
2015.05.18,-417.99999999999613,-537.9999999999941,-306.00000000000625,-385.000000000002,309.99999999999915,-68.00000000000139,-219.99999999999886,326.0000000000041,120.99999999999334,-1.0000000000065512,198.99999999999807,-171.99999999999704,117.00000000000044,,-1035.0000000000073
2015.05.18,-433.99999999998994,-584.9999999999911,-355.0000000000164,-417.0000000000007,357.00000000000733,-21.00000000000435,60.99999999997863,83.00000000001084,120.99999999999334,35.00000000000725,212.99999999999386,-150.00000000000568,149.99999999999457,,-942.0000000000223
2015.05.18,-494.9999999999899,-696.999999999992,-370.00000000000364,-353.99999999999875,329.00000000000153,-106.00000000000608,-299.0000000000066,274.00000000001864,-141.99999999999767,-184.00000000000637,128.0000000000001,-153.99999999999636,91.99999999999208,,-1977.9999999999848
2015.05.18,-418.9999999999916,-631.9999999999882,-325.0000000000197,-256.0000000000007,294.00000000000534,-85.99999999999719,-275.0000000000057,348.00000000001495,-225.00000000000853,-151.00000000001222,179.9999999999926,-22.00000000000557,98.99999999999353,,-1470.0000000000227
2015.05.18,-567.9999999999907,-746.9999999999866,-372.00000000001677,-355.0000000000053,324.00000000000205,-163.00000000000205,-353.00000000000864,374.0000000000077,-194.0000000000053,-242.99999999999324,150.99999999999625,-131.00000000000023,90.0000000000012,,-2187.0000000000014
2015.05.18,-275.99999999999847,-446.9999999999974,-358.9999999999982,-316.0000000000052,316.0000000000052,46.999999999997044,-21.000000000015007,39.00000000001125,107.99999999999699,139.00000000000023,149.99999999999147,-99.00000000000375,90.99999999999665,,-628.0000000000193
2015.05.18,-224.9999999999974,-503.99999999999335,-369.0000000000193,-326.9999999999995,304.00000000000426,68.00000000000139,-40.99999999999682,23.00000000001745,66.99999999999484,17.000000000000348,132.000000000005,-117.999999999995,62.99999999999084,,-909.9999999999872
2015.05.18,-178.99999999999582,-322.00000000000006,-418.0000000000073,-336.00000000000296,317.0000000000006,119.99999999999788,-45.000000000015916,-26.999999999999247,312.9999999999855,300.99999999999574,105.00000000000398,-118.99999999999977,40.99999999999105,,-249.0000000000463
2015.05.18,-335.99999999999187,-519.0000000000028,-469.0000000000083,-348.9999999999993,325.00000000000864,9.999999999998899,-128.00000000001432,-39.999999999995595,82.00000000000429,59.99999999999339,52.99999999999727,-140.00000000000057,12.000000000000899,,-1439.0000000000095
2015.05.18,-320.9999999999935,-442.9999999999934,-434.000000000001,-323.0000000000066,282.99999999999994,-17.000000000000348,-137.00000000000045,51.000000000001044,134.99999999999625,79.00000000000685,87.99999999999386,-96.00000000000364,-9.999999999998899,,-1145.0
2015.05.18,-474.9999999999921,-675.9999999999877,-663.0000000000135,-431.99999999999903,450.00000000000597,12.999999999996348,-209.00000000000318,-143.99999999998857,38.99999999998904,104.99999999999955,-43.00000000000637,-177.99999999999727,20.999999999993246,,-2192.0000000000036
2015.05.18,-343.9999999999999,-595.9999999999966,-707.0000000000132,-425.0000000000087,520.0000000000093,197.00000000000273,-134.00000000001455,-353.99999999998766,95.00000000000064,309.0000000000037,-112.99999999999955,-189.99999999999773,58.99999999999794,,-1683.0000000000034
2015.05.18,-426.9999999999996,-750.9999999999906,-1056.0000000000125,-424.00000000000216,576.0000000000099,187.9999999999993,263.9999999999816,-1215.9999999999948,-102.00000000000209,221.00000000000452,-346.00000000000364,-147.99999999999613,-124.00000000000189,,-3345.000000000008
2015.05.18,-644.9999999999956,-1105.0000000000005,-1155.000000000017,-504.9999999999999,668.0000000000019,131.99999999999878,-76.00000000002183,-921.9999999999784,-408.00000000000836,-127.99999999999478,-394.999999999996,-207.00000000000784,-48.000000000003595,,-4794.000000000024
2015.05.18,-616.9999999999898,-975.9999999999991,-1187.0000000000048,-461.0000000000003,620.0000000000094,85.99999999999719,-85.00000000000796,-1058.9999999999877,-313.00000000000773,1.0000000000065512,-451.9999999999982,-180.99999999999739,-177.00000000000495,,-4800.9999999999845
2015.05.18,-625.9999999999932,-847.9999999999822,-1184.0000000000073,-290.00000000000136,557.0000000000075,21.999999999999797,165.99999999999682,-1199.9999999999789,-459.0000000000094,48.000000000003595,-394.999999999996,72.00000000000273,-248.00000000000378,,-4384.999999999961
2015.05.18,-705.9999999999956,-956.0000000000013,-1416.0000000000173,-303.0000000000088,489.0000000000061,-102.00000000000209,82.99999999999841,-1497.9999999999993,-571.0000000000103,-241.00000000000233,-582.9999999999984,55.999999999997385,-504.9999999999999,,-6253.000000000034
2015.05.18,-742.9999999999936,-949.9999999999842,-1378.0000000000125,-367.0000000000062,526.9999999999997,-94.00000000000519,102.00000000000387,-1478.999999999986,-453.0000000000145,-156.00000000000057,-570.999999999998,-39.00000000000148,-431.0000000000036,,-6032.000000000003
2015.05.18,-813.9999999999925,-1058.9999999999877,-1409.0000000000157,-404.99999999999983,583.0000000000002,-94.00000000000519,49.99999999998295,-1411.9999999999911,-510.99999999999477,-188.9999999999947,-566.0000000000025,-63.00000000000239,-381.0000000000091,,-6270.000000000012
2015.05.18,-781.9999999999939,-985.999999999998,-1329.0000000000025,-403.0000000000089,601.000000000007,-53.00000000000304,97.99999999998477,-1320.9999999999943,-431.0000000000036,-56.000000000011596,-493.9999999999998,-39.00000000000148,-303.0000000000088,,-5498.0000000000355
2015.05.18,-783.9999999999958,-1004.9999999999892,-1331.0000000000155,-383.0,662.000000000007,2.000000000002,111.99999999999477,-1298.9999999999834,-490.999999999997,51.000000000001044,-472.0000000000084,-1.0000000000047748,-226.00000000000398,,-5164.999999999994
2015.05.18,-937.9999999999944,-1325.9999999999827,-1392.0000000000155,-523.0000000000068,747.0000000000088,-31.000000000003247,21.99999999999136,-1177.9999999999902,-645.0000000000067,-208.99999999999253,-454.9999999999983,-99.00000000000375,-172.00000000000549,,-6199.0
2015.05.18,-962.9999999999916,-1350.9999999999911,-1422.000000000012,-547.0000000000086,711.000000000006,-87.00000000000374,15.999999999991132,-1249.9999999999955,-631.0000000000038,-313.00000000000773,-496.9999999999999,-147.00000000000557,-234.00000000000088,,-6715.000000000023
2015.05.18,-1020.9999999999941,-1461.9999999999854,-1554.000000000011,-570.9999999999993,690.0000000000017,-148.0000000000037,145.99999999998658,-1499.9999999999902,-719.000000000003,-512.0000000000014,-558.9999999999975,-135.99999999999568,-353.99999999999875,,-7699.999999999992
2015.05.18,-973.999999999997,-1347.9999999999936,-1495.0000000000018,-487.99999999999955,713.0000000000081,-82.99999999999974,24.00000000000091,-1350.9999999999911,-730.9999999999927,-300.99999999999574,-546.999999999997,-67.00000000000728,-290.00000000000136,,-6937.999999999969
