date,USDCHF,EURUSD,NZDUSD,CADCHF,NZDCHF,GBPAUD,EURJPY,EURCAD,EURNZD,NZDJPY,NZDCAD,empty,sum
2015.12.07,-21.999999999999797,-113.99999999999189,-101.00000000000664,-6.0000000000060005,-52.000000000007596,-19.999999999997797,-105.99999999999454,-122.99999999998423,-289.0000000000059,-129.0000000000049,-60.00000000000449,,-1022.0000000000036
2015.12.07,-7.0000000000014495,-99.00000000000463,-129.00000000000134,-1.0000000000065512,-153.00000000000313,-186.0000000000195,-116.00000000001387,-143.00000000000423,-552.0000000000191,-179.00000000000205,-200.00000000000017,,-1765.000000000076
2015.12.07,-36.999999999998145,-190.99999999998562,-170.00000000000347,-75.00000000000284,-202.9999999999976,-309.0000000000259,-191.0000000000025,-356.00000000000074,-781.0000000000094,-257.99999999999557,-209.9999999999991,,-2781.000000000021
2015.12.07,-71.99999999999429,-185.99999999999727,-172.00000000000549,-126.99999999999933,-209.9999999999991,-309.99999999998806,-212.99999999999386,-451.0000000000014,-758.0000000000142,-227.00000000000387,-140.0000000000068,,-2866.000000000004
2015.12.07,-39.999999999995595,-129.00000000000134,-185.00000000000182,-140.0000000000068,-200.00000000000017,-245.0000000000063,-164.0000000000157,-407.99999999998613,-724.0000000000135,-268.0000000000007,-130.0000000000079,,-2633.000000000036
2015.12.07,36.0000000000027,-78.99999999998464,-272.00000000000557,-109.00000000000354,-280.00000000000244,-431.0000000000258,-79.00000000000773,-360.9999999999891,-824.0000000000025,-362.99999999999955,-240.00000000000688,,-3002.0000000000246
2015.12.07,31.000000000003247,-38.0000000000047,-270.0000000000036,-104.99999999999955,-290.00000000000136,-437.99999999998283,-51.00000000001614,-316.99999999998954,-817.000000000001,-352.00000000000387,-240.00000000000688,,-2887.000000000006
2015.12.07,14.999999999998348,-31.999999999987594,-296.0000000000074,-87.00000000000374,-309.99999999999915,-268.9999999999859,-38.000000000010914,-252.99999999999213,-836.0000000000146,-379.99999999999545,-309.99999999999915,,-2795.9999999999973
2015.12.07,58.000000000002494,-11.999999999989797,-372.0000000000057,-50.0000000000056,-319.99999999999807,-295.000000000023,-51.00000000001614,-217.0000000000005,-894.000000000017,-433.00000000000693,-390.0000000000015,,-2976.000000000062
2015.12.07,139.99999999999568,58.000000000002494,-399.0000000000049,-43.999999999999595,-340.00000000000693,-367.0000000000062,-8.000000000009777,-200.99999999998454,-958.9999999999987,-466.99999999999875,-400.00000000000034,,-2987.0000000000114
2015.12.07,146.99999999999713,69.00000000000794,-402.9999999999978,-50.0000000000056,-340.00000000000693,-248.99999999998812,-18.000000000000682,-245.99999999999068,-998.00000000001,-459.0000000000032,-380.00000000000256,,-2927.0000000000005
2015.12.07,138.00000000000477,38.0000000000047,-463.0000000000023,-38.0000000000047,-400.00000000000034,-145.00000000001734,-28.999999999996362,-234.00000000000088,-1112.0000000000018,-537.9999999999967,-460.00000000000483,,-3243.0000000000164
2015.12.07,155.00000000000514,36.999999999998145,-480.99999999999807,-46.999999999997044,-419.9999999999982,-232.00000000000998,-18.000000000000682,-263.99999999999756,-1192.0000000000152,-569.0000000000026,-470.00000000000375,,-3501.00000000002
2015.12.07,156.00000000000057,41.000000000002146,-451.0000000000014,-43.999999999999595,-390.0000000000015,-268.00000000002376,-27.000000000015234,-254.999999999983,-1135.0000000000193,-524.0000000000009,-450.00000000000597,,-3347.0000000000477
2015.12.07,155.00000000000514,35.00000000000725,-456.00000000000085,-46.999999999997044,-400.00000000000034,-199.00000000001583,-50.00000000001137,-275.000000000003,-1168.0000000000134,-539.0000000000015,-460.00000000000483,,-3404.000000000036
2015.12.07,141.00000000000225,29.999999999996696,-455.0000000000054,-52.000000000007596,-400.00000000000034,-285.00000000000193,-58.9999999999975,-282.0000000000045,-1177.000000000006,-519.0000000000055,-450.00000000000597,,-3508.000000000036
