names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,10,"['AUDNZD', 'NZDCAD', 'AUDUSD', 'NZDUSD']",80.0,-0.88,B
GBPUSD,20,"['NZDCHF', 'USDCHF', 'GBPJPY']",80.0,0.9015714285714285,S
EURUSD,10,['EURJPY'],100.0,0.5730952380952384,S
USDCAD,30,"['EURAUD', 'AUDCHF', 'AUDCAD', 'AUDUSD', 'NZDUSD', 'EURCHF', 'AUDJPY', 'NZDJPY', 'GBPAUD', 'CADCHF']",100.0,-0.64,B
AUDUSD,10,"['AUDCHF', 'EURAUD', 'AUDCAD']",100.0,0.6260238095238098,S
NZDUSD,30,"['AUDCHF', 'EURAUD', 'AUDCAD', 'CADCHF', 'EURCHF', 'NZDCHF', 'EURCAD', 'USDCAD']",100.0,0.2,S
GBPCHF,10,['CHFJPY'],80.0,0.97,S
EURCHF,20,['NZDUSD'],80.0,0.19494286432521726,S
CHFJPY,20,"['EURJPY', 'USDCHF']",80.0,1.0,S
CADCHF,15,"['EURUSD', 'EURCHF', 'AUDCAD']",100.0,-0.48,B
AUDCHF,15,['EURUSD'],80.0,-0.4766143856143856,B
EURGBP,15,['USDCHF'],80.0,-1.0,B
GBPJPY,15,"['EURJPY', 'GBPJPY', 'USDCHF', 'EURUSD', 'CHFJPY']",100.0,0.858,S
GBPCAD,10,"['EURJPY', 'GBPJPY', 'GBPCAD']",80.0,0.54,S
GBPAUD,20,"['USDCHF', 'AUDNZD']",80.0,0.4297527472527473,S
EURAUD,20,['AUDCAD'],80.0,-0.5195953213453213,B
EURNZD,10,"['AUDNZD', 'NZDCAD', 'EURCAD', 'CADCHF', 'EURNZD', 'GBPCAD']",80.0,-0.06,B
AUDCAD,50,"['USDCAD', 'EURUSD', 'CHFJPY']",80.0,-0.013285714285714274,B
NZDCAD,10,"['GBPCAD', 'EURCAD', 'GBPCHF', 'AUDNZD', 'EURUSD', 'NZDCAD']",100.0,-0.64,B
AUDNZD,10,"['GBPCAD', 'EURCAD', 'GBPCHF']",80.0,0.7343571428571429,S
