date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURAUD,EURNZD,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.02.17,-17.000000000000348,-90.00000000001229,-17.999999999984695,-19.999999999997797,-15.999999999993797,-19.00000000000235,-85.00000000000173,-127.99999999999478,-57.00000000000216,0.0,-73.99999999999629,-7.9999999999968985,-82.99999999999841,-82.00000000000429,-207.00000000000162,-14.999999999987246,-34.99999999998504,-112.99999999999643,-100.00000000000009,-71.99999999998319,,-1238.9999999999393
2020.02.17,-12.000000000000899,-110.00000000001009,5.000000000010552,-27.999999999983594,8.000000000008,19.999999999997797,-147.99999999999258,-109.99999999998789,-4.0000000000048885,29.999999999996696,-63.00000000000195,-27.999999999994696,-90.00000000000341,-76.0000000000094,-313.99999999999204,-27.999999999983594,92.00000000000318,-87.00000000000374,-104.99999999999955,-97.9999999999981,,-1145.9999999999504
2020.02.17,12.000000000000899,-209.00000000001472,-2.999999999997449,-43.999999999999595,-44.99999999999504,1.999999999990898,-275.9999999999874,-136.00000000000279,-39.00000000000148,36.0000000000027,-30.999999999992145,-54.999999999993946,-240.0000000000091,-215.99999999999397,-400.00000000000034,-60.99999999999994,102.00000000000209,-84.0000000000063,-122.99999999999534,-161.99999999999548,,-1971.9999999999886
2020.02.17,19.999999999997797,-212.00000000001216,-18.999999999991246,-43.999999999999595,-80.99999999999774,-29.000000000001247,-251.00000000000122,-130.99999999999224,-76.99999999999818,82.99999999999974,35.00000000000725,-44.99999999999504,-265.0000000000148,-191.99999999999218,-322.00000000000006,-123.99999999999079,43.999999999999595,-18.0000000000069,-80.99999999999774,-170.00000000000347,,-1878.9999999999902
2020.02.17,17.000000000000348,-188.00000000001037,-13.999999999980695,-39.999999999995595,-40.99999999999105,-4.000000000004,-229.99999999999687,-124.99999999999733,-34.99999999999659,65.99999999999939,-52.99999999999194,-51.99999999999649,-198.0000000000075,-168.0000000000126,-454.9999999999832,-24.999999999986144,114.99999999999844,-97.00000000000264,-141.99999999999767,-141.99999999999767,,-1810.9999999999502
2020.02.17,43.999999999999595,-133.00000000000534,21.00000000000435,-10.999999999983245,12.000000000000899,59.99999999999339,-195.9999999999962,-113.99999999999189,-36.000000000001364,80.99999999999774,-42.999999999993044,-20.999999999993246,-152.00000000001523,-120.99999999999334,-417.99999999998505,49.00000000001015,228.00000000000597,-101.00000000000664,-190.00000000000128,-182.99999999999983,,-1223.9999999999536
2020.02.17,60.99999999999994,-134.00000000001188,29.00000000001235,-34.000000000000696,8.000000000008,71.99999999999429,-217.99999999998488,-123.00000000000644,-5.000000000009663,95.99999999999609,-34.99999999999615,-34.99999999999615,-133.00000000000978,-130.0000000000079,-434.9999999999854,9.999999999998899,236.99999999999832,-92.00000000000318,-195.00000000000074,-197.00000000000273,,-1253.0000000000077
2020.02.17,68.99999999999685,-148.00000000001478,17.000000000000348,-69.9999999999923,-51.99999999999649,49.99999999999449,-227.99999999998377,-141.99999999999767,-36.000000000001364,117.99999999999588,13.00000000000745,-32.999999999994145,-199.00000000001228,-85.00000000000173,-333.9999999999899,-85.99999999998609,222.00000000001108,-75.00000000000284,-183.99999999999528,-251.00000000000122,,-1433.9999999999638
2020.02.17,73.99999999999629,-171.99999999999437,1.0000000000065512,-85.99999999998609,-73.99999999999629,32.999999999994145,-265.99999999998846,-174.99999999999181,-43.99999999999693,134.0000000000008,67.00000000000594,-36.999999999998145,-215.0000000000034,-86.99999999999264,-244.9999999999841,-140.99999999999113,168.0000000000126,-39.00000000000014,-186.99999999999272,-263.99999999999756,,-1554.9999999998977
2020.02.17,90.99999999999665,-165.00000000001512,-4.999999999988347,-120.99999999999334,-47.9999999999925,53.999999999998494,-285.00000000000193,-187.00000000000384,-11.00000000000989,163.99999999999747,68.00000000000139,-21.999999999999797,-231.00000000002296,-56.000000000011596,-219.99999999999798,-65.99999999998829,235.00000000000742,-48.99999999999905,-249.99999999999466,-304.9999999999997,,-1409.0000000000177
2020.02.17,102.00000000000209,-150.00000000000568,5.000000000010552,-129.00000000000134,-63.99999999999739,91.99999999999208,-287.9999999999994,-198.00000000000927,-5.000000000009663,190.00000000000128,84.0000000000063,-17.999999999995797,-205.0000000000125,4.999999999988347,-209.9999999999991,-112.99999999998533,340.00000000000693,-78.00000000000028,-288.9999999999948,-331.999999999999,,-1261.0000000000018
