,name,direction
0,GBPUSD,S
1,USDCAD,S
2,AUDUSD,S
3,NZDUSD,S
4,EURCHF,S
5,CHFJPY,B
6,AUDCHF,S
7,EURAUD,B
8,CADJPY,B
9,NZDJPY,S
10,AUDCAD,S
