date,GBPUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,CHFJPY,EURGBP,GBPJPY,EURJPY,CADJPY,AUDJPY,NZDJPY,empty,sum
2021.05.17,18.0000000000069,-51.99999999998539,91.00000000000774,111.00000000000554,153.9999999999875,222.99999999999898,-95.00000000000064,44.999999999987494,46.999999999997044,34.000000000006025,153.99999999999636,238.9999999999901,,968.9999999999977
2021.05.17,7.0000000000014495,-54.99999999998284,87.00000000000374,187.00000000000384,100.99999999999554,201.99999999999818,-66.99999999999484,66.99999999997885,22.999999999996135,109.99999999999943,120.00000000000455,207.9999999999984,,990.0000000000024
2021.05.17,67.00000000001705,-36.999999999998145,157.00000000000713,199.00000000000472,185.99999999999727,358.99999999999466,-156.00000000000057,274.0000000000009,222.0000000000084,227.00000000000387,289.0000000000015,323.99999999999807,,2111.000000000035
2021.05.17,31.000000000003247,-144.99999999999514,123.00000000000644,171.00000000001003,177.00000000000495,375.0,-163.99999999999747,290.9999999999968,246.99999999998568,183.00000000000693,284.9999999999966,327.99999999998875,,1902.0000000000068
2021.05.17,76.0000000000094,-81.9999999999821,158.99999999999804,204.99999999999963,180.99999999998673,387.00000000000045,-156.99999999999602,305.0000000000068,251.99999999998113,207.00000000000784,307.00000000000216,340.999999999994,,2181.000000000008
2021.05.17,69.00000000000794,-87.99999999999919,131.00000000000333,167.00000000000603,173.00000000000094,432.00000000000216,-171.99999999999437,353.999999999985,308.9999999999975,237.00000000000898,301.9999999999925,328.9999999999935,,2243.000000000004
2021.05.17,-78.00000000000028,-185.99999999999727,-29.999999999996696,43.999999999999595,157.99999999999147,375.99999999999056,-156.99999999999602,260.9999999999957,210.9999999999843,203.00000000000296,164.99999999999204,227.99999999999443,,1194.999999999961
2021.05.17,-72.99999999998974,-166.99999999998383,-48.99999999999905,59.000000000009045,167.9999999999904,331.99999999999363,-143.9999999999997,215.99999999997976,150.99999999998204,189.00000000000716,114.00000000000432,216.99999999999875,,1012.9999999999928
2021.05.17,-58.99999999998684,-190.00000000000128,-24.999999999997247,53.00000000000304,136.99999999998712,278.99999999999636,-154.99999999999403,112.99999999999955,76.99999999999818,100.99999999999909,73.99999999999807,151.9999999999868,,556.9999999999889
2021.05.17,-94.99999999997843,-249.99999999999466,-80.00000000000229,-22.999999999995246,113.99999999999189,263.9999999999958,-146.99999999999713,69.99999999999318,26.999999999986812,44.00000000001114,9.999999999990905,64.99999999999773,,-1.0000000000002558
2021.05.17,-151.9999999999966,-315.99999999998295,-130.99999999999224,-21.999999999999797,112.000000000001,253.99999999999068,-162.99999999999093,38.99999999998727,36.000000000001364,30.000000000001137,-19.000000000005457,85.99999999999852,,-245.99999999998795
2021.05.17,-73.99999999999629,-190.00000000000128,-65.99999999999939,-28.999999999990145,188.9999999999947,201.99999999999818,-153.99999999999858,79.99999999998408,45.99999999999227,90.00000000000341,21.99999999999136,52.99999999999727,,168.9999999999756
2021.05.17,-43.999999999999595,-247.99999999998158,-74.99999999999174,-59.99999999999339,157.99999999999147,227.99999999999443,-141.99999999999767,72.99999999997908,25.000000000005684,22.00000000000557,-10.000000000005116,-3.0000000000001137,,-75.99999999999301
2021.05.17,-81.9999999999821,-275.9999999999874,-141.00000000000225,-112.99999999999643,139.00000000000023,253.0000000000001,-132.99999999999423,80.99999999998886,19.000000000005457,32.00000000001069,-52.00000000000671,-36.000000000001364,,-308.9999999999651
2021.05.17,-82.99999999998863,-234.00000000000088,-173.00000000000094,-123.99999999999079,171.99999999999437,250.0,-114.99999999999844,129.99999999999545,30.000000000001137,93.00000000000352,-61.99999999999761,-20.000000000010232,,-135.99999999999307
2021.05.17,-103.99999999999298,-215.99999999999397,-132.99999999999423,-109.99999999999899,160.99999999998892,265.00000000000057,-130.99999999999224,125.0,51.9999999999925,115.99999999999966,-10.99999999999568,1.9999999999953388,,16.00000000000898
2021.05.17,-99.99999999998899,-186.99999999998164,-127.99999999999478,-82.99999999999974,185.99999999999727,209.00000000000318,-112.000000000001,84.00000000000318,-6.000000000000227,108.00000000000409,-28.000000000005798,10.99999999999568,,-45.99999999996871
2021.05.17,-88.99999999998354,-217.0000000000005,-149.99999999999457,-101.99999999999099,174.99999999999181,203.99999999999352,-103.99999999999298,64.99999999999773,-39.00000000001569,72.00000000000273,-69.00000000000261,-28.000000000005798,,-282.0000000000009
2021.05.17,25.00000000000835,-92.00000000000318,-68.00000000000139,-37.99999999999359,211.99999999998997,155.9999999999917,-83.9999999999952,49.99999999998295,-82.99999999999841,81.00000000000307,-55.00000000000682,-30.000000000001137,,73.9999999999763
