date,GBPUSD,EURUSD,GBPCHF,EURGBP,EURNZD,empty,sum
2015.02.23,-79.00000000000685,-82.00000000000429,-41.000000000002146,-22.999999999995246,-201.00000000000674,,-426.0000000000153
2015.02.23,-84.0000000000174,-158.99999999999804,85.99999999998609,-61.999999999995396,-217.0000000000005,,-436.00000000002524
2015.02.23,-90.00000000001229,-174.00000000000747,154.99999999999403,-57.99999999999139,-281.0000000000201,,-448.0000000000373
2015.02.23,-100.0000000000112,-153.00000000000313,92.99999999998754,-39.00000000000014,-197.00000000000273,,-396.0000000000297
2015.02.23,-250.00000000001688,-360.9999999999891,113.99999999999189,-113.99999999999189,-352.000000000019,,-963.0000000000249
2015.02.23,-263.99999999999756,-307.99999999999716,136.99999999998712,-97.9999999999981,-189.00000000001694,,-722.0000000000226
2015.02.23,-173.00000000000094,-201.99999999999108,193.99999999998306,-39.999999999995595,-12.000000000012001,,-233.00000000001657
2015.02.23,-246.99999999999721,-182.99999999999983,139.00000000000023,-17.999999999995797,-78.00000000000028,,-386.9999999999929
2015.02.23,-272.00000000000557,-170.00000000000347,-32.0000000000098,20.0000000000089,-147.00000000000824,,-601.0000000000182
2015.02.23,-146.00000000000168,-85.00000000000173,-270.00000000001467,24.000000000001798,-4.000000000004,,-481.00000000002024
2015.02.23,-218.00000000000708,-133.00000000000534,-330.0000000000081,16.0000000000049,14.999999999987246,,-650.0000000000283
2015.02.23,-206.00000000001728,-126.0000000000039,-326.0000000000041,14.000000000002899,29.999999999996696,,-614.0000000000256
2015.02.23,-170.00000000000347,-123.00000000000644,-250.00000000001688,11.00000000000545,-26.999999999999247,,-559.0000000000206
2015.02.23,-153.00000000000313,-123.99999999999079,-247.00000000001944,2.000000000002,-82.00000000000429,,-604.0000000000157
2015.02.23,-153.00000000000313,-197.99999999998707,-342.00000000002007,-52.99999999999194,-125.00000000001954,,-871.0000000000217
2015.02.23,-120.00000000000898,-201.99999999999108,-365.0000000000153,-63.99999999999739,-102.00000000000209,,-853.0000000000148
2015.02.23,-106.00000000000608,-181.9999999999933,-338.0000000000161,-52.99999999999194,-111.00000000001664,,-790.000000000024
2015.02.23,-96.00000000000719,-191.00000000000784,-422.00000000001125,-82.99999999999974,-75.00000000000284,,-867.0000000000289
2015.02.23,-197.00000000000273,-373.00000000000114,-775.9999999999989,-147.99999999999258,-55.000000000005045,,-1549.0000000000002
2015.02.23,-205.00000000001074,-472.9999999999901,-931.0000000000151,-195.9999999999962,-126.0000000000039,,-1931.000000000016
2015.02.23,-154.0000000000097,-607.9999999999864,-1117.0000000000125,-317.9999999999961,-441.0000000000025,,-2638.0000000000073
2015.02.23,-294.0000000000165,-639.9999999999961,-982.0000000000161,-290.9999999999968,-417.0000000000007,,-2624.0000000000264
2015.02.23,-302.0000000000023,-797.9999999999876,-912.0000000000017,-391.9999999999924,-344.00000000001097,,-2747.999999999995
2015.02.23,-293.0000000000099,-839.9999999999964,-1330.0000000000089,-398.9999999999938,-504.0000000000156,,-3366.0000000000246
2015.02.23,-360.0000000000048,-953.9999999999882,-1392.9999999999998,-461.99999999999574,-680.0000000000139,,-3849.0000000000027
2015.02.23,-609.0000000000151,-956.0000000000013,-1077.0000000000168,-376.99999999999403,-813.0000000000192,,-3832.0000000000464
2015.02.23,-632.0000000000103,-992.9999999999994,-998.00000000001,-373.99999999999653,-1095.0000000000016,,-4092.000000000018
2015.02.23,-472.00000000000574,-929.9999999999864,-1027.0000000000002,-364.9999999999931,-1118.0000000000189,,-3912.0000000000045
2015.02.23,-409.99999999999926,-855.9999999999901,-1022.0000000000118,-375.9999999999986,-982.0000000000161,,-3646.0000000000155
2015.02.23,-331.0000000000146,-910.9999999999951,-1173.0000000000018,-463.9999999999977,-1016.0000000000169,,-3895.0000000000264
2015.02.23,-303.0000000000088,-973.0000000000016,-1192.9999999999995,-503.99999999999335,-1114.9999999999993,,-4088.0000000000027
2015.02.23,-153.00000000000313,-862.0000000000072,-1279.000000000008,-578.9999999999961,-1130.0000000000089,,-4003.0000000000236
2015.02.23,85.99999999998609,-760.0000000000051,-1215.0000000000105,-535.999999999992,-1029.0000000000132,,-3454.000000000035
2015.02.23,92.99999999998754,-771.9999999999949,-1290.0000000000134,-558.9999999999984,-960.0000000000053,,-3488.0000000000246
2015.02.23,234.00000000000088,-692.9999999999881,-1486.0000000000095,-556.9999999999964,-943.000000000005,,-3444.999999999998
2015.02.23,326.9999999999884,-604.9999999999889,-1608.0000000000093,-539.0000000000006,-799.0000000000164,,-3224.000000000027
2015.02.23,482.999999999989,-480.99999999999807,-1914.0000000000157,-575.9999999999987,-827.0,,-3315.0000000000236
2015.02.23,624.0000000000023,-568.9999999999973,-2051.0000000000027,-688.9999999999952,-1080.0000000000143,,-3765.0000000000073
2015.02.23,638.9999999999895,-575.9999999999987,-2303.0000000000105,-688.9999999999952,-847.00000000002,,-3776.0000000000346
2015.02.23,580.0000000000027,-729.0000000000018,-2354.000000000012,-732.9999999999948,-819.0000000000142,,-4055.0000000000196
2015.02.23,541.9999999999981,-669.9999999999928,-2271.000000000001,-688.9999999999952,-747.0000000000088,,-3834.9999999999995
2015.02.23,597.0000000000031,-533.0000000000057,-2213.0000000000205,-634.0000000000013,-752.0000000000193,,-3535.0000000000437
2015.02.23,607.0000000000019,-529.999999999986,-2214.000000000005,-658.9999999999985,-718.0000000000186,,-3514.0000000000064
2015.02.23,573.0000000000013,-626.9999999999998,-2208.00000000001,-659.999999999994,-763.0000000000026,,-3685.0000000000055
2015.02.23,566.9999999999842,-648.0000000000041,-2141.9999999999995,-695.0000000000011,-755.0000000000168,,-3673.0000000000377
2015.02.23,593.9999999999834,-638.9999999999895,-2123.000000000008,-700.999999999996,-869.0000000000086,,-3738.000000000019
2015.02.23,565.9999999999999,-655.9999999999899,-2083.0000000000127,-688.9999999999952,-887.0000000000156,,-3749.0000000000136
2015.02.23,585.9999999999976,-626.9999999999998,-1985.9999999999989,-680.9999999999983,-878.000000000001,,-3586.0
2015.02.24,549.9999999999839,-614.0000000000034,-2018.0000000000086,-679.9999999999917,-842.0000000000094,,-3604.0000000000296
2015.02.24,546.9999999999864,-618.9999999999918,-1982.000000000017,-683.0000000000002,-848.0000000000043,,-3585.0000000000273
2015.02.24,580.999999999987,-607.9999999999864,-1979.0000000000196,-678.0000000000008,-890.000000000013,,-3574.0000000000327
2015.02.24,556.9999999999853,-635.9999999999922,-2110.000000000012,-667.9999999999908,-948.0000000000155,,-3805.000000000025
2015.02.24,546.000000000002,-628.9999999999907,-2103.0000000000105,-652.9999999999925,-912.0000000000017,,-3750.9999999999936
2015.02.24,534.9999999999966,-594.99999999999,-2046.0000000000146,-632.9999999999947,-925.0000000000202,,-3664.0000000000227
2015.02.24,514.9999999999987,-607.0000000000019,-2112.0000000000027,-622.0000000000003,-914.0000000000148,,-3740.000000000021
2015.02.24,502.00000000000244,-605.9999999999955,-2052.0000000000095,-618.9999999999918,-873.0000000000126,,-3648.0000000000073
2015.02.24,427.99999999998397,-597.9999999999874,-2005.0000000000123,-606.9999999999909,-777.0000000000055,,-3559.000000000012
2015.02.24,343.00000000000443,-709.0000000000041,-2078.0000000000023,-615.9999999999943,-94.00000000001629,,-3154.0000000000127
2015.02.24,373.99999999998545,-682.0000000000048,-1855.0000000000066,-610.9999999999949,-4.000000000004,,-2778.000000000025
2015.02.24,374.999999999992,-662.9999999999914,-1801.0000000000082,-609.9999999999994,65.99999999998829,,-2633.000000000019
2015.02.24,387.99999999998835,-648.0000000000041,-1836.0000000000155,-595.9999999999966,162.99999999997982,,-2529.000000000048
2015.02.24,435.9999999999919,-607.0000000000019,-1858.000000000004,-588.9999999999951,307.99999999999716,,-2310.000000000012
2015.02.24,455.99999999998977,-578.9999999999961,-1840.0000000000193,-579.9999999999916,286.99999999999284,,-2256.0000000000246
2015.02.24,397.0000000000029,-646.9999999999976,-1876.000000000011,-598.999999999994,246.99999999999721,,-2478.0000000000023
2015.02.24,359.99999999998255,-717.9999999999964,-1850.0000000000182,-618.9999999999918,273.9999999999965,,-2553.0000000000273
2015.02.24,363.9999999999866,-703.9999999999935,-2022.0000000000127,-695.9999999999966,304.9999999999997,,-2753.000000000017
2015.02.24,514.9999999999987,-668.9999999999862,-1958.9999999999995,-690.0000000000017,307.99999999999716,,-2494.999999999992
2015.02.24,550.9999999999903,-702.9999999999869,-2107.0000000000146,-739.0000000000008,314.99999999999864,,-2683.000000000013
2015.02.24,404.0000000000044,-831.9999999999883,-2170.0000000000055,-739.9999999999962,457.9999999999807,,-2880.0000000000055
2015.02.24,446.9999999999974,-801.0000000000073,-2178.000000000013,-728.9999999999908,510.99999999999477,,-2750.000000000019
2015.02.24,434.9999999999854,-902.0000000000028,-1982.000000000017,-820.999999999994,533.99999999999,,-2736.0000000000387
2015.02.24,367.99999999999056,-946.9999999999867,-1970.000000000005,-806.999999999991,485.99999999998647,,-2870.0000000000055
2015.02.24,387.000000000004,-977.99999999999,-1874.00000000002,-817.9999999999965,398.9999999999938,,-2884.0000000000086
2015.02.24,353.99999999998766,-956.0000000000013,-1917.0000000000132,-817.000000000001,326.9999999999884,,-3009.000000000039
2015.02.24,365.99999999999966,-890.9999999999974,-1878.0000000000018,-813.9999999999925,296.9999999999917,,-2920.0
2015.02.24,359.99999999998255,-746.0000000000023,-1804.0000000000057,-700.999999999996,569.9999999999816,,-2321.00000000004
2015.02.24,358.9999999999982,-746.0000000000023,-1800.0000000000016,-698.9999999999941,573.9999999999857,,-2312.0000000000136
2015.02.24,357.99999999999164,-736.9999999999877,-1823.000000000019,-663.999999999998,624.9999999999867,,-2241.000000000026
2015.02.24,218.99999999999142,-702.0000000000026,-1660.000000000017,-592.9999999999991,740.9999999999917,,-1995.0000000000355
2015.02.24,238.99999999998923,-668.9999999999862,-1690.0000000000136,-573.9999999999967,652.9999999999925,,-2041.0000000000152
2015.02.24,232.99999999999432,-780.000000000003,-1846.9999999999986,-630.9999999999927,534.9999999999966,,-2490.0000000000036
2015.02.24,299.99999999998914,-726.9999999999887,-1953.0000000000048,-644.0000000000001,516.9999999999897,,-2507.000000000015
2015.02.24,85.00000000000173,-1039.9999999999966,-1921.000000000017,-712.9999999999969,213.99999999998087,,-3375.0000000000277
