date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,AUDJPY,NZDJPY,empty,sum
2021.01.11,58.000000000002494,219.99999999999798,116.99999999998934,-48.00000000000182,4.999999999988347,-45.000000000006146,154.99999999999403,-11.999999999989797,387.00000000000045,56.99999999999594,191.99999999999218,243.99999999999977,-93.00000000000975,324.9999999999975,189.99999999999773,-93.00000000000975,268.9999999999859,452.99999999999227,55.999999999997385,-19.000000000005457,,2417.999999999908
2021.01.11,-2.000000000002,154.99999999999403,51.000000000001044,-66.0000000000025,-22.999999999995246,-77.00000000000485,127.99999999999478,-7.0000000000014495,254.0000000000049,105.99999999999498,145.9999999999906,201.99999999999818,-141.00000000001333,288.99999999998374,165.99999999999682,-76.99999999999375,195.9999999999962,445.99999999999085,109.99999999999943,-10.99999999999568,,1844.9999999999366
2021.01.11,-104.99999999999955,-45.99999999999049,-106.00000000000608,-137.99999999999102,160.00000000000458,-117.00000000000044,49.99999999999449,45.000000000006146,293.00000000000637,129.9999999999968,216.99999999998943,94.99999999999886,-127.00000000001043,283.99999999999534,67.99999999999784,-102.00000000000209,271.99999999998334,451.99999999998573,31.999999999996476,-25.000000000005684,,1331.9999999999498
2021.01.11,-205.99999999999508,-218.99999999999142,-246.00000000001288,-241.99999999999022,280.9999999999979,-276.00000000000955,46.0000000000127,39.999999999995595,274.0000000000009,146.99999999999713,234.99999999999633,51.9999999999925,-73.00000000001194,573.0000000000013,49.99999999999716,-70.99999999999883,546.9999999999864,614.0000000000034,-115.99999999999966,-117.00000000000443,,1292.9999999999673
2021.01.11,-207.99999999999707,-181.00000000000892,-276.9999999999939,-232.99999999998988,290.9999999999968,-276.00000000000955,80.00000000001339,63.000000000013046,257.000000000005,142.99999999999312,186.99999999999272,74.99999999998863,-113.00000000000753,550.9999999999903,7.999999999995566,-35.999999999991594,458.9999999999872,565.9999999999999,-109.00000000000887,-126.99999999999534,,1119.9999999999732
2021.01.11,-198.99999999999363,-134.99999999999625,-228.00000000000597,-215.99999999999397,279.00000000000705,-272.00000000000557,110.00000000001009,38.0000000000047,254.99999999999545,137.9999999999937,186.99999999999272,106.99999999999932,-182.99999999999983,712.0000000000015,36.99999999999193,-95.00000000000064,592.9999999999991,648.0000000000041,-152.00000000000102,-132.000000000005,,1491.9999999999977
2021.01.11,-287.9999999999994,-289.9999999999903,-348.9999999999993,-313.0000000000024,354.9999999999942,-331.0000000000035,82.00000000000429,36.999999999998145,245.9999999999951,170.99999999999892,201.99999999999108,73.99999999998386,-73.00000000001194,608.9999999999928,30.000000000001137,-15.00000000000945,534.9999999999966,614.9999999999877,-126.00000000000477,-123.99999999999523,,1046.9999999999277
2021.01.11,-304.9999999999997,-309.0000000000037,-337.99999999999386,-329.9999999999983,473.99999999999665,-359.0000000000093,93.99999999999409,4.000000000004,243.99999999999977,117.00000000000044,226.99999999999943,73.99999999998386,-215.00000000000963,742.9999999999826,61.99999999999761,-188.9999999999947,689.9999999999907,702.0000000000026,-185.00000000000227,-141.00000000000534,,1059.999999999935
2021.01.11,-295.99999999999625,-293.99999999999426,-360.0000000000048,-302.99999999999727,486.999999999993,-370.00000000000364,97.00000000001374,35.00000000000725,225.9999999999991,102.00000000000209,198.99999999999363,55.999999999983174,-245.0000000000063,893.9999999999948,6.000000000000227,-170.00000000000347,773.9999999999858,700.999999999996,-263.00000000000523,-174.0000000000066,,1101.999999999951
2021.01.11,-280.9999999999979,-238.99999999998923,-314.99999999999864,-283.00000000000125,428.00000000000614,-308.00000000000824,127.00000000001043,12.999999999996348,224.00000000000375,124.99999999999733,197.99999999999818,85.00000000000796,-241.00000000000233,720.9999999999939,24.999999999991473,-154.99999999999403,607.9999999999864,619.9999999999983,-165.00000000000625,-123.00000000000466,,1063.9999999999877
