date,GBPUSD,USDJPY,USDCAD,EURCHF,CADCHF,EURGBP,GBPJPY,EURJPY,EURNZD,CADJPY,AUDJPY,NZDJPY,empty,sum
2021.10.25,-97.9999999999981,36.000000000001364,4.999999999988347,96.99999999999153,-97.9999999999981,107.00000000000153,-72.99999999997908,22.999999999996135,201.00000000000674,11.00000000000989,33.999999999991815,-54.000000000002046,,191.00000000001003
2021.10.25,-114.99999999999844,21.000000000000796,32.999999999994145,90.99999999999665,-127.99999999999478,43.00000000000415,-105.99999999999454,36.000000000001364,185.99999999999727,10.000000000005116,51.00000000000193,-82.00000000000784,,40.0000000000058
2021.10.25,-192.99999999999872,-1.9999999999953388,75.00000000000284,96.99999999999153,-110.99999999999443,65.00000000000395,-229.99999999998977,-30.000000000001137,205.00000000001074,-3.0000000000001137,-18.000000000000682,-125.0,,-269.9999999999711
2021.10.25,-263.99999999999756,-4.0000000000048885,42.999999999993044,99.99999999998899,-106.99999999999044,48.000000000003595,-318.9999999999884,-76.99999999999818,222.99999999999542,-30.000000000001137,-64.00000000000716,-152.00000000000102,,-603.0000000000077
2021.10.25,-212.99999999999653,-60.000000000002274,96.99999999999153,110.99999999999443,-113.99999999999189,52.000000000007596,-329.9999999999841,-82.99999999999841,235.00000000000742,-43.99999999999693,-70.99999999999795,-165.99999999999682,,-585.999999999964
2021.10.25,-249.99999999999466,-114.00000000000432,76.99999999999375,119.00000000000244,-134.0000000000008,25.00000000000835,-447.9999999999791,-145.99999999998658,234.00000000000088,-100.99999999999909,-136.0000000000099,-195.0000000000074,,-1068.9999999999764
2021.10.25,-320.9999999999935,-7.000000000005002,28.999999999990145,72.0000000000054,-103.99999999999298,16.0000000000049,-379.99999999999545,-70.99999999999795,346.0000000000019,-49.99999999999716,-48.00000000000182,-96.00000000000364,,-613.9999999999852
2021.10.25,-347.9999999999928,-135.99999999999568,-28.999999999990145,116.00000000000499,-154.99999999999403,9.999999999998899,-594.9999999999989,-242.999999999995,79.00000000000685,-196.99999999998852,-203.00000000000296,-332.9999999999984,,-2033.9999999999459
2021.10.25,-290.9999999999968,-212.0000000000033,8.999999999992347,154.0000000000097,-188.9999999999947,19.00000000000235,-626.9999999999811,-281.99999999998226,66.99999999999484,-230.99999999999454,-293.00000000000637,-359.99999999999943,,-2235.9999999999595
2021.10.25,-310.9999999999946,-91.99999999999875,-15.999999999993797,160.99999999998892,-200.99999999999562,16.0000000000049,-483.0000000000041,-162.9999999999825,235.00000000000742,-155.00000000000114,-149.0000000000009,-204.9999999999983,,-1362.9999999999682
2021.10.25,-330.9999999999924,-111.99999999999477,-35.00000000000725,150.99999999999002,-195.00000000000074,14.000000000002899,-537.9999999999825,-197.00000000000273,319.0000000000026,-182.99999999999272,-150.00000000000568,-185.00000000000227,,-1441.9999999999857
2021.10.25,-372.9999999999789,-209.00000000000318,-134.00000000001188,156.00000000000057,-228.99999999999034,18.0000000000069,-717.9999999999893,-362.99999999999955,268.0000000000016,-337.99999999999386,-276.00000000001046,-311.00000000000705,,-2508.9999999999754
2021.10.25,-464.9999999999821,-102.99999999999443,-177.00000000000495,181.9999999999933,-181.9999999999933,65.00000000000395,-676.9999999999925,-400.0000000000057,266.999999999995,-286.00000000000136,-302.0000000000067,-335.00000000000796,,-2412.9999999999964
2021.10.25,-444.9999999999843,-79.9999999999983,-185.99999999999727,168.99999999999693,-171.99999999999437,86.0000000000083,-616.9999999999902,-383.99999999998613,224.000000000002,-272.99999999999613,-316.0000000000025,-350.0000000000085,,-2343.9999999999504
2021.10.25,-482.999999999989,-93.00000000000352,-157.00000000000713,154.99999999999403,-156.00000000000057,53.00000000000304,-680.9999999999832,-378.9999999999907,215.00000000000963,-259.9999999999909,-302.0000000000067,-349.00000000000375,,-2436.9999999999686
2021.10.25,-461.99999999998465,-105.00000000000398,-150.99999999999002,137.00000000000932,-156.99999999999602,51.000000000001044,-669.9999999999875,-370.00000000000455,157.00000000000713,-268.0000000000007,-328.00000000000296,-370.00000000000455,,-2535.9999999999573
2021.10.25,-411.99999999999017,-90.99999999999397,-140.0000000000068,154.99999999999403,-173.00000000000094,60.99999999999994,-598.9999999999895,-328.00000000000296,158.99999999999804,-246.9999999999999,-295.0000000000017,-346.00000000000364,,-2255.9999999999977
2021.10.25,-442.9999999999934,-48.00000000000182,-156.00000000000057,156.00000000000057,-189.99999999999017,39.00000000000014,-572.9999999999791,-268.0000000000007,56.000000000011596,-222.99999999999898,-297.00000000001125,-359.99999999999943,,-2306.9999999999636
2021.10.25,-345.99999999997965,-55.999999999997385,-120.99999999999334,188.9999999999947,-214.99999999999852,70.0000000000034,-478.999999999985,-233.0000000000041,75.00000000000284,-201.99999999999818,-250.0,-329.00000000000773,,-1896.9999999999627
2021.10.25,-335.9999999999808,-179.00000000000205,-28.000000000005798,218.00000000000708,-239.99999999999577,21.00000000000435,-631.0000000000002,-284.9999999999966,39.00000000001125,-235.99999999999,-316.0000000000025,-375.0,,-2347.999999999951
2021.10.25,-500.9999999999959,-143.00000000000068,-167.9999999999904,290.9999999999968,-319.99999999999807,-25.999999999992696,-774.0000000000009,-330.99999999998886,-24.999999999986144,-306.99999999998795,-413.0000000000109,-433.9999999999975,,-3150.9999999999527
2021.10.25,-511.99999999997914,-82.99999999999841,-209.9999999999991,279.00000000000705,-304.9999999999997,4.000000000004,-694.9999999999932,-318.9999999999884,-129.00000000000134,-289.99999999999204,-466.0000000000082,-480.000000000004,,-3205.9999999999527
2021.10.25,-429.99999999999704,-40.99999999999682,-219.99999999999798,255.99999999998957,-304.9999999999997,45.000000000006146,-544.9999999999875,-252.9999999999859,-45.99999999999049,-265.00000000000057,-463.99999999999864,-394.999999999996,,-2662.999999999955
2021.10.25,-339.0000000000004,-36.000000000001364,-164.00000000000858,307.99999999999716,-349.99999999999477,51.000000000001044,-441.99999999997885,-171.99999999999704,174.00000000000747,-218.9999999999941,-407.0000000000107,-237.99999999999955,,-1833.9999999999795
2021.10.25,-156.99999999998494,-96.9999999999942,-18.0000000000069,292.00000000000335,-369.99999999999255,28.000000000005798,-314.9999999999977,-31.00000000000591,414.00000000000324,-159.9999999999966,-294.00000000001114,-28.999999999996362,,-736.9999999999739
2021.10.25,-148.99999999999915,-70.99999999999795,17.000000000000348,297.9999999999983,-376.99999999999403,6.0000000000060005,-266.9999999999959,45.000000000015916,405.0000000000109,-110.99999999999,-237.00000000000898,12.999999999991019,,-427.9999999999635
2021.10.25,-210.99999999998343,-126.99999999999534,-49.00000000001015,269.00000000000813,-439.0000000000005,-83.9999999999952,-417.0000000000016,51.9999999999925,231.0000000000034,-207.9999999999984,-316.0000000000025,-70.00000000000739,,-1368.9999999999905
2021.10.25,-341.99999999999784,-150.99999999999625,-86.99999999999264,262.00000000000665,-435.9999999999919,-134.0000000000008,-600.9999999999991,-9.999999999990905,52.000000000007596,-254.99999999999545,-405.00000000000114,-201.99999999999818,,-2308.99999999995
2021.10.25,-359.99999999998255,-102.00000000000387,-90.99999999999665,188.9999999999947,-395.0000000000009,-161.00000000000003,-555.9999999999832,60.000000000002274,-133.00000000000534,-220.99999999998943,-396.0000000000008,-245.00000000000455,,-2410.9999999999704
2021.10.25,-174.99999999999181,-146.99999999999136,-24.000000000001798,110.00000000001009,-392.9999999999989,-152.99999999999204,-405.00000000000114,173.00000000000182,-180.99999999998673,-203.99999999999352,-361.0000000000042,-201.00000000000762,,-1960.9999999999573
2021.10.25,-197.99999999998707,-194.00000000000261,-39.00000000001125,69.9999999999923,-404.99999999999983,-205.99999999999508,-495.00000000000455,181.0000000000116,-343.00000000000443,-250.99999999999056,-401.00000000001046,-280.00000000000114,,-2561.0000000000027
2021.10.25,-113.99999999999189,-329.9999999999983,72.0000000000054,83.9999999999952,-401.99999999999125,-210.99999999999451,-591.9999999999845,114.00000000000432,-316.0000000000052,-277.000000000001,-439.9999999999977,-307.00000000000216,,-2718.999999999962
2021.10.25,-334.9999999999964,-173.00000000000182,53.999999999998494,48.000000000003595,-279.99999999999136,-224.9999999999974,-615.9999999999854,103.00000000000864,-431.99999999998795,-164.99999999999204,-436.00000000000705,-368.9999999999998,,-2825.999999999949
