date,GBPUSD,USDJPY,USDCAD,EURCHF,CADCHF,EURGBP,GBPJPY,EURJPY,EURNZD,CADJPY,AUDJPY,NZDJPY,empty,sum
2021.10.25,-191.99999999999218,0.0,-28.000000000005798,0.0,-113.99999999999189,0.0,-126.99999999998113,-18.000000000000682,0.0,-18.999999999991246,-13.00000000000523,-79.00000000000773,,-589.9999999999759
2021.10.25,-139.00000000000023,7.999999999995566,2.999999999997449,49.99999999999449,-142.99999999999312,36.0000000000027,-123.99999999999523,9.000000000014552,46.0000000000127,-19.99999999999602,-7.000000000005002,-93.00000000000352,,-373.99999999997567
2021.10.25,-240.9999999999801,-4.9999999999954525,1.999999999990898,48.000000000003595,-129.9999999999968,36.999999999998145,-233.0000000000041,-31.999999999982265,73.99999999999629,-6.000000000000227,-25.000000000005684,-125.0,,-635.9999999999757
2021.10.25,-265.99999999998846,-9.000000000000341,28.999999999990145,85.00000000000173,-122.99999999999534,43.00000000000415,-322.00000000000273,-79.99999999998408,190.00000000000128,-37.9999999999967,-72.00000000000273,-153.99999999999636,,-716.9999999999695
2021.10.25,-279.99999999999136,-61.99999999999761,28.999999999990145,93.99999999999409,-128.99999999999022,38.0000000000047,-350.9999999999991,-91.00000000000819,192.99999999999872,-59.99999999998806,-82.99999999999841,-165.99999999999682,,-867.999999999982
2021.10.25,-251.99999999998556,-140.00000000000057,72.0000000000054,100.99999999999554,-140.99999999999113,21.999999999999797,-465.0000000000034,-159.9999999999966,195.9999999999962,-112.99999999999955,-138.00000000000523,-209.00000000000318,,-1226.9999999999884
2021.10.25,-323.99999999999096,-120.00000000000455,7.0000000000014495,66.00000000001049,-139.99999999999568,14.999999999998348,-472.99999999998477,-158.99999999999181,214.00000000000307,-112.99999999999955,-144.00000000000546,-207.00000000000784,,-1377.9999999999673
2021.10.25,-393.99999999998323,-180.99999999999739,-66.99999999999484,66.00000000001049,-179.99999999999127,-9.999999999998899,-681.999999999988,-305.0000000000068,75.00000000000284,-253.0000000000001,-251.00000000000477,-353.00000000000864,,-2534.9999999999604
2021.10.25,-387.99999999998835,-275.99999999999625,-56.000000000011596,110.99999999999443,-190.99999999999673,-12.999999999996348,-771.9999999999914,-391.9999999999959,35.00000000000725,-297.9999999999876,-368.9999999999998,-429.00000000000205,,-3037.9999999999636
2021.10.25,-328.9999999999793,-225.9999999999991,-55.000000000005045,148.99999999999915,-240.99999999999122,7.0000000000014495,-676.9999999999925,-317.99999999998363,52.000000000007596,-283.00000000000125,-352.00000000000387,-385.0000000000051,,-2657.9999999999523
2021.10.25,-371.99999999999454,-118.99999999999977,-79.99999999999119,139.00000000000023,-218.99999999999142,-3.999999999992898,-587.9999999999939,-219.99999999999886,233.00000000001654,-216.99999999999875,-183.9999999999975,-218.00000000000352,,-1848.9999999999454
2021.10.25,-383.99999999998437,-250.0,-151.9999999999966,146.00000000000168,-253.99999999999866,4.999999999999449,-759.9999999999909,-391.9999999999959,243.99999999999977,-376.99999999999534,-303.0000000000115,-338.99999999999864,,-2815.999999999971
2021.10.25,-472.9999999999901,-212.99999999999386,-198.99999999999363,144.99999999999514,-239.99999999999577,16.0000000000049,-750.0,-432.9999999999927,202.9999999999976,-362.99999999999955,-377.00000000000955,-373.9999999999952,,-3057.9999999999727
2021.10.25,-480.99999999999807,-146.99999999999136,-209.9999999999991,167.00000000000603,-205.99999999999508,53.00000000000304,-733.0000000000041,-448.99999999998386,199.00000000001583,-330.99999999998886,-361.0000000000042,-379.99999999999545,,-2878.999999999935
2021.10.25,-485.99999999998647,-97.99999999999898,-194.0000000000053,133.00000000000534,-174.99999999999181,52.000000000007596,-680.9999999999832,-391.9999999999959,197.00000000000273,-274.9999999999915,-320.0000000000074,-356.00000000000875,,-2594.999999999953
2021.10.25,-484.9999999999799,-131.00000000000023,-170.00000000000347,136.00000000000279,-183.99999999999528,41.000000000002146,-701.9999999999982,-393.0000000000007,136.00000000000279,-299.99999999999716,-334.0000000000032,-379.99999999999545,,-2765.999999999966
2021.10.25,-464.9999999999821,-109.99999999999943,-171.00000000001003,130.99999999999224,-188.9999999999947,43.00000000000415,-677.9999999999973,-370.00000000000455,120.00000000000898,-277.000000000001,-341.99999999999875,-379.99999999999545,,-2687.9999999999777
2021.10.25,-472.9999999999901,-93.99999999999409,-173.00000000000094,144.0000000000108,-189.99999999999017,31.000000000003247,-617.999999999995,-335.00000000000796,39.00000000001125,-250.99999999999056,-308.00000000000693,-364.0000000000043,,-2591.9999999999545
2021.10.25,-469.99999999999267,-73.99999999999807,-198.00000000000927,137.00000000000932,-214.99999999999852,31.999999999998696,-604.9999999999898,-319.9999999999932,45.000000000006146,-250.99999999999056,-332.00000000000784,-376.99999999999534,,-2627.999999999961
2021.10.25,-354.9999999999942,-188.0000000000024,-147.99999999999258,177.00000000000495,-264.999999999993,9.00000000000345,-633.9999999999861,-289.99999999999204,19.999999999997797,-250.0,-332.00000000000784,-382.000000000005,,-2637.9999999999673
2021.10.25,-526.9999999999886,-186.9999999999976,-182.99999999999983,167.9999999999904,-361.9999999999957,-60.99999999999994,-844.9999999999989,-365.99999999998545,-56.99999999999594,-345.9999999999894,-448.0000000000075,-468.0000000000035,,-3681.999999999972
2021.10.25,-543.999999999989,-182.00000000000216,-235.99999999999176,249.00000000001032,-322.9999999999955,-35.999999999991594,-831.9999999999936,-445.99999999999795,-133.99999999998968,-365.99999999999966,-501.0000000000048,-522.0000000000056,,-3872.999999999951
2021.10.25,-556.9999999999853,-123.99999999999523,-258.0000000000027,248.00000000000378,-352.9999999999922,-22.999999999995246,-777.9999999999916,-361.99999999999477,-171.99999999999437,-351.99999999998965,-546.0000000000065,-516.9999999999959,,-3793.9999999999395
2021.10.25,-461.99999999998465,-96.00000000000364,-239.99999999999577,253.99999999999866,-395.99999999999636,-48.99999999999905,-650.999999999982,-274.0000000000009,-48.99999999998794,-297.9999999999876,-480.000000000004,-400.0000000000057,,-3140.999999999949
2021.10.25,-396.9999999999807,-102.99999999999443,-185.99999999999727,256.99999999999613,-401.99999999999125,-39.999999999995595,-546.999999999997,-180.99999999998317,126.0000000000039,-256.0000000000002,-432.00000000000216,-262.00000000000045,,-2422.9999999999422
2021.10.25,-169.99999999998127,-140.99999999999113,-18.0000000000069,278.00000000000045,-402.9999999999978,-19.00000000000235,-349.9999999999943,-34.99999999999659,380.00000000000256,-164.99999999999204,-310.0000000000023,-36.000000000001364,,-988.9999999999629
2021.10.25,-267.99999999997937,-137.99999999999102,-73.99999999999629,265.0000000000041,-464.9999999999932,-112.99999999999643,-484.9999999999852,27.999999999991587,205.99999999999508,-228.9999999999992,-365.0000000000091,-93.00000000000352,,-1730.9999999999627
2021.10.25,-372.9999999999789,-182.00000000000216,-106.00000000000608,238.99999999998923,-459.99999999999375,-146.00000000000168,-644.9999999999818,-50.99999999998772,26.0000000000149,-289.0000000000015,-435.0000000000023,-230.00000000000398,,-2651.999999999956
2021.10.25,-386.9999999999818,-159.9999999999966,-113.99999999999189,188.00000000001037,-444.9999999999954,-163.00000000000205,-620.0000000000045,-24.00000000000091,-156.00000000000057,-268.99999999999125,-448.0000000000075,-290.00000000000625,,-2887.999999999969
2021.10.25,-365.99999999999966,-155.9999999999917,-100.99999999999554,95.00000000000064,-424.9999999999976,-213.99999999999199,-573.9999999999839,46.999999999997044,-241.00000000000233,-235.99999999999,-412.00000000000614,-262.00000000000045,,-2844.9999999999613
2021.10.25,-225.99999999999287,-194.00000000000261,-66.99999999999484,66.00000000001049,-434.9999999999965,-222.99999999999542,-497.99999999999045,128.00000000001432,-346.9999999999862,-253.0000000000001,-401.00000000001046,-280.00000000000114,,-2729.9999999999454
2021.10.25,-241.99999999998667,-373.00000000000466,-82.00000000000429,49.00000000001015,-435.9999999999919,-243.99999999999977,-591.9999999999845,103.00000000000864,-469.99999999999267,-313.99999999999295,-486.0000000000042,-359.99999999999943,,-3446.9999999999427
2021.10.25,-340.9999999999913,-344.99999999999886,17.000000000000348,42.0000000000087,-401.99999999999125,-229.00000000000142,-632.000000000005,58.9999999999975,-485.99999999998647,-293.99999999999693,-493.9999999999998,-399.0000000000009,,-3503.9999999999654
2021.10.25,-359.99999999998255,-189.99999999999773,24.000000000001798,22.999999999995246,-314.99999999999864,-234.99999999999633,-640.9999999999911,87.99999999999386,-530.9999999999926,-180.99999999999739,-448.0000000000075,-385.0000000000051,,-3150.9999999999777
2021.10.25,-348.9999999999993,-186.9999999999976,-39.00000000001125,7.0000000000014495,-342.9999999999933,-222.99999999999542,-551.9999999999925,126.00000000000477,-516.0000000000053,-181.99999999998795,-390.00000000000057,-370.00000000000455,,-3017.9999999999814
2021.10.25,-366.999999999984,-161.00000000000136,8.999999999992347,26.999999999999247,-428.9999999999905,-224.9999999999974,-569.9999999999932,118.99999999999977,-716.0000000000056,-150.99999999999625,-451.0000000000076,-471.00000000000364,,-3385.9999999999886
2021.10.25,-393.99999999998323,-152.00000000000102,1.999999999990898,140.99999999999113,-405.9999999999952,-246.00000000000176,-639.9999999999864,93.99999999999409,-638.9999999999895,-164.00000000000148,-487.000000000009,-466.99999999999875,,-3357.99999999999
2021.10.25,-432.9999999999945,-161.00000000000136,42.0000000000087,139.00000000000023,-354.9999999999942,-268.99999999999704,-687.9999999999882,99.00000000001796,-587.0000000000042,-146.0000000000008,-468.0000000000035,-436.9999999999976,,-3263.999999999955
2021.10.25,-362.99999999998,-180.99999999999739,92.00000000000318,131.99999999999878,-354.9999999999942,-257.9999999999916,-629.9999999999955,123.99999999999523,-553.9999999999878,-138.9999999999958,-463.99999999999864,-412.00000000000614,,-3007.99999999995
2021.10.25,-283.99999999999534,-188.0000000000024,226.99999999999943,147.00000000000824,-263.99999999999756,-209.9999999999991,-538.9999999999873,135.99999999999568,-500.9999999999959,-22.999999999996135,-439.9999999999977,-370.9999999999951,,-2309.999999999963
2021.10.25,-330.9999999999924,-194.00000000000261,195.9999999999962,146.00000000000168,-289.9999999999903,-226.99999999999943,-622.9999999999905,100.99999999999909,-483.99999999999557,-70.99999999999795,-469.0000000000083,-391.00000000000534,,-2636.9999999999854
