date,USDCHF,GBPUSD,EURUSD,USDCAD,NZDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,NZDJPY,NZDCAD,AUDNZD,empty,sum
2020.01.13,-82.99999999999974,-17.000000000000348,-5.999999999994898,-82.00000000000429,-39.00000000000014,-118.00000000001809,-82.99999999999841,-19.999999999997797,-26.000000000003798,-35.999999999991594,-53.00000000001415,-291.000000000011,0.0,-77.00000000001594,-157.00000000000713,-42.00000000000159,-32.0000000000098,-63.99999999999739,,-1226.0000000000662
2020.01.13,-97.00000000000264,-39.999999999995595,-34.000000000000696,-114.99999999999844,-17.000000000000348,-112.000000000001,10.99999999999568,-19.00000000000235,-21.00000000000435,-20.999999999993246,-103.00000000000864,-278.0000000000058,31.000000000003247,-41.000000000002146,-182.99999999999983,-19.000000000005457,-36.0000000000027,-85.00000000000173,,-1179.0000000000261
2020.01.13,-156.00000000000057,-29.999999999996696,-19.00000000001345,-141.99999999999767,-27.999999999994696,-168.99999999999693,25.99999999999625,12.999999999996348,14.999999999998348,-10.999999999994348,-113.00000000000753,-299.0000000000066,43.00000000001525,-40.0000000000178,-181.00000000000892,-39.00000000000148,-29.000000000001247,-164.99999999999292,,-1324.0000000000246
2020.01.13,-162.0000000000066,35.00000000000725,-12.999999999996348,-174.99999999999181,-12.999999999996348,-171.00000000001003,-3.0000000000001137,15.999999999993797,85.99999999999719,37.00000000000925,-137.00000000000932,-308.00000000000693,124.00000000001299,27.999999999983594,-185.99999999999727,-45.000000000001705,50.99999999998994,-161.00000000001114,,-997.0000000000337
2020.01.13,-131.00000000000333,9.999999999998899,-2.999999999997449,-178.99999999999582,-10.999999999994348,-148.99999999999915,-3.9999999999906777,14.999999999998348,60.99999999999994,-8.999999999992347,-41.000000000002146,-295.0000000000017,150.00000000000568,-19.999999999997797,-312.00000000000114,-20.000000000010232,-13.00000000000745,-171.00000000001003,,-1122.000000000001
2020.01.13,-155.00000000000514,-7.999999999985796,-2.999999999997449,-151.9999999999966,-5.999999999994898,-185.00000000001293,-12.999999999991019,31.999999999998696,80.99999999999774,-0.999999999995449,-163.00000000000205,-338.0000000000081,127.99999999999478,-15.00000000000945,-292.00000000000335,-37.00000000000614,-17.000000000000348,-175.00000000001404,,-1319.0000000000318
2020.01.13,-153.00000000000313,-43.999999999999595,8.999999999992347,-124.99999999999733,-58.000000000002494,-201.00000000000674,-40.99999999999682,58.99999999999794,134.99999999999625,67.00000000000594,-402.9999999999978,-391.00000000000534,82.00000000000429,72.99999999998974,-157.00000000000713,-121.00000000000932,52.99999999999194,-185.00000000001293,,-1401.00000000006
2020.01.13,-152.00000000000767,-13.999999999980695,24.000000000001798,-75.00000000000284,-53.999999999998494,-198.00000000000927,-39.99999999999204,83.9999999999952,202.0000000000022,85.00000000000173,-408.00000000000836,-385.0000000000051,87.00000000001484,212.99999999999653,-148.99999999999915,-105.00000000000398,34.99999999999615,-234.00000000000088,,-1084.0
2020.01.13,-126.99999999999933,-36.999999999998145,38.0000000000047,-86.99999999999264,-39.999999999995595,-190.00000000000128,-57.00000000000216,53.999999999998494,163.00000000000205,68.00000000000139,-411.0000000000058,-385.0000000000051,70.0000000000145,176.99999999998272,-147.99999999999258,-83.00000000001262,29.999999999996696,-229.00000000001253,,-1194.0000000000173
2020.01.13,-126.0000000000039,-25.999999999992696,43.999999999999595,-59.000000000009045,-44.99999999999504,-208.00000000000819,-94.99999999999886,75.9999999999983,175.99999999999838,72.0000000000054,-489.0000000000061,-457.00000000000784,87.99999999999919,201.99999999999108,-194.0000000000053,-101.0000000000133,17.999999999995797,-256.99999999999613,,-1381.0000000000484
