date,USDJPY,USDCAD,AUDUSD,CADCHF,NZDCHF,GBPJPY,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.05.11,-100.99999999999909,-15.999999999993797,-68.00000000000139,-44.0000000000107,0.0,-197.99999999997908,-83.9999999999952,-334.0000000000032,-41.000000000002146,0.0,-76.99999999999818,-40.99999999999682,0.0,-100.00000000000009,-226.00000000000398,-89.99999999999008,,-1419.9999999999736
2020.05.11,-195.99999999999795,-15.00000000000945,-73.99999999999629,-5.000000000010552,96.00000000000719,-312.9999999999882,-46.999999999997044,-420.99999999999227,34.000000000000696,286.00000000000847,-147.99999999999613,-93.00000000000352,-28.999999999996362,-85.00000000000173,-222.99999999999542,54.0000000000207,,-1178.999999999948
2020.05.11,-368.0000000000092,28.999999999990145,-156.00000000000057,1.999999999990898,170.00000000000347,-447.00000000000273,32.0000000000098,-590.0000000000034,-46.0000000000127,263.99999999999756,-269.999999999996,-137.00000000000045,-25.99999999999625,-171.99999999999437,-287.9999999999994,45.000000000006146,,-1958.000000000017
2020.05.11,-394.00000000000546,38.0000000000047,-95.99999999999609,-6.0000000000060005,175.00000000000293,-540.9999999999968,242.00000000000887,-626.9999999999953,114.99999999999844,585.9999999999976,-289.0000000000015,-200.00000000000284,-73.0000000000075,-107.99999999999699,-241.99999999999778,174.00000000000747,,-1245.9999999999864
2020.05.11,-432.00000000000216,82.99999999998863,-124.00000000000189,6.999999999990347,176.0000000000095,-549.999999999983,326.0000000000041,-629.0000000000049,141.99999999999767,602.999999999998,-289.0000000000015,-191.0000000000025,-76.99999999999818,-109.99999999999899,-253.99999999999866,172.0000000000166,,-1146.9999999999868
2020.05.11,-451.9999999999982,-73.99999999999629,-93.99999999999409,-20.0000000000089,98.0000000000092,-689.9999999999977,100.99999999999554,-715.999999999994,70.99999999999883,357.00000000000733,-376.99999999999534,-337.99999999999386,-212.0000000000033,-85.99999999999719,-234.99999999999633,103.00000000000864,,-2563.9999999999554
2020.05.11,-468.0000000000035,-86.0000000000083,-2.999999999997449,-21.00000000000435,116.00000000000499,-762.0000000000005,70.99999999999883,-801.9999999999925,81.9999999999821,428.00000000000614,-400.99999999999625,-379.0000000000049,-206.00000000000307,-21.00000000000435,-183.99999999999528,190.00000000000128,,-2446.0000000000177
2020.05.11,-500.0,-60.000000000015596,11.00000000000545,7.9999999999968985,156.00000000000057,-846.99999999998,138.0000000000159,-849.0000000000038,152.99999999998093,560.0000000000049,-406.0000000000059,-373.9999999999952,-204.9999999999983,0.0,-192.99999999999872,225.00000000000853,,-2182.999999999984
2020.05.11,-507.000000000005,-42.0000000000087,16.0000000000049,20.999999999993246,148.0000000000037,-881.0000000000002,112.000000000001,-849.0000000000038,167.9999999999904,507.9999999999973,-411.00000000000136,-391.9999999999959,-219.0000000000083,17.000000000000348,-195.9999999999962,239.00000000001143,,-2268.0000000000173
2020.05.11,-472.0000000000084,-202.00000000001327,87.99999999999919,-42.0000000000087,58.000000000002494,-844.9999999999989,-226.99999999999943,-816.0000000000025,35.999999999991594,232.99999999999432,-453.9999999999935,-530.0000000000011,-317.0000000000073,75.00000000000284,-151.00000000000114,261.0000000000001,,-3305.0000000000427
2020.05.11,-389.00000000001,-314.00000000001427,246.99999999999721,-73.00000000000084,31.000000000003247,-801.9999999999925,-337.99999999999386,-775.9999999999962,-33.00000000001635,165.9999999999995,-466.99999999999875,-552.9999999999973,-316.0000000000025,163.99999999999747,-141.99999999999767,331.0000000000146,,-3264.0000000000086
2020.05.11,-344.99999999999886,-239.99999999999577,207.99999999999707,-48.000000000003595,82.00000000000429,-758.9999999999861,-282.0000000000045,-748.9999999999952,32.999999999994145,304.9999999999997,-414.0000000000015,-506.9999999999908,-240.99999999999966,141.99999999999767,-224.000000000002,387.000000000004,,-2651.999999999981
2020.05.11,-335.9999999999985,-238.0000000000049,207.00000000000162,-48.000000000003595,126.99999999999933,-689.9999999999977,-215.99999999999397,-713.9999999999986,29.999999999996696,452.00000000000796,-391.9999999999959,-459.0000000000032,-177.99999999999727,139.99999999999568,-234.00000000000088,411.0000000000058,,-2137.9999999999877
2020.05.11,-417.0000000000016,-215.99999999999397,212.00000000000108,-45.000000000006146,113.00000000000753,-842.9999999999893,-214.00000000000307,-798.9999999999924,37.99999999998249,428.00000000000614,-454.9999999999983,-528.9999999999964,-237.99999999999955,153.99999999999858,-209.9999999999991,443.99999999999994,,-2576.999999999984
