date,EURUSD,NZDUSD,CADCHF,NZDCHF,GBPJPY,EURJPY,EURCAD,EURAUD,EURNZD,NZDJPY,NZDCAD,empty,sum
2015.11.16,-66.00000000001049,-40.99999999999105,-27.00000000001035,-6.0000000000060005,-324.99999999998863,0.0,-22.0000000000109,-170.00000000000347,-29.00000000001235,-147.00000000000557,-74.00000000000739,,-907.0000000000463
2015.11.16,-34.000000000000696,14.000000000002899,-10.000000000010001,86.99999999999264,-292.99999999997794,110.99999999999,42.999999999993044,11.00000000000545,103.99999999999298,-144.00000000000546,-24.000000000001798,,-135.0000000000189
2015.11.16,-500.9999999999959,-14.999999999998348,-165.9999999999995,-46.00000000000159,-300.9999999999877,-602.0000000000039,-514.0000000000144,-262.999999999991,-246.00000000001288,-103.00000000000864,-136.99999999999824,,-2894.000000000012
2015.11.16,-424.00000000000216,98.0000000000092,-91.00000000000774,14.999999999998348,-111.99999999999477,-420.0000000000159,-363.0000000000022,-143.00000000000423,-106.00000000000608,60.99999999999284,17.000000000000348,,-1468.0000000000323
2015.11.16,-367.0000000000062,74.00000000000739,-65.99999999999939,23.999999999990695,-286.9999999999777,-380.0000000000239,-312.00000000000114,-126.0000000000039,-96.00000000000719,-57.00000000000216,-14.000000000002899,,-1607.0000000000266
2015.11.16,-266.999999999995,79.00000000000685,-24.000000000001798,30.999999999992145,-248.99999999999523,-105.00000000001819,-101.00000000001774,45.000000000006146,99.99999999998899,-60.000000000002274,-33.000000000005244,,-584.0000000000413
2015.11.16,-192.00000000001438,65.00000000000395,-10.000000000010001,49.99999999999449,-396.99999999999136,93.99999999999409,-41.000000000002146,-2.999999999997449,136.99999999998712,-136.0000000000099,-34.000000000000696,,-467.00000000004627
2015.11.16,-255.00000000000523,82.00000000000429,-36.0000000000027,75.9999999999983,-353.999999999985,1.999999999981128,-152.0000000000188,-21.999999999988695,192.99999999999872,-100.99999999999909,4.999999999999449,,-562.0000000000176
2015.11.16,-258.0000000000027,109.99999999999899,-35.00000000000725,70.99999999999883,-319.9999999999932,-16.000000000019554,-151.00000000001222,-29.999999999996696,210.99999999998343,-18.000000000000682,25.999999999992696,,-410.0000000000583
2015.11.16,-214.00000000000307,98.0000000000092,-51.000000000001044,48.99999999999905,-268.0000000000007,14.999999999986358,-111.00000000001664,-95.999999999985,173.00000000000094,-54.000000000002046,22.999999999995246,,-436.00000000001774
2015.11.16,-208.00000000000819,101.00000000000664,-65.99999999999939,39.999999999995595,-209.99999999997954,1.999999999981128,-119.00000000000244,-88.99999999998354,220.99999999998232,-34.000000000006025,26.999999999999247,,-335.0000000000142
2015.11.16,-182.0000000000155,107.00000000000153,-41.000000000002146,47.9999999999925,-181.99999999998795,13.999999999981583,-48.000000000003595,-56.99999999999594,237.99999999998266,-25.000000000005684,31.999999999998696,,-96.00000000005383
2015.11.16,-165.00000000001512,125.00000000000844,-33.000000000005244,89.99999999999008,-212.99999999999386,45.99999999999227,-36.0000000000138,21.00000000000435,353.0000000000033,10.99999999999568,56.0000000000005,,254.99999999996658
2015.11.16,-181.00000000000892,121.00000000000443,-35.00000000000725,58.99999999999794,-222.99999999998477,16.999999999995907,-63.000000000013046,-45.99999999999049,258.99999999998704,-11.00000000000989,44.99999999999504,,-58.00000000003401
2015.11.16,-195.00000000001182,96.00000000000719,-72.0000000000054,48.99999999999905,-221.00000000000364,17.99999999997226,-125.00000000001954,-22.999999999995246,234.99999999998522,-43.00000000000637,58.99999999999794,,-222.00000000008032
2015.11.16,-163.00000000000205,94.00000000000519,-67.00000000000594,50.99999999998994,-209.99999999997954,38.99999999998727,-132.00000000002098,45.000000000006146,268.0000000000016,-18.000000000000682,64.99999999999284,,-28.000000000026205
2015.11.16,-148.99999999999915,52.000000000007596,-65.00000000000395,32.999999999994145,-191.99999999997885,42.999999999977945,-96.00000000000719,66.00000000001049,232.99999999999432,-67.00000000000728,9.999999999998899,,-132.00000000001305
2015.11.16,-111.00000000001664,36.0000000000027,-63.00000000000195,22.999999999995246,-259.9999999999909,43.99999999998272,-130.0000000000079,42.0000000000087,173.00000000000094,-80.0000000000125,2.000000000002,,-324.0000000000376
2015.11.16,-100.99999999999554,20.0000000000089,-46.00000000000159,75.9999999999983,-631.0000000000002,46.999999999997044,-107.00000000001265,53.00000000001415,219.99999999999798,-204.00000000000773,24.999999999997247,,-648.0000000000042
2015.11.16,43.999999999999595,-1.999999999990898,-50.0000000000056,71.99999999999429,-524.9999999999773,468.9999999999941,9.999999999998899,80.99999999999774,438.9999999999894,-250.0,41.000000000002146,,329.0000000000024
2015.11.16,-12.999999999996348,25.00000000000835,-45.000000000006146,78.99999999999574,-521.9999999999914,597.9999999999848,64.99999999998174,-17.999999999984695,441.0000000000025,-331.00000000000307,63.99999999999739,,342.99999999998886
2015.11.16,-70.99999999999883,43.999999999999595,-165.9999999999995,30.999999999992145,-614.0000000000043,515.9999999999911,-145.00000000001734,-54.99999999998284,366.999999999984,-349.00000000000375,34.99999999999615,,-407.00000000004354
2015.11.16,-178.99999999999582,128.00000000000588,-106.00000000000608,136.99999999999824,-788.9999999999873,518.999999999977,-210.0000000000213,-200.00000000000017,475.0000000000032,-210.00000000000796,197.99999999999818,,-237.00000000003593
2015.11.16,-212.00000000001216,184.00000000000637,-103.00000000000864,184.99999999999073,-765.9999999999911,451.9999999999982,-230.00000000001907,-246.99999999999721,478.0000000000006,-219.0000000000083,222.99999999999542,,-255.00000000004522
2015.11.16,-233.00000000001654,231.99999999999886,-47.00000000000814,244.99999999999523,-865.9999999999854,522.9999999999961,-192.00000000001438,-147.99999999999258,597.0000000000031,-176.00000000000193,268.99999999999704,,203.99999999997135
2015.11.16,-199.00000000001583,475.0000000000032,20.999999999993246,505.99999999999534,-888.9999999999816,524.9999999999773,-72.0000000000054,134.99999999999625,1210.9999999999843,93.99999999999409,557.9999999999918,,2364.9999999999327
2015.11.16,-167.00000000000603,487.99999999999955,9.999999999998899,550.9999999999903,-989.9999999999807,589.999999999975,-62.000000000006494,146.00000000000168,1451.9999999999866,76.99999999999818,630.9999999999927,,2725.99999999995
2015.11.16,-65.00000000000395,540.0000000000072,7.9999999999968985,597.9999999999985,-1056.999999999988,820.999999999998,-25.00000000000835,266.999999999995,1563.9999999999877,109.99999999999943,673.9999999999968,,3434.9999999999795
2015.11.16,-116.00000000000499,569.0000000000084,2.999999999997449,612.9999999999969,-986.9999999999948,768.999999999977,-41.000000000002146,261.0000000000001,1569.9999999999825,165.99999999999682,678.0000000000008,,3484.999999999958
