date,GBPUSD,USDJPY,EURAUD,EURNZD,NZDJPY,AUDCAD,empty,sum
2016.12.19,-90.99999999999665,-19.99999999999602,-320.9999999999935,-322.00000000000006,-118.99999999999977,-148.0000000000037,,-1020.9999999999898
2016.12.19,-81.9999999999821,12.000000000000455,-289.9999999999903,-233.00000000001654,-91.99999999999875,-21.999999999999797,,-706.9999999999869
2016.12.19,-193.99999999998306,66.0000000000025,-249.99999999999466,-348.00000000001495,-165.00000000000625,-97.00000000000264,,-987.9999999999991
2016.12.19,-201.99999999999108,106.00000000000875,-69.9999999999923,-297.0000000000139,-137.00000000000045,-168.99999999999693,,-768.9999999999859
2016.12.19,-184.99999999999073,101.0000000000133,-228.99999999999034,-243.00000000001543,-143.00000000000068,-155.00000000000514,,-853.999999999989
2016.12.19,-239.99999999999577,233.0000000000041,-272.00000000000557,-266.999999999995,-129.0000000000049,-214.00000000000307,,-889.0000000000002
2016.12.19,-212.99999999999653,281.0000000000059,-120.00000000000898,-172.0000000000166,-126.00000000000477,-300.0000000000003,,-650.0000000000213
2016.12.19,-259.9999999999936,358.0000000000041,-53.999999999998494,-65.00000000000395,-103.9999999999992,-272.00000000000557,,-396.9999999999967
2016.12.19,-221.99999999998886,368.0000000000092,-134.00000000001188,-131.00000000001444,-132.000000000005,-246.00000000000176,,-497.00000000001273
2016.12.19,-144.99999999999514,276.00000000001046,-116.00000000000499,-60.99999999999994,-63.99999999999295,-243.00000000000432,,-352.99999999998687
2016.12.19,-64.99999999998174,287.00000000000614,-134.99999999999625,8.999999999992347,-66.99999999999307,-219.99999999999798,,-190.99999999997056
2016.12.19,-60.99999999999994,289.0000000000015,-106.00000000000608,-39.999999999995595,-96.9999999999942,-233.00000000000543,,-247.99999999999977
2016.12.19,-86.99999999999264,373.00000000000466,-143.00000000000423,-90.99999999999665,-272.99999999999613,-253.0000000000032,,-473.9999999999882
2016.12.19,-32.999999999994145,523.0000000000103,-221.00000000000452,-116.00000000000499,-283.00000000000125,-180.0000000000024,,-309.99999999999693
2016.12.19,-62.99999999999084,596.0000000000036,-243.99999999999977,-158.99999999999804,-340.999999999994,-165.00000000000404,,-375.99999999998295
2016.12.19,-92.99999999998754,605.000000000004,-312.00000000000114,-277.00000000001614,-391.9999999999959,-189.00000000000583,,-658.0000000000025
2016.12.19,-106.99999999999044,523.0000000000103,-331.999999999999,-294.0000000000165,-394.999999999996,-200.00000000000017,,-804.9999999999918
2016.12.19,-191.99999999999218,611.0000000000042,-340.00000000000693,-320.00000000000915,-400.0000000000057,-216.0000000000051,,-857.0000000000149
2016.12.19,-153.9999999999875,691.0000000000025,-289.0000000000059,-262.00000000000665,-445.99999999999795,-226.00000000000398,,-685.9999999999995
2016.12.19,-144.99999999999514,543.0000000000064,-341.99999999999784,-341.00000000001353,-382.000000000005,-262.00000000000665,,-929.0000000000118
2016.12.19,-160.99999999998892,558.0000000000069,-283.99999999999534,-242.00000000000887,-332.9999999999984,-229.99999999999687,,-691.9999999999815
2016.12.19,-157.99999999999147,455.0000000000125,-232.99999999999432,-283.000000000011,-310.0000000000023,-297.00000000000284,,-825.9999999999894
2016.12.19,-230.9999999999812,390.00000000000057,-286.00000000000847,-425.0000000000087,-350.9999999999991,-324.9999999999975,,-1227.9999999999945
2016.12.19,-234.00000000000088,437.0000000000118,-222.99999999999542,-390.0000000000015,-381.0000000000002,-309.0000000000037,,-1099.9999999999898
2016.12.19,66.00000000001049,404.0000000000106,-309.0000000000037,-316.0000000000052,-364.9999999999949,-275.99999999999847,,-795.9999999999811
2016.12.19,144.0000000000108,383.0000000000098,-269.9999999999925,-310.0000000000103,-403.0000000000058,-209.9999999999991,,-665.999999999987
2016.12.19,172.0000000000166,506.0000000000002,-358.9999999999982,-286.00000000000847,-549.9999999999972,-202.9999999999976,,-719.9999999999847
2016.12.19,418.0000000000073,592.000000000013,-348.9999999999993,-399.00000000001603,-700.0000000000028,-89.00000000000574,,-527.0000000000036
2016.12.19,533.0000000000057,544.0000000000111,-391.000000000008,-529.0000000000017,-724.0000000000038,-43.999999999999595,,-610.9999999999961
2016.12.19,611.000000000006,582.0000000000078,-397.0000000000029,-565.0000000000155,-775.9999999999962,-75.9999999999983,,-620.9999999999991
2016.12.19,798.0000000000098,679.000000000002,-331.999999999999,-492.0000000000035,-855.000000000004,-97.9999999999981,,-299.99999999999284
2016.12.19,828.0000000000065,724.0000000000038,-548.9999999999995,-504.0000000000156,-906.9999999999965,-26.999999999999247,,-435.0000000000006
2016.12.19,792.0000000000149,646.0000000000008,-530.0000000000082,-516.0000000000053,-829.9999999999983,-70.0000000000034,,-507.99999999999955
2016.12.19,889.0000000000065,739.0000000000043,-625.0000000000089,-568.000000000013,-870.9999999999951,-79.00000000000685,,-515.0000000000128
2016.12.19,911.0000000000174,727.0000000000039,-784.0000000000069,-571.0000000000103,-965.999999999994,-116.00000000000499,,-798.9999999999949
2016.12.19,809.9999999999997,867.0000000000044,-754.0000000000102,-558.0000000000141,-956.0000000000031,-109.00000000000354,,-700.0000000000268
2016.12.19,555.0000000000166,992.0000000000044,-649.0000000000107,-568.000000000013,-1090.0000000000034,-195.00000000000074,,-955.0000000000068
2016.12.19,499.000000000005,1206.0000000000032,-683.0000000000114,-629.0000000000128,-1099.9999999999943,-262.00000000000665,,-969.000000000017
2016.12.19,514.9999999999987,1202.0000000000123,-644.0000000000001,-584.0000000000067,-1108.9999999999945,-196.00000000000728,,-815.9999999999976
2016.12.19,543.0000000000045,1143.0000000000007,-699.0000000000052,-622.9999999999958,-1114.999999999995,-128.00000000000588,,-878.9999999999967
2016.12.19,487.99999999999955,1168.0000000000064,-774.000000000008,-748.0000000000153,-1132.9999999999955,-168.99999999999693,,-1168.0000000000098
2016.12.19,544.0000000000111,583.0000000000126,-741.9999999999982,-696.0000000000077,-1102.0000000000039,-135.00000000000733,,-1547.9999999999934
2016.12.19,612.0000000000125,566.0000000000025,-591.0000000000082,-533.0000000000057,-871.9999999999999,-119.00000000000244,,-937.0000000000011
2016.12.19,741.0000000000139,546.0000000000065,-371.99999999999454,-344.99999999999534,-817.9999999999978,-194.0000000000053,,-441.99999999997254
2016.12.19,664.0000000000201,660.0000000000108,-290.9999999999968,-224.000000000002,-942.9999999999978,-190.00000000000128,,-323.99999999996703
2016.12.19,716.0000000000056,792.0000000000016,-312.00000000000114,-296.0000000000074,-995.9999999999951,-141.00000000000225,,-236.9999999999986
2016.12.19,754.0000000000102,733.0000000000041,-270.99999999999903,-300.99999999999574,-989.0000000000043,-170.00000000000347,,-243.99999999998823
2016.12.19,770.000000000004,726.0000000000133,-358.9999999999982,-397.0000000000029,-1018.0000000000007,-135.00000000000733,,-412.99999999999187
2016.12.20,613.0000000000191,774.0000000000009,-370.00000000000364,-361.0000000000113,-1045.0000000000018,-75.00000000000284,,-463.99999999999966
2016.12.20,836.9999999999989,756.0000000000002,-313.99999999999204,-355.0000000000164,-1046.0000000000064,-62.000000000006494,,-184.00000000002217
2016.12.20,818.0000000000076,784.000000000006,-302.0000000000023,-409.99999999999926,-1034.9999999999966,-118.00000000000699,,-262.99999999999153
2016.12.20,836.0000000000146,722.0000000000084,-255.00000000000523,-425.0000000000087,-1093.999999999994,-107.99999999999699,,-323.999999999982
2016.12.20,819.0000000000142,779.0000000000106,-285.00000000000193,-381.0000000000091,-1064.9999999999977,-168.99999999999693,,-301.999999999981
2016.12.20,692.0000000000038,661.0000000000014,-209.9999999999991,-422.9999999999956,-1060.0000000000023,-148.0000000000037,,-487.99999999999574
2016.12.20,775.9999999999989,586.0000000000127,-235.00000000000742,-424.00000000000216,-935.0000000000023,-148.99999999999915,,-380.9999999999995
2016.12.20,721.000000000016,532.0000000000107,-286.99999999999284,-527.0000000000108,-941.9999999999931,-146.99999999999713,,-649.999999999967
2016.12.20,673.0000000000125,684.0000000000117,-441.0000000000025,-643.0000000000158,-1021.0000000000008,-134.0000000000008,,-881.9999999999958
2016.12.20,694.0000000000168,538.0000000000109,-418.0000000000073,-597.0000000000031,-1046.999999999997,-106.00000000000608,,-935.9999999999857
2016.12.20,679.0000000000074,357.00000000001353,-476.9999999999941,-663.999999999998,-908.0000000000013,-135.00000000000733,,-1147.9999999999798
2016.12.20,687.0000000000153,556.0000000000116,-348.9999999999993,-526.0000000000042,-926.0000000000019,-168.00000000000148,,-725.9999999999801
2016.12.20,685.0000000000023,452.0000000000124,-351.99999999999676,-450.00000000001705,-865.9999999999997,-133.00000000000534,,-664.0000000000043
2016.12.20,773.0000000000015,324.0000000000123,-297.9999999999983,-385.99999999999744,-762.0000000000005,-185.99999999999727,,-534.9999999999798
2016.12.20,761.0000000000117,199.00000000001228,-181.9999999999933,-428.00000000000614,-727.0000000000039,-192.00000000000327,,-568.9999999999826
2016.12.20,751.0000000000127,248.00000000000466,-131.99999999999878,-382.0000000000157,-718.9999999999941,-211.00000000000563,,-444.99999999999676
2016.12.20,813.0000000000192,111.0000000000042,-126.0000000000039,-399.00000000001603,-674.0000000000066,-187.9999999999993,,-463.0000000000024
2016.12.20,860.0000000000163,-15.999999999991132,39.999999999995595,-222.00000000001108,-662.9999999999967,-201.00000000000674,,-201.9999999999939
