date,GBPUSD,USDJPY,EURAUD,EURNZD,NZDJPY,AUDCAD,empty,sum
2016.12.19,-12.999999999996348,27.000000000001023,-259.0000000000092,-242.00000000000887,-75.9999999999934,59.99999999999339,,-503.0000000000134
2016.12.19,-62.99999999999084,75.00000000000284,-249.99999999999466,-154.0000000000097,-39.00000000000148,70.99999999999883,,-359.999999999995
2016.12.19,-170.99999999998784,135.00000000000512,-66.00000000001049,-209.9999999999991,-72.00000000000273,-65.00000000000395,,-448.999999999999
2016.12.19,-129.00000000000134,135.00000000000512,-43.999999999999595,-243.00000000001543,-132.99999999999557,-129.00000000000134,,-543.0000000000082
2016.12.19,-181.9999999999933,233.0000000000041,-182.99999999999983,-168.99999999999693,-63.99999999999295,-99.00000000000463,,-463.9999999999835
2016.12.19,-100.99999999999554,289.0000000000015,-120.99999999999334,-172.0000000000166,-115.99999999999966,-136.99999999999824,,-358.0000000000019
2016.12.19,-181.9999999999933,381.0000000000002,87.99999999999919,29.999999999996696,-21.000000000000796,-231.0000000000034,,64.99999999999864
2016.12.19,-179.99999999998016,396.0000000000008,100.99999999999554,45.99999999999049,-31.999999999996476,-241.00000000000233,,90.00000000000784
2016.12.19,-136.99999999998712,436.00000000000705,59.99999999999339,56.99999999999594,-60.000000000002274,-228.00000000000597,,128.00000000000102
2016.12.19,-42.999999999993044,361.0000000000042,-76.0000000000094,51.000000000001044,-25.000000000005684,-190.99999999999673,,77.00000000000037
2016.12.19,-29.999999999996696,298.0000000000018,-48.000000000003595,129.99999999998568,49.000000000006594,-194.0000000000053,,204.99999999998852
2016.12.19,-46.999999999997044,372.0000000000141,-49.99999999999449,-35.00000000000725,-75.00000000000284,-221.00000000000452,,-55.99999999999204
2016.12.19,70.0000000000145,575.0000000000028,-131.99999999999878,-66.00000000001049,-230.99999999999454,-157.00000000000713,,59.000000000006395
2016.12.19,-31.999999999987594,649.0000000000009,-205.99999999999508,-104.99999999999955,-278.99999999999636,-151.00000000000114,,-123.99999999997885
2016.12.19,-29.999999999996696,673.0000000000018,-174.99999999999181,-151.9999999999966,-326.9999999999982,-163.99999999999747,,-174.99999999997894
2016.12.19,-92.99999999998754,735.0000000000136,-303.9999999999932,-266.0000000000107,-391.00000000000534,-128.00000000000588,,-446.999999999989
2016.12.19,-76.99999999999375,632.000000000005,-121.99999999999989,-49.00000000001015,-260.0000000000051,-194.0000000000053,,-70.00000000000915
2016.12.19,-134.99999999999625,806.0000000000116,-286.99999999999284,-212.00000000001216,-331.00000000000307,-190.00000000000128,,-348.999999999994
2016.12.19,-109.99999999998789,720.0000000000131,-219.99999999999798,-209.9999999999991,-355.99999999999454,-174.00000000000747,,-349.99999999997385
2016.12.19,-101.99999999997988,598.0000000000132,-164.00000000000858,-168.99999999999693,-248.00000000000466,-214.99999999999852,,-299.9999999999754
2016.12.19,-122.99999999998423,578.000000000003,-133.00000000000534,-178.00000000001148,-287.9999999999967,-219.99999999999798,,-363.9999999999927
2016.12.19,-112.99999999998533,478.00000000000864,-151.9999999999966,-246.00000000001288,-221.00000000000364,-295.0000000000008,,-548.9999999999906
2016.12.19,-193.99999999998306,562.0000000000118,-217.0000000000005,-387.000000000004,-350.9999999999991,-292.9999999999988,,-879.9999999999736
2016.12.19,161.00000000001114,440.00000000001194,-43.999999999999595,-226.99999999999943,-310.0000000000023,-251.99999999999667,,-231.99999999997485
2016.12.19,165.9999999999995,444.0000000000026,-259.0000000000092,-309.0000000000037,-349.00000000000375,-177.00000000000495,,-484.00000000001955
2016.12.19,251.00000000000122,556.0000000000116,-185.99999999999727,-198.00000000000927,-400.0000000000057,-192.99999999999872,,-169.9999999999981
2016.12.19,432.0000000000102,721.0000000000036,-251.00000000000122,-146.00000000000168,-545.0000000000017,-41.9999999999976,,169.0000000000116
2016.12.19,650.0000000000173,646.0000000000008,-209.9999999999991,-384.00000000000654,-688.999999999993,-39.00000000000014,,-25.999999999980588
2016.12.19,626.0000000000155,590.0000000000034,-364.00000000000875,-495.000000000001,-712.0000000000033,-6.0000000000060005,,-361.0000000000002
2016.12.19,831.000000000004,681.0000000000116,-296.0000000000074,-466.00000000001086,-760.0000000000051,-31.999999999998696,,-42.00000000000654
2016.12.19,1033.0000000000173,827.0000000000124,-243.99999999999977,-192.00000000001438,-811.9999999999976,-4.000000000004,,608.0000000000139
2016.12.19,831.000000000004,760.0000000000051,-489.0000000000061,-463.9999999999977,-804.9999999999926,22.999999999995246,,-143.99999999999213
2016.12.19,963.0000000000027,807.0000000000022,-452.00000000000796,-388.0000000000106,-787.0000000000061,-6.0000000000060005,,136.99999999997434
2016.12.19,931.9999999999995,746.0000000000093,-539.0000000000006,-480.99999999999807,-801.9999999999925,-17.000000000000348,,-160.99999999998272
2016.12.19,1005.0000000000115,1064.0000000000073,-740.0000000000073,-524.0000000000133,-882.9999999999956,-100.00000000000009,,-177.99999999999758
2016.12.19,838.0000000000055,1017.0000000000101,-547.999999999993,-476.0000000000098,-947.9999999999933,-65.99999999999939,,-182.99999999997993
2016.12.19,596.0000000000188,1284.000000000006,-605.0000000000111,-516.0000000000053,-1042.0000000000016,-187.9999999999993,,-470.99999999999284
2016.12.19,568.000000000013,1339.0000000000127,-551.9999999999969,-480.00000000001376,-1093.999999999994,-180.99999999999784,,-399.99999999997704
2016.12.19,639.0000000000118,1251.0000000000048,-595.9999999999966,-537.0000000000097,-1084.0000000000032,-109.99999999999899,,-436.9999999999918
2016.12.19,569.0000000000194,1218.0000000000036,-655.0000000000056,-571.0000000000103,-1066.0000000000025,-80.00000000000229,,-584.9999999999974
2016.12.19,550.000000000006,1220.0000000000132,-737.9999999999942,-682.0000000000048,-1094.9999999999989,-99.00000000000463,,-843.9999999999833
2016.12.19,638.0000000000052,744.000000000014,-547.999999999993,-487.0000000000152,-837.9999999999939,-82.99999999999974,,-573.9999999999826
2016.12.19,751.0000000000127,617.0000000000044,-333.0000000000055,-319.0000000000026,-795.0000000000017,-89.00000000000574,,-167.99999999999824
2016.12.19,747.0000000000088,716.0000000000082,-167.9999999999904,-161.99999999999548,-810.0000000000023,-190.99999999999673,,132.00000000003192
2016.12.19,760.0000000000051,846.0000000000036,-256.00000000001177,-180.0000000000024,-924.9999999999972,-104.00000000000409,,140.9999999999933
2016.12.19,795.0000000000124,816.0000000000025,-262.999999999991,-292.00000000000335,-974.9999999999943,-104.00000000000409,,-22.999999999977717
2016.12.19,807.0000000000022,737.000000000009,-184.00000000000637,-260.0000000000158,-933.9999999999975,-113.00000000000753,,52.999999999984055
2016.12.19,817.000000000001,862.000000000009,-249.00000000001032,-341.99999999999784,-1007.9999999999956,-24.000000000001798,,56.000000000004455
2016.12.20,846.0000000000134,774.0000000000009,-295.0000000000008,-307.00000000001285,-959.0000000000032,-4.000000000004,,54.99999999999361
2016.12.20,863.0000000000138,856.0000000000088,-249.99999999999466,-322.00000000000006,-1016.0000000000053,-43.00000000000415,,88.00000000001825
2016.12.20,866.0000000000113,836.0000000000127,-177.00000000000495,-384.00000000000654,-1019.999999999996,-85.00000000000173,,36.00000000001475
2016.12.20,889.0000000000065,919.0000000000111,-219.99999999999798,-324.0000000000132,-1046.0000000000064,-75.9999999999983,,142.00000000000193
2016.12.20,897.0000000000144,819.0000000000026,-83.9999999999952,-253.00000000001432,-978.9999999999992,-131.99999999999878,,268.00000000000955
