date,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,CHFJPY,CADCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,NZDJPY,AUDNZD,empty,sum
2020.03.09,-217.0000000000005,-72.0000000000054,-289.99999999999204,-70.99999999999883,0.0,-77.00000000000485,-15.999999999993797,-384.00000000000034,-78.00000000000028,-30.999999999992145,-175.00000000001137,-414.9999999999876,-431.0000000000036,-274.9999999999915,-209.00000000001472,-352.9999999999811,-204.9999999999983,-272.99999999999613,-373.00000000000114,,-3944.9999999999736
2020.03.09,-297.0000000000139,-11.999999999989797,-912.9999999999967,-11.999999999989797,94.00000000000519,63.99999999999739,-436.9999999999985,-385.9999999999957,0.0,-313.99999999999204,-967.000000000013,-568.9999999999973,-489.0000000000061,-558.9999999999975,-7.0000000000014495,-547.999999999993,-813.999999999993,-421.99999999999704,-224.000000000002,,-6811.999999999974
2020.03.09,-168.0000000000126,195.00000000001182,-719.9999999999989,62.000000000006494,65.99999999999939,-15.00000000000945,-435.9999999999919,-296.0000000000065,239.99999999999577,-322.00000000000006,-794.9999999999875,-648.9999999999885,-466.9999999999952,-418.99999999999693,401.99999999999125,-723.9999999999914,-683.9999999999975,-399.0000000000009,-252.0000000000078,,-5380.999999999981
2020.03.09,-300.00000000001137,333.0000000000055,-679.000000000002,140.0000000000068,85.99999999999719,5.999999999994898,-414.00000000000324,-97.99999999999898,358.9999999999982,-319.99999999999807,-644.0000000000055,-852.9999999999926,-171.99999999999437,-286.00000000000136,621.9999999999892,-734.9999999999968,-657.999999999987,-402.9999999999916,-201.00000000000674,,-4216.999999999998
2020.03.09,-229.99999999999687,215.00000000000963,-494.99999999999034,-27.999999999983594,163.00000000000205,89.99999999999008,-394.00000000000546,-218.9999999999941,90.0000000000012,-334.9999999999964,-473.0000000000132,-795.9999999999967,-675.0000000000034,-155.9999999999917,341.99999999999784,-479.99999999999153,-546.999999999997,-225.9999999999991,-202.9999999999976,,-4356.999999999956
2020.03.09,-69.00000000000794,120.99999999999334,-356.9999999999993,53.00000000001415,153.00000000000313,143.9999999999997,-251.00000000000122,-165.99999999999682,95.00000000000064,-279.99999999999136,-437.0000000000118,-251.00000000000122,-653.999999999999,-188.99999999999295,282.9999999999888,0.0,-314.9999999999977,-57.999999999992724,-110.00000000001009,,-2288.0000000000027
2020.03.09,-191.00000000000784,89.00000000000574,-596.0000000000036,146.00000000000168,23.00000000000635,57.99999999999139,-167.00000000000603,-337.99999999999386,119.99999999999788,-290.00000000000136,-580.0000000000125,-571.9999999999948,-431.99999999998795,-280.00000000000114,304.9999999999997,-447.99999999998175,-555.9999999999974,-268.0000000000007,-109.00000000000354,,-4085.999999999989
2020.03.09,-487.99999999999955,283.000000000011,-2847.999999999999,221.00000000000452,-2837.999999999996,-3156.000000000003,-1651.0000000000025,-1959.0000000000032,197.99999999999818,-1000.9999999999964,-3717.999999999989,-2854.9999999999854,160.00000000000458,-2155.999999999992,644.9999999999844,-10300.999999999982,-3019.999999999996,-4870.999999999995,-751.9999999999972,,-40106.999999999935
2020.03.09,-368.00000000001273,669.9999999999928,-2887.999999999991,690.9999999999972,-1430.9999999999934,-1121.0000000000052,-1255.9999999999905,-1759.0000000000005,858.0000000000032,-839.0000000000009,-3522.9999999999964,-1844.0000000000011,2129.000000000003,-2097.999999999999,1661.9999999999857,-4739.999999999989,-2751.9999999999955,-2853.9999999999923,100.99999999999554,,-21361.99999999999
2020.03.09,-260.0000000000158,391.9999999999924,-2387.999999999991,531.0000000000148,-919.9999999999986,-683.0000000000002,-971.9999999999951,-1924.9999999999973,361.0000000000002,-644.0000000000001,-2941.0000000000027,-1519.0000000000036,720.0000000000095,-1867.999999999995,1171.9999999999952,-3299.999999999992,-2247.0,-2114.999999999995,-49.00000000001015,,-18654.999999999985
2020.03.09,-5.000000000010552,234.00000000000088,-2049.9999999999973,409.0000000000149,-539.999999999996,-492.0000000000035,-548.9999999999995,-1888.0000000000052,326.9999999999995,-556.0000000000009,-2736.9999999999945,-1018.9999999999922,880.9999999999984,-1818.9999999999884,855.0000000000058,-2301.999999999982,-1949.9999999999886,-1825.9999999999934,-66.99999999999484,,-15093.999999999929
2020.03.09,-117.00000000001154,262.00000000000665,-2174.9999999999973,361.9999999999957,-973.999999999997,-745.0000000000068,-991.9999999999928,-1709.9999999999936,392.00000000000347,-657.9999999999919,-2866.0000000000136,-1134.999999999997,1296.9999999999925,-1872.0,900.9999999999962,-3239.9999999999986,-2037.9999999999968,-2075.9999999999936,24.000000000001798,,-17359.999999999996
2020.03.09,-41.000000000002146,541.9999999999981,-2030.9999999999918,383.0,-807.0000000000022,-722.0000000000005,-1004.0000000000049,-1388.0000000000052,665.0000000000044,-678.0000000000008,-2637.0000000000005,-814.0000000000036,1581.0000000000102,-1634.999999999991,1295.0000000000018,-3177.999999999992,-1760.9999999999957,-2026.9999999999939,-58.000000000002494,,-14314.99999999997
2020.03.09,21.999999999988695,502.00000000000244,-1816.0000000000025,496.00000000000756,-870.9999999999995,-694.0000000000057,-997.9999999999878,-1066.9999999999932,734.0000000000014,-628.9999999999907,-2415.999999999997,-812.999999999997,1705.000000000001,-1425.9999999999877,1302.0000000000032,-2952.9999999999836,-1673.9999999999923,-1826.9999999999982,-63.99999999999739,,-12486.999999999929
2020.03.09,-21.00000000000435,530.9999999999926,-1906.9999999999964,451.0000000000014,-649.999999999995,-589.0000000000061,-1116.9999999999902,-1075.9999999999934,663.999999999998,-751.9999999999972,-2510.9999999999955,-746.0000000000023,1012.9999999999973,-1388.999999999996,1255.0000000000061,-2757.9999999999936,-1731.9999999999993,-1766.999999999996,-68.00000000000139,,-13168.999999999973
2020.03.09,149.9999999999835,339.0000000000004,-1908.0000000000014,487.99999999999955,-727.9999999999953,-623.0000000000069,-1085.0000000000027,-1346.999999999994,563.9999999999978,-745.9999999999911,-2677.9999999999973,-614.9999999999877,1411.9999999999911,-1744.9999999999905,1001.9999999999918,-2570.99999999999,-1705.9999999999889,-1856.9999999999993,-21.00000000000435,,-13674.999999999985
2020.03.09,105.99999999998388,340.9999999999913,-1849.9999999999943,273.9999999999965,-587.9999999999997,-544.0,-1018.9999999999922,-1328.9999999999936,534.0000000000011,-683.9999999999957,-2657.9999999999873,-358.9999999999982,1163.000000000003,-1715.999999999994,978.9999999999966,-2448.99999999999,-1653.9999999999964,-1737.9999999999995,-85.00000000000173,,-13275.999999999973
2020.03.09,-225.00000000000853,469.0000000000083,-1869.9999999999905,266.999999999995,-622.0000000000003,-545.0000000000066,-1173.0000000000018,-1168.0000000000064,549.9999999999949,-768.9999999999975,-2641.999999999996,-903.9999999999937,1011.9999999999907,-1552.9999999999973,1009.9999999999998,-2516.9999999999914,-1617.999999999995,-1747.9999999999905,-35.00000000000725,,-14080.999999999995
2020.03.09,-1117.9999999999968,527.0000000000108,-2617.999999999995,395.99999999999636,-620.9999999999937,-534.0000000000011,-920.9999999999941,-1459.9999999999936,656.9999999999965,-522.9999999999957,-2310.0000000000023,-2417.0000000000023,1978.9999999999975,-1896.000000000001,1161.9999999999964,-3037.999999999985,-2236.9999999999945,-2054.9999999999927,-92.00000000000318,,-17118.999999999953
2020.03.09,-1243.0000000000164,856.0000000000123,-2554.9999999999927,563.0000000000024,-574.9999999999922,-544.0,-533.0000000000057,-1653.000000000006,700.0000000000006,-317.9999999999961,-2246.000000000009,-2688.999999999986,2870.999999999979,-1715.999999999994,1818.999999999993,-3272.9999999999927,-2260.9999999999955,-2028.9999999999964,-66.99999999999484,,-14892.99999999999
2020.03.09,-1146.0000000000025,642.9999999999936,-2307.9999999999927,419.0000000000138,-573.0000000000013,-512.0000000000014,-268.0000000000016,-1763.0000000000052,622.9999999999958,-241.99999999999778,-2266.999999999996,-2364.999999999995,2510.0000000000123,-1822.9999999999932,1465.0000000000052,-2926.999999999991,-2014.9999999999864,-1961.999999999989,-85.00000000000173,,-14595.999999999933
2020.03.09,-909.0000000000042,426.9999999999996,-2117.999999999995,116.00000000000499,-446.00000000000193,-433.0000000000056,-171.99999999999437,-1653.000000000006,309.99999999999915,-195.9999999999962,-1943.9999999999884,-1861.999999999986,1079.0000000000077,-1783.9999999999918,827.9999999999843,-2580.999999999989,-1786.9999999999918,-1777.9999999999916,-167.00000000000603,,-15069.999999999949
2020.03.09,-751.0000000000127,182.99999999999983,-2048.000000000002,-180.99999999998673,-143.9999999999997,-101.00000000000664,39.999999999995595,-1888.999999999996,-53.999999999998494,-100.00000000000009,-1977.0000000000039,-1387.9999999999893,502.00000000000244,-1793.9999999999968,182.99999999999983,-1133.9999999999907,-1626.9999999999955,-1336.999999999989,19.999999999997797,,-13596.999999999973
2020.03.09,-676.0000000000099,204.00000000000418,-1994.9999999999905,-24.999999999986144,-93.99999999999409,28.999999999990145,99.00000000000463,-1933.9999999999975,14.000000000002899,-119.99999999999788,-2093.999999999994,-1183.0000000000007,761.0000000000117,-1903.9999999999964,266.999999999995,-627.9999999999841,-1513.999999999996,-1207.9999999999984,107.99999999999699,,-11892.999999999942
2020.03.09,-673.9999999999968,425.99999999999307,-2274.9999999999914,116.00000000000499,-124.00000000000189,32.999999999994145,-417.0000000000007,-1989.0000000000043,265.0000000000041,-628.9999999999907,-2634.999999999991,-1168.9999999999977,-156.00000000000057,-1801.9999999999925,764.9999999999934,-1019.9999999999986,-1793.9999999999968,-1259.0000000000005,51.000000000001044,,-14286.99999999997
2020.03.09,-235.00000000000742,553.0000000000035,-2197.0000000000027,175.99999999999838,29.000000000001247,114.99999999999844,-594.0000000000057,-1778.9999999999964,334.9999999999964,-612.0000000000015,-2644.0000000000055,-873.999999999997,-147.99999999999258,-1742.999999999995,973.999999999986,-814.999999999988,-1820.999999999998,-1213.9999999999986,41.000000000002146,,-12453.000000000004
2020.03.09,-181.00000000000892,690.0000000000128,-2241.99999999999,320.00000000000915,-17.000000000000348,103.99999999999298,-678.9999999999852,-1757.000000000005,539.0000000000006,-695.0000000000011,-2872.000000000014,-1022.9999999999961,-184.99999999999073,-1790.9999999999968,1387.9999999999893,-886.9999999999934,-1967.9999999999893,-1285.9999999999873,116.00000000000499,,-12425.999999999947
2020.03.09,-304.00000000001535,615.00000000001,-2204.999999999998,541.9999999999981,-90.0000000000012,37.99999999999359,-1017.9999999999856,-1766.0000000000055,614.0000000000034,-723.9999999999914,-2937.999999999988,-1734.9999999999977,-79.00000000000685,-1795.9999999999923,1577.9999999999905,-1122.9999999999852,-2153.9999999999964,-1328.9999999999936,120.99999999999334,,-13752.999999999967
2020.03.09,-273.9999999999965,556.0000000000009,-2204.999999999998,442.00000000000904,-0.999999999995449,191.99999999999218,-490.999999999997,-1941.0000000000025,392.9999999999989,-680.9999999999983,-2675.0000000000114,-1495.9999999999861,-87.99999999999919,-1747.9999999999905,1356.999999999986,-753.9999999999881,-2052.9999999999973,-1166.9999999999873,229.99999999999687,,-12403.999999999965
