names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDJPY,10,['AUDCAD'],80.0,-0.97,B
USDCAD,10,"['NZDUSD', 'EURNZD', 'EURGBP', 'NZDCHF', 'GBPCHF', 'GBPAUD', 'GBPUSD']",80.0,-0.18,B
AUDUSD,10,"['NZDUSD', 'EURNZD', 'EURGBP', 'NZDCHF', 'GBPCHF', 'GBPAUD', 'GBPUSD']",80.0,0.3,S
NZDUSD,10,['AUDJPY'],80.0,0.26116666666666655,S
EURCHF,10,['AUDCHF'],80.0,-1.0,B
CHFJPY,10,['AUDCAD'],80.0,-0.9739999999999999,B
CADCHF,10,"['NZDCAD', 'EURNZD']",80.0,0.78,S
AUDCHF,10,"['AUDNZD', 'NZDJPY', 'NZDUSD', 'GBPJPY', 'GBPCAD', 'NZDCAD', 'GBPAUD', 'GBPCHF', 'NZDCHF', 'GBPUSD']",80.0,0.1,S
EURGBP,30,"['USDJPY', 'AUDJPY']",80.0,-0.3940400973295711,B
GBPCAD,10,['EURGBP'],80.0,0.968,S
EURJPY,15,"['NZDCHF', 'GBPCHF']",100.0,-0.05754401154401156,B
EURNZD,15,['EURNZD'],80.0,-1.0,B
CADJPY,10,['AUDCAD'],80.0,-0.96,B
AUDJPY,10,['AUDCAD'],80.0,-0.9620000000000001,B
AUDCAD,50,"['CHFJPY', 'GBPCHF', 'EURCHF', 'USDCHF', 'AUDCHF', 'NZDCHF']",80.0,-0.4,B
NZDCAD,50,"['AUDNZD', 'USDCHF', 'GBPCHF', 'AUDCAD', 'EURCHF']",80.0,0.15290476190476193,S
