date,AUDUSD,EURGBP,empty,sum
2016.07.19,-955.0000000000058,210.99999999999451,,-744.0000000000113
2016.07.19,-936.0000000000035,254.99999999999412,,-681.0000000000094
2016.07.19,-908.0000000000088,192.99999999999872,,-715.00000000001
2016.07.19,-945.0000000000069,253.99999999999866,,-691.0000000000083
2016.07.19,-962.0000000000073,244.99999999999523,,-717.000000000012
2016.07.19,-1041.000000000003,287.9999999999994,,-753.0000000000036
2016.07.19,-960.0000000000053,161.00000000000003,,-799.0000000000053
2016.07.19,-1073.0000000000018,278.00000000000045,,-795.0000000000014
2016.07.19,-1044.0000000000005,192.99999999999872,,-851.0000000000017
2016.07.19,-995.0000000000015,100.00000000000009,,-895.0000000000014
2016.07.19,-1001.0000000000074,29.999999999996696,,-971.0000000000107
2016.07.19,-939.0000000000009,188.9999999999947,,-750.0000000000061
2016.07.19,-925.0000000000091,276.9999999999939,,-648.0000000000152
2016.07.19,-901.0000000000074,234.00000000000088,,-667.0000000000065
2016.07.19,-873.0000000000016,342.9999999999933,,-530.0000000000083
2016.07.19,-862.0000000000072,390.99999999999693,,-471.00000000001023
2016.07.19,-878.000000000001,420.9999999999936,,-457.00000000000745
2016.07.19,-801.0000000000073,429.99999999999704,,-371.00000000001023
2016.07.19,-809.9999999999997,492.999999999999,,-317.0000000000007
2016.07.19,-831.000000000004,465.9999999999998,,-365.0000000000042
2016.07.19,-832.0000000000105,425.99999999999307,,-406.0000000000174
2016.07.19,-851.0000000000017,314.99999999999864,,-536.0000000000031
2016.07.20,-846.0000000000023,334.00000000000097,,-512.0000000000014
2016.07.20,-815.0000000000101,383.0,,-432.0000000000101
2016.07.20,-793.0000000000103,343.9999999999999,,-449.00000000001046
2016.07.20,-747.0000000000088,318.99999999999153,,-428.0000000000172
2016.07.20,-744.0000000000002,282.99999999999994,,-461.0000000000003
2016.07.20,-816.0000000000056,312.9999999999966,,-503.000000000009
2016.07.20,-844.0000000000003,356.9999999999962,,-487.00000000000415
2016.07.20,-939.0000000000009,454.9999999999943,,-484.0000000000066
2016.07.20,-936.0000000000035,501.99999999999136,,-434.00000000001216
2016.07.20,-836.0000000000034,440.9999999999914,,-395.000000000012
2016.07.20,-905.0000000000002,439.99999999999596,,-465.00000000000426
2016.07.20,-944.0000000000003,431.99999999999903,,-512.0000000000014
2016.07.20,-854.0000000000103,410.9999999999947,,-443.00000000001563
2016.07.20,-894.0000000000059,449.9999999999948,,-444.0000000000111
2016.07.20,-842.0000000000094,443.99999999999994,,-398.0000000000095
2016.07.20,-873.0000000000016,298.9999999999937,,-574.000000000008
2016.07.20,-928.0000000000066,386.9999999999929,,-541.0000000000136
2016.07.20,-876.0000000000101,352.9999999999922,,-523.000000000018
2016.07.20,-814.0000000000036,331.999999999999,,-482.00000000000466
2016.07.20,-996.000000000008,261.99999999999557,,-734.0000000000124
2016.07.20,-1031.9999999999995,239.0000000000003,,-792.9999999999992
2016.07.20,-1065.0000000000048,231.99999999999886,,-833.0000000000059
2016.07.20,-1125.0000000000093,190.99999999999673,,-934.0000000000126
2016.07.20,-1051.0000000000018,-64.0000000000085,,-1115.0000000000102
2016.07.20,-893.0000000000105,-194.0000000000053,,-1087.0000000000157
2016.07.20,-945.0000000000069,-258.0000000000027,,-1203.0000000000095
2016.07.20,-909.9999999999997,-255.00000000000523,,-1165.000000000005
2016.07.20,-998.00000000001,-114.00000000000298,,-1112.000000000013
2016.07.20,-1026.0000000000048,-53.00000000000304,,-1079.0000000000077
2016.07.20,-1013.0000000000083,-131.00000000000333,,-1144.0000000000116
2016.07.20,-1053.0000000000039,-191.00000000000784,,-1244.0000000000118
2016.07.20,-1186.0000000000093,-48.99999999999905,,-1235.0000000000084
2016.07.20,-1184.0000000000073,-116.00000000000499,,-1300.0000000000123
2016.07.20,-1242.0000000000098,-139.00000000000023,,-1381.00000000001
2016.07.20,-1067.0000000000068,-97.9999999999981,,-1165.000000000005
2016.07.20,-1043.000000000005,-158.0000000000026,,-1201.0000000000075
2016.07.20,-1046.0000000000025,-152.00000000000767,,-1198.0000000000102
2016.07.20,-1045.000000000007,-194.0000000000053,,-1239.0000000000123
2016.07.20,-1024.0000000000027,-197.00000000000273,,-1221.0000000000055
2016.07.20,-1044.0000000000005,-258.0000000000027,,-1302.0000000000032
2016.07.20,-1055.000000000006,-181.00000000000892,,-1236.0000000000148
2016.07.20,-1053.0000000000039,-151.00000000000114,,-1204.000000000005
2016.07.20,-1096.0000000000082,-97.9999999999981,,-1194.0000000000064
2016.07.20,-1135.0000000000082,-31.999999999998696,,-1167.0000000000068
2016.07.20,-1095.0000000000016,-365.0000000000042,,-1460.000000000006
2016.07.20,-1097.0000000000036,-328.0000000000061,,-1425.0000000000098
2016.07.20,-1131.9999999999998,-280.00000000000244,,-1412.0000000000023
2016.07.20,-1138.0000000000057,-370.9999999999991,,-1509.0000000000048
2016.07.21,-1200.0000000000011,-536.9999999999986,,-1736.9999999999998
2016.07.21,-1172.0000000000064,-553.0000000000035,,-1725.00000000001
2016.07.21,-1189.0000000000068,-465.0000000000043,,-1654.0000000000111
2016.07.21,-1245.0000000000073,-480.0000000000027,,-1725.00000000001
2016.07.21,-1177.000000000006,-624.0000000000023,,-1801.0000000000082
2016.07.21,-1237.0000000000102,-552.0000000000081,,-1789.0000000000182
2016.07.21,-1185.0000000000027,-531.0000000000036,,-1716.0000000000064
2016.07.21,-1258.0000000000036,-490.00000000000153,,-1748.0000000000052
2016.07.21,-1173.0000000000018,-478.0000000000006,,-1651.0000000000025
2016.07.21,-1159.00000000001,-421.0000000000047,,-1580.0000000000148
2016.07.21,-1197.0000000000036,-341.0000000000024,,-1538.000000000006
2016.07.21,-1131.9999999999998,-368.00000000000165,,-1500.0000000000014
2016.07.21,-1060.0000000000055,-338.00000000000495,,-1398.0000000000105
2016.07.21,-935.0000000000081,-252.0000000000078,,-1187.000000000016
2016.07.21,-1017.0000000000013,-319.0000000000026,,-1336.0000000000039
2016.07.21,-978.0000000000011,-345.0000000000064,,-1323.0000000000075
2016.07.21,-1047.000000000009,-284.0000000000065,,-1331.0000000000155
2016.07.21,-1019.0000000000032,-290.00000000000136,,-1309.0000000000045
2016.07.21,-942.0000000000095,-342.000000000009,,-1284.0000000000186
2016.07.21,-983.0000000000006,-482.00000000000466,,-1465.0000000000052
2016.07.21,-973.0000000000016,-499.000000000005,,-1472.0000000000066
2016.07.21,-956.0000000000013,-392.9999999999989,,-1349.0000000000002
2016.07.21,-924.0000000000026,-275.000000000003,,-1199.0000000000057
2016.07.21,-904.0000000000048,-255.00000000000523,,-1159.00000000001
2016.07.21,-772.000000000006,-312.00000000000114,,-1084.0000000000073
2016.07.21,-803.0000000000092,-243.00000000000432,,-1046.0000000000136
2016.07.21,-865.0000000000047,-325.00000000000864,,-1190.0000000000132
2016.07.21,-954.0000000000103,-175.99999999999838,,-1130.0000000000086
2016.07.21,-956.0000000000013,-135.00000000000733,,-1091.0000000000086
2016.07.21,-1029.000000000002,-136.00000000000279,,-1165.0000000000048
2016.07.21,-930.0000000000086,-191.00000000000784,,-1121.0000000000164
2016.07.21,-903.0000000000093,58.99999999999794,,-844.0000000000114
2016.07.21,-1025.0000000000093,-97.00000000000264,,-1122.000000000012
2016.07.21,-938.0000000000055,-297.9999999999983,,-1236.0000000000036
2016.07.21,-965.0000000000048,-346.0000000000019,,-1311.0000000000066
2016.07.21,-908.0000000000088,-504.00000000000443,,-1412.0000000000132
2016.07.21,-909.0000000000042,-477.0000000000052,,-1386.0000000000093
2016.07.21,-919.0000000000032,-375.0000000000031,,-1294.0000000000064
2016.07.21,-943.000000000005,-377.0000000000051,,-1320.00000000001
2016.07.21,-974.0000000000082,-395.0000000000009,,-1369.000000000009
2016.07.21,-942.0000000000095,-335.0000000000075,,-1277.000000000017
2016.07.21,-991.0000000000085,-352.00000000000784,,-1343.0000000000164
2016.07.21,-1003.0000000000094,-292.9999999999988,,-1296.0000000000082
2016.07.21,-1005.0000000000003,-311.00000000000574,,-1316.0000000000061
2016.07.21,-964.0000000000093,-278.00000000000045,,-1242.0000000000098
2016.07.21,-914.0000000000038,-247.00000000000833,,-1161.000000000012
2016.07.21,-963.0000000000027,-340.00000000000693,,-1303.0000000000095
2016.07.21,-952.0000000000084,-421.0000000000047,,-1373.0000000000132
2016.07.22,-934.0000000000015,-368.00000000000165,,-1302.0000000000032
2016.07.22,-967.0000000000067,-323.0000000000066,,-1290.0000000000132
2016.07.22,-981.0000000000097,-336.9999999999984,,-1318.0000000000082
2016.07.22,-909.9999999999997,-375.0000000000031,,-1285.0000000000027
2016.07.22,-912.0000000000017,-322.00000000000006,,-1234.0000000000018
2016.07.22,-840.0000000000074,-377.0000000000051,,-1217.0000000000125
2016.07.22,-897.0000000000033,-465.0000000000043,,-1362.0000000000077
2016.07.22,-908.0000000000088,-452.00000000000796,,-1360.0000000000168
2016.07.22,-1099.0000000000055,-370.9999999999991,,-1470.0000000000045
2016.07.22,-1160.0000000000055,-419.00000000000273,,-1579.0000000000082
2016.07.22,-1119.0000000000034,-419.9999999999982,,-1539.0000000000016
2016.07.22,-1198.0000000000102,-417.0000000000007,,-1615.000000000011
2016.07.22,-1221.0000000000055,-392.00000000000347,,-1613.0000000000089
2016.07.22,-1149.0,-346.0000000000019,,-1495.0000000000018
2016.07.22,-1107.0000000000025,-330.0000000000081,,-1437.0000000000105
2016.07.22,-1088.0,-336.00000000000296,,-1424.000000000003
2016.07.22,-1058.0000000000034,-341.0000000000024,,-1399.000000000006
2016.07.22,-1131.9999999999998,-431.0000000000036,,-1563.0000000000034
2016.07.22,-998.00000000001,-519.9999999999983,,-1518.0000000000082
2016.07.22,-1078.0000000000011,-457.0000000000074,,-1535.0000000000086
2016.07.22,-1249.0,-465.9999999999998,,-1714.9999999999998
2016.07.22,-1172.0000000000064,-544.0,,-1716.0000000000064
2016.07.22,-1175.0000000000039,-618.0000000000074,,-1793.0000000000114
2016.07.22,-1116.000000000006,-52.000000000007596,,-1168.0000000000134
2016.07.22,-1066.0000000000002,100.00000000000009,,-966.0000000000001
2016.07.22,-1137.0000000000102,285.00000000000193,,-852.0000000000083
2016.07.22,-1156.0000000000014,242.99999999999324,,-913.0000000000082
2016.07.22,-1125.0000000000093,323.99999999999096,,-801.0000000000184
2016.07.22,-1076.0000000000102,383.0,,-693.0000000000102
2016.07.22,-1051.0000000000018,334.9999999999964,,-716.0000000000055
2016.07.22,-1061.000000000001,357.99999999999164,,-703.0000000000093
2016.07.22,-1179.0000000000077,309.99999999999915,,-869.0000000000086
2016.07.22,-1187.0000000000048,381.99999999999346,,-805.0000000000114
2016.07.22,-1270.0000000000045,435.9999999999919,,-834.0000000000126
2016.07.22,-1296.0000000000082,357.99999999999164,,-938.0000000000166
2016.07.22,-1425.0000000000095,187.9999999999993,,-1237.0000000000102
2016.07.22,-1400.0000000000011,174.99999999999181,,-1225.0000000000093
2016.07.22,-1373.000000000002,61.999999999995396,,-1311.0000000000066
2016.07.22,-1350.0000000000068,0.999999999995449,,-1349.0000000000114
2016.07.22,-1362.0000000000077,-53.999999999998494,,-1416.0000000000061
2016.07.22,-1350.0000000000068,-73.00000000000084,,-1423.0000000000077
2016.07.22,-1308.000000000009,-55.000000000005045,,-1363.000000000014
2016.07.22,-1258.0000000000036,-86.0000000000083,,-1344.0000000000118
2016.07.22,-1228.0000000000068,3.999999999992898,,-1224.0000000000139
2016.07.22,-1273.0000000000018,-38.0000000000047,,-1311.0000000000066
2016.07.22,-1235.0000000000084,30.999999999992145,,-1204.0000000000164
2016.07.22,-1217.0000000000014,63.99999999999739,,-1153.0000000000039
2016.07.22,-1259.00000000001,-43.00000000000415,,-1302.000000000014
