date,GBPUSD,EURUSD,USDJPY,AUDUSD,NZDUSD,GBPCHF,EURCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2015.07.27,-8.000000000008,-19.999999999997797,-64.99999999999773,-24.999999999997247,-3.999999999992898,-39.999999999995595,-9.999999999998899,-54.999999999993946,-107.00000000000153,-90.99999999999665,-7.0000000000014495,-141.99999999999767,-51.00000000002325,-9.000000000014552,-77.00000000001594,-73.00000000001194,-56.000000000011596,-57.00000000000216,-43.99999999999693,-31.999999999996476,-104.99999999999955,-13.00000000000745,,-1091.0000000000591
2015.07.27,-16.000000000016,-22.0000000000109,-75.9999999999934,-24.000000000001798,9.00000000000345,-45.99999999999049,17.000000000000348,-159.9999999999935,-47.00000000000814,-63.99999999999739,0.0,-214.99999999998744,-51.00000000002325,32.00000000001069,-75.00000000000284,-36.999999999998145,25.999999999992696,13.999999999995794,-12.000000000000455,-42.999999999992156,-133.00000000000534,46.999999999997044,,-876.0000000000211
2015.07.27,-53.999999999998494,-11.00000000000545,-19.000000000005457,7.0000000000014495,-14.000000000002899,-25.00000000000835,36.999999999998145,-46.00000000000159,-131.00000000000333,-129.9999999999968,-4.000000000004,-238.0000000000049,-34.000000000000696,-81.99999999999363,-133.00000000000534,-83.9999999999952,-121.99999999999989,-42.00000000000159,-109.99999999999943,-140.00000000000057,-136.00000000000279,59.99999999999339,,-1451.000000000037
2015.07.27,-92.00000000000318,-16.000000000016,46.00000000000648,39.00000000000014,60.99999999999994,35.999999999991594,31.000000000003247,-56.99999999999594,-97.00000000000264,-153.99999999999858,-31.999999999998696,-269.9999999999925,-46.999999999997044,-84.00000000000318,-123.00000000000644,-147.00000000000824,49.99999999999449,-64.00000000000716,-144.00000000000546,-199.99999999998863,-157.00000000000713,149.99999999999457,,-1271.0000000000402
2015.07.27,-137.00000000000932,-70.0000000000145,10.99999999999568,70.0000000000034,65.99999999999939,87.99999999999919,8.999999999992347,-32.999999999994145,-156.00000000000057,-170.99999999999892,-84.0000000000063,-299.00000000000483,9.999999999976694,-37.00000000000614,-39.00000000001125,-310.0000000000103,152.99999999998093,-75.00000000000284,-201.00000000000762,-187.99999999998818,-212.00000000000108,129.9999999999968,,-1475.0000000001116
2015.07.27,-127.99999999999478,-72.0000000000054,-1.0000000000047748,19.00000000000235,52.000000000007596,150.99999999999002,14.000000000002899,-12.999999999996348,-147.00000000000824,-168.99999999999693,-81.00000000000884,-290.9999999999968,-136.00000000000279,8.000000000009777,2.999999999997449,-249.00000000001032,175.99999999999838,-64.00000000000716,-173.00000000000182,-179.9999999999926,-192.00000000000327,122.99999999999534,,-1350.000000000026
2015.07.27,-134.00000000001188,-52.000000000007596,-93.00000000000352,-17.999999999995797,50.0000000000056,39.999999999995595,17.000000000000348,-51.99999999999649,-134.0000000000008,-195.00000000000074,-75.9999999999983,-313.00000000000773,-215.99999999999397,38.99999999998727,-84.0000000000174,-246.00000000001288,47.99999999998139,-40.00000000000625,-129.99999999999545,-175.99999999998772,-164.00000000000858,115.99999999999389,,-1813.0000000000812
2015.07.27,-191.00000000000784,-8.000000000008,-126.00000000000477,7.9999999999968985,48.99999999999905,-68.00000000000139,-1.999999999990898,-134.99999999999625,-64.0000000000085,-165.00000000000404,-38.0000000000047,-341.99999999997567,-197.00000000000273,-38.000000000010914,-201.00000000000674,-93.99999999999409,37.99999999998249,-16.000000000005343,-76.00000000000762,-163.99999999998727,-131.00000000000333,134.0000000000008,,-1827.0000000000414
2015.07.27,-249.99999999999466,70.99999999999883,-117.00000000000443,75.00000000000284,131.00000000000333,-53.999999999998494,-7.999999999985796,-120.99999999999334,-130.0000000000079,-261.99999999999557,-28.000000000005798,-412.9999999999967,-71.00000000002105,-88.99999999999864,-206.00000000001728,-253.99999999999866,90.99999999999665,-31.00000000000591,-210.00000000000796,-333.999999999989,-268.0000000000016,203.99999999999307,,-2274.0000000000277
2015.07.27,-280.0000000000136,99.99999999998899,-123.00000000000466,94.00000000000519,219.99999999999798,-59.000000000009045,-9.999999999998899,-132.99999999999423,-117.00000000000044,-241.99999999999778,4.999999999999449,-368.00000000001273,3.999999999981796,-128.99999999999068,-268.0000000000016,-157.00000000000713,286.99999999999284,-3.0000000000001137,-191.0000000000025,-312.9999999999882,-279.00000000000705,332.99999999999443,,-1629.0000000000678
2015.07.27,-233.00000000001654,159.99999999998238,-266.9999999999959,170.99999999999892,246.00000000000176,-83.00000000001084,62.000000000006494,-100.99999999999554,-187.9999999999993,-246.99999999999721,21.999999999999797,-320.00000000000915,161.99999999999548,-131.00000000000023,-289.0000000000059,-224.000000000002,222.99999999999542,0.999999999990564,-240.99999999999966,-292.99999999999216,-313.00000000000773,303.9999999999932,,-1579.0000000000682
2015.07.27,-197.00000000000273,200.99999999998454,-278.0000000000058,138.00000000000477,231.99999999999886,-143.00000000000423,113.00000000000753,-119.00000000000244,-198.00000000000927,-282.0000000000045,70.99999999999883,-224.000000000002,117.99999999997368,-110.00000000001364,-320.00000000000915,-126.0000000000039,179.99999999998016,48.99999999999238,-129.99999999999545,-225.9999999999991,-285.00000000000193,291.99999999999227,,-1244.000000000121
2015.07.27,-197.00000000000273,242.99999999999324,-329.9999999999983,170.99999999999892,265.99999999999955,-290.9999999999968,70.99999999999883,-144.99999999999514,-152.00000000000767,-246.99999999999721,124.99999999999733,-156.00000000000057,306.9999999999684,-115.0000000000091,-361.0000000000113,-104.99999999999955,205.99999999999508,62.99999999998818,-137.00000000000045,-246.9999999999999,-292.9999999999988,340.9999999999913,,-983.0000000000866
2015.07.27,-167.00000000000603,248.99999999998812,-305.9999999999974,168.99999999999693,246.00000000000176,-208.00000000000819,80.99999999999774,-141.99999999999767,-102.00000000000209,-224.000000000002,114.99999999999844,-171.00000000001003,310.9999999999946,-74.99999999998863,-371.00000000001023,-41.000000000002146,154.99999999999403,98.99999999998954,-87.0000000000033,-199.99999999998863,-253.0000000000032,332.99999999999443,,-589.0000000000638
2015.07.27,-185.99999999999727,222.99999999999542,-307.00000000000216,97.00000000000264,187.9999999999993,-187.00000000000384,60.99999999999994,-130.99999999999224,-72.0000000000054,-226.00000000000398,102.99999999999754,-187.99999999998818,73.99999999999629,-31.00000000000591,-294.0000000000165,-5.999999999994898,60.99999999999994,93.99999999999409,-39.00000000000148,-208.99999999998897,-221.00000000000452,251.99999999999667,,-944.0000000000235
2015.07.27,-200.00000000000017,231.99999999998778,-266.00000000000534,116.00000000000499,174.00000000000747,-144.99999999999514,78.00000000000028,-141.99999999999767,-39.00000000000014,-145.00000000000622,100.99999999999554,-269.9999999999925,45.99999999999049,-56.000000000011596,-342.00000000002007,48.000000000003595,-27.00000000002145,105.99999999999454,-13.999999999995794,-101.99999999998965,-192.99999999999872,239.0000000000003,,-801.0000000000495
2015.07.27,-215.00000000000963,279.99999999999136,-293.00000000000637,148.99999999999915,178.00000000000037,-211.00000000000563,92.00000000000318,-137.9999999999937,-97.00000000000264,-233.00000000000543,102.99999999999754,-251.00000000000122,116.00000000000499,-108.00000000000409,-346.0000000000019,-48.000000000003595,-30.0000000000189,73.99999999999807,-111.99999999999477,-235.99999999999,-253.99999999999866,231.99999999999886,,-1348.000000000043
2015.07.27,-158.0000000000137,269.9999999999925,-305.9999999999974,189.00000000000583,235.00000000000742,-248.00000000000378,76.0000000000094,-146.99999999999713,-82.99999999999974,-200.00000000000017,129.9999999999968,-154.99999999999403,334.9999999999742,-98.00000000001319,-320.00000000000915,-46.999999999997044,72.99999999998974,54.000000000002046,-108.99999999999466,-202.99999999998875,-248.99999999999923,278.00000000000045,,-683.0000000000294
2015.07.27,-307.99999999999716,245.99999999999068,-349.9999999999943,163.00000000000205,248.00000000000378,-350.00000000000585,63.99999999999739,-190.00000000000128,-108.00000000000809,-243.00000000000432,112.99999999999643,-141.99999999999767,260.99999999997794,-395.9999999999866,-507.000000000013,-66.99999999999484,-8.000000000008,-9.000000000000341,-150.00000000000568,-341.99999999999875,-241.00000000000233,290.00000000000136,,-2026.0000000000482
2015.07.27,-348.9999999999993,424.00000000000216,-403.99999999999636,67.00000000000594,292.9999999999988,-472.9999999999901,55.000000000005045,-264.999999999993,-37.00000000000925,-224.9999999999974,156.99999999999602,-226.00000000001506,-157.00000000000713,-401.00000000001046,-588.0000000000107,182.99999999999983,-30.0000000000189,-35.0000000000108,-156.0000000000059,-359.99999999999943,-221.00000000000452,325.99999999999295,,-2422.000000000068
2015.07.27,-165.9999999999995,388.9999999999949,-448.99999999999807,-39.00000000000014,214.00000000000307,-1272.999999999991,83.9999999999952,-535.999999999992,142.99999999999312,-131.99999999999878,214.99999999999852,-192.99999999997652,-185.00000000001293,-891.9999999999959,-1231.0000000000043,509.99999999998823,-790.0000000000018,95.99999999998943,120.00000000000455,-205.99999999998886,-79.00000000000685,270.99999999999903,,-4129.000000000002
2015.07.27,-102.00000000000209,913.9999999999926,-501.99999999999534,48.99999999999905,287.0000000000039,-1174.9999999999927,151.00000000001222,-485.99999999999756,315.9999999999941,24.999999999997247,574.9999999999922,114.99999999999844,14.000000000002899,-879.9999999999955,-1114.9999999999993,1073.9999999999973,-765.0000000000157,-38.000000000010914,128.0000000000001,-200.9999999999934,-3.0000000000085514,213.99999999999199,,-1405.000000000029
2015.07.27,-157.00000000000713,1048.0000000000045,-486.0000000000042,99.00000000000463,365.99999999999966,-1343.0000000000052,280.0000000000136,-437.999999999994,268.0000000000016,-92.99999999999864,637.9999999999941,349.0000000000215,60.99999999999994,-1127.0000000000095,-1192.0000000000152,1137.9999999999945,-1031.000000000004,-132.000000000005,60.000000000002274,-346.9999999999942,48.99999999999905,190.99999999999673,,-1799.000000000005
2015.07.27,-233.00000000001654,971.9999999999951,-371.9999999999999,148.0000000000037,407.99999999999727,-839.9999999999964,348.9999999999993,-271.9999999999945,149.99999999999457,-124.99999999999733,565.9999999999999,256.99999999999613,127.99999999999478,-969.9999999999989,-1007.0000000000024,899.9999999999897,-584.0000000000067,-157.0000000000107,-99.99999999999432,-400.99999999999625,-9.999999999998899,283.99999999999534,,-909.0000000000467
2015.07.27,-147.00000000000824,851.9999999999861,-298.0000000000018,109.99999999999899,343.9999999999999,-848.0000000000043,339.0000000000004,-251.99999999999667,161.00000000000003,-111.00000000000554,573.9999999999967,297.9999999999983,163.9999999999642,-955.0000000000125,-918.0000000000188,835.9999999999923,-613.0000000000191,-146.0000000000008,-70.00000000000739,-355.99999999999454,0.999999999995449,229.00000000000142,,-806.000000000136
2015.07.27,-107.99999999999699,870.9999999999995,-412.9999999999967,140.0000000000068,326.9999999999995,-1018.9999999999922,265.0000000000041,-298.9999999999937,175.99999999999838,-92.00000000000318,588.9999999999951,404.00000000002655,335.9999999999808,-895.0000000000102,-929.000000000002,794.9999999999901,-673.0000000000125,-93.00000000000352,-46.00000000000648,-310.99999999999284,-43.999999999999595,221.99999999999997,,-797.0000000000093
2015.07.27,-195.9999999999962,899.9999999999897,-466.99999999999875,221.99999999999997,372.0000000000057,-1039.9999999999966,211.00000000000563,-304.9999999999997,134.0000000000008,-78.99999999999574,551.0000000000015,409.0000000000149,477.99999999997846,-811.000000000007,-862.0000000000072,731.9999999999993,-562.0000000000181,-96.00000000000364,-55.999999999997385,-298.9999999999924,-65.99999999999939,237.99999999999378,,-592.0000000000225
2015.07.27,-137.00000000000932,851.9999999999861,-478.9999999999992,202.0000000000022,367.0000000000062,-909.0000000000042,258.0000000000027,-326.9999999999995,88.99999999999464,-114.00000000000298,546.9999999999975,253.00000000001432,468.00000000000176,-705.0000000000125,-928.0000000000177,662.9999999999914,-497.0000000000141,-64.00000000000716,-79.9999999999983,-284.9999999999966,-136.00000000000279,304.9999999999997,,-657.0000000000678
2015.07.27,-97.00000000001374,856.9999999999967,-570.999999999998,128.00000000000588,346.9999999999973,-876.0000000000101,327.00000000001063,-396.9999999999918,136.99999999999824,-94.00000000000519,581.9999999999936,35.00000000000725,319.99999999996476,-644.0000000000055,-1188.0000000000114,802.9999999999982,-651.0000000000016,96.9999999999942,43.99999999999693,-195.99999999999795,-169.00000000000804,356.00000000000074,,-850.0000000000789
2015.07.27,-150.00000000000568,809.9999999999997,-564.9999999999977,79.00000000000685,346.0000000000019,-836.9999999999989,312.00000000000114,-375.9999999999986,151.9999999999966,-114.99999999999844,504.9999999999999,-110.99999999997223,42.99999999997084,-639.9999999999864,-1112.0000000000018,868.9999999999865,-530.0000000000082,189.99999999999773,135.99999999999568,-190.9999999999883,-128.00000000000588,395.99999999999636,,-917.0000000000091
2015.07.27,-265.0000000000041,783.9999999999848,-602.9999999999944,102.99999999999754,353.99999999999875,-767.9999999999909,347.9999999999928,-363.0000000000022,62.99999999999084,-200.00000000000017,439.0000000000005,-247.99999999998158,100.99999999999554,-522.9999999999961,-1122.0000000000007,673.9999999999968,-490.0000000000126,217.9999999999893,112.99999999999955,-231.99999999999932,-252.0000000000078,366.9999999999951,,-1502.0000000000487
2015.07.27,-297.0000000000139,736.0000000000033,-670.0000000000017,119.00000000000244,358.9999999999982,-686.9999999999932,351.0000000000124,-441.99999999999795,44.99999999999504,-239.99999999999577,423.9999999999911,-439.99999999999596,107.99999999999699,-618.9999999999998,-1363.0000000000032,617.0000000000009,-497.0000000000141,253.0000000000001,84.99999999999375,-246.9999999999999,-359.0000000000093,340.9999999999913,,-2423.0000000000396
2015.07.27,-453.0000000000145,880.9999999999984,-746.9999999999999,173.9999999999964,424.00000000000216,-680.9999999999983,377.0000000000051,-363.99999999999767,-75.00000000000284,-317.0000000000006,486.999999999993,-253.99999999997647,195.9999999999962,-733.0000000000041,-1205.0000000000116,483.99999999999557,-398.00000000000944,170.99999999999227,-149.0000000000009,-408.00000000000125,-443.99999999999994,495.000000000001,,-2539.0000000000377
2015.07.27,-443.99999999999994,1078.9999999999854,-746.9999999999999,307.0000000000017,483.0000000000001,-717.000000000012,434.000000000001,-452.99999999999227,-14.999999999998348,-241.99999999999778,553.999999999999,-441.0000000000025,370.999999999988,-782.999999999987,-1463.0000000000143,628.0000000000064,-496.00000000000756,224.99999999999432,-111.99999999999477,-358.99999999999466,-459.0000000000094,595.0000000000011,,-2055.0000000000337
2015.07.27,-794.0000000000058,1139.9999999999854,-740.9999999999997,319.99999999999807,535.0000000000077,-615.00000000001,489.0000000000061,-432.9999999999945,37.99999999999359,-256.99999999999613,457.99999999999176,-834.0000000000014,-91.00000000001884,-852.0000000000039,-1509.0000000000048,844.9999999999847,-621.0000000000049,281.9999999999965,-25.99999999999625,-368.9999999999998,-419.00000000000273,576.9999999999942,,-2877.0000000000814
2015.07.27,-724.9999999999978,1109.9999999999889,-661.0000000000014,279.00000000000705,565.9999999999999,-361.9999999999957,517.0000000000119,-419.9999999999982,-26.999999999999247,-417.99999999999613,456.00000000000085,-811.9999999999905,-158.0000000000137,-889.9999999999864,-1575.0000000000152,906.9999999999911,-402.0000000000135,274.9999999999915,1.0000000000047748,-423.9999999999924,-361.0000000000002,686.9999999999932,,-2437.0000000000114
2015.07.27,-713.0000000000081,1160.9999999999898,-656.9999999999965,234.99999999999633,557.0000000000075,-86.0000000000083,785.0000000000134,-290.00000000000136,-42.0000000000087,-412.9999999999967,473.0000000000012,-814.0000000000036,-254.00000000002086,-937.9999999999882,-1615.000000000011,1075.9999999999882,-540.0000000000072,289.99999999999204,46.999999999997044,-414.99999999999204,-320.00000000000915,695.9999999999966,,-1777.0000000000698
2015.07.27,-858.0000000000032,1241.9999999999875,-591.9999999999987,246.99999999999721,584.0000000000067,-21.00000000000435,802.0000000000139,-308.9999999999926,-174.00000000000747,-536.9999999999986,495.9999999999964,-924.0000000000136,-339.0000000000004,-1236.9999999999948,-1777.0000000000064,1156.999999999986,-691.0000000000193,137.99999999999102,-52.00000000000671,-490.99999999999966,-350.00000000000585,702.9999999999981,,-2983.000000000075
