date,USDJPY,GBPCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,CADJPY,AUDCAD,AUDNZD,empty,sum
2016.11.14,-51.00000000000193,-107.99999999999699,-49.00000000001015,-109.00000000000887,-263.99999999999756,-139.00000000001,-51.00000000000193,-64.99999999998174,-234.00000000000088,,-1070.00000000001
2016.11.14,-49.99999999999716,-103.99999999999298,10.999999999994348,-157.0000000000107,-312.00000000000114,-161.00000000000136,-42.00000000000159,87.00000000001484,-303.9999999999932,,-1031.9999999999889
2016.11.14,-48.00000000000182,-292.00000000000335,-59.000000000009045,-192.00000000000728,-583.0000000000002,-60.000000000002274,-1.9999999999953388,111.00000000001664,-706.999999999991,,-1831.999999999994
2016.11.14,-52.99999999999727,-265.0000000000041,-90.0000000000012,-185.00000000000227,-506.9999999999908,-2.0000000000095497,13.00000000000523,172.0000000000166,-712.0000000000015,,-1628.9999999999845
2016.11.14,-108.99999999999466,-252.99999999999213,-87.00000000000374,-159.9999999999966,-516.0000000000053,-52.00000000000671,39.00000000000148,113.00000000000753,-685.0000000000023,,-1709.9999999999925
2016.11.14,-561.000000000007,-217.0000000000005,-62.000000000006494,-383.99999999998613,-476.9999999999941,-267.0000000000101,-194.00000000000261,59.000000000009045,-758.9999999999985,,-2861.9999999999964
2016.11.14,-748.0000000000047,-255.00000000000523,-114.00000000000298,-485.99999999999,-425.99999999999307,-248.00000000000466,-268.99999999999125,151.00000000001222,-803.9999999999825,,-3198.999999999962
2016.11.14,-706.0000000000031,-136.00000000000279,-76.0000000000094,-474.9999999999943,-435.9999999999919,-320.0000000000074,-265.99999999999113,294.0000000000165,-856.9999999999967,,-2977.9999999999804
2016.11.14,-643.0000000000007,-201.99999999999108,-116.00000000000499,-598.0000000000132,-588.0000000000107,-327.0000000000124,-204.9999999999983,344.00000000001097,-824.0000000000025,,-3159.0000000000227
2016.11.14,-611.0000000000042,-285.00000000000193,-130.0000000000079,-751.0000000000048,-672.9999999999902,-396.0000000000008,-227.99999999999443,461.0000000000003,-848.0000000000043,,-3461.000000000008
2016.11.14,-665.9999999999968,-343.00000000000443,-180.0000000000024,-859.0000000000089,-746.0000000000023,-468.0000000000035,-275.99999999999625,426.00000000001523,-842.9999999999937,,-3954.9999999999936
2016.11.14,-641.0000000000053,-384.9999999999909,-209.00000000000364,-798.0000000000018,-700.999999999996,-367.00000000000443,-243.99999999999977,389.0000000000171,-750.9999999999906,,-3706.999999999975
2016.11.14,-588.0000000000081,-289.0000000000059,-153.00000000000313,-651.0000000000105,-548.9999999999995,-291.000000000011,-228.9999999999992,378.00000000001165,-748.9999999999997,,-3121.000000000025
2016.11.14,-620.0000000000045,-322.9999999999844,-195.00000000000074,-756.0000000000002,-703.0000000000092,-324.0000000000123,-215.0000000000034,384.00000000000654,-740.9999999999917,,-3493.0
2016.11.14,-783.0000000000013,-469.99999999999267,-301.0000000000068,-926.9999999999925,-763.0000000000026,-355.000000000004,-307.9999999999927,263.99999999999756,-851.0000000000017,,-4493.999999999996
2016.11.14,-775.9999999999962,-404.9999999999887,-264.0000000000087,-878.9999999999907,-680.9999999999983,-434.0000000000117,-311.9999999999976,363.0000000000022,-824.9999999999868,,-4212.999999999976
2016.11.14,-804.000000000002,-295.99999999998516,-187.9999999999993,-918.0000000000064,-659.999999999994,-489.0000000000043,-331.00000000000307,358.00000000001387,-948.9999999999999,,-4276.99999999998
2016.11.14,-772.9999999999961,-204.00000000000418,-137.00000000000932,-685.0000000000023,-466.9999999999952,-415.00000000000625,-334.99999999999375,400.00000000000034,-912.0000000000017,,-3528.0000000000086
