date,USDJPY,GBPCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,CADJPY,AUDCAD,AUDNZD,empty,sum
2016.11.14,-769.999999999996,-266.999999999995,-162.0000000000066,-842.000000000013,-581.9999999999936,-428.0000000000115,-308.9999999999975,368.00000000001273,-763.9999999999869,,-3755.999999999987
2016.11.14,-762.0000000000005,-153.9999999999875,-89.00000000000574,-627.0000000000095,-340.00000000000693,-337.0000000000033,-292.99999999999216,412.9999999999967,-892.9999999999883,,-3081.999999999997
2016.11.14,-706.0000000000031,-97.9999999999981,-52.000000000007596,-567.0000000000073,-388.9999999999949,-337.0000000000033,-233.0000000000041,440.00000000001813,-834.9999999999858,,-2776.999999999986
2016.11.14,-719.0000000000083,-55.99999999998939,7.9999999999968985,-545.9999999999923,-356.00000000000074,-403.0000000000058,-242.999999999995,470.9999999999992,-835.9999999999923,,-2679.9999999999877
2016.11.14,-802.9999999999973,241.00000000000233,175.99999999999838,-248.99999999999523,188.9999999999947,-368.9999999999998,-319.9999999999932,556.0000000000009,-893.9999999999948,,-1472.9999999999839
2016.11.14,-941.0000000000025,-99.00000000000463,-51.000000000001044,-435.0000000000023,100.99999999999554,-222.0000000000084,-387.00000000000045,492.0000000000035,-804.9999999999891,,-2347.0000000000095
2016.11.14,-1045.0000000000018,-52.99999999999194,-45.000000000006146,-283.9999999999918,289.9999999999903,-102.00000000000387,-388.00000000000523,466.00000000001086,-815.9999999999945,,-1976.9999999999943
2016.11.14,-1079.9999999999982,-78.00000000000028,-65.00000000000395,-527.9999999999916,96.00000000000719,-281.0000000000059,-439.9999999999977,480.00000000001376,-790.9999999999861,,-2686.9999999999627
2016.11.14,-1001.0000000000048,49.99999999999449,86.99999999999264,-313.99999999999295,276.9999999999939,-308.00000000000693,-396.99999999999136,575.9999999999987,-839.9999999999964,,-1870.0000000000127
2016.11.14,-1033.0000000000014,-295.99999999998516,-81.00000000000884,-603.0000000000086,-168.99999999999693,-326.0000000000076,-359.99999999999943,556.0000000000009,-697.9999999999986,,-3010.000000000006
2016.11.14,-1037.9999999999968,-550.9999999999903,-226.00000000000398,-917.0000000000016,-463.9999999999977,-399.0000000000009,-403.99999999999636,522.0000000000002,-720.9999999999939,,-4197.999999999981
2016.11.14,-1015.0000000000006,-394.9999999999898,-107.00000000000153,-777.9999999999916,-330.9999999999924,-441.0000000000025,-387.00000000000045,432.0000000000102,-648.9999999999885,,-3670.9999999999573
2016.11.14,-986.0000000000042,-529.0000000000017,-26.999999999999247,-808.9999999999975,-251.00000000000122,-579.0000000000077,-442.99999999999784,435.0000000000076,-767.9999999999909,,-3956.9999999999927
2016.11.14,-879.0000000000049,-600.0000000000006,-112.000000000001,-627.9999999999859,-19.999999999997797,-306.0000000000116,-447.00000000000273,397.0000000000029,-736.9999999999877,,-3331.9999999999895
2016.11.14,-1007.000000000005,-722.0000000000005,-204.99999999999963,-860.99999999999,-11.00000000000545,-377.00000000000955,-584.0000000000032,316.0000000000052,-773.0000000000015,,-4224.00000000001
2016.11.14,-930.9999999999974,-895.0000000000014,-238.0000000000049,-1044.9999999999875,-164.99999999999292,-493.0000000000092,-626.0000000000048,351.99999999999676,-821.9999999999894,,-4862.99999999999
2016.11.14,-986.0000000000042,-527.9999999999951,19.999999999997797,-532.0000000000107,275.000000000003,-404.0000000000106,-528.9999999999964,568.9999999999973,-818.9999999999919,,-2934.000000000011
2016.11.14,-1186.9999999999977,-506.9999999999908,-124.00000000000189,-655.0000000000011,470.9999999999992,-314.00000000000716,-691.9999999999931,443.99999999999994,-875.0000000000035,,-3438.999999999997
2016.11.14,-1549.0000000000066,-455.0000000000054,-225.00000000000853,-935.0000000000023,479.99999999999153,-420.0000000000017,-858.9999999999947,475.0000000000032,-919.9999999999875,,-4408.000000000012
2016.11.14,-1490.9999999999995,-131.99999999999878,-50.0000000000056,-634.9999999999909,639.9999999999961,-391.00000000000534,-757.000000000005,443.99999999999994,-848.0000000000043,,-3220.0000000000136
2016.11.14,-1614.999999999995,-116.00000000000499,-6.0000000000060005,-789.999999999992,583.0000000000002,-585.000000000008,-822.9999999999933,296.0000000000074,-775.9999999999989,,-3831.999999999991
2016.11.14,-1486.9999999999948,-24.999999999986144,-13.00000000000745,-604.0000000000134,553.0000000000035,-416.000000000011,-700.9999999999934,433.0000000000167,-790.9999999999861,,-3050.999999999972
2016.11.14,-1448.9999999999982,-158.99999999999804,-111.00000000000554,-742.999999999995,331.999999999999,-410.0000000000108,-677.9999999999973,490.999999999997,-771.9999999999949,,-3499.0000000000036
2016.11.14,-1269.999999999996,-285.99999999998624,-135.00000000000733,-763.0000000000052,143.00000000000423,-391.00000000000534,-600.9999999999991,483.0000000000112,-700.999999999996,,-3520.9999999999795
2016.11.14,-1236.000000000004,-375.9999999999986,-104.99999999999955,-800.0000000000114,65.00000000000395,-463.0000000000081,-585.9999999999985,400.00000000000034,-644.9999999999844,,-3746.0000000000005
2016.11.14,-1201.9999999999982,-405.9999999999952,-104.00000000000409,-875.0,114.99999999999844,-532.0000000000107,-652.000000000001,419.9999999999982,-669.9999999999928,,-3906.0000000000045
2016.11.14,-1439.9999999999977,-455.99999999998977,-159.00000000000912,-1085.000000000008,147.99999999999258,-637.0000000000005,-792.9999999999922,432.0000000000102,-617.9999999999852,,-4607.99999999998
2016.11.14,-1540.0000000000064,-485.0000000000021,-237.00000000000944,-1078.000000000003,276.9999999999939,-531.0000000000059,-855.000000000004,381.0000000000091,-612.9999999999969,,-4681.000000000025
2016.11.14,-1667.0000000000016,-444.9999999999843,-189.00000000000583,-1169.0000000000111,415.0000000000098,-667.0000000000016,-963.9999999999986,389.0000000000171,-700.999999999996,,-4997.999999999972
2016.11.14,-1579.0000000000077,-461.0000000000003,-182.00000000000438,-1193.9999999999884,339.0000000000004,-699.0000000000123,-950.0000000000028,390.0000000000015,-654.9999999999834,,-4990.999999999997
2016.11.14,-1548.0000000000018,-469.99999999999267,-199.00000000000472,-1157.999999999987,344.99999999999534,-646.0000000000008,-930.9999999999974,433.0000000000167,-713.9999999999924,,-4887.999999999965
2016.11.14,-1564.9999999999977,-387.000000000004,-143.00000000000423,-1194.9999999999932,331.999999999999,-755.0000000000097,-941.9999999999931,396.00000000001853,-635.9999999999922,,-4894.999999999976
2016.11.14,-1563.0000000000023,-375.9999999999986,-194.0000000000053,-1098.9999999999895,378.999999999996,-695.0000000000074,-885.9999999999957,502.00000000000244,-468.00000000000176,,-4400.000000000002
2016.11.15,-1531.9999999999964,-425.99999999999307,-216.0000000000051,-1195.999999999998,275.000000000003,-670.0000000000017,-909.9999999999966,534.9999999999966,-560.9999999999893,,-4700.999999999981
2016.11.15,-1435.0000000000023,-390.9999999999858,-177.00000000000495,-1098.0000000000132,324.9999999999975,-627.0000000000095,-871.9999999999999,580.0000000000027,-624.0000000000023,,-4319.000000000018
2016.11.15,-1326.9999999999982,-543.999999999989,-257.0000000000072,-1104.0000000000134,184.99999999999073,-530.0000000000011,-819.0000000000026,636.0000000000143,-465.99999999998863,,-4225.9999999999945
2016.11.15,-1365.9999999999995,-560.0000000000049,-261.0000000000001,-1162.0000000000061,221.99999999998886,-571.0000000000122,-870.9999999999951,561.0000000000115,-536.0000000000032,,-4544.000000000021
2016.11.15,-1006.0000000000002,-324.9999999999975,-106.00000000000608,-715.0000000000034,320.9999999999935,-397.00000000000557,-652.000000000001,658.0000000000031,-458.00000000000284,,-2680.0000000000196
2016.11.15,-1106.9999999999993,-156.99999999998494,-12.000000000000899,-661.0000000000014,493.0000000000101,-468.0000000000035,-701.9999999999982,490.999999999997,-424.99999999998647,,-2547.9999999999677
2016.11.15,-1105.000000000004,-164.99999999999292,32.999999999994145,-643.0000000000007,550.000000000006,-517.0000000000101,-721.0000000000036,560.0000000000049,-561.9999999999958,,-2570.0000000000023
2016.11.15,-1185.0000000000023,-103.99999999999298,48.99999999999905,-588.9999999999986,669.0000000000085,-493.0000000000092,-742.999999999995,476.0000000000098,-558.9999999999984,,-2478.999999999979
2016.11.15,-1344.9999999999989,-209.9999999999991,-10.000000000010001,-832.9999999999984,436.9999999999985,-621.0000000000093,-777.000000000001,538.0000000000163,-634.9999999999856,,-3455.9999999999873
2016.11.15,-1439.0000000000073,-353.99999999998766,-39.00000000000014,-950.9999999999934,531.9999999999991,-686.000000000007,-891.9999999999959,533.0000000000057,-702.9999999999869,,-3998.999999999973
2016.11.15,-1271.000000000001,-327.99999999999494,-34.000000000000696,-800.0000000000114,487.99999999999955,-558.0000000000069,-783.0000000000013,485.0000000000021,-692.0000000000038,,-3493.000000000018
2016.11.15,-1198.0000000000075,-238.99999999998923,2.999999999997449,-640.9999999999911,619.9999999999983,-473.0000000000132,-751.9999999999953,458.00000000000284,-642.9999999999936,,-2864.999999999992
2016.11.15,-1251.0000000000048,-302.9999999999866,-35.00000000000725,-741.0000000000139,594.99999999999,-509.00000000000034,-798.0000000000018,469.0000000000083,-639.9999999999961,,-3213.0000000000127
2016.11.15,-1281.000000000006,-272.00000000000557,-21.999999999999797,-729.0000000000134,595.9999999999966,-515.0000000000006,-790.9999999999968,450.00000000001705,-712.9999999999859,,-3276.999999999994
2016.11.15,-1254.000000000005,-208.99999999999253,2.999999999997449,-683.9999999999975,669.0000000000085,-513.0000000000052,-796.999999999997,458.00000000000284,-723.9999999999914,,-3050.9999999999795
2016.11.15,-1382.000000000005,-150.99999999999002,60.99999999999994,-724.9999999999943,675.0000000000034,-623.0000000000047,-825.0000000000028,324.0000000000132,-604.9999999999889,,-3250.999999999969
2016.11.15,-1287.0000000000061,-170.00000000000347,59.99999999999339,-650.0000000000057,770.000000000004,-558.0000000000069,-825.9999999999934,260.0000000000158,-617.9999999999852,,-3018.9999999999873
2016.11.15,-1367.0000000000045,-190.99999999998562,63.99999999999739,-729.9999999999898,825.0000000000091,-631.0000000000002,-899.9999999999915,245.0000000000063,-566.9999999999842,,-3251.999999999943
2016.11.15,-1057.0000000000023,-137.9999999999937,125.99999999999278,-522.9999999999961,861.0000000000007,-538.0000000000109,-795.9999999999923,279.00000000000705,-422.9999999999956,,-2208.9999999999905
2016.11.15,-1263.999999999996,-19.999999999997797,240.99999999999122,-621.9999999999857,1051.0000000000018,-780.0000000000011,-944.0000000000026,139.00000000000023,-497.99999999999847,,-2696.9999999999886
2016.11.15,-1097.999999999999,35.00000000000725,344.99999999999534,-568.9999999999884,930.0000000000086,-873.0000000000047,-853.9999999999992,209.00000000001472,-573.0000000000013,,-2447.9999999999663
2016.11.15,-1182.0000000000023,554.00000000001,722.9999999999959,-139.00000000001,1567.0000000000073,-1008.0000000000098,-902.000000000001,260.0000000000158,-580.0000000000027,,-706.9999999999968
2016.11.15,-1275.0000000000057,473.99999999999665,634.9999999999967,-294.00000000001114,1367.000000000007,-1106.0000000000086,-908.9999999999918,348.00000000001495,-615.9999999999943,,-1375.9999999999961
2016.11.15,-1368.9999999999998,666.9999999999953,797.9999999999987,-159.9999999999966,1628.0000000000073,-1141.0000000000055,-941.9999999999931,296.0000000000074,-546.000000000002,,-768.9999999999882
2016.11.15,-1417.0000000000016,497.0000000000141,712.9999999999969,-280.00000000000114,1514.9999999999998,-1115.9999999999995,-965.0000000000034,263.00000000001324,-493.99999999999443,,-1283.999999999976
2016.11.15,-1415.0000000000064,655.0000000000056,791.9999999999927,-22.999999999996135,1811.9999999999914,-998.0000000000047,-953.000000000003,353.0000000000033,-601.9999999999915,,-379.0000000000085
2016.11.15,-1429.000000000002,496.00000000000756,664.9999999999934,-131.00000000000023,1618.0000000000084,-923.0000000000018,-924.9999999999972,391.000000000008,-580.999999999987,,-818.9999999999709
2016.11.15,-1474.0000000000036,279.00000000000705,524.9999999999977,-330.99999999998886,1709.000000000005,-912.0000000000061,-1088.9999999999986,279.00000000000705,-587.9999999999885,,-1601.999999999969
2016.11.15,-1391.0000000000055,304.9999999999997,576.9999999999942,-181.99999999998795,1726.9999999999895,-850.0000000000085,-1006.0000000000002,346.0000000000019,-631.0000000000038,,-1105.0000000000207
2016.11.15,-1353.999999999999,136.00000000000279,518.9999999999917,-233.0000000000041,1607.000000000003,-815.0000000000119,-977.9999999999944,350.00000000000585,-724.9999999999978,,-1493.000000000004
2016.11.15,-1427.0000000000068,119.00000000000244,430.9999999999925,-265.99999999999113,1705.000000000001,-750.0,-965.0000000000034,226.00000000001506,-672.9999999999902,,-1599.9999999999807
2016.11.15,-1887.0000000000005,-17.000000000000348,306.9999999999906,-787.0000000000061,1573.0000000000023,-1007.000000000005,-1287.9999999999968,60.99999999999994,-621.9999999999892,,-3667.000000000005
2016.11.15,-2021.000000000001,-78.00000000000028,295.99999999999625,-908.9999999999918,1722.0000000000014,-1102.0000000000039,-1433.9999999999975,-185.99999999999727,-592.9999999999991,,-4304.999999999993
2016.11.15,-1997.0,261.0000000000001,512.9999999999968,-514.00000000001,2397.0000000000045,-1048.0000000000018,-1524.9999999999914,-187.99999999998818,-736.9999999999877,,-2837.9999999999777
2016.11.15,-1977.9999999999945,380.00000000000256,589.9999999999906,-586.9999999999891,2675.000000000005,-1214.0000000000127,-1703.000000000003,-125.99999999998168,-895.9999999999857,,-2858.999999999968
2016.11.15,-2132.9999999999955,290.9999999999968,508.9999999999928,-689.9999999999977,2825.000000000011,-1199.0000000000123,-1837.9999999999939,-222.99999999999542,-743.9999999999891,,-3201.9999999999836
2016.11.15,-2007.000000000005,12.999999999996348,361.9999999999957,-879.9999999999955,2377.000000000007,-1164.0000000000014,-1739.0000000000043,-278.9999999999848,-638.9999999999895,,-3955.999999999982
2016.11.15,-2102.0000000000036,-156.00000000000057,235.99999999999176,-1051.9999999999925,2353.000000000005,-1140.0000000000005,-1829.9999999999982,-340.9999999999913,-766.0,,-4797.999999999989
2016.11.15,-2043.9999999999968,-89.99999999999008,268.99999999999704,-888.0000000000052,2498.0,-1046.0000000000064,-1802.9999999999973,-326.9999999999884,-734.9999999999968,,-4165.999999999984
2016.11.15,-2001.0000000000048,-217.0000000000005,156.00000000000057,-1128.9999999999907,2113.9999999999936,-1106.0000000000086,-1754.000000000005,-227.99999999998377,-693.9999999999947,,-4858.999999999994
2016.11.15,-2028.000000000006,-180.0000000000024,220.99999999999343,-1111.9999999999948,2058.000000000004,-1175.0000000000114,-1719.9999999999989,-217.0000000000005,-749.999999999984,,-4903.0
2016.11.15,-2177.9999999999973,-418.9999999999916,22.999999999995246,-1366.9999999999902,2062.000000000008,-1126.0000000000048,-1873.9999999999952,-253.99999999999866,-815.9999999999945,,-5948.999999999969
2016.11.15,-2314.0000000000073,-409.99999999999926,49.99999999999449,-1557.9999999999927,2149.000000000001,-1326.0000000000077,-2027.9999999999916,-302.0000000000023,-868.000000000002,,-6607.000000000007
2016.11.15,-2466.000000000008,-720.9999999999939,-175.00000000000293,-2034.9999999999966,1733.9999999999911,-1433.0000000000068,-2114.0000000000045,-215.99999999999397,-848.9999999999886,,-8275.000000000004
2016.11.15,-2417.000000000002,-524.9999999999977,-28.000000000005798,-1802.9999999999973,1954.9999999999957,-1439.0000000000073,-2084.9999999999936,-149.9999999999835,-881.9999999999828,,-7373.9999999999745
2016.11.15,-2329.0000000000077,-499.000000000005,-9.00000000000345,-1764.00000000001,2109.9999999999895,-1425.0000000000114,-2132.000000000005,-228.99999999999034,-851.0000000000017,,-7128.000000000045
2016.11.15,-2349.0000000000036,-448.9999999999883,21.999999999999797,-1721.0000000000036,2197.0000000000045,-1432.0000000000023,-2152.000000000001,-232.99999999999432,-824.0000000000025,,-6940.999999999992
2016.11.15,-2326.999999999998,-527.9999999999951,-20.0000000000089,-1709.0000000000032,2166.0000000000014,-1357.0000000000136,-2119.0,-231.99999999998778,-757.999999999992,,-6883.999999999998
2016.11.16,-2263.0000000000055,-424.00000000000216,17.999999999995797,-1556.999999999988,2181.999999999995,-1274.000000000001,-2010.9999999999957,-253.99999999999866,-756.0000000000011,,-6339.000000000002
2016.11.16,-2197.0000000000027,-397.0000000000029,30.999999999992145,-1455.0000000000125,2188.9999999999964,-1223.0000000000132,-1986.9999999999948,-229.99999999999687,-780.9999999999873,,-6050.000000000022
2016.11.16,-2269.0000000000055,-373.99999999998545,62.99999999999084,-1528.9999999999964,2149.000000000001,-1330.0000000000125,-2004.000000000005,-290.9999999999968,-797.9999999999876,,-6382.999999999996
2016.11.16,-2140.0000000000005,-456.9999999999963,13.999999999991797,-1429.000000000002,2132.0000000000005,-1179.000000000002,-1944.9999999999932,-246.99999999999721,-875.999999999988,,-6126.999999999987
2016.11.16,-2096.0000000000036,-405.9999999999952,63.99999999999739,-1389.00000000001,2330.999999999994,-1209.0000000000032,-2013.0000000000052,-414.00000000000324,-824.9999999999868,,-5957.000000000016
2016.11.16,-2186.9999999999977,-368.9999999999971,103.99999999999298,-1520.0000000000102,2295.0000000000027,-1370.0000000000045,-2078.0000000000027,-503.99999999999335,-812.999999999997,,-6442.000000000007
2016.11.16,-2052.000000000007,-418.9999999999916,63.99999999999739,-1479.0000000000134,2190.000000000003,-1282.0000000000107,-1998.9999999999952,-447.99999999998175,-852.9999999999926,,-6277.999999999992
2016.11.16,-2097.999999999999,-458.00000000000284,15.999999999993797,-1562.0000000000118,2153.999999999989,-1287.0000000000061,-2031.9999999999964,-360.9999999999891,-863.9999999999981,,-6492.000000000021
2016.11.16,-2194.0000000000027,-489.99999999999045,20.999999999993246,-1759.999999999991,2120.000000000011,-1462.0000000000032,-2135.000000000005,-297.9999999999983,-841.9999999999872,,-7039.999999999974
2016.11.16,-2183.9999999999973,-334.9999999999964,106.99999999999044,-1752.999999999986,2163.0000000000036,-1571.0000000000123,-2149.9999999999914,-300.99999999999574,-756.9999999999854,,-6780.99999999997
2016.11.16,-2332.999999999998,-397.0000000000029,83.9999999999952,-1918.0000000000064,2107.9999999999986,-1686.000000000007,-2221.999999999994,-381.99999999999346,-861.0000000000007,,-7607.000000000009
2016.11.16,-2135.000000000005,-394.9999999999898,54.999999999993946,-1659.9999999999966,2089.999999999992,-1424.0000000000066,-2060.0000000000023,-360.9999999999891,-837.9999999999832,,-6727.999999999987
2016.11.16,-2272.0000000000055,-402.9999999999978,86.99999999999264,-1741.0000000000139,2272.999999999992,-1535.000000000011,-2198.999999999998,-375.9999999999986,-853.9999999999992,,-7020.000000000039
2016.11.16,-2242.999999999995,-404.0000000000044,80.99999999999774,-1667.0000000000016,2256.9999999999977,-1464.0000000000127,-2146.000000000001,-462.9999999999912,-800.0000000000007,,-6849.000000000012
2016.11.16,-2216.000000000008,-361.9999999999957,95.00000000000064,-1675.9999999999877,2246.999999999999,-1493.9999999999998,-2147.9999999999964,-560.9999999999893,-706.999999999991,,-6821.999999999968
2016.11.16,-2323.999999999998,-439.99999999999596,64.99999999999284,-1866.9999999999902,2161.9999999999973,-1611.000000000004,-2218.0000000000036,-543.999999999989,-706.999999999991,,-7483.999999999982
2016.11.16,-2247.0,-504.9999999999999,-20.0000000000089,-1921.999999999997,2025.0000000000102,-1546.0000000000064,-2183.9999999999973,-688.9999999999841,-676.9999999999943,,-7764.999999999978
2016.11.16,-2272.0000000000055,-468.00000000000176,15.999999999993797,-1935.0000000000023,2038.0000000000064,-1609.9999999999995,-2201.999999999998,-602.999999999998,-648.0000000000041,,-7684.000000000009
2016.11.16,-2570.999999999998,-838.0000000000055,-261.0000000000001,-2414.999999999992,1624.0000000000032,-1639.00000000001,-2283.999999999992,-675.9999999999877,-594.99999999999,,-9654.99999999997
2016.11.16,-2599.0000000000036,-805.9999999999956,-300.0000000000003,-2264.9999999999864,1943.9999999999902,-1459.0000000000032,-2352.9999999999945,-722.9999999999848,-604.9999999999889,,-9165.999999999967
2016.11.16,-2629.000000000005,-733.9999999999902,-221.00000000000452,-2236.9999999999945,1844.0000000000011,-1541.000000000011,-2286.0000000000014,-598.999999999994,-536.9999999999875,,-8939.999999999987
2016.11.16,-2682.0000000000023,-736.0000000000033,-196.00000000000728,-2326.999999999998,1876.9999999999955,-1655.0000000000011,-2355.000000000004,-612.9999999999969,-523.9999999999911,,-9211.000000000007
2016.11.16,-2700.0000000000027,-533.99999999999,-111.00000000000554,-2221.0000000000036,1896.9999999999932,-1748.0000000000045,-2301.000000000002,-553.9999999999878,-466.9999999999952,,-8738.999999999996
2016.11.16,-2668.0000000000064,-692.0000000000038,-102.00000000000209,-2149.000000000001,1825.9999999999943,-1634.0000000000005,-2224.0000000000036,-672.9999999999902,-427.99999999998397,,-8743.999999999996
2016.11.16,-2649.000000000001,-829.9999999999974,-165.00000000000404,-2151.0000000000105,1652.9999999999934,-1545.0000000000018,-2143.9999999999914,-853.9999999999992,-407.0000000000018,,-9092.000000000015
2016.11.16,-2790.0000000000064,-604.0000000000045,-55.000000000005045,-2176.9999999999927,1937.9999999999952,-1720.0000000000132,-2298.000000000002,-942.9999999999827,-425.99999999999307,,-9075.000000000004
2016.11.16,-2849.0000000000036,-503.99999999999335,56.0000000000005,-1949.9999999999886,2201.9999999999927,-1673.0000000000018,-2292.000000000002,-1003.9999999999827,-383.0,,-8396.999999999978
2016.11.16,-2841.000000000008,-622.9999999999958,-39.00000000000014,-2020.9999999999866,1949.0000000000007,-1609.0000000000089,-2207.999999999998,-1041.9999999999873,-404.9999999999887,,-8838.999999999975
2016.11.16,-2813.0000000000023,-648.9999999999885,-80.00000000000229,-2050.9999999999877,1995.9999999999977,-1580.0000000000125,-2250.0,-1153.9999999999884,-357.99999999999164,,-8938.999999999975
2016.11.16,-2701.0000000000077,-549.9999999999839,-33.000000000005244,-1883.0000000000098,2120.999999999995,-1495.0000000000045,-2209.000000000003,-1193.9999999999839,-275.9999999999874,,-8219.99999999999
2016.11.16,-2512.0000000000005,-612.9999999999969,-16.0000000000049,-1804.000000000002,2045.000000000008,-1456.0000000000032,-2109.9999999999995,-1258.999999999988,-254.999999999983,,-7979.999999999971
2016.11.16,-2472.999999999999,-628.9999999999907,-60.99999999999994,-1808.9999999999975,2113.9999999999936,-1394.0000000000055,-2164.0000000000014,-1214.9999999999884,-334.9999999999964,,-7965.9999999999845
2016.11.16,-2399.000000000001,-787.9999999999887,-167.00000000000603,-1848.0000000000132,2073.999999999998,-1281.000000000006,-2167.000000000002,-1257.9999999999814,-326.9999999999884,,-8160.999999999988
2016.11.16,-2379.9999999999955,-577.0000000000052,-114.00000000000298,-1638.0000000000052,2273.999999999998,-1169.0000000000111,-2135.9999999999955,-1343.9999999999895,-304.9999999999997,,-7389.000000000007
2016.11.16,-2439.9999999999977,-827.9999999999843,-221.00000000000452,-1871.0000000000093,2022.999999999997,-1227.0000000000039,-2147.9999999999964,-1278.0000000000014,-248.99999999998812,,-8238.999999999987
2016.11.16,-2744.0,-595.9999999999966,-211.00000000000563,-1884.999999999991,2872.9999999999923,-1248.0000000000045,-2572.0000000000027,-1621.9999999999902,-269.9999999999925,,-8274.999999999989
2016.11.16,-2460.9999999999986,-625.9999999999932,-273.000000000001,-1735.0000000000136,2746.000000000004,-1037.0000000000061,-2424.9999999999973,-1573.9999999999866,-269.9999999999925,,-7654.9999999999845
2016.11.16,-2320.0000000000073,-496.99999999999187,-180.0000000000024,-1643.0000000000007,2622.9999999999977,-1087.0000000000032,-2310.0000000000023,-1377.9999999999905,-207.99999999998596,,-6999.999999999986
2016.11.16,-2284.9999999999964,-436.9999999999985,-148.0000000000037,-1645.0000000000102,2570.99999999999,-1134.0000000000005,-2286.0000000000014,-1378.9999999999968,-136.00000000000279,,-6879.000000000021
2016.11.16,-2349.0000000000036,-432.9999999999945,-182.00000000000438,-1639.9999999999864,2717.999999999998,-1083.0000000000127,-2353.999999999999,-1457.9999999999816,-85.00000000000173,,-6865.999999999986
2016.11.16,-2379.000000000005,-356.9999999999851,-182.99999999999983,-1552.9999999999973,2798.999999999996,-1007.000000000005,-2343.0000000000036,-1524.9999999999986,-68.00000000000139,,-6616.0
2016.11.16,-2487.9999999999995,-546.000000000002,-293.0000000000099,-1687.9999999999882,2805.9999999999973,-976.0000000000133,-2429.000000000002,-1558.9999999999993,-86.99999999999264,,-7260.00000000001
2016.11.16,-2495.0000000000045,-543.999999999989,-278.00000000000045,-1657.0000000000107,2683.9999999999973,-963.0000000000081,-2346.0000000000036,-1444.000000000001,-137.9999999999937,,-7181.000000000014
2016.11.16,-2307.0000000000023,-475.0000000000032,-258.0000000000027,-1526.9999999999868,2482.0000000000064,-879.0000000000049,-2170.9999999999923,-1366.0000000000005,-153.9999999999875,,-6654.999999999973
2016.11.16,-2284.000000000006,-478.0000000000006,-226.99999999999943,-1506.0000000000002,2513.999999999994,-902.000000000001,-2174.9999999999973,-1425.9999999999939,-97.9999999999981,,-6582.000000000003
2016.11.16,-2237.9999999999995,-392.9999999999989,-198.00000000000927,-1368.9999999999998,2536.000000000005,-830.0000000000125,-2099.9999999999945,-1483.9999999999964,-89.99999999999008,,-6165.999999999995
