date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,GBPCHF,EURCHF,GBPJPY,EURCAD,empty,sum
2019.01.07,-106.00000000000608,-69.9999999999923,-58.000000000002494,-24.999999999986144,-4.000000000004,-60.000000000015596,-135.00000000001845,-80.99999999998886,-14.999999999987246,,-554.0000000000011
2019.01.07,-124.00000000000189,-103.99999999999298,-97.9999999999981,35.00000000000725,-75.00000000000284,-85.00000000000173,-214.00000000000307,-96.99999999997999,110.00000000001009,,-651.9999999999632
2019.01.07,-16.0000000000049,-156.99999999998494,-164.00000000000858,-65.99999999998829,-106.00000000000608,-185.00000000001293,-287.000000000015,-338.99999999999864,97.00000000001374,,-1223.0000000000057
2019.01.07,-36.0000000000027,-235.99999999999176,-167.00000000000603,-123.99999999999079,-98.0000000000092,-211.00000000000563,-268.0000000000016,-375.0,60.99999999999994,,-1454.0000000000077
2019.01.07,-86.0000000000083,-178.99999999999582,-151.9999999999966,-134.99999999999625,-121.00000000000443,-97.9999999999981,-175.00000000001404,-290.9999999999968,7.0000000000014495,,-1230.0000000000089
2019.01.07,-97.9999999999981,-225.99999999999287,-174.99999999999181,-112.99999999998533,-107.00000000000153,-78.00000000000028,-162.00000000001768,-334.0000000000032,70.99999999999883,,-1221.999999999992
2019.01.07,-94.00000000000519,-224.99999999998633,-157.00000000000713,-112.99999999998533,-116.00000000000499,-100.0000000000112,-141.00000000001333,-274.0000000000009,73.00000000001194,,-1147.0000000000027
2019.01.07,-178.00000000000037,-285.00000000000193,-269.00000000000813,-142.99999999998204,-170.00000000000347,-121.00000000001555,-160.00000000000458,-323.99999999998386,70.99999999999883,,-1579.000000000001
2019.01.07,-168.00000000000148,-278.9999999999848,-249.99999999999466,-181.9999999999933,-185.00000000000182,-32.0000000000098,-121.00000000001555,-147.99999999999613,110.00000000001009,,-1254.9999999999873
2019.01.07,-187.00000000000384,-278.9999999999848,-262.00000000000665,-209.9999999999991,-218.00000000000708,-33.00000000001635,-121.99999999999989,-117.999999999995,93.99999999999409,,-1335.0000000000186
2019.01.07,-189.00000000000583,-288.99999999998374,-261.0000000000001,-183.99999999998417,-157.00000000000713,-43.00000000001525,-113.00000000000753,-19.99999999998181,90.00000000001229,,-1165.9999999999732
2019.01.07,-209.9999999999991,-326.9999999999884,-293.0000000000099,-213.99999999998087,-236.00000000000287,-49.00000000001015,-128.000000000017,80.0000000000125,120.00000000000898,,-1256.9999999999868
2019.01.07,-214.99999999999852,-337.99999999999386,-339.0000000000004,-234.00000000000088,-237.00000000000944,-80.99999999999774,-186.0000000000195,-25.999999999982037,116.00000000000499,,-1539.9999999999975
2019.01.07,-174.00000000000747,-340.9999999999913,-326.0000000000041,-230.9999999999812,-228.00000000000597,-99.00000000000463,-186.0000000000195,-75.9999999999934,78.00000000000028,,-1583.0000000000073
2019.01.07,-170.99999999999892,-312.9999999999855,-286.99999999999284,-239.99999999999577,-211.00000000000563,-60.000000000015596,-151.00000000001222,-97.99999999998477,72.0000000000054,,-1458.999999999986
2019.01.07,-194.0000000000053,-339.99999999998477,-279.00000000000705,-234.00000000000088,-207.00000000000162,-83.00000000001084,-148.99999999999915,-85.99999999998431,75.00000000000284,,-1496.999999999991
2019.01.07,-214.00000000000307,-336.9999999999873,-306.00000000000625,-235.99999999999176,-194.0000000000053,-80.00000000001339,-156.00000000000057,-62.99999999998818,36.999999999998145,,-1548.9999999999977
2019.01.07,-221.99999999999997,-351.99999999999676,-310.9999999999946,-236.99999999999832,-210.00000000001017,-52.000000000007596,-124.00000000001299,-46.999999999997044,19.999999999997797,,-1535.0000000000198
2019.01.07,-211.00000000000563,-319.0000000000026,-258.0000000000027,-227.99999999998377,-206.00000000000617,-92.00000000000318,-131.99999999999878,24.00000000000091,-42.999999999993044,,-1464.999999999995
2019.01.07,-221.00000000000452,-343.00000000000443,-429.00000000001273,-292.9999999999877,-251.00000000000122,-100.0000000000112,-230.00000000001907,-43.99999999998272,17.000000000000348,,-1894.0000000000232
2019.01.07,-307.0000000000017,-383.99999999998437,-439.99999999999596,-349.99999999998363,-265.99999999999955,-42.0000000000087,-235.00000000000742,22.999999999996135,137.9999999999937,,-1862.9999999999916
2019.01.07,-308.00000000000824,-319.999999999987,-425.99999999999307,-344.99999999999534,-276.00000000000955,93.99999999999409,-205.00000000001074,67.00000000000728,134.00000000001188,,-1584.9999999999907
2019.01.07,-358.0000000000028,-266.999999999995,-517.0000000000119,-222.99999999999542,-265.99999999999955,158.99999999999804,-204.00000000000418,72.00000000000273,232.99999999999432,,-1371.0000000000136
2019.01.07,-389.000000000006,-486.999999999993,-506.0000000000064,-202.9999999999976,-239.0000000000003,48.000000000003595,-147.00000000000824,-151.9999999999868,388.9999999999949,,-1685.9999999999995
2019.01.07,-396.00000000000745,-366.999999999984,-490.999999999997,-238.99999999998923,-184.00000000000637,164.99999999999292,-135.00000000001845,-2.999999999985903,300.00000000001137,,-1349.999999999984
2019.01.07,-411.0000000000058,-252.99999999999213,-455.0000000000054,-247.99999999998158,-148.0000000000037,280.9999999999979,-110.00000000001009,-22.999999999996135,304.9999999999997,,-1061.999999999997
2019.01.07,-383.0,-248.00000000000378,-441.0000000000025,-158.99999999999804,-142.00000000000878,226.99999999999943,-120.00000000000898,-165.99999999999682,385.99999999999744,,-1046.000000000022
2019.01.07,-441.0000000000025,-390.9999999999858,-480.00000000001376,-213.99999999998087,-135.00000000000733,194.99999999998963,-60.000000000015596,-254.99999999999545,351.99999999999676,,-1429.000000000015
