date,USDCHF,GBPUSD,EURUSD,USDCAD,GBPCHF,CADCHF,AUDCHF,EURGBP,GBPCAD,GBPAUD,EURCAD,EURAUD,EURNZD,CADJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2018.08.20,-36.0000000000027,-62.99999999999084,-32.0000000000098,-26.999999999999247,-31.999999999987594,-25.999999999992696,-14.999999999998348,-124.99999999999733,-87.99999999999919,-22.999999999995246,-99.00000000000463,-36.0000000000138,-140.0000000000068,-9.999999999990905,-67.99999999999784,-21.00000000000435,-13.00000000000745,-70.0000000000145,,-924.0000000000134
2018.08.20,-51.000000000001044,-72.0000000000054,-13.000000000018552,-19.00000000001345,24.000000000001798,-63.99999999999739,2.000000000002,-113.00000000000753,7.0000000000014495,5.999999999994898,-58.000000000002494,-104.00000000001519,-277.00000000001614,-3.9999999999906777,-108.00000000000409,-1.0000000000065512,-100.00000000000009,-157.00000000000713,,-1102.0000000000857
2018.08.20,-63.00000000000195,-49.99999999999449,-16.000000000016,14.999999999987246,25.00000000000835,-88.99999999999464,-24.000000000001798,-117.00000000000044,-32.999999999994145,66.99999999999484,-75.00000000000284,-69.00000000000794,-278.00000000000045,-36.000000000001364,-108.00000000000409,24.999999999997247,-97.9999999999981,-151.9999999999966,,-1076.0000000000273
2018.08.20,-42.999999999993044,-43.999999999999595,-10.000000000021103,0.9999999999843467,25.00000000000835,-54.999999999993946,12.000000000000899,-114.99999999999844,-11.999999999989797,90.00000000001229,-60.99999999999994,-110.00000000001009,-294.0000000000165,-12.999999999991019,-126.00000000000477,42.999999999993044,-101.00000000000664,-134.99999999999625,,-948.000000000022
2018.08.20,-41.9999999999976,-85.99999999998609,-31.000000000003247,-28.000000000005798,49.00000000001015,-63.99999999999739,23.00000000000635,-107.99999999999699,15.00000000000945,143.00000000000423,-38.0000000000047,-153.00000000000313,-441.0000000000025,-13.999999999995794,-174.99999999999716,43.999999999999595,-155.00000000000514,-192.99999999999872,,-1253.9999999999645
2018.08.20,-46.00000000000159,-78.99999999998464,-20.000000000020002,-24.000000000001798,53.00000000001415,-47.9999999999925,30.000000000007798,-109.00000000000354,49.00000000001015,209.9999999999991,-34.000000000000696,-191.00000000000784,-466.9999999999952,13.00000000000523,-213.99999999999864,42.999999999993044,-163.99999999999747,-195.00000000001182,,-1192.9999999999864
2018.08.20,-37.99999999999359,-92.00000000000318,-13.000000000018552,-43.00000000001525,37.00000000002035,-39.999999999995595,23.00000000000635,-114.99999999999844,52.99999999999194,164.00000000000858,-35.00000000000725,-185.99999999999727,-482.00000000000466,44.00000000001114,-263.00000000000523,43.999999999999595,-175.00000000000293,-222.99999999999542,,-1339.9999999999995
2018.08.20,-17.000000000000348,-112.99999999998533,-24.000000000001798,-53.00000000001415,-39.999999999995595,-21.999999999999797,69.00000000000794,-118.00000000000699,35.00000000000725,234.00000000000088,-30.0000000000189,-208.00000000000819,-567.0000000000064,20.000000000010232,-275.0000000000057,65.99999999999939,-213.00000000000762,-243.00000000001543,,-1499.0000000000405
2018.08.20,11.00000000000545,-31.000000000003247,20.999999999982144,-86.0000000000083,-109.99999999998789,12.000000000000899,112.000000000001,-107.99999999999699,42.999999999993044,253.99999999999866,-26.0000000000149,-270.99999999999903,-531.9999999999991,52.00000000000671,-274.0000000000009,87.00000000000374,-204.00000000000418,-229.00000000001253,,-1279.0000000000352
2018.08.20,29.000000000001247,-26.999999999999247,29.999999999996696,-96.00000000000719,-119.99999999998678,30.000000000007798,131.99999999999878,-97.9999999999981,4.000000000004,235.99999999999176,-75.00000000000284,-304.00000000001535,-442.00000000000904,28.000000000005798,-269.00000000000546,92.99999999999864,-190.99999999999673,-156.00000000000057,,-1196.0000000000164
2018.08.20,40.00000000000669,-11.999999999989797,37.99999999998249,-48.000000000003595,-123.99999999999079,6.0000000000060005,107.00000000000153,-104.00000000000409,-31.000000000003247,164.00000000000858,-119.00000000000244,-229.99999999999687,-504.0000000000156,-12.999999999991019,-269.00000000000546,88.99999999999464,-228.00000000000597,-256.00000000001177,,-1494.000000000021
2018.08.20,47.00000000000814,-29.999999999996696,40.99999999997994,-46.0000000000127,-114.99999999999844,8.000000000008,107.00000000000153,-97.00000000000264,-26.999999999999247,157.99999999999147,-119.00000000000244,-191.00000000000784,-513.0000000000078,-27.000000000001023,-254.0000000000049,80.99999999999774,-243.00000000000432,-252.0000000000078,,-1472.000000000059
2018.08.20,45.000000000006146,-35.999999999991594,62.99999999999084,-46.999999999997044,-93.99999999999409,28.000000000005798,143.00000000000423,-65.99999999999939,15.00000000000945,283.99999999999534,-139.00000000000023,-224.000000000002,-520.0000000000093,8.000000000009777,-272.99999999999613,115.99999999999389,-253.0000000000032,-216.00000000001617,,-1165.9999999999936
2018.08.20,36.0000000000027,-73.99999999999629,40.99999999997994,-17.000000000000348,-58.99999999998684,0.0,108.00000000000809,-63.99999999999739,22.0000000000109,235.00000000000742,-141.00000000001333,-136.00000000000279,-486.00000000000864,-39.00000000000148,-233.0000000000041,97.00000000000264,-229.99999999999687,-239.00000000001143,,-1179.0000000000077
2018.08.20,43.999999999999595,-75.99999999998718,32.999999999994145,-12.000000000012001,-39.999999999995595,9.00000000000345,82.00000000000429,-55.000000000005045,46.999999999997044,190.00000000000128,-121.00000000001555,-96.00000000000719,-414.00000000000324,-45.000000000001705,-189.00000000000716,56.99999999999594,-199.00000000000472,-236.00000000001398,,-1021.0000000000576
2018.08.20,11.00000000000545,-70.99999999999883,40.99999999997994,-76.0000000000094,-34.000000000000696,7.0000000000014495,78.00000000000028,-52.000000000007596,52.99999999999194,181.9999999999933,-111.00000000001664,-55.000000000005045,-388.9999999999949,-60.99999999999284,-147.99999999999613,39.00000000000014,-175.00000000000293,-233.00000000001654,,-994.0000000000691
2018.08.20,-0.999999999995449,-38.99999999998904,101.99999999997988,-72.0000000000054,-50.99999999997884,4.000000000004,96.00000000000719,-43.00000000000415,39.999999999995595,215.99999999999397,-142.0000000000199,-89.00000000000574,-341.99999999999784,-48.00000000000182,-165.00000000000625,65.99999999999939,-163.00000000000205,-187.00000000000384,,-818.0000000000302
2018.08.20,-2.000000000002,-28.000000000005798,95.999999999985,-55.000000000005045,-47.99999999998139,0.0,97.00000000000264,-43.00000000000415,22.999999999995246,218.00000000000708,-167.00000000000603,-89.00000000000574,-287.000000000015,-48.00000000000182,-147.00000000000557,82.99999999999974,-163.00000000000205,-173.00000000000094,,-733.0000000000458
2018.08.20,-32.999999999994145,-15.999999999993797,127.99999999999478,-111.00000000001664,-139.9999999999846,-12.999999999996348,101.00000000000664,-35.00000000000725,-42.999999999993044,187.00000000000384,-250.00000000001688,-43.999999999999595,-321.0000000000157,-42.999999999992156,-242.00000000000443,90.99999999999665,-207.00000000000162,-214.00000000000307,,-1205.0000000000173
2018.08.20,-19.999999999997797,-43.999999999999595,139.9999999999846,-106.00000000000608,-116.99999999998934,9.00000000000345,119.00000000000244,-40.00000000000669,-42.0000000000087,150.00000000000568,-231.0000000000034,-66.99999999999484,-355.0000000000164,-12.999999999991019,-242.00000000000443,87.99999999999919,-224.000000000002,-232.00000000000998,,-1227.000000000035
2018.08.20,-29.999999999996696,-19.999999999997797,113.99999999999189,-113.00000000000753,-121.99999999999989,-5.999999999994898,78.00000000000028,-38.0000000000047,-4.999999999988347,174.99999999999181,-239.00000000001143,-41.000000000002146,-443.0000000000156,-68.9999999999884,-257.99999999999557,49.99999999999449,-252.0000000000078,-295.0000000000008,,-1514.0000000000332
2018.08.20,-58.000000000002494,-61.99999999998429,110.99999999999443,-70.0000000000145,-52.99999999999194,-51.000000000001044,-2.999999999997449,-21.999999999999797,9.999999999998899,68.00000000000139,-249.00000000001032,-49.00000000001015,-431.0000000000036,-75.9999999999934,-215.99999999999397,-1.0000000000065512,-246.99999999999721,-333.0000000000055,,-1732.0000000000175
2018.08.20,-59.99999999999339,-26.999999999999247,145.99999999997948,-53.00000000001415,-78.99999999998464,-52.99999999999194,-5.999999999994898,-16.0000000000049,-89.00000000000574,-56.99999999999594,-351.0000000000124,139.00000000000023,-340.00000000000693,-91.99999999999875,-183.00000000000693,-2.000000000002,-229.99999999999687,-341.99999999999784,,-1695.0000000000268
