date,USDCHF,GBPUSD,EURUSD,USDCAD,GBPCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURCAD,EURAUD,EURNZD,CADJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2018.08.20,-17.999999999995797,-31.000000000003247,4.999999999988347,-7.0000000000014495,37.00000000002035,-17.999999999995797,4.000000000004,-47.00000000000814,-97.9999999999981,35.999999999991594,-34.000000000000696,0.0,-1.0000000000065512,-131.00000000001444,27.000000000001023,-64.99999999999773,3.999999999992898,-6.0000000000060005,-69.00000000000794,,-412.0000000000377
2018.08.20,-41.000000000002146,-34.99999999998504,1.999999999990898,17.000000000000348,66.00000000001049,-58.99999999999794,7.0000000000014495,-64.0000000000085,-85.99999999999719,8.000000000008,-103.00000000000864,-43.00000000001525,-41.000000000002146,-255.00000000000523,3.0000000000001137,-100.99999999999909,44.99999999999504,-82.00000000000429,-138.0000000000159,,-900.0000000000351
2018.08.20,-24.999999999997247,-31.000000000003247,3.999999999981796,25.999999999992696,31.000000000003247,-45.99999999999049,20.0000000000089,-69.00000000000794,-112.000000000001,-4.999999999988347,-107.00000000001265,-56.000000000011596,-52.000000000007596,-234.00000000000088,4.0000000000048885,-103.9999999999992,53.00000000000304,-80.00000000000229,-121.99999999999989,,-905.0000000000279
2018.08.20,-24.999999999997247,-43.999999999999595,-7.0000000000014495,17.000000000000348,47.00000000001925,-43.999999999999595,30.000000000007798,-75.00000000000284,-106.00000000000608,31.000000000003247,-156.00000000000057,-26.0000000000149,-93.00000000000975,-275.000000000003,18.000000000000682,-117.00000000000443,59.99999999999339,-82.99999999999974,-116.00000000000499,,-964.0000000000194
2018.08.20,-29.000000000001247,-73.99999999999629,2.999999999997449,-24.000000000001798,88.0000000000214,-22.999999999995246,39.00000000000014,-123.00000000000644,-79.00000000000685,121.99999999999989,-226.99999999999943,7.999999999985796,-107.00000000001265,-394.00000000000546,41.00000000001103,-165.99999999999682,46.00000000000159,-119.99999999999788,-181.00000000000892,,-1200.0000000000116
2018.08.20,-27.999999999994696,-41.99999999998649,-9.000000000014552,-5.000000000010552,58.000000000002494,-34.99999999999615,63.00000000000195,-146.00000000000168,-109.00000000000354,56.99999999999594,-245.0000000000063,-2.0000000000131024,-171.99999999999437,-465.0000000000043,53.00000000001148,-213.99999999999864,90.0000000000012,-162.0000000000066,-182.0000000000155,,-1495.0000000000332
2018.08.20,-15.999999999993797,-82.99999999998863,14.999999999987246,-17.000000000000348,78.00000000000028,-19.999999999997797,70.0000000000034,-164.00000000000858,-62.000000000006494,123.00000000000644,-293.99999999999426,-20.000000000020002,-136.00000000000279,-446.9999999999974,65.00000000001194,-228.9999999999992,80.99999999999774,-165.9999999999995,-201.00000000000674,,-1423.0000000000086
2018.08.20,12.000000000000899,1.0000000000065512,40.99999999997994,-41.000000000002146,-36.999999999998145,17.000000000000348,121.00000000000443,-220.00000000000907,-102.00000000000209,46.999999999997044,-253.99999999999866,-26.0000000000149,-168.99999999999693,-510.00000000001046,66.0000000000025,-259.00000000000034,102.99999999999754,-202.0000000000022,-222.00000000001108,,-1634.0000000000568
2018.08.20,52.000000000007596,-21.999999999988695,37.99999999998249,-59.000000000009045,-67.9999999999792,56.0000000000005,180.0000000000024,-195.00000000000074,-87.99999999999919,96.00000000000719,-356.00000000000074,-1.0000000000065512,-239.00000000001143,-378.00000000001165,75.00000000000284,-198.99999999999807,129.00000000000134,-119.99999999999788,-87.00000000001484,,-1186.0000000000136
2018.08.20,41.000000000002146,36.0000000000138,81.9999999999821,-46.0000000000127,-113.99999999999189,43.00000000000415,190.00000000000128,-235.00000000000742,-94.00000000000519,4.000000000004,-313.00000000000773,-72.0000000000054,-211.00000000000563,-436.9999999999985,82.00000000000784,-265.00000000000057,161.99999999999548,-190.00000000000128,-144.0000000000108,,-1481.0000000000364
