names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,15,['USDJPY'],80.0,1.0,S
EURUSD,10,"['EURGBP', 'GBPJPY']",80.0,-1.0,B
USDJPY,15,"['EURNZD', 'NZDCAD', 'EURGBP']",100.0,1.0,S
USDCAD,10,['NZDCAD'],80.0,-0.12023809523809517,B
AUDUSD,10,"['AUDJPY', 'GBPAUD', 'EURJPY', 'USDCAD']",80.0,-1.0,B
NZDUSD,10,"['AUDUSD', 'GBPAUD', 'AUDJPY']",80.0,-1.0,B
GBPCHF,30,"['EURNZD', 'NZDCHF']",80.0,0.4917285093647324,S
EURCHF,10,"['USDJPY', 'EURAUD', 'EURCAD']",100.0,0.2,S
CADCHF,10,"['EURNZD', 'NZDCAD', 'NZDCHF']",100.0,1.0,S
AUDCHF,15,['NZDCHF'],80.0,1.0,S
NZDCHF,10,['EURUSD'],80.0,0.97,S
GBPCAD,15,['GBPCHF'],80.0,-0.6462936507936512,B
GBPAUD,15,['CHFJPY'],80.0,-0.7309343434343438,B
EURJPY,10,['NZDCAD'],80.0,0.19896031746031745,S
EURCAD,10,"['EURNZD', 'NZDCAD']",80.0,-1.0,B
EURAUD,15,"['USDCHF', 'NZDCAD']",100.0,-1.0,B
EURNZD,20,"['CHFJPY', 'USDCHF', 'GBPUSD']",80.0,0.5139999999999999,S
AUDJPY,15,['CHFJPY'],80.0,0.6518845598845602,S
NZDJPY,30,['USDCHF'],80.0,0.5414387643660091,S
AUDCAD,10,"['USDCHF', 'EURUSD', 'USDCAD', 'EURJPY']",80.0,0.84,S
NZDCAD,10,['NZDUSD'],80.0,-0.6230952380952384,B
