date,AUDUSD,EURCHF,CHFJPY,NZDCHF,EURGBP,GBPJPY,GBPAUD,EURJPY,CADJPY,empty,sum
2016.03.07,85.00000000000173,-173.99999999998528,174.99999999999716,-195.00000000000074,28.000000000005798,118.99999999999977,-117.99999999999588,122.99999999999045,96.9999999999942,,140.00000000000722
2016.03.07,169.99999999999238,-220.99999999998232,140.99999999999113,-298.9999999999937,21.999999999999797,20.000000000010232,-368.00000000001273,33.00000000000125,-25.000000000005684,,-526.9999999999997
2016.03.07,80.99999999999774,-264.9999999999819,231.99999999999932,-232.99999999999432,39.00000000000014,99.99999999999432,-181.00000000000892,87.0000000000033,19.99999999999602,,-119.99999999999434
2016.03.07,39.00000000000014,-230.9999999999812,177.99999999999727,-149.99999999999457,86.0000000000083,176.00000000001614,-146.00000000000168,70.99999999999795,67.00000000000728,,90.00000000004962
2016.03.07,8.999999999992347,-190.99999999998562,327.99999999998875,-82.99999999999974,107.00000000000153,495.00000000000455,-110.99999999999443,281.9999999999965,248.99999999999523,,1084.999999999999
2016.03.07,139.00000000000023,-170.99999999998784,194.99999999999318,-148.99999999999915,89.00000000000574,313.99999999999295,-338.0000000000161,170.0000000000017,140.00000000000057,,388.9999999999913
2016.03.07,129.00000000000134,-146.99999999998602,251.99999999999534,-169.99999999999238,101.00000000000664,438.0000000000166,-326.0000000000041,251.99999999999534,233.0000000000041,,762.0000000000368
2016.03.07,43.999999999999595,-146.00000000000168,165.99999999999682,-185.99999999999727,72.0000000000054,264.00000000001,-198.00000000000927,165.99999999999682,146.0000000000008,,328.00000000000125
2016.03.07,129.00000000000134,-164.99999999999292,224.99999999999432,-256.99999999999613,92.00000000000318,367.999999999995,-425.0000000000087,212.99999999999386,185.00000000000227,,364.9999999999922
2016.03.07,117.99999999999588,-185.99999999999727,262.00000000000045,-300.0000000000003,99.00000000000463,397.0000000000198,-395.99999999999636,218.9999999999941,236.99999999999477,,450.0000000000157
2016.03.07,105.99999999999498,-196.99999999998053,345.9999999999894,-304.9999999999997,77.00000000000485,456.0000000000173,-341.99999999999784,302.99999999999727,269.999999999996,,714.0000000000217
2016.03.07,108.99999999999244,-242.99999999999324,335.9999999999985,-293.99999999999426,75.00000000000284,367.999999999995,-320.00000000000915,239.99999999999488,218.00000000000352,,488.99999999999056
2016.03.07,109.99999999999899,-243.99999999999977,295.0000000000017,-283.99999999999534,80.00000000000229,314.9999999999977,-354.0000000000099,188.0000000000024,168.00000000000637,,274.00000000000443
2016.03.07,107.99999999999699,-209.9999999999991,250.0,-234.99999999999633,77.00000000000485,299.0000000000066,-320.00000000000915,182.00000000000216,198.0000000000075,,349.00000000001353
2016.03.07,36.999999999998145,-179.99999999998016,259.9999999999909,-144.99999999999514,104.00000000000409,400.0000000000057,-182.0000000000155,219.99999999999886,236.0000000000042,,750.0000000000111
2016.03.07,68.00000000000139,-196.99999999998053,259.00000000000034,-135.99999999999167,92.00000000000318,370.00000000000455,-207.00000000000162,215.99999999999397,240.99999999999966,,706.0000000000293
2016.03.07,100.00000000000009,-214.99999999998744,271.99999999999136,-144.99999999999514,90.0000000000012,349.9999999999943,-283.99999999999534,207.9999999999984,192.00000000000728,,568.0000000000148
2016.03.07,29.000000000001247,-180.99999999998673,262.00000000000045,-66.99999999999484,156.00000000000057,520.0000000000102,-310.9999999999946,206.00000000000307,245.9999999999951,,860.0000000000344
2016.03.07,80.99999999999774,-186.99999999998164,375.0,-103.99999999999298,15.00000000000945,373.9999999999952,-299.00000000000483,346.00000000000364,194.00000000000261,,795.0000000000292
2016.03.07,49.99999999999449,-281.99999999998226,536.0000000000014,-115.99999999999389,74.00000000000739,608.0000000000041,-506.0000000000064,432.00000000000216,203.00000000000296,,999.0000000000298
2016.03.07,88.99999999999464,-485.99999999998647,933.9999999999975,-320.9999999999935,33.000000000005244,772.9999999999961,-766.0,625.0,188.0000000000024,,1069.000000000016
2016.03.07,-9.00000000000345,-339.99999999998477,966.9999999999987,-219.00000000000253,111.00000000000554,1189.9999999999977,-812.0000000000127,822.9999999999933,359.99999999999943,,2070.9999999999914
2016.03.07,73.99999999999629,-495.000000000001,1083.999999999989,-313.99999999999204,112.000000000001,1135.9999999999957,-937.9999999999944,774.0000000000009,353.9999999999992,,1786.9999999999945
2016.03.07,-56.0000000000005,-437.99999999998283,1075.9999999999934,-180.99999999999784,170.99999999999892,1322.0000000000027,-722.0000000000005,832.9999999999984,451.0000000000076,,2456.0000000000196
2016.03.07,0.0,-428.9999999999905,1131.999999999991,-214.99999999999852,213.00000000000762,1512.0000000000005,-936.0000000000035,903.9999999999964,555.0000000000068,,2736.0000000000095
2016.03.07,-31.999999999998696,-394.9999999999898,1075.9999999999934,-176.99999999999383,186.00000000000838,1425.0000000000114,-853.9999999999992,887.999999999991,527.000000000001,,2644.0000000000236
2016.03.07,-52.000000000007596,-362.99999999998,1072.9999999999932,-210.99999999999451,139.00000000000023,1373.9999999999952,-893.9999999999948,918.9999999999969,402.000000000001,,2387.0000000000095
2016.03.07,119.99999999999788,-461.0000000000003,1082.9999999999984,-280.00000000000244,116.00000000000499,1189.9999999999977,-1117.9999999999968,811.9999999999976,418.99999999999693,,1880.999999999994
2016.03.07,178.99999999999582,-556.9999999999853,1016.9999999999959,-256.99999999999613,153.99999999999858,1037.0000000000061,-1144.0000000000116,634.9999999999909,424.0000000000066,,1488.000000000001
2016.03.07,186.99999999999272,-527.9999999999951,1078.9999999999936,-315.9999999999941,129.00000000000134,1104.0000000000134,-1350.0000000000068,733.0000000000041,352.99999999999443,,1391.0000000000036
2016.03.07,197.99999999999818,-626.9999999999998,1161.9999999999918,-348.9999999999993,191.00000000000784,1209.0000000000032,-1323.0000000000075,709.9999999999937,429.00000000000205,,1599.9999999999902
2016.03.07,108.99999999999244,-546.000000000002,1123.9999999999952,-252.99999999999213,161.00000000000003,1227.0000000000039,-1059.00000000001,768.9999999999912,481.9999999999993,,2013.999999999978
2016.03.07,166.99999999999494,-533.99999999999,1143.0000000000007,-352.9999999999922,81.00000000000884,1099.9999999999943,-1102.000000000003,804.000000000002,427.0000000000067,,1733.0000000000223
2016.03.07,275.99999999999847,-408.9999999999927,1016.9999999999959,-392.9999999999989,63.00000000000195,1058.9999999999975,-1404.0000000000052,796.999999999997,302.99999999999727,,1308.9999999999914
2016.03.07,451.0000000000014,-397.99999999998727,778.9999999999964,-448.9999999999994,117.00000000000044,862.9999999999995,-1690.999999999998,555.9999999999974,159.9999999999966,,388.00000000000716
2016.03.07,637.9999999999941,-615.9999999999943,952.9999999999887,-619.9999999999983,65.00000000000395,664.0000000000157,-1740.0000000000082,491.9999999999902,31.00000000000591,,-133.00000000000205
2016.03.07,610.9999999999949,-603.9999999999824,836.9999999999891,-544.0,-5.999999999994898,379.0000000000191,-1402.9999999999986,384.9999999999909,79.00000000000773,,-265.9999999999742
2016.03.07,629.0000000000018,-645.999999999991,690.9999999999883,-473.0000000000012,-58.99999999999794,-1.0000000000047748,-1076.9999999999945,176.00000000000193,4.0000000000048885,,-755.9999999999925
2016.03.07,749.9999999999951,-539.999999999985,423.0000000000018,-383.0,-78.00000000000028,-251.00000000000477,-1039.9999999999966,12.000000000000455,-75.9999999999934,,-1182.9999999999827
