date,EURUSD,USDCAD,AUDUSD,CHFJPY,AUDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURAUD,CADJPY,AUDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2016.04.04,-2.0000000000131024,-7.999999999985796,-42.999999999993044,-82.00000000000784,-131.00000000000333,-87.99999999999919,-31.999999999982265,-80.99999999999774,-110.99999999999443,-103.00000000000864,-87.99999999999386,-118.99999999999977,-59.99999999999339,-109.00000000000354,-88.99999999998354,,-1145.9999999999595
2016.04.04,25.999999999992696,-7.999999999985796,-70.99999999999883,-140.00000000000057,-129.00000000000134,-90.0000000000012,-31.999999999982265,-29.00000000001235,-177.99999999998929,-174.00000000000747,-86.99999999998909,-120.99999999999511,-85.00000000000173,2.999999999997449,-136.99999999998712,,-1251.999999999962
2016.04.04,39.999999999995595,-10.999999999983245,-82.99999999999974,-69.00000000000261,-202.9999999999976,-73.99999999999629,-11.999999999972033,31.999999999987594,-150.99999999999002,-215.99999999999397,-123.99999999999523,-164.99999999999204,-151.9999999999966,81.9999999999932,-114.99999999999844,,-1220.9999999999413
2016.04.04,59.99999999999339,95.00000000000064,-75.9999999999983,-106.99999999999932,-204.00000000000418,-68.99999999999685,184.00000000002592,131.99999999999878,-126.0000000000039,-217.0000000000005,-125.0,-191.0000000000025,-126.99999999998823,88.99999999999464,-129.00000000000134,,-810.9999999999817
2016.04.04,38.99999999998904,80.99999999999774,-39.00000000000014,-57.00000000000216,-171.99999999999437,-63.99999999999739,127.00000000000955,150.99999999999002,-22.0000000000109,-119.00000000000244,-99.99999999999432,-137.99999999999102,-113.00000000000753,85.99999999999719,-73.99999999999629,,-414.000000000013
2016.04.04,49.99999999999449,99.00000000000463,-9.00000000000345,-75.00000000000284,-161.99999999999548,-36.0000000000027,228.00000000000864,219.99999999999798,113.99999999999189,-78.00000000000028,-83.99999999998897,-140.99999999999113,-107.99999999999699,104.99999999999955,-38.0000000000047,,85.0000000000106
2016.04.04,-45.000000000006146,65.00000000000395,-31.000000000003247,-56.000000000011596,-129.00000000000134,-85.00000000000173,11.000000000024102,225.99999999999287,103.99999999999298,-18.0000000000069,-56.99999999998795,-39.99999999999204,-70.99999999999883,187.9999999999993,43.00000000001525,,105.00000000001863
2016.04.04,-104.99999999999955,16.000000000016,11.00000000000545,-75.00000000000284,-76.99999999999375,-76.99999999999375,-1.999999999981128,192.99999999999872,275.000000000003,113.99999999999189,-73.99999999999807,-40.99999999999682,-7.9999999999968985,90.0000000000012,39.999999999995595,,280.0000000000491
2016.04.04,-109.00000000000354,28.000000000005798,-29.000000000001247,51.9999999999925,-75.00000000000284,-71.99999999999429,-9.999999999990905,282.0000000000045,252.99999999999213,120.00000000000898,50.00000000001137,69.00000000000261,-26.999999999999247,78.99999999999574,18.0000000000069,,629.0000000000285
2016.04.04,-129.00000000000134,38.0000000000047,-7.9999999999968985,95.99999999998943,-39.999999999995595,-95.00000000000064,-203.9999999999793,299.99999999998914,259.9999999999936,129.00000000000134,106.99999999999932,128.0000000000001,13.00000000000745,73.99999999999629,144.99999999999514,,814.0000000000027
