date,EURUSD,USDCAD,AUDUSD,NZDUSD,CADCHF,AUDCHF,GBPAUD,EURCAD,EURAUD,AUDJPY,NZDCAD,empty,sum
2015.09.14,-63.99999999999739,0.0,-90.0000000000012,-90.0000000000012,-24.999999999997247,-73.00000000000084,-214.99999999998744,-44.99999999998394,-170.00000000000347,-154.99999999998693,0.0,,-926.9999999999596
2015.09.14,-79.99999999999119,72.0000000000054,-129.9999999999968,-190.00000000000128,19.999999999997797,-75.9999999999983,-346.0000000000019,163.00000000000205,-116.99999999998934,-185.99999999999284,118.99999999999133,,-750.999999999975
2015.09.14,-278.00000000000045,73.99999999999629,-82.00000000000429,-187.9999999999993,-9.999999999998899,-53.999999999998494,-134.99999999999625,155.00000000001623,-14.000000000002899,-186.9999999999976,180.99999999999784,,-537.9999999999877
2015.09.14,-291.9999999999812,4.999999999988347,-63.00000000000195,-161.99999999999548,-43.00000000000415,-18.999999999991246,71.99999999998319,179.00000000001802,129.00000000000134,-173.99999999999238,53.999999999998494,,-313.9999999999769
2015.09.14,-145.99999999997948,-25.00000000000835,-121.00000000000443,-115.99999999999389,-102.99999999999754,-112.99999999999643,-130.0000000000079,93.00000000000975,1.999999999990898,-289.99999999999204,43.999999999999595,,-904.9999999999798
2015.09.14,-140.99999999999113,-15.00000000000945,-195.9999999999962,-163.99999999999747,-89.00000000000574,-185.99999999999727,-289.9999999999903,119.00000000000244,-188.9999999999947,-485.99999999999,68.99999999999685,,-1567.999999999973
2015.09.14,-164.99999999999292,-18.999999999991246,-350.00000000000585,-291.99999999999227,-92.00000000000318,-336.9999999999984,-741.0000000000139,130.0000000000079,-495.000000000001,-563.999999999993,14.999999999998348,,-2909.9999999999854
2015.09.14,-210.99999999998343,-161.99999999999548,-443.0000000000045,-393.9999999999944,-129.00000000000134,-409.99999999999926,-1040.0000000000186,22.0000000000109,-689.0000000000063,-691.9999999999931,254.99999999999412,,-3892.9999999999914
2015.09.14,-181.9999999999933,-214.00000000000307,-553.0000000000035,-393.9999999999944,-172.00000000000549,-500.9999999999959,-1205.999999999996,-64.99999999998174,-956.0000000000013,-802.9999999999973,218.99999999999142,,-4826.99999999998
2015.09.14,-166.99999999998383,-211.00000000000563,-487.0000000000041,-290.9999999999968,-178.99999999999582,-456.9999999999963,-1051.0000000000018,-64.99999999998174,-844.0000000000003,-743.9999999999998,94.99999999998954,,-4400.999999999976
2015.09.14,-159.99999999998238,-197.00000000000273,-421.0000000000047,-304.9999999999997,-168.99999999999693,-387.99999999999943,-923.0000000000072,-41.99999999998649,-685.0000000000023,-603.9999999999992,132.99999999999423,,-3760.999999999987
2015.09.14,-151.9999999999966,-175.99999999999838,-443.0000000000045,-329.999999999997,-155.00000000000514,-410.9999999999947,-987.9999999999889,-40.99999999997994,-713.0000000000081,-578.9999999999935,163.99999999999747,,-3823.99999999997
2015.09.14,-198.99999999999363,-104.99999999999955,-297.00000000000284,-241.99999999999778,-134.0000000000008,-261.0000000000001,-539.999999999985,47.00000000001925,-377.0000000000051,-336.9999999999891,39.999999999995595,,-2404.999999999959
2015.09.14,-230.9999999999812,-35.999999999991594,-141.00000000000225,-107.99999999999699,-60.00000000000449,-66.99999999999484,-76.0000000000094,209.00000000001472,66.00000000001049,-131.9999999999908,35.999999999991594,,-539.9999999999549
2015.09.14,-221.99999999998886,-32.0000000000098,-99.00000000000463,-127.99999999999478,-48.99999999999905,-25.999999999992696,3.0000000000196536,173.00000000000094,124.00000000001299,-34.99999999999659,-65.00000000000395,,-355.9999999999569
2015.09.14,-173.99999999998528,-49.00000000001015,-102.00000000000209,-134.99999999999625,-67.00000000000594,-39.999999999995595,-85.99999999998609,104.99999999999955,32.999999999994145,-52.99999999999727,57.99999999999139,,-509.99999999999363
2015.09.14,-143.99999999998857,-96.00000000000719,-160.00000000000458,-181.9999999999933,-126.0000000000039,-126.99999999999933,-268.00000000002376,28.000000000005798,-116.00000000000499,-154.99999999998693,61.999999999995396,,-1284.000000000011
