date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,NZDCAD,empty,sum
2017.05.29,-12.000000000000899,0.0,-95.00000000000064,-44.999999999987494,0.0,-64.99999999999284,0.0,-194.0000000000053,0.0,-42.999999999992156,-62.000000000006494,-78.00000000000028,-106.99999999999044,-7.0000000000014495,0.0,-48.99999999998794,0.0,-1.0000000000065512,-28.000000000005798,-215.99999999999397,-51.00000000000193,0.0,,-1052.9999999999743
2017.05.29,-70.0000000000034,131.00000000001444,-99.00000000000463,-10.99999999999568,127.00000000001043,-41.9999999999976,55.000000000005045,-184.00000000000637,52.000000000007596,-22.999999999996135,-53.00000000000304,-51.99999999999649,-108.99999999999244,28.000000000005798,92.99999999998931,207.00000000000162,62.00000000001182,82.99999999998863,156.99999999998494,-302.0000000000023,31.999999999996476,43.999999999999595,,126.00000000001768
2017.05.29,-82.99999999999974,151.00000000001222,-134.99999999999625,-43.99999999999693,100.0000000000112,-42.999999999993044,97.00000000000264,-211.00000000000563,139.00000000000023,70.00000000000739,-56.0000000000005,-46.999999999997044,-126.99999999999933,46.999999999997044,106.99999999999932,337.0000000000095,56.000000000011596,221.99999999998886,241.99999999998667,-322.00000000000006,21.000000000000796,174.00000000000747,,695.0000000000464
2017.05.29,-9.00000000000345,171.99999999999437,-161.99999999999548,-0.999999999990564,85.00000000000173,-36.0000000000027,97.00000000000264,-208.00000000000819,181.9999999999933,126.00000000000477,-57.00000000000705,-36.999999999998145,-100.99999999999554,56.99999999999594,161.00000000000136,376.00000000002075,126.00000000000477,272.99999999998994,299.99999999998914,-340.00000000000693,52.99999999999727,165.00000000000404,,1221.9999999999918
2017.05.29,-26.999999999999247,190.00000000000128,-185.99999999999727,-0.999999999990564,93.99999999999409,-81.9999999999932,77.00000000000485,-195.9999999999962,188.00000000001037,159.9999999999966,-46.00000000000159,-79.00000000000685,-86.99999999999264,68.00000000000139,188.99999999999295,282.0000000000045,169.00000000001114,293.99999999999426,213.99999999998087,-412.9999999999967,52.00000000000671,133.00000000000534,,993.0000000000301
2017.05.29,17.000000000000348,171.99999999999437,-131.99999999999878,24.00000000000091,110.99999999999443,-82.99999999999974,31.000000000003247,-232.99999999999432,160.00000000000458,125.0,-57.00000000000705,-100.00000000000009,-67.9999999999903,24.000000000001798,212.99999999999386,266.0000000000107,112.00000000000898,241.99999999998667,129.99999999998568,-411.99999999999017,51.00000000000193,101.00000000000664,,694.0000000000138
2017.05.29,46.00000000000159,178.00000000001148,-96.00000000000719,-15.000000000000568,141.00000000001333,-46.00000000000159,8.000000000008,-292.00000000000335,154.0000000000097,76.99999999999818,-75.9999999999983,-77.00000000000485,-58.99999999999794,-34.99999999999615,168.99999999998272,360.0000000000048,29.000000000010573,190.99999999998562,157.99999999999147,-462.0000000000068,19.99999999999602,84.0000000000063,,457.000000000003
2017.05.29,27.999999999994696,202.9999999999976,-62.000000000006494,70.00000000000739,165.9999999999995,-61.999999999995396,-63.99999999999739,-426.9999999999996,107.99999999999699,123.00000000000466,-84.0000000000063,-123.00000000000644,-77.99999999998919,-112.99999999999643,288.99999999998727,418.0000000000073,69.00000000000261,170.00000000000347,95.00000000000064,-530.0000000000082,70.99999999999795,41.000000000002146,,307.9999999999968
2017.05.29,17.999999999995797,243.00000000001543,-70.99999999999883,115.0000000000091,133.00000000000534,-63.00000000000195,-39.999999999995595,-334.9999999999964,127.99999999999478,248.99999999999523,-41.000000000002146,-67.00000000000594,10.000000000010001,-76.99999999999375,451.9999999999982,477.0000000000163,182.00000000000216,231.0000000000034,158.99999999999804,-568.9999999999973,114.99999999999488,9.00000000000345,,1258.0000000000502
2017.05.29,58.99999999999794,232.99999999999432,-19.999999999997797,151.00000000001046,209.9999999999991,-98.99999999999353,-57.99999999999139,-344.99999999999534,131.99999999999878,213.00000000000807,-51.000000000001044,-148.99999999999915,-49.99999999999449,-78.00000000000028,436.9999999999834,323.0000000000066,153.0000000000058,224.99999999998633,13.999999999980695,-516.9999999999897,99.99999999999432,43.00000000000415,,926.0000000000073
