date,USDCHF,EURUSD,USDJPY,AUDUSD,NZDUSD,GBPCHF,CHFJPY,CADCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURNZD,CADJPY,NZDJPY,AUDCAD,empty,sum
2018.05.21,-82.99999999999974,-8.000000000008,-22.999999999996135,-42.999999999993044,-41.000000000002146,197.00000000000273,-27.000000000001023,67.00000000000594,-87.00000000000374,189.99999999999773,-214.00000000000307,-144.99999999999514,14.999999999986358,72.99999999998974,33.00000000000125,64.99999999999773,-60.99999999999994,,-92.00000000002052
2018.05.21,-87.99999999999919,-17.000000000000348,-18.000000000000682,-68.00000000000139,-141.99999999999767,187.00000000000384,-28.000000000005798,77.00000000000485,-207.00000000000162,141.9999999999959,-208.00000000000819,-102.00000000000209,-15.00000000001478,303.9999999999932,25.99999999999625,165.99999999999682,-90.0000000000012,,-81.00000000004218
2018.05.21,-100.00000000000009,4.000000000004,33.00000000000125,-46.00000000000159,-109.00000000000354,287.9999999999994,-78.00000000000296,53.00000000000304,-170.00000000000347,181.99999999998795,-405.0000000000109,-262.999999999991,-46.999999999997044,174.99999999999181,-45.000000000001705,92.99999999998931,-113.99999999999189,,-549.0000000000275
2018.05.21,-122.99999999999534,-32.0000000000098,-0.999999999990564,-39.00000000000014,51.000000000001044,261.0000000000001,-64.99999999999773,87.99999999999919,-31.000000000003247,159.9999999999966,-292.00000000000335,-217.0000000000005,-45.000000000015916,-168.0000000000126,-1.0000000000047748,-63.00000000000239,-80.99999999999774,,-598.0000000000372
2018.05.21,-161.99999999999548,-89.00000000000574,-15.000000000000568,11.00000000000545,70.0000000000034,296.0000000000074,-88.00000000000807,95.00000000000064,-40.00000000000669,157.0000000000107,-317.9999999999961,-309.99999999998806,-94.00000000002251,-133.00000000000534,-13.00000000000523,-74.00000000001228,-46.999999999997044,,-754.0000000000156
2018.05.21,-143.9999999999997,-43.999999999999595,-27.999999999991587,-34.000000000000696,19.00000000000235,302.0000000000023,-52.99999999999727,111.00000000000554,-77.00000000000485,209.00000000000318,-289.0000000000059,-245.99999999999068,-27.000000000015234,-73.00000000001194,31.00000000000591,-9.000000000000341,-68.00000000000139,,-419.9999999999999
2018.05.21,-244.99999999999523,-157.00000000000713,-146.99999999999136,56.0000000000005,161.99999999999548,272.00000000000557,-46.00000000000648,129.00000000000134,-4.000000000004,181.99999999998795,-212.99999999999653,-236.99999999999832,-16.000000000019554,-264.0000000000198,54.000000000002046,-85.00000000000796,-29.999999999996696,,-589.0000000000501
2018.05.21,-295.0000000000008,-221.00000000000452,-164.00000000000148,75.00000000000284,149.99999999999457,331.0000000000146,-82.99999999999841,182.00000000000438,-51.000000000001044,197.00000000000273,-167.00000000000603,-273.9999999999965,-66.0000000000025,-139.00000000000023,85.00000000000796,-61.00000000000705,13.00000000000745,,-487.999999999984
2018.05.21,-229.00000000000142,-154.0000000000097,-123.99999999999523,-51.000000000001044,46.999999999997044,299.00000000000483,-48.00000000000182,214.00000000000307,-104.99999999999955,207.9999999999984,-53.00000000001415,-52.99999999999194,-37.00000000000614,17.999999999984695,147.00000000000557,24.999999999991473,-39.999999999995595,,63.99999999996852
2018.05.21,-197.00000000000273,-109.00000000000354,-87.99999999999386,-35.999999999991594,109.00000000000354,167.00000000000603,-49.99999999999716,192.99999999999872,-21.00000000000435,56.99999999998795,71.99999999998319,35.00000000000725,-34.000000000020236,-199.00000000001583,123.00000000000466,-68.00000000001205,-19.999999999997797,,-66.00000000004779
2018.05.21,-231.0000000000034,-144.99999999999514,-149.0000000000009,-104.99999999999955,60.99999999999994,202.00000000001327,-28.000000000005798,229.99999999999687,-92.99999999999864,132.000000000005,102.00000000000209,209.00000000001472,1.999999999981128,-38.0000000000047,180.99999999999739,25.99999999999625,-95.99999999999609,,260.00000000000244
2018.05.21,-307.0000000000017,-225.00000000000853,-192.99999999999784,-42.999999999993044,141.99999999999767,82.00000000000429,-69.00000000000261,250.00000000000577,-68.00000000000139,-56.000000000011596,302.9999999999866,358.9999999999982,-36.000000000001364,-112.000000000001,171.00000000000648,-30.000000000001137,-66.99999999999484,,100.99999999998404
2018.05.21,-292.00000000000335,-208.99999999999253,-241.99999999999022,-39.999999999995595,226.99999999999943,58.000000000002494,-3.0000000000001137,275.000000000003,27.999999999994696,4.9999999999954525,387.000000000004,351.99999999999676,38.99999999998727,-348.00000000001495,248.99999999999523,-93.00000000000352,-15.999999999993797,,376.9999999999842
2018.05.21,-263.0000000000021,-180.0000000000024,-274.9999999999915,-46.00000000000159,164.99999999999292,59.000000000009045,60.000000000002274,256.0000000000007,-14.999999999998348,88.99999999999864,347.9999999999928,318.00000000001825,108.99999999998045,-240.00000000001796,280.00000000000114,-2.0000000000095497,-17.999999999995797,,644.9999999999771
2018.05.21,-280.9999999999979,-192.99999999999872,-359.99999999999943,-13.999999999991797,161.99999999999548,23.00000000001745,126.00000000000477,263.99999999999756,-26.999999999999247,141.9999999999959,409.99999999999926,318.00000000001825,197.99999999997908,-217.0000000000005,338.99999999999864,57.999999999992724,14.000000000002899,,962.0000000000143
