date,USDCHF,EURUSD,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPJPY,EURJPY,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,empty,sum
2017.02.06,-128.00000000000588,-23.00000000001745,-80.00000000001339,0.0,-73.99999999999629,-110.99999999999443,0.0,-68.00000000000139,-32.999999999994145,-56.0000000000005,-104.00000000001342,0.0,-181.9999999999933,-4.9999999999954525,-318.00000000001205,-78.00000000000296,-402.00000000000233,,-1662.000000000043
2017.02.06,-143.00000000000423,-32.0000000000098,-59.99999999999339,297.00000000000284,-2.000000000002,-97.9999999999981,28.000000000005798,39.999999999995595,92.00000000000318,65.99999999999939,-34.000000000020236,9.000000000000341,-76.99999999999375,33.00000000000125,56.99999999998795,79.9999999999983,-375.0000000000031,,-119.00000000003001
2017.02.06,-153.99999999999858,-31.000000000003247,-29.999999999996696,270.0000000000036,24.000000000001798,-101.99999999997988,94.0000000000083,90.99999999999665,70.99999999999883,121.99999999999989,15.999999999991132,24.00000000000091,-26.999999999999247,88.00000000000807,0.999999999990564,91.99999999999875,-318.99999999999153,,230.00000000002927
2017.02.06,-189.00000000000583,-70.0000000000145,2.999999999997449,283.99999999999534,34.000000000000696,-91.99999999998099,167.0000000000016,142.99999999999312,91.00000000000774,147.99999999999258,132.99999999998136,75.9999999999934,4.999999999988347,163.0000000000109,49.99999999999716,170.0000000000017,-266.999999999995,,848.999999999965
2017.02.06,-191.00000000000784,-73.00000000001194,-15.999999999993797,285.00000000000193,2.999999999997449,-93.99999999999409,99.00000000000375,144.99999999999514,107.00000000000153,132.99999999999423,88.99999999999864,0.0,-15.00000000000945,114.00000000000432,28.999999999996362,112.99999999999955,-313.99999999999204,,413.99999999998374
2017.02.06,-179.00000000000693,-107.00000000001265,-29.00000000001235,144.99999999999514,19.00000000000235,-91.99999999998099,-60.99999999999284,134.0000000000008,-15.999999999993797,136.99999999999824,-102.00000000000387,-191.0000000000025,1.0000000000065512,-30.9999999999917,-192.00000000000728,45.000000000001705,-258.9999999999981,,-777.9999999999982
2017.02.06,-126.99999999999933,-25.00000000000835,21.00000000000435,244.99999999999523,105.99999999999498,-73.99999999999629,-123.99999999999523,134.99999999999625,38.0000000000047,188.9999999999947,-171.0000000000207,-236.99999999999477,121.99999999999989,-69.99999999999318,-214.00000000001285,9.000000000000341,-202.9999999999976,,-380.00000000002785
2017.02.06,-143.00000000000423,-55.000000000005045,-2.0000000000131024,200.99999999999562,119.99999999999788,-61.99999999998429,-30.9999999999917,131.99999999999878,0.0,212.99999999999653,-88.00000000002228,-155.00000000000114,177.00000000000495,6.000000000000227,-203.00000000000296,72.00000000000273,-202.9999999999976,,-21.000000000025636
2017.02.06,-170.99999999999892,-71.00000000002105,-5.000000000010552,148.99999999999915,117.00000000000044,-74.99999999998064,-34.99999999999659,143.9999999999997,-24.999999999997247,224.9999999999974,-50.00000000001137,-135.99999999999568,174.99999999999181,3.0000000000001137,-222.0000000000084,96.9999999999942,-158.99999999999804,,-39.00000000003567
2017.02.06,-163.00000000000205,-85.00000000000173,28.000000000005798,186.99999999999272,116.00000000000499,-61.99999999998429,6.000000000000227,161.99999999999548,9.00000000000345,219.99999999999798,0.0,-114.99999999999488,194.99999999998963,55.00000000000682,-157.0000000000107,123.00000000000466,-142.99999999999312,,376.00000000001495
2017.02.06,-153.00000000000313,-76.0000000000094,53.999999999998494,192.99999999999872,158.99999999999804,-58.99999999998684,-15.000000000000568,165.9999999999995,-0.999999999995449,256.0000000000007,-66.0000000000025,-156.99999999999648,266.999999999995,66.0000000000025,-166.00000000001103,141.00000000000534,-115.99999999999389,,492.999999999999
2017.02.06,-141.00000000000225,-72.0000000000054,99.00000000000463,214.99999999999852,144.99999999999514,-40.99999999997994,-34.99999999999659,185.99999999999727,18.0000000000069,226.99999999999943,-149.0000000000009,-174.0000000000066,229.99999999999687,52.00000000000671,-171.00000000000648,91.99999999999875,-127.99999999999478,,353.00000000001137
