date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,EURCHF,AUDCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,AUDCAD,NZDCAD,AUDNZD,empty,sum
2019.10.21,-60.99999999999994,-22.0000000000109,-30.0000000000189,-15.00000000000945,-100.00000000000009,0.0,-111.00000000001664,0.0,-28.000000000005798,-171.99999999999437,-21.00000000000435,-483.99999999999557,-100.00000000000853,-38.0000000000047,-178.99999999999582,-4.999999999988347,-14.999999999998348,-16.0000000000049,0.0,,-1397.000000000057
2019.10.21,-116.00000000000499,263.99999999999756,25.999999999992696,-14.000000000002899,-80.00000000000229,9.00000000000345,-97.9999999999981,1.999999999990898,-47.00000000000814,-178.99999999999582,330.9999999999924,-600.0000000000006,-69.00000000000261,39.999999999995595,-223.99999999997976,22.999999999995246,15.999999999993797,-18.0000000000069,141.99999999999767,,-592.000000000043
2019.10.21,-104.00000000000409,270.99999999999903,17.000000000000348,-24.000000000001798,-78.00000000000028,-43.00000000000415,-134.99999999999625,-4.000000000004,-51.000000000001044,-438.9999999999894,348.9999999999993,-984.9999999999915,-19.000000000005457,51.99999999998539,-200.00000000000017,99.00000000000463,-40.00000000000669,-53.999999999998494,132.99999999998312,,-1255.0000000000314
2019.10.21,-106.00000000000608,388.9999999999949,29.999999999996696,-11.00000000000545,-48.000000000003595,-4.000000000004,-96.00000000000719,18.999999999991246,-104.00000000000409,-372.99999999999,533.0000000000057,-729.0000000000018,36.000000000001364,-1.0000000000065512,-53.999999999998494,-8.999999999992347,-6.0000000000060005,-12.999999999996348,69.9999999999923,,-477.0000000000399
2019.10.21,-98.0000000000092,356.00000000000074,8.999999999992347,-22.999999999995246,-65.00000000000395,77.00000000000485,-92.00000000000318,37.99999999999359,-130.0000000000079,-350.9999999999902,507.9999999999973,-807.9999999999865,33.999999999991815,41.99999999998649,-85.99999999998609,-110.99999999999443,0.999999999995449,58.000000000002494,43.999999999999595,,-597.0000000000122
2019.10.21,-115.00000000000954,442.9999999999934,37.99999999998249,0.0,-43.00000000000415,65.99999999999939,-87.99999999999919,56.99999999999594,-115.00000000000954,-336.9999999999984,577.0000000000052,-788.9999999999952,6.000000000000227,59.99999999999339,-96.99999999999153,-66.99999999999484,19.00000000000235,70.0000000000034,75.99999999998718,,-239.00000000003942
2019.10.21,-108.00000000000809,266.999999999995,-21.00000000000435,-46.999999999997044,-116.00000000000499,87.00000000000374,-153.00000000000313,65.99999999999939,-195.00000000000074,-307.99999999999716,405.9999999999952,-736.0000000000033,-91.00000000000819,29.999999999996696,-167.9999999999904,-148.99999999999915,29.999999999996696,85.00000000000173,74.99999999998064,,-1046.0000000000473
2019.10.21,-153.00000000000313,266.999999999995,-28.000000000005798,-32.999999999994145,-141.99999999999767,121.00000000000443,-182.0000000000155,131.99999999999878,-225.00000000000853,-254.99999999999412,395.99999999999636,-700.999999999996,-159.00000000000603,11.999999999989797,-204.99999999998852,-217.0000000000005,60.99999999999994,129.9999999999968,56.99999999999594,,-1124.0000000000327
2019.10.21,-175.00000000000293,279.99999999999136,-18.0000000000069,-32.0000000000098,-158.99999999999804,182.99999999999983,-194.0000000000053,175.99999999999838,-304.00000000000426,-245.99999999999068,377.9999999999894,-743.9999999999891,-141.00000000000534,24.999999999986144,-319.999999999987,-428.00000000000614,121.99999999999989,187.9999999999993,25.999999999992696,,-1383.0000000000484
2019.10.21,-166.00000000001057,306.00000000000625,27.999999999983594,8.999999999992347,-158.0000000000026,185.99999999999727,-165.9999999999995,183.99999999999528,-304.00000000000426,-252.99999999999213,398.9999999999938,-817.9999999999854,-94.99999999999886,17.000000000000348,-326.9999999999884,-448.000000000004,156.00000000000057,237.99999999999378,1.999999999990898,,-1210.0000000000316
2019.10.21,-156.00000000000057,296.9999999999917,8.999999999992347,7.0000000000014495,-216.0000000000051,214.00000000000307,-178.99999999999582,191.99999999999218,-342.000000000009,-247.99999999999267,374.999999999992,-967.0000000000067,-141.00000000000534,-3.0000000000196536,-428.9999999999905,-536.0000000000032,161.99999999999548,264.999999999993,1.999999999990898,,-1694.0000000000762
2019.10.21,-168.00000000000148,356.00000000000074,24.999999999986144,14.000000000002899,-206.00000000000617,255.00000000000523,-168.99999999999693,247.99999999999267,-337.0000000000095,-284.9999999999908,458.00000000000284,-1035.9999999999925,-114.99999999999488,31.999999999987594,-440.9999999999803,-547.999999999993,224.000000000002,305.99999999999517,7.999999999985796,,-1379.000000000004
