date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,GBPCHF,EURCHF,AUDCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,AUDCAD,NZDCAD,AUDNZD,empty,sum
2019.10.21,45.000000000006146,263.99999999999756,31.999999999987594,-5.999999999994898,-36.0000000000027,204.00000000000418,-48.000000000003595,3.999999999992898,-18.0000000000069,-151.9999999999966,339.0000000000004,-405.9999999999952,-37.00000000000614,80.99999999999774,-78.99999999998464,36.0000000000027,11.00000000000545,160.99999999998892,,394.99999999999295
2019.10.21,83.00000000001084,278.00000000000045,38.99999999998904,15.00000000000945,-60.99999999999994,160.00000000000458,-66.00000000001049,63.99999999999739,-36.0000000000027,-149.99999999999457,358.9999999999982,-534.9999999999966,-15.000000000000568,69.9999999999923,-173.99999999998528,87.00000000000374,-7.0000000000014495,218.99999999999142,,330.00000000000585
2019.10.21,102.00000000000209,577.0000000000052,79.99999999999119,48.000000000003595,2.999999999997449,439.99999999999596,-60.000000000015596,43.999999999999595,-21.999999999999797,-347.9999999999928,729.9999999999862,-716.9999999999899,105.00000000000398,80.99999999999774,1.0000000000065512,10.999999999994348,12.999999999996348,186.99999999998164,,1274.9999999999638
2019.10.21,84.0000000000063,414.00000000000324,30.999999999981043,-11.00000000000545,-14.999999999998348,295.99999999998516,-86.0000000000083,46.999999999997044,-89.00000000000574,-279.99999999999136,580.0000000000027,-516.9999999999897,54.000000000002046,76.99999999999375,39.00000000001125,-2.000000000002,-58.000000000002494,82.99999999998863,,646.9999999999678
2019.10.21,97.00000000000264,526.9999999999886,83.9999999999952,38.0000000000047,-19.00000000000235,377.9999999999894,-50.0000000000167,60.99999999999994,-102.00000000000209,-305.99999999999517,655.9999999999899,-682.0000000000048,78.99999999999352,83.9999999999952,-51.99999999998539,34.99999999999615,-95.99999999999609,79.99999999999119,,811.9999999999438
2019.10.21,94.00000000000519,456.9999999999963,45.99999999999049,7.0000000000014495,-41.000000000002146,326.9999999999884,-83.00000000001084,80.99999999999774,-107.00000000000153,-279.99999999999136,608.9999999999928,-639.9999999999961,10.000000000005116,79.99999999999119,-53.999999999998494,41.9999999999976,-86.99999999999264,104.99999999999955,,565.9999999999726
2019.10.21,96.00000000000719,266.999999999995,-18.0000000000069,-31.000000000003247,-112.99999999999643,126.99999999998823,-144.99999999999514,152.99999999999204,-191.00000000000784,-218.99999999999142,405.9999999999952,-556.0000000000009,-75.00000000000284,35.999999999991594,-127.99999999999478,109.99999999999899,-165.9999999999995,79.99999999999119,,-367.0000000000395
2019.10.21,121.99999999999989,283.99999999999534,-16.000000000016,-32.0000000000098,-141.00000000000225,112.000000000001,-175.00000000001404,197.99999999999818,-224.000000000002,-222.99999999999542,435.9999999999919,-663.999999999998,-135.99999999999568,39.999999999995595,-193.99999999998306,146.99999999999713,-187.9999999999993,96.99999999999153,,-557.000000000045
2019.10.21,159.00000000000912,306.9999999999906,44.99999999998394,15.999999999993797,-153.00000000000313,89.99999999999008,-155.00000000001623,236.99999999999832,-291.0000000000079,-192.99999999999872,401.00000000000693,-723.9999999999914,-64.99999999999773,70.99999999999883,-310.9999999999946,192.99999999999872,-278.9999999999959,35.999999999991594,,-616.0000000000437
2019.10.21,143.00000000000423,367.99999999999056,28.999999999990145,18.0000000000069,-136.00000000000279,175.99999999999838,-153.00000000000313,200.99999999999562,-280.00000000000244,-243.99999999999977,485.99999999998647,-768.9999999999975,-90.00000000000341,45.99999999999049,-251.99999999998556,173.00000000000094,-278.00000000000045,11.999999999989797,,-550.0000000000416
