date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,NZDUSD,GBPCHF,EURCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2018.06.11,28.000000000005798,4.999999999988347,11.00000000000545,-75.9999999999934,-31.000000000003247,72.0000000000054,25.999999999992696,14.000000000002899,92.99999999999864,35.999999999991594,83.9999999999952,-51.000000000001044,100.00000000002274,197.00000000000273,-9.000000000014552,86.00000000001273,-95.00000000000064,-0.9999999999843467,103.9999999999992,-58.99999999999794,-10.999999999994348,18.999999999991246,,542.0000000000251
2018.06.11,25.00000000000835,5.999999999994898,7.0000000000014495,-10.000000000005116,-72.0000000000054,100.00000000000009,45.000000000006146,19.999999999997797,141.99999999999767,90.0000000000012,117.99999999999588,-58.000000000002494,24.00000000000091,204.00000000000418,59.99999999999339,15.999999999991132,-160.99999999998892,-51.99999999998539,88.99999999999864,-43.999999999999595,7.0000000000014495,69.9999999999923,,625.9999999999985
2018.06.11,48.000000000003595,54.99999999998284,2.0000000000131024,-176.00000000000193,-53.00000000000304,74.00000000000739,97.9999999999981,42.0000000000087,156.00000000000057,81.9999999999932,100.00000000000009,-56.0000000000005,287.00000000000614,160.00000000000458,-90.99999999999665,195.99999999999795,-180.99999999998673,-144.99999999999514,179.9999999999926,-64.99999999999284,-39.999999999995595,126.99999999998823,,800.0000000000248
2018.06.11,60.99999999999994,5.999999999994898,-17.000000000000348,-123.99999999999523,-52.000000000007596,95.00000000000064,69.9999999999923,34.000000000000696,197.99999999999818,88.99999999999464,126.99999999999933,-72.0000000000054,167.0000000000016,292.00000000000335,-32.999999999994145,110.00000000001364,-271.99999999998334,-73.99999999999629,164.99999999999204,-109.00000000000354,-56.0000000000005,99.99999999998899,,704.999999999994
2018.06.11,73.00000000000084,53.999999999998494,8.000000000008,-99.99999999999432,-85.00000000000173,102.99999999999754,137.00000000000932,76.0000000000094,184.00000000000637,134.0000000000008,146.99999999999713,-63.00000000000195,187.00000000001182,167.00000000000603,-22.999999999995246,110.99999999999,-180.99999999998673,-88.99999999998354,155.9999999999917,-29.000000000001247,-12.000000000000899,131.99999999999878,,1087.0000000000607
2018.06.11,60.00000000000449,85.99999999998609,113.00000000000753,-164.99999999999204,-145.00000000000622,174.00000000000747,154.99999999999403,165.00000000001512,228.00000000000597,183.99999999999528,207.99999999999707,-121.00000000000443,310.0000000000023,243.99999999999977,69.9999999999923,300.00000000001137,-146.99999999998602,-66.99999999999484,280.9999999999917,-17.000000000000348,19.999999999997797,107.99999999999699,,2044.0000000000211
2018.06.11,112.000000000001,47.99999999998139,87.99999999999919,-125.0,-83.00000000001084,175.00000000000293,188.9999999999947,205.00000000001074,253.99999999999866,159.9999999999935,243.99999999999977,-123.00000000000644,217.00000000001296,260.0000000000158,-31.000000000003247,224.99999999999432,-153.9999999999875,-31.999999999987594,250.0,-81.9999999999932,36.0000000000027,15.999999999993797,,1849.0000000000127
2018.06.11,42.0000000000087,143.99999999998857,248.00000000000378,-153.99999999999636,-191.00000000000784,257.0000000000072,184.99999999999073,275.000000000003,265.0000000000041,213.99999999999199,276.9999999999939,-180.0000000000024,357.00000000002774,289.0000000000059,103.99999999999298,435.0000000000023,-79.99999999999119,-60.99999999999994,361.99999999999477,-25.999999999992696,65.00000000000395,45.99999999999049,,2873.00000000002
2018.06.11,21.00000000000435,127.99999999999478,231.0000000000034,-135.99999999999568,-185.00000000000182,246.00000000000176,141.99999999999767,236.00000000001398,192.99999999999872,190.99999999999673,248.99999999999923,-180.99999999999784,314.0000000000214,182.0000000000155,109.99999999998789,391.9999999999959,11.00000000000545,-65.99999999998829,337.0000000000033,36.999999999998145,116.00000000000499,53.999999999998494,,2622.0000000000587
2018.06.11,4.999999999999449,154.99999999999403,302.0000000000023,-149.0000000000009,-218.00000000000708,255.00000000000523,147.99999999999258,287.000000000015,243.99999999999977,212.00000000000108,246.00000000000176,-216.0000000000051,365.0000000000091,287.000000000015,148.99999999999915,489.0000000000043,-17.999999999984695,-146.99999999998602,355.99999999999454,1.0000000000065512,53.999999999998494,86.99999999999264,,2894.000000000048
2018.06.11,75.00000000000284,105.99999999998388,255.00000000000523,-167.99999999999216,-190.00000000000128,275.99999999999847,191.99999999999218,317.0000000000117,261.0000000000001,235.99999999999176,317.9999999999961,-211.00000000000563,334.0000000000032,268.0000000000016,148.99999999999915,455.99999999998886,-10.999999999983245,-27.999999999983594,393.0000000000007,11.00000000000545,124.00000000000189,14.999999999987246,,3178.0000000000045
2018.06.11,147.00000000000824,78.99999999998464,238.0000000000049,-409.9999999999966,-199.00000000000472,267.00000000000614,262.999999999991,388.0000000000106,321.0000000000046,302.9999999999977,361.0000000000002,-217.0000000000005,628.0000000000143,314.99999999999864,205.99999999999508,725.9999999999991,-37.99999999998249,-26.999999999999247,554.000000000002,17.000000000000348,107.99999999999699,41.000000000002146,,4071.000000000033
2018.06.11,136.99999999999824,49.99999999999449,199.00000000001583,-436.9999999999976,-180.0000000000024,221.00000000000452,218.99999999999142,336.00000000000296,294.00000000000534,273.9999999999965,307.0000000000017,-206.00000000000617,638.0000000000052,310.0000000000103,197.00000000000273,712.9999999999939,-54.99999999998284,-78.00000000000028,521.9999999999914,14.999999999998348,70.0000000000034,83.9999999999952,,3630.000000000022
2018.06.11,118.00000000000699,49.99999999999449,197.00000000000273,-439.9999999999977,-193.00000000000983,243.00000000000432,194.99999999998963,310.9999999999946,291.0000000000079,271.9999999999945,314.99999999999864,-206.00000000000617,638.0000000000052,331.0000000000146,228.99999999999034,715.0000000000034,-78.00000000000028,-22.999999999995246,548.9999999999924,19.00000000000235,85.99999999999719,70.99999999999883,,3689.999999999988
2018.06.11,99.00000000000463,37.99999999998249,192.99999999999872,-465.0000000000034,-163.00000000000205,228.00000000000597,157.99999999999147,285.00000000000193,270.99999999999903,229.00000000000142,287.9999999999994,-209.00000000000364,658.0000000000155,340.00000000000693,177.00000000000495,739.0000000000043,-71.99999999998319,-51.99999999998539,549.9999999999972,-12.999999999996348,73.00000000000084,48.99999999998794,,3401.000000000028
2018.06.11,104.00000000000409,80.99999999999774,253.00000000001432,-498.9999999999952,-192.00000000000327,245.0000000000063,209.9999999999991,354.9999999999942,279.00000000000705,261.0000000000001,310.9999999999946,-226.99999999999943,752.0000000000095,287.000000000015,185.99999999999727,848.9999999999895,0.0,-100.99999999999554,593.9999999999941,19.999999999997797,92.99999999999864,62.99999999999084,,3924.000000000017
