date,USDCHF,USDJPY,CHFJPY,CADCHF,AUDCHF,GBPAUD,EURJPY,EURAUD,EURNZD,CADJPY,AUDJPY,AUDCAD,empty,sum
2019.04.15,0.0,-15.000000000000568,0.0,-24.999999999997247,-21.999999999999797,-266.0000000000107,-33.00000000000125,-52.99999999999194,-239.00000000001143,0.0,-48.99999999999238,-67.00000000000594,,-769.0000000000113
2019.04.15,86.99999999999264,3.0000000000001137,-31.999999999996476,37.00000000000925,26.999999999999247,-201.99999999999108,-16.000000000005343,-69.00000000000794,-200.00000000000017,10.99999999999568,-21.000000000000796,-36.0000000000027,,-411.0000000000076
2019.04.15,100.99999999999554,10.99999999999568,9.000000000000341,63.00000000000195,52.000000000007596,-259.9999999999936,12.000000000000455,-89.00000000000574,-90.00000000001229,18.000000000000682,1.0000000000047748,-17.999999999995797,,-190.0000000000004
2019.04.15,99.00000000000463,10.000000000005116,37.9999999999967,120.00000000000898,26.000000000003798,-361.9999999999957,30.000000000001137,-185.99999999999727,-106.00000000000608,79.9999999999983,-12.000000000000455,-31.999999999998696,,-294.9999999999795
2019.04.15,100.99999999999554,25.000000000005684,46.999999999997044,123.00000000000644,21.00000000000435,-404.9999999999887,58.9999999999975,-194.0000000000053,-128.000000000017,82.99999999999841,-18.000000000000682,-46.999999999997044,,-333.0000000000037
2019.04.15,103.00000000000864,57.00000000000216,69.00000000000261,116.00000000000499,11.00000000000545,-486.00000000000864,87.99999999999386,-228.00000000000597,-101.00000000001774,87.99999999999386,-15.999999999991132,-46.999999999997044,,-346.0000000000089
2019.04.15,113.99999999999189,63.00000000000239,55.999999999997385,115.00000000000954,20.0000000000089,-561.9999999999958,87.99999999999386,-248.00000000000378,-113.00000000000753,86.99999999998909,-9.000000000000341,-48.000000000003595,,-437.0000000000179
2019.04.15,130.99999999999224,-9.000000000000341,-10.99999999999568,118.00000000000699,7.0000000000014495,-631.0000000000038,13.00000000000523,-262.999999999991,-64.0000000000196,30.9999999999917,-82.99999999999841,-48.000000000003595,,-809.0000000000148
2019.04.15,123.99999999999079,-10.000000000005116,-25.99999999999625,94.00000000000519,-29.999999999996696,-702.0000000000026,-4.0000000000048885,-341.99999999999784,-123.00000000000644,-7.000000000005002,-132.000000000005,-73.00000000000084,,-1231.000000000025
2019.04.15,104.99999999999955,-22.00000000000557,-9.999999999990905,121.99999999999989,-12.999999999996348,-663.999999999998,28.999999999996362,-320.9999999999935,-190.00000000000128,51.9999999999925,-78.00000000000296,-87.00000000000374,,-1077.0000000000039
2019.04.15,104.99999999999955,-9.000000000000341,3.0000000000001137,158.0000000000026,21.999999999999797,-580.0000000000027,70.99999999999795,-282.0000000000045,-283.000000000011,87.99999999999386,-51.00000000000193,-92.99999999999864,,-851.0000000000252
2019.04.15,103.00000000000864,25.000000000005684,40.99999999999682,159.00000000000912,36.0000000000027,-598.999999999994,144.99999999999602,-296.9999999999917,-193.00000000002092,125.0,-4.0000000000048885,-63.99999999999739,,-522.9999999999899
2019.04.15,83.9999999999952,-19.000000000005457,34.000000000006025,143.00000000000423,13.00000000000745,-578.9999999999961,99.00000000000375,-287.9999999999994,-182.99999999999983,92.99999999998931,-39.00000000000148,-68.99999999999685,,-710.9999999999931
2019.04.15,76.0000000000094,-45.000000000001705,10.000000000005116,124.00000000000189,-7.0000000000014495,-719.000000000003,60.99999999999284,-333.0000000000055,-98.0000000000203,55.999999999997385,-78.00000000000296,-89.00000000000574,,-1042.000000000034
2019.04.15,72.0000000000054,-45.99999999999227,14.000000000010004,125.00000000000844,26.999999999999247,-571.9999999999948,52.99999999999727,-242.99999999999324,-171.00000000001003,61.99999999999761,-39.00000000000148,-43.999999999999595,,-761.9999999999734
2019.04.15,73.99999999999629,-45.99999999999227,24.00000000000091,116.00000000000499,-35.999999999991594,-669.0000000000085,37.9999999999967,-340.9999999999913,-170.00000000000347,50.99999999998772,-105.00000000000398,-97.9999999999981,,-1162.0000000000027
