,name,direction
0,USDCHF,B
1,USDJPY,B
2,CHFJPY,B
3,CADCHF,B
4,AUDCHF,B
5,GBPAUD,S
6,EURJPY,B
7,EURAUD,S
8,EURNZD,B
9,CADJPY,B
10,AUDJPY,B
11,AUDCAD,B
