date,GBPUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURAUD,CADJPY,AUDJPY,NZDCAD,empty,sum
2016.03.07,76.99999999999375,-165.99999999999682,0.9999999999843467,-85.00000000000173,243.99999999999977,-173.99999999998528,-174.99999999999716,-63.00000000000195,-170.99999999999892,-195.00000000000074,-28.000000000005798,-118.99999999999977,58.000000000002494,-117.99999999999588,-122.99999999999045,-42.0000000000087,96.9999999999942,63.00000000000239,207.00000000000162,,-712.0000000000045
2016.03.07,55.99999999998939,-70.99999999999795,-79.00000000000685,-169.99999999999238,310.9999999999946,-220.99999999998232,-140.99999999999113,-173.9999999999964,-295.0000000000008,-298.9999999999937,-21.999999999999797,-20.000000000010232,-39.999999999995595,-368.00000000001273,-33.00000000000125,-222.99999999999542,-25.000000000005684,-108.99999999999466,231.0000000000034,,-1691.9999999999898
2016.03.07,3.999999999981796,-88.99999999999864,-14.000000000002899,-80.99999999999774,367.99999999999056,-264.9999999999819,-231.99999999999932,-205.99999999999508,-262.00000000000665,-232.99999999999432,-39.00000000000014,-99.99999999999432,-52.99999999999194,-181.00000000000892,-87.0000000000033,-75.00000000000284,19.99999999999602,12.000000000000455,119.99999999999788,,-1393.0000000000116
2016.03.07,-58.000000000002494,-99.00000000000375,38.0000000000047,-39.00000000000014,236.99999999999832,-230.9999999999812,-177.99999999999727,-136.99999999999824,-180.0000000000024,-149.99999999999457,-86.0000000000083,-176.00000000001614,-48.99999999998794,-146.00000000000168,-70.99999999999795,46.999999999997044,67.00000000000728,66.0000000000025,95.00000000000064,,-1049.9999999999814
2016.03.07,-90.99999999999665,-298.0000000000018,88.99999999998354,-8.999999999992347,146.00000000000168,-190.99999999998562,-327.99999999998875,-81.9999999999932,-112.000000000001,-82.99999999999974,-107.00000000000153,-495.00000000000455,-24.000000000001798,-110.99999999999443,-281.9999999999965,109.99999999998789,248.99999999999523,246.00000000000932,80.99999999999774,,-1291.9999999999825
2016.03.07,-4.000000000004,-231.99999999999932,9.999999999998899,-139.00000000000023,167.9999999999904,-170.99999999998784,-194.99999999999318,-86.99999999999264,-217.0000000000005,-148.99999999999915,-89.00000000000574,-313.99999999999295,-29.999999999996696,-338.0000000000161,-170.0000000000017,-100.0000000000112,140.00000000000057,51.00000000000193,160.00000000000458,,-1706.000000000005
2016.03.07,-22.0000000000109,-310.0000000000023,52.99999999999194,-129.00000000000134,103.99999999999298,-146.99999999998602,-251.99999999999534,-41.9999999999976,-185.00000000000182,-169.99999999999238,-101.00000000000664,-438.0000000000166,12.999999999996348,-326.0000000000041,-251.99999999999534,-75.00000000000284,233.0000000000041,120.00000000000455,241.99999999999778,,-1684.0000000000255
2016.03.07,-89.00000000000574,-132.99999999999557,126.0000000000039,-43.999999999999595,153.9999999999875,-146.00000000000168,-165.99999999999682,-61.999999999995396,-159.00000000000912,-185.99999999999727,-72.0000000000054,-264.00000000001,32.999999999994145,-198.00000000000927,-165.99999999999682,-28.999999999990145,146.0000000000008,85.99999999999852,243.00000000000432,,-926.0000000000239
2016.03.07,-99.00000000000463,-200.9999999999934,105.99999999998388,-129.00000000000134,141.99999999999767,-164.99999999999292,-224.99999999999432,-70.99999999999883,-242.00000000000887,-256.99999999999613,-92.00000000000318,-367.999999999995,-5.999999999994898,-425.0000000000087,-212.99999999999386,-167.00000000000603,185.00000000000227,41.00000000001103,329.00000000000153,,-1856.9999999999957
2016.03.07,-97.9999999999981,-219.99999999999886,165.9999999999995,-117.99999999999588,157.99999999999147,-185.99999999999727,-262.00000000000045,-46.999999999997044,-240.00000000000688,-300.0000000000003,-99.00000000000463,-397.0000000000198,79.00000000000685,-395.99999999999636,-218.9999999999941,-130.99999999999224,236.99999999999477,67.99999999999784,413.0000000000078,,-1592.0000000000036
2016.03.07,-76.0000000000094,-280.00000000000114,146.00000000000168,-105.99999999999498,212.99999999999653,-196.99999999998053,-345.9999999999894,-75.9999999999983,-248.00000000000378,-304.9999999999997,-77.00000000000485,-456.0000000000173,80.99999999999774,-341.99999999999784,-302.99999999999727,-129.00000000000134,269.999999999996,123.00000000000466,380.999999999998,,-1727.0000000000016
2016.03.07,-60.000000000015596,-230.00000000000398,126.0000000000039,-108.99999999999244,275.9999999999874,-242.99999999999324,-335.9999999999985,-110.99999999999443,-274.00000000000756,-293.99999999999426,-75.00000000000284,-367.999999999995,73.00000000001194,-320.00000000000915,-239.99999999999488,-114.99999999999844,218.00000000000352,82.99999999999841,325.00000000000864,,-1673.999999999987
2016.03.07,-79.00000000000685,-176.00000000000193,116.00000000000499,-109.99999999999899,266.999999999995,-243.99999999999977,-295.0000000000017,-126.99999999999933,-282.0000000000045,-283.99999999999534,-80.00000000000229,-314.9999999999977,25.00000000000835,-354.0000000000099,-188.0000000000024,-134.99999999999625,168.00000000000637,42.00000000000159,295.0000000000008,,-1756.0
2016.03.07,-58.000000000002494,-185.99999999999284,148.99999999999915,-107.99999999999699,232.99999999999432,-209.9999999999991,-250.0,-73.99999999999629,-248.99999999999923,-234.99999999999633,-77.00000000000485,-299.0000000000066,110.00000000001009,-320.00000000000915,-182.00000000000216,-113.00000000000753,198.0000000000075,49.99999999999716,295.0000000000008,,-1326.0000000000045
