date,GBPUSD,USDCAD,NZDUSD,GBPAUD,EURAUD,NZDJPY,empty,sum
2015.09.21,-35.00000000000725,0.0,-15.999999999993797,-262.999999999991,-148.99999999999915,-41.00000000001103,,-504.0000000000022
2015.09.21,-48.99999999998794,27.999999999983594,-18.999999999991246,-181.9999999999933,-29.999999999996696,-57.00000000000216,,-308.9999999999877
2015.09.21,-82.99999999998863,13.999999999980695,-66.99999999999484,-174.99999999999181,-100.99999999999554,-10.000000000005116,,-421.9999999999952
2015.09.21,-96.00000000000719,-43.999999999999595,-88.99999999999464,-285.00000000000193,-76.0000000000094,-17.000000000010118,,-607.000000000023
2015.09.21,2.999999999997449,-43.00000000001525,-100.99999999999554,-306.00000000000625,-19.00000000001345,-30.000000000001137,,-496.00000000003416
2015.09.21,-55.000000000005045,-43.00000000001525,-21.999999999999797,-129.00000000000134,14.000000000002899,42.999999999992156,,-192.00000000002638
2015.09.21,-157.99999999999147,-76.0000000000094,-24.999999999997247,-225.00000000000853,-48.000000000003595,106.99999999999932,,-425.0000000000109
2015.09.21,-178.99999999999582,-49.00000000001015,17.000000000000348,39.999999999995595,204.99999999998852,218.9999999999941,,252.99999999997257
2015.09.21,-208.99999999999253,-87.99999999999919,7.0000000000014495,-31.999999999987594,158.99999999999804,161.00000000000136,,-1.999999999978428
2015.09.21,-194.0000000000053,-87.00000000001484,19.00000000000235,167.9999999999904,370.00000000000364,196.99999999998852,,472.99999999996476
2015.09.21,-157.00000000000713,-56.000000000011596,140.0000000000068,579.9999999999806,619.9999999999983,321.9999999999885,,1448.9999999999554
2015.09.21,-175.99999999999838,-87.99999999999919,159.00000000000912,678.0000000000008,750.0000000000063,390.99999999999113,,1714.0000000000098
2015.09.21,-147.00000000000824,-74.0000000000185,180.0000000000024,532.9999999999835,619.9999999999983,411.9999999999919,,1523.9999999999495
2015.09.21,-195.9999999999962,-119.00000000000244,187.00000000000384,592.9999999999769,692.9999999999881,454.9999999999983,,1612.9999999999686
2015.09.21,-198.00000000000927,-111.00000000001664,228.00000000000597,523.0000000000068,760.9999999999894,509.00000000000034,,1711.9999999999768
2015.09.21,-192.99999999999872,-119.00000000000244,248.99999999999923,492.9999999999879,722.0000000000005,531.9999999999965,,1683.9999999999827
2015.09.21,-127.99999999999478,-73.00000000001194,314.0000000000032,554.9999999999944,716.9999999999899,561.9999999999976,,1946.9999999999786
